county,town,precinct,office,district,candidate,party,votes
Chittenden,Colchester,CHI-9-2,State Treasurer,,Beth Pearce,Democratic,2854
Chittenden,Colchester,CHI-9-2,State Treasurer,,Carolyn Whitney Branagan,Republican,1743
Chittenden,Colchester,CHI-9-2,State Treasurer,,Alex Wright,Independent,354
Chittenden,Colchester,CHI-9-2,State Treasurer,,Cris Ericson,Progressive,148
Chittenden,Colchester,CHI-9-2,State Treasurer,,Write Ins,,3
Chittenden,Colchester,CHI-9-2,State Treasurer,,Spoiled,,0
Chittenden,Colchester,CHI-9-2,State Treasurer,,Blanks,,450
Chittenden,Colchester,CHI-9-2,State Treasurer,,Total Votes Cast,,5552
Essex,Concord,ESX-CAL,State Treasurer,,Beth Pearce,Democratic,221
Essex,Concord,ESX-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,288
Essex,Concord,ESX-CAL,State Treasurer,,Alex Wright,Independent,65
Essex,Concord,ESX-CAL,State Treasurer,,Cris Ericson,Progressive,9
Essex,Concord,ESX-CAL,State Treasurer,,Write Ins,,1
Essex,Concord,ESX-CAL,State Treasurer,,Spoiled,,0
Essex,Concord,ESX-CAL,State Treasurer,,Blanks,,54
Essex,Concord,ESX-CAL,State Treasurer,,Total Votes Cast,,638
Orange,Corinth,ORA-1,State Treasurer,,Beth Pearce,Democratic,413
Orange,Corinth,ORA-1,State Treasurer,,Carolyn Whitney Branagan,Republican,308
Orange,Corinth,ORA-1,State Treasurer,,Alex Wright,Independent,36
Orange,Corinth,ORA-1,State Treasurer,,Cris Ericson,Progressive,28
Orange,Corinth,ORA-1,State Treasurer,,Write Ins,,1
Orange,Corinth,ORA-1,State Treasurer,,Spoiled,,1
Orange,Corinth,ORA-1,State Treasurer,,Blanks,,55
Orange,Corinth,ORA-1,State Treasurer,,Total Votes Cast,,842
Addison,Cornwall,ADD-2,State Treasurer,,Beth Pearce,Democratic,585
Addison,Cornwall,ADD-2,State Treasurer,,Carolyn Whitney Branagan,Republican,176
Addison,Cornwall,ADD-2,State Treasurer,,Alex Wright,Independent,22
Addison,Cornwall,ADD-2,State Treasurer,,Cris Ericson,Progressive,20
Addison,Cornwall,ADD-2,State Treasurer,,Write Ins,,0
Addison,Cornwall,ADD-2,State Treasurer,,Spoiled,,1
Addison,Cornwall,ADD-2,State Treasurer,,Blanks,,59
Addison,Cornwall,ADD-2,State Treasurer,,Total Votes Cast,,863
Orleans,Coventry,ORL-2,State Treasurer,,Beth Pearce,Democratic,250
Orleans,Coventry,ORL-2,State Treasurer,,Carolyn Whitney Branagan,Republican,247
Orleans,Coventry,ORL-2,State Treasurer,,Alex Wright,Independent,29
Orleans,Coventry,ORL-2,State Treasurer,,Cris Ericson,Progressive,13
Orleans,Coventry,ORL-2,State Treasurer,,Write Ins,,0
Orleans,Coventry,ORL-2,State Treasurer,,Spoiled,,0
Orleans,Coventry,ORL-2,State Treasurer,,Blanks,,35
Orleans,Coventry,ORL-2,State Treasurer,,Total Votes Cast,,574
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Beth Pearce,Democratic,463
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,185
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Alex Wright,Independent,29
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Cris Ericson,Progressive,36
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Write Ins,,0
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Spoiled,,0
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Blanks,,71
Orleans,Craftsbury,ORL-CAL,State Treasurer,,Total Votes Cast,,784
Rutland,Danby,BEN-RUT,State Treasurer,,Beth Pearce,Democratic,286
Rutland,Danby,BEN-RUT,State Treasurer,,Carolyn Whitney Branagan,Republican,369
Rutland,Danby,BEN-RUT,State Treasurer,,Alex Wright,Independent,25
Rutland,Danby,BEN-RUT,State Treasurer,,Cris Ericson,Progressive,35
Rutland,Danby,BEN-RUT,State Treasurer,,Write Ins,,0
Rutland,Danby,BEN-RUT,State Treasurer,,Spoiled,,0
Rutland,Danby,BEN-RUT,State Treasurer,,Blanks,,51
Rutland,Danby,BEN-RUT,State Treasurer,,Total Votes Cast,,766
Caledonia,Danville,CAL-WAS,State Treasurer,,Beth Pearce,Democratic,772
Caledonia,Danville,CAL-WAS,State Treasurer,,Carolyn Whitney Branagan,Republican,526
Caledonia,Danville,CAL-WAS,State Treasurer,,Alex Wright,Independent,52
Caledonia,Danville,CAL-WAS,State Treasurer,,Cris Ericson,Progressive,32
Caledonia,Danville,CAL-WAS,State Treasurer,,Write Ins,,1
Caledonia,Danville,CAL-WAS,State Treasurer,,Spoiled,,0
Caledonia,Danville,CAL-WAS,State Treasurer,,Blanks,,119
Caledonia,Danville,CAL-WAS,State Treasurer,,Total Votes Cast,,1502
Orleans,Derby,ORL-1,State Treasurer,,Beth Pearce,Democratic,1039
Orleans,Derby,ORL-1,State Treasurer,,Carolyn Whitney Branagan,Republican,1119
Orleans,Derby,ORL-1,State Treasurer,,Alex Wright,Independent,127
Orleans,Derby,ORL-1,State Treasurer,,Cris Ericson,Progressive,61
Orleans,Derby,ORL-1,State Treasurer,,Write Ins,,2
Orleans,Derby,ORL-1,State Treasurer,,Spoiled,,1
Orleans,Derby,ORL-1,State Treasurer,,Blanks,,186
Orleans,Derby,ORL-1,State Treasurer,,Total Votes Cast,,2535
Bennington,Dorset,BEN-RUT,State Treasurer,,Beth Pearce,Democratic,753
Bennington,Dorset,BEN-RUT,State Treasurer,,Carolyn Whitney Branagan,Republican,447
Bennington,Dorset,BEN-RUT,State Treasurer,,Alex Wright,Independent,41
Bennington,Dorset,BEN-RUT,State Treasurer,,Cris Ericson,Progressive,51
Bennington,Dorset,BEN-RUT,State Treasurer,,Write Ins,,2
Bennington,Dorset,BEN-RUT,State Treasurer,,Spoiled,,0
Bennington,Dorset,BEN-RUT,State Treasurer,,Blanks,,129
Bennington,Dorset,BEN-RUT,State Treasurer,,Total Votes Cast,,1423
Windham,Dover,WDH-BEN,State Treasurer,,Beth Pearce,Democratic,481
Windham,Dover,WDH-BEN,State Treasurer,,Carolyn Whitney Branagan,Republican,316
Windham,Dover,WDH-BEN,State Treasurer,,Alex Wright,Independent,46
Windham,Dover,WDH-BEN,State Treasurer,,Cris Ericson,Progressive,36
Windham,Dover,WDH-BEN,State Treasurer,,Write Ins,,1
Windham,Dover,WDH-BEN,State Treasurer,,Spoiled,,0
Windham,Dover,WDH-BEN,State Treasurer,,Blanks,,76
Windham,Dover,WDH-BEN,State Treasurer,,Total Votes Cast,,956
Windham,Dummerston,WDH-4,State Treasurer,,Beth Pearce,Democratic,865
Windham,Dummerston,WDH-4,State Treasurer,,Carolyn Whitney Branagan,Republican,285
Windham,Dummerston,WDH-4,State Treasurer,,Alex Wright,Independent,40
Windham,Dummerston,WDH-4,State Treasurer,,Cris Ericson,Progressive,56
Windham,Dummerston,WDH-4,State Treasurer,,Write Ins,,1
Windham,Dummerston,WDH-4,State Treasurer,,Spoiled,,0
Windham,Dummerston,WDH-4,State Treasurer,,Blanks,,121
Windham,Dummerston,WDH-4,State Treasurer,,Total Votes Cast,,1368
Washington,Duxbury,WAS-7,State Treasurer,,Beth Pearce,Democratic,537
Washington,Duxbury,WAS-7,State Treasurer,,Carolyn Whitney Branagan,Republican,244
Washington,Duxbury,WAS-7,State Treasurer,,Alex Wright,Independent,39
Washington,Duxbury,WAS-7,State Treasurer,,Cris Ericson,Progressive,20
Washington,Duxbury,WAS-7,State Treasurer,,Write Ins,,0
Washington,Duxbury,WAS-7,State Treasurer,,Spoiled,,2
Washington,Duxbury,WAS-7,State Treasurer,,Blanks,,81
Washington,Duxbury,WAS-7,State Treasurer,,Total Votes Cast,,923
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Beth Pearce,Democratic,69
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Carolyn Whitney Branagan,Republican,52
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Alex Wright,Independent,12
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Cris Ericson,Progressive,0
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Write Ins,,0
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Spoiled,,0
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Blanks,,11
Essex,East Haven,ESX-CAL-ORL,State Treasurer,,Total Votes Cast,,144
Washington,East Montpelier,WAS-5,State Treasurer,,Beth Pearce,Democratic,1221
Washington,East Montpelier,WAS-5,State Treasurer,,Carolyn Whitney Branagan,Republican,348
Washington,East Montpelier,WAS-5,State Treasurer,,Alex Wright,Independent,51
Washington,East Montpelier,WAS-5,State Treasurer,,Cris Ericson,Progressive,50
Washington,East Montpelier,WAS-5,State Treasurer,,Write Ins,,3
Washington,East Montpelier,WAS-5,State Treasurer,,Spoiled,,0
Washington,East Montpelier,WAS-5,State Treasurer,,Blanks,,108
Washington,East Montpelier,WAS-5,State Treasurer,,Total Votes Cast,,1781
Lamoille,Eden,ORL-LAM,State Treasurer,,Beth Pearce,Democratic,253
Lamoille,Eden,ORL-LAM,State Treasurer,,Carolyn Whitney Branagan,Republican,264
Lamoille,Eden,ORL-LAM,State Treasurer,,Alex Wright,Independent,45
Lamoille,Eden,ORL-LAM,State Treasurer,,Cris Ericson,Progressive,22
Lamoille,Eden,ORL-LAM,State Treasurer,,Write Ins,,0
Lamoille,Eden,ORL-LAM,State Treasurer,,Spoiled,,0
Lamoille,Eden,ORL-LAM,State Treasurer,,Blanks,,53
Lamoille,Eden,ORL-LAM,State Treasurer,,Total Votes Cast,,637
Lamoille,Elmore,LAM-WAS,State Treasurer,,Beth Pearce,Democratic,378
Lamoille,Elmore,LAM-WAS,State Treasurer,,Carolyn Whitney Branagan,Republican,152
Lamoille,Elmore,LAM-WAS,State Treasurer,,Alex Wright,Independent,20
Lamoille,Elmore,LAM-WAS,State Treasurer,,Cris Ericson,Progressive,10
Lamoille,Elmore,LAM-WAS,State Treasurer,,Write Ins,,1
Lamoille,Elmore,LAM-WAS,State Treasurer,,Spoiled,,0
Lamoille,Elmore,LAM-WAS,State Treasurer,,Blanks,,53
Lamoille,Elmore,LAM-WAS,State Treasurer,,Total Votes Cast,,614
Franklin,Enosburgh,FRA-7,State Treasurer,,Beth Pearce,Democratic,420
Franklin,Enosburgh,FRA-7,State Treasurer,,Carolyn Whitney Branagan,Republican,714
Franklin,Enosburgh,FRA-7,State Treasurer,,Alex Wright,Independent,57
Franklin,Enosburgh,FRA-7,State Treasurer,,Cris Ericson,Progressive,35
Franklin,Enosburgh,FRA-7,State Treasurer,,Write Ins,,1
Franklin,Enosburgh,FRA-7,State Treasurer,,Spoiled,,3
Franklin,Enosburgh,FRA-7,State Treasurer,,Blanks,,54
Franklin,Enosburgh,FRA-7,State Treasurer,,Total Votes Cast,,1284
Chittenden,Essex,CHI-8-1,State Treasurer,,Beth Pearce,Democratic,2955
Chittenden,Essex,CHI-8-1,State Treasurer,,Carolyn Whitney Branagan,Republican,1573
Chittenden,Essex,CHI-8-1,State Treasurer,,Alex Wright,Independent,654
Chittenden,Essex,CHI-8-1,State Treasurer,,Cris Ericson,Progressive,98
Chittenden,Essex,CHI-8-1,State Treasurer,,Write Ins,,6
Chittenden,Essex,CHI-8-1,State Treasurer,,Spoiled,,0
Chittenden,Essex,CHI-8-1,State Treasurer,,Blanks,,444
Chittenden,Essex,CHI-8-1,State Treasurer,,Total Votes Cast,,5730
Chittenden,Essex,CHI-8-2,State Treasurer,,Beth Pearce,Democratic,3304
Chittenden,Essex,CHI-8-2,State Treasurer,,Carolyn Whitney Branagan,Republican,1500
Chittenden,Essex,CHI-8-2,State Treasurer,,Alex Wright,Independent,726
Chittenden,Essex,CHI-8-2,State Treasurer,,Cris Ericson,Progressive,153
Chittenden,Essex,CHI-8-2,State Treasurer,,Write Ins,,6
Chittenden,Essex,CHI-8-2,State Treasurer,,Spoiled,,0
Chittenden,Essex,CHI-8-2,State Treasurer,,Blanks,,478
Chittenden,Essex,CHI-8-2,State Treasurer,,Total Votes Cast,,6167
Chittenden,Essex,CHI-8-3,State Treasurer,,Beth Pearce,Democratic,839
Chittenden,Essex,CHI-8-3,State Treasurer,,Carolyn Whitney Branagan,Republican,490
Chittenden,Essex,CHI-8-3,State Treasurer,,Alex Wright,Independent,173
Chittenden,Essex,CHI-8-3,State Treasurer,,Cris Ericson,Progressive,26
Chittenden,Essex,CHI-8-3,State Treasurer,,Write Ins,,0
Chittenden,Essex,CHI-8-3,State Treasurer,,Spoiled,,0
Chittenden,Essex,CHI-8-3,State Treasurer,,Blanks,,124
Chittenden,Essex,CHI-8-3,State Treasurer,,Total Votes Cast,,1652
Rutland,Fair Haven,RUT-3,State Treasurer,,Beth Pearce,Democratic,546
Rutland,Fair Haven,RUT-3,State Treasurer,,Carolyn Whitney Branagan,Republican,594
Rutland,Fair Haven,RUT-3,State Treasurer,,Alex Wright,Independent,78
Rutland,Fair Haven,RUT-3,State Treasurer,,Cris Ericson,Progressive,40
Rutland,Fair Haven,RUT-3,State Treasurer,,Write Ins,,0
Rutland,Fair Haven,RUT-3,State Treasurer,,Spoiled,,1
Rutland,Fair Haven,RUT-3,State Treasurer,,Blanks,,65
Rutland,Fair Haven,RUT-3,State Treasurer,,Total Votes Cast,,1324
Franklin,Fairfax,FRA-2,State Treasurer,,Beth Pearce,Democratic,1088
Franklin,Fairfax,FRA-2,State Treasurer,,Carolyn Whitney Branagan,Republican,1558
Franklin,Fairfax,FRA-2,State Treasurer,,Alex Wright,Independent,158
Franklin,Fairfax,FRA-2,State Treasurer,,Cris Ericson,Progressive,72
Franklin,Fairfax,FRA-2,State Treasurer,,Write Ins,,2
Franklin,Fairfax,FRA-2,State Treasurer,,Spoiled,,0
Franklin,Fairfax,FRA-2,State Treasurer,,Blanks,,145
Franklin,Fairfax,FRA-2,State Treasurer,,Total Votes Cast,,3023
Franklin,Fairfield,FRA-6,State Treasurer,,Beth Pearce,Democratic,411
Franklin,Fairfield,FRA-6,State Treasurer,,Carolyn Whitney Branagan,Republican,638
Franklin,Fairfield,FRA-6,State Treasurer,,Alex Wright,Independent,38
Franklin,Fairfield,FRA-6,State Treasurer,,Cris Ericson,Progressive,20
Franklin,Fairfield,FRA-6,State Treasurer,,Write Ins,,0
Franklin,Fairfield,FRA-6,State Treasurer,,Spoiled,,0
Franklin,Fairfield,FRA-6,State Treasurer,,Blanks,,43
Franklin,Fairfield,FRA-6,State Treasurer,,Total Votes Cast,,1150
Orange,Fairlee,ORA-2,State Treasurer,,Beth Pearce,Democratic,345
Orange,Fairlee,ORA-2,State Treasurer,,Carolyn Whitney Branagan,Republican,178
Orange,Fairlee,ORA-2,State Treasurer,,Alex Wright,Independent,31
Orange,Fairlee,ORA-2,State Treasurer,,Cris Ericson,Progressive,32
Orange,Fairlee,ORA-2,State Treasurer,,Write Ins,,1
Orange,Fairlee,ORA-2,State Treasurer,,Spoiled,,0
Orange,Fairlee,ORA-2,State Treasurer,,Blanks,,48
Orange,Fairlee,ORA-2,State Treasurer,,Total Votes Cast,,635
Washington,Fayston,WAS-7,State Treasurer,,Beth Pearce,Democratic,634
Washington,Fayston,WAS-7,State Treasurer,,Carolyn Whitney Branagan,Republican,185
Washington,Fayston,WAS-7,State Treasurer,,Alex Wright,Independent,40
Washington,Fayston,WAS-7,State Treasurer,,Cris Ericson,Progressive,27
Washington,Fayston,WAS-7,State Treasurer,,Write Ins,,0
Washington,Fayston,WAS-7,State Treasurer,,Spoiled,,0
Washington,Fayston,WAS-7,State Treasurer,,Blanks,,91
Washington,Fayston,WAS-7,State Treasurer,,Total Votes Cast,,977
Addison,Ferrisburgh,ADD-3,State Treasurer,,Beth Pearce,Democratic,1034
Addison,Ferrisburgh,ADD-3,State Treasurer,,Carolyn Whitney Branagan,Republican,592
Addison,Ferrisburgh,ADD-3,State Treasurer,,Alex Wright,Independent,68
Addison,Ferrisburgh,ADD-3,State Treasurer,,Cris Ericson,Progressive,59
Addison,Ferrisburgh,ADD-3,State Treasurer,,Write Ins,,0
Addison,Ferrisburgh,ADD-3,State Treasurer,,Spoiled,,0
Addison,Ferrisburgh,ADD-3,State Treasurer,,Blanks,,96
Addison,Ferrisburgh,ADD-3,State Treasurer,,Total Votes Cast,,1849
Franklin,Fletcher,FRA-6,State Treasurer,,Beth Pearce,Democratic,370
Franklin,Fletcher,FRA-6,State Treasurer,,Carolyn Whitney Branagan,Republican,364
Franklin,Fletcher,FRA-6,State Treasurer,,Alex Wright,Independent,40
Franklin,Fletcher,FRA-6,State Treasurer,,Cris Ericson,Progressive,17
Franklin,Fletcher,FRA-6,State Treasurer,,Write Ins,,1
Franklin,Fletcher,FRA-6,State Treasurer,,Spoiled,,0
Franklin,Fletcher,FRA-6,State Treasurer,,Blanks,,38
Franklin,Fletcher,FRA-6,State Treasurer,,Total Votes Cast,,830
Franklin,Franklin,FRA-5,State Treasurer,,Beth Pearce,Democratic,212
Franklin,Franklin,FRA-5,State Treasurer,,Carolyn Whitney Branagan,Republican,496
Franklin,Franklin,FRA-5,State Treasurer,,Alex Wright,Independent,24
Franklin,Franklin,FRA-5,State Treasurer,,Cris Ericson,Progressive,10
Franklin,Franklin,FRA-5,State Treasurer,,Write Ins,,0
Franklin,Franklin,FRA-5,State Treasurer,,Spoiled,,0
Franklin,Franklin,FRA-5,State Treasurer,,Blanks,,30
Franklin,Franklin,FRA-5,State Treasurer,,Total Votes Cast,,772
Franklin,Georgia,FRA-1,State Treasurer,,Beth Pearce,Democratic,719
Franklin,Georgia,FRA-1,State Treasurer,,Carolyn Whitney Branagan,Republican,1983
Franklin,Georgia,FRA-1,State Treasurer,,Alex Wright,Independent,77
Franklin,Georgia,FRA-1,State Treasurer,,Cris Ericson,Progressive,42
Franklin,Georgia,FRA-1,State Treasurer,,Write Ins,,1
Franklin,Georgia,FRA-1,State Treasurer,,Spoiled,,1
Franklin,Georgia,FRA-1,State Treasurer,,Blanks,,117
Franklin,Georgia,FRA-1,State Treasurer,,Total Votes Cast,,2940
Orleans,Glover,ORL-CAL,State Treasurer,,Beth Pearce,Democratic,345
Orleans,Glover,ORL-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,218
Orleans,Glover,ORL-CAL,State Treasurer,,Alex Wright,Independent,32
Orleans,Glover,ORL-CAL,State Treasurer,,Cris Ericson,Progressive,24
Orleans,Glover,ORL-CAL,State Treasurer,,Write Ins,,0
Orleans,Glover,ORL-CAL,State Treasurer,,Spoiled,,0
Orleans,Glover,ORL-CAL,State Treasurer,,Blanks,,51
Orleans,Glover,ORL-CAL,State Treasurer,,Total Votes Cast,,670
Addison,Goshen,ADD-2,State Treasurer,,Beth Pearce,Democratic,77
Addison,Goshen,ADD-2,State Treasurer,,Carolyn Whitney Branagan,Republican,40
Addison,Goshen,ADD-2,State Treasurer,,Alex Wright,Independent,2
Addison,Goshen,ADD-2,State Treasurer,,Cris Ericson,Progressive,8
Addison,Goshen,ADD-2,State Treasurer,,Write Ins,,0
Addison,Goshen,ADD-2,State Treasurer,,Spoiled,,0
Addison,Goshen,ADD-2,State Treasurer,,Blanks,,4
Addison,Goshen,ADD-2,State Treasurer,,Total Votes Cast,,131
Windham,Grafton,WDH-3,State Treasurer,,Beth Pearce,Democratic,213
Windham,Grafton,WDH-3,State Treasurer,,Carolyn Whitney Branagan,Republican,116
Windham,Grafton,WDH-3,State Treasurer,,Alex Wright,Independent,20
Windham,Grafton,WDH-3,State Treasurer,,Cris Ericson,Progressive,36
Windham,Grafton,WDH-3,State Treasurer,,Write Ins,,0
Windham,Grafton,WDH-3,State Treasurer,,Spoiled,,0
Windham,Grafton,WDH-3,State Treasurer,,Blanks,,30
Windham,Grafton,WDH-3,State Treasurer,,Total Votes Cast,,415
Essex,Granby,ESX-CAL,State Treasurer,,Beth Pearce,Democratic,19
Essex,Granby,ESX-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,20
Essex,Granby,ESX-CAL,State Treasurer,,Alex Wright,Independent,2
Essex,Granby,ESX-CAL,State Treasurer,,Cris Ericson,Progressive,2
Essex,Granby,ESX-CAL,State Treasurer,,Write Ins,,0
Essex,Granby,ESX-CAL,State Treasurer,,Spoiled,,0
Essex,Granby,ESX-CAL,State Treasurer,,Blanks,,0
Essex,Granby,ESX-CAL,State Treasurer,,Total Votes Cast,,43
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Beth Pearce,Democratic,695
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Carolyn Whitney Branagan,Republican,536
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Alex Wright,Independent,91
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Cris Ericson,Progressive,29
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Write Ins,,1
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Spoiled,,0
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Blanks,,75
Grand Isle,Grand Isle,GI-CHI,State Treasurer,,Total Votes Cast,,1427
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Beth Pearce,Democratic,113
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Carolyn Whitney Branagan,Republican,29
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Alex Wright,Independent,4
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Cris Ericson,Progressive,14
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Write Ins,,0
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Spoiled,,0
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Blanks,,9
Addison,Granville,ORA-WAS-ADD,State Treasurer,,Total Votes Cast,,169
Orleans,Greensboro,ORL-CAL,State Treasurer,,Beth Pearce,Democratic,324
Orleans,Greensboro,ORL-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,98
Orleans,Greensboro,ORL-CAL,State Treasurer,,Alex Wright,Independent,15
Orleans,Greensboro,ORL-CAL,State Treasurer,,Cris Ericson,Progressive,22
Orleans,Greensboro,ORL-CAL,State Treasurer,,Write Ins,,1
Orleans,Greensboro,ORL-CAL,State Treasurer,,Spoiled,,0
Orleans,Greensboro,ORL-CAL,State Treasurer,,Blanks,,32
Orleans,Greensboro,ORL-CAL,State Treasurer,,Total Votes Cast,,492
Caledonia,Groton,ORA-CAL,State Treasurer,,Beth Pearce,Democratic,239
Caledonia,Groton,ORA-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,231
Caledonia,Groton,ORA-CAL,State Treasurer,,Alex Wright,Independent,31
Caledonia,Groton,ORA-CAL,State Treasurer,,Cris Ericson,Progressive,13
Caledonia,Groton,ORA-CAL,State Treasurer,,Write Ins,,0
Caledonia,Groton,ORA-CAL,State Treasurer,,Spoiled,,0
Caledonia,Groton,ORA-CAL,State Treasurer,,Blanks,,39
Caledonia,Groton,ORA-CAL,State Treasurer,,Total Votes Cast,,553
Essex,Guildhall,ESX-CAL,State Treasurer,,Beth Pearce,Democratic,69
Essex,Guildhall,ESX-CAL,State Treasurer,,Carolyn Whitney Branagan,Republican,87
Essex,Guildhall,ESX-CAL,State Treasurer,,Alex Wright,Independent,6
Essex,Guildhall,ESX-CAL,State Treasurer,,Cris Ericson,Progressive,3
Essex,Guildhall,ESX-CAL,State Treasurer,,Write Ins,,0
Essex,Guildhall,ESX-CAL,State Treasurer,,Spoiled,,0
Essex,Guildhall,ESX-CAL,State Treasurer,,Blanks,,10
Essex,Guildhall,ESX-CAL,State Treasurer,,Total Votes Cast,,175
Windham,Guilford,WDH-1,State Treasurer,,Beth Pearce,Democratic,807
Windham,Guilford,WDH-1,State Treasurer,,Carolyn Whitney Branagan,Republican,321
Windham,Guilford,WDH-1,State Treasurer,,Alex Wright,Independent,56
Windham,Guilford,WDH-1,State Treasurer,,Cris Ericson,Progressive,66
Windham,Guilford,WDH-1,State Treasurer,,Write Ins,,0
Windham,Guilford,WDH-1,State Treasurer,,Spoiled,,0
Windham,Guilford,WDH-1,State Treasurer,,Blanks,,113
Windham,Guilford,WDH-1,State Treasurer,,Total Votes Cast,,1363
Windham,Halifax,WDH-6,State Treasurer,,Beth Pearce,Democratic,221
Windham,Halifax,WDH-6,State Treasurer,,Carolyn Whitney Branagan,Republican,189
Windham,Halifax,WDH-6,State Treasurer,,Alex Wright,Independent,19
Windham,Halifax,WDH-6,State Treasurer,,Cris Ericson,Progressive,27
Windham,Halifax,WDH-6,State Treasurer,,Write Ins,,0
Windham,Halifax,WDH-6,State Treasurer,,Spoiled,,0
Windham,Halifax,WDH-6,State Treasurer,,Blanks,,40
Windham,Halifax,WDH-6,State Treasurer,,Total Votes Cast,,496
Addison,Hancock,ADD-2,State Treasurer,,Beth Pearce,Democratic,90
Addison,Hancock,ADD-2,State Treasurer,,Carolyn Whitney Branagan,Republican,56
Addison,Hancock,ADD-2,State Treasurer,,Alex Wright,Independent,9
Addison,Hancock,ADD-2,State Treasurer,,Cris Ericson,Progressive,7
Addison,Hancock,ADD-2,State Treasurer,,Write Ins,,0
Addison,Hancock,ADD-2,State Treasurer,,Spoiled,,0
Addison,Hancock,ADD-2,State Treasurer,,Blanks,,11
Addison,Hancock,ADD-2,State Treasurer,,Total Votes Cast,,173
Caledonia,Hardwick,CAL-2,State Treasurer,,Beth Pearce,Democratic,797
Caledonia,Hardwick,CAL-2,State Treasurer,,Carolyn Whitney Branagan,Republican,551
Caledonia,Hardwick,CAL-2,State Treasurer,,Alex Wright,Independent,80
Caledonia,Hardwick,CAL-2,State Treasurer,,Cris Ericson,Progressive,65
Caledonia,Hardwick,CAL-2,State Treasurer,,Write Ins,,2
Caledonia,Hardwick,CAL-2,State Treasurer,,Spoiled,,0
Caledonia,Hardwick,CAL-2,State Treasurer,,Blanks,,96
Caledonia,Hardwick,CAL-2,State Treasurer,,Total Votes Cast,,1591
Windsor,Hartford,WDR-4-1,State Treasurer,,Beth Pearce,Democratic,825
Windsor,Hartford,WDR-4-1,State Treasurer,,Carolyn Whitney Branagan,Republican,466
Windsor,Hartford,WDR-4-1,State Treasurer,,Alex Wright,Independent,57
Windsor,Hartford,WDR-4-1,State Treasurer,,Cris Ericson,Progressive,40
Windsor,Hartford,WDR-4-1,State Treasurer,,Write Ins,,1
Windsor,Hartford,WDR-4-1,State Treasurer,,Spoiled,,1
Windsor,Hartford,WDR-4-1,State Treasurer,,Blanks,,125
Windsor,Hartford,WDR-4-1,State Treasurer,,Total Votes Cast,,1515
Windsor,Hartford,WDR-4-2,State Treasurer,,Beth Pearce,Democratic,2809
Windsor,Hartford,WDR-4-2,State Treasurer,,Carolyn Whitney Branagan,Republican,1180
Windsor,Hartford,WDR-4-2,State Treasurer,,Alex Wright,Independent,219
Windsor,Hartford,WDR-4-2,State Treasurer,,Cris Ericson,Progressive,216
Windsor,Hartford,WDR-4-2,State Treasurer,,Write Ins,,5
Windsor,Hartford,WDR-4-2,State Treasurer,,Spoiled,,1
Windsor,Hartford,WDR-4-2,State Treasurer,,Blanks,,361
Windsor,Hartford,WDR-4-2,State Treasurer,,Total Votes Cast,,4791
Windsor,Hartland,WDR-1,State Treasurer,,Beth Pearce,Democratic,1202
Windsor,Hartland,WDR-1,State Treasurer,,Carolyn Whitney Branagan,Republican,632
Windsor,Hartland,WDR-1,State Treasurer,,Alex Wright,Independent,113
Windsor,Hartland,WDR-1,State Treasurer,,Cris Ericson,Progressive,96
Windsor,Hartland,WDR-1,State Treasurer,,Write Ins,,3
Windsor,Hartland,WDR-1,State Treasurer,,Spoiled,,1
Windsor,Hartland,WDR-1,State Treasurer,,Blanks,,175
Windsor,Hartland,WDR-1,State Treasurer,,Total Votes Cast,,2222
