county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee,mail_in
PHILADELPHIA,15-10,U.S. House,3,REP,MICHAEL HARVEY,4,0,0,1,3
PHILADELPHIA,15-10,State Senate,1,DEM,LARRY FARNESE,105,39,2,11,53
PHILADELPHIA,15-10,State Senate,1,DEM,NIKIL SAVAL,200,83,10,30,77
PHILADELPHIA,15-10,General Assembly,195,DEM,DONNA BULLOCK,291,113,13,36,129
PHILADELPHIA,15-10,General Assembly,195,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-11,Registered Voters,,,Registered Voters,784,,,,
PHILADELPHIA,15-11,Registered Voters,,DEM,Registered Voters,582,,,,
PHILADELPHIA,15-11,Registered Voters,,LIB,Registered Voters,4,,,,
PHILADELPHIA,15-11,Registered Voters,,NPA,Registered Voters,111,,,,
PHILADELPHIA,15-11,Registered Voters,,REP,Registered Voters,87,,,,
PHILADELPHIA,15-11,Ballots Cast,,,Ballots Cast,301,103,5,33,160
PHILADELPHIA,15-11,Ballots Cast,,DEM,Ballots Cast,274,91,1,32,150
PHILADELPHIA,15-11,Ballots Cast,,NPA,Ballots Cast,12,5,2,0,5
PHILADELPHIA,15-11,Ballots Cast,,REP,Ballots Cast,15,7,2,1,5
PHILADELPHIA,15-11,President,,DEM,BERNIE SANDERS,65,21,1,5,38
PHILADELPHIA,15-11,President,,DEM,Joseph R. Biden,199,66,0,26,107
PHILADELPHIA,15-11,President,,DEM,TULSI GABBARD,2,2,0,0,0
PHILADELPHIA,15-11,President,,DEM,Write-ins,3,0,0,1,2
PHILADELPHIA,15-11,President,,REP,BILL WELD,4,2,0,0,2
PHILADELPHIA,15-11,President,,REP,Donald J. Trump,7,3,1,1,2
PHILADELPHIA,15-11,President,,REP,ROQUE ROCKY DE LA FUENTE,2,1,0,0,1
PHILADELPHIA,15-11,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-11,Attorney General,,DEM,JOSH SHAPIRO,227,63,1,28,135
PHILADELPHIA,15-11,Attorney General,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-11,Attorney General,,REP,HEATHER HEIDELBAUGH,10,5,1,0,4
PHILADELPHIA,15-11,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-11,Auditor General,,DEM,CHRISTINA M HARTMAN,6,1,0,1,4
PHILADELPHIA,15-11,Auditor General,,DEM,H SCOTT CONKLIN,12,7,0,0,5
PHILADELPHIA,15-11,Auditor General,,DEM,MICHAEL LAMB,18,9,0,3,6
PHILADELPHIA,15-11,Auditor General,,DEM,NINA AHMAD,181,42,0,23,116
PHILADELPHIA,15-11,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,15,11,0,2,2
PHILADELPHIA,15-11,Auditor General,,DEM,TRACIE FOUNTAIN,20,12,0,0,8
PHILADELPHIA,15-11,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-11,Auditor General,,REP,TIMOTHY DEFOOR,9,5,0,0,4
PHILADELPHIA,15-11,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-11,State Treasurer,,DEM,JOE TORSELLA,206,58,1,25,122
PHILADELPHIA,15-11,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-11,State Treasurer,,REP,STACY L GARRITY,10,5,1,0,4
PHILADELPHIA,15-11,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-11,U.S. House,3,DEM,DWIGHT EVANS,234,67,1,30,136
PHILADELPHIA,15-11,U.S. House,3,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-11,U.S. House,3,REP,MICHAEL HARVEY,9,4,1,0,4
PHILADELPHIA,15-11,State Senate,1,DEM,LARRY FARNESE,92,23,0,10,59
PHILADELPHIA,15-11,State Senate,1,DEM,NIKIL SAVAL,151,54,1,18,78
PHILADELPHIA,15-11,State Senate,1,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,15-11,State Senate,1,REP,Write-ins,2,0,0,0,2
PHILADELPHIA,15-11,General Assembly,195,DEM,DONNA BULLOCK,241,69,1,28,143
PHILADELPHIA,15-11,General Assembly,195,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,15-11,General Assembly,195,REP,Write-ins,2,0,0,0,2
PHILADELPHIA,15-12,Registered Voters,,,Registered Voters,674,,,,
PHILADELPHIA,15-12,Registered Voters,,DEM,Registered Voters,538,,,,
PHILADELPHIA,15-12,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,15-12,Registered Voters,,NPA,Registered Voters,76,,,,
PHILADELPHIA,15-12,Registered Voters,,REP,Registered Voters,59,,,,
PHILADELPHIA,15-12,Ballots Cast,,,Ballots Cast,361,77,37,38,209
PHILADELPHIA,15-12,Ballots Cast,,DEM,Ballots Cast,341,66,37,37,201
PHILADELPHIA,15-12,Ballots Cast,,NPA,Ballots Cast,13,9,0,0,4
PHILADELPHIA,15-12,Ballots Cast,,REP,Ballots Cast,7,2,0,1,4
PHILADELPHIA,15-12,President,,DEM,BERNIE SANDERS,96,17,8,7,64
PHILADELPHIA,15-12,President,,DEM,Joseph R. Biden,231,44,26,28,133
PHILADELPHIA,15-12,President,,DEM,TULSI GABBARD,4,1,0,2,1
PHILADELPHIA,15-12,President,,DEM,Write-ins,2,0,0,0,2
PHILADELPHIA,15-12,President,,REP,BILL WELD,4,1,0,1,2
PHILADELPHIA,15-12,President,,REP,Donald J. Trump,1,1,0,0,0
PHILADELPHIA,15-12,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,15-12,President,,REP,Write-ins,2,0,0,0,2
PHILADELPHIA,15-12,Attorney General,,DEM,JOSH SHAPIRO,271,48,24,35,164
PHILADELPHIA,15-12,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-12,Attorney General,,REP,HEATHER HEIDELBAUGH,4,1,0,0,3
PHILADELPHIA,15-12,Attorney General,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-12,Auditor General,,DEM,CHRISTINA M HARTMAN,13,1,3,0,9
PHILADELPHIA,15-12,Auditor General,,DEM,H SCOTT CONKLIN,8,4,0,1,3
PHILADELPHIA,15-12,Auditor General,,DEM,MICHAEL LAMB,31,7,1,5,18
PHILADELPHIA,15-12,Auditor General,,DEM,NINA AHMAD,227,34,27,26,140
PHILADELPHIA,15-12,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,13,5,1,2,5
PHILADELPHIA,15-12,Auditor General,,DEM,TRACIE FOUNTAIN,18,4,1,2,11
PHILADELPHIA,15-12,Auditor General,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-12,Auditor General,,REP,TIMOTHY DEFOOR,4,1,0,0,3
PHILADELPHIA,15-12,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-12,State Treasurer,,DEM,JOE TORSELLA,254,44,19,33,158
PHILADELPHIA,15-12,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-12,State Treasurer,,REP,STACY L GARRITY,4,1,0,0,3
PHILADELPHIA,15-12,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-12,U.S. House,3,DEM,DWIGHT EVANS,278,52,27,34,165
PHILADELPHIA,15-12,U.S. House,3,DEM,Write-ins,2,0,0,0,2
PHILADELPHIA,15-12,U.S. House,3,REP,MICHAEL HARVEY,3,1,0,0,2
PHILADELPHIA,15-12,State Senate,1,DEM,LARRY FARNESE,110,19,5,13,73
PHILADELPHIA,15-12,State Senate,1,DEM,NIKIL SAVAL,193,42,17,22,112
PHILADELPHIA,15-12,State Senate,1,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-12,General Assembly,195,DEM,DONNA BULLOCK,292,56,21,37,178
PHILADELPHIA,15-13,Registered Voters,,,Registered Voters,605,,,,
PHILADELPHIA,15-13,Registered Voters,,DEM,Registered Voters,480,,,,
PHILADELPHIA,15-13,Registered Voters,,LIB,Registered Voters,3,,,,
PHILADELPHIA,15-13,Registered Voters,,NPA,Registered Voters,69,,,,
PHILADELPHIA,15-13,Registered Voters,,REP,Registered Voters,53,,,,
PHILADELPHIA,15-13,Ballots Cast,,,Ballots Cast,310,69,0,29,212
PHILADELPHIA,15-13,Ballots Cast,,DEM,Ballots Cast,289,60,0,27,202
PHILADELPHIA,15-13,Ballots Cast,,NPA,Ballots Cast,13,5,0,0,8
PHILADELPHIA,15-13,Ballots Cast,,REP,Ballots Cast,8,4,0,2,2
PHILADELPHIA,15-13,President,,DEM,BERNIE SANDERS,63,13,0,6,44
PHILADELPHIA,15-13,President,,DEM,Joseph R. Biden,219,44,0,21,154
PHILADELPHIA,15-13,President,,DEM,TULSI GABBARD,2,0,0,0,2
PHILADELPHIA,15-13,President,,DEM,Write-ins,3,1,0,0,2
PHILADELPHIA,15-13,President,,REP,BILL WELD,4,1,0,1,2
PHILADELPHIA,15-13,President,,REP,Donald J. Trump,4,3,0,1,0
PHILADELPHIA,15-13,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,15-13,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,Attorney General,,DEM,JOSH SHAPIRO,247,45,0,24,178
PHILADELPHIA,15-13,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,Attorney General,,REP,HEATHER HEIDELBAUGH,6,3,0,2,1
PHILADELPHIA,15-13,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,Auditor General,,DEM,CHRISTINA M HARTMAN,11,3,0,2,6
PHILADELPHIA,15-13,Auditor General,,DEM,H SCOTT CONKLIN,6,1,0,1,4
PHILADELPHIA,15-13,Auditor General,,DEM,MICHAEL LAMB,28,3,0,3,22
PHILADELPHIA,15-13,Auditor General,,DEM,NINA AHMAD,195,35,0,18,142
PHILADELPHIA,15-13,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,10,2,0,2,6
PHILADELPHIA,15-13,Auditor General,,DEM,TRACIE FOUNTAIN,18,6,0,1,11
PHILADELPHIA,15-13,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,Auditor General,,REP,TIMOTHY DEFOOR,6,3,0,2,1
PHILADELPHIA,15-13,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,State Treasurer,,DEM,JOE TORSELLA,235,44,0,23,168
PHILADELPHIA,15-13,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,State Treasurer,,REP,STACY L GARRITY,6,3,0,2,1
PHILADELPHIA,15-13,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-13,U.S. House,3,DEM,DWIGHT EVANS,253,50,0,23,180
PHILADELPHIA,15-13,U.S. House,3,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-13,U.S. House,3,REP,MICHAEL HARVEY,6,3,0,2,1
PHILADELPHIA,15-13,State Senate,1,DEM,LARRY FARNESE,122,16,0,15,91
PHILADELPHIA,15-13,State Senate,1,DEM,NIKIL SAVAL,138,35,0,11,92
PHILADELPHIA,15-13,General Assembly,195,DEM,DONNA BULLOCK,251,48,0,23,180
PHILADELPHIA,15-13,General Assembly,195,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-14,Registered Voters,,,Registered Voters,656,,,,
PHILADELPHIA,15-14,Registered Voters,,DEM,Registered Voters,497,,,,
PHILADELPHIA,15-14,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,15-14,Registered Voters,,NPA,Registered Voters,71,,,,
PHILADELPHIA,15-14,Registered Voters,,REP,Registered Voters,86,,,,
PHILADELPHIA,15-14,Ballots Cast,,,Ballots Cast,331,42,6,39,244
PHILADELPHIA,15-14,Ballots Cast,,DEM,Ballots Cast,310,29,6,38,237
PHILADELPHIA,15-14,Ballots Cast,,NPA,Ballots Cast,6,1,0,0,5
PHILADELPHIA,15-14,Ballots Cast,,REP,Ballots Cast,15,12,0,1,2
PHILADELPHIA,15-14,President,,DEM,BERNIE SANDERS,61,8,2,3,48
PHILADELPHIA,15-14,President,,DEM,Joseph R. Biden,241,17,4,35,185
PHILADELPHIA,15-14,President,,DEM,TULSI GABBARD,4,3,0,0,1
PHILADELPHIA,15-14,President,,DEM,Write-ins,2,1,0,0,1
PHILADELPHIA,15-14,President,,REP,BILL WELD,3,0,0,1,2
PHILADELPHIA,15-14,President,,REP,Donald J. Trump,10,10,0,0,0
PHILADELPHIA,15-14,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,15-14,President,,REP,Write-ins,2,2,0,0,0
PHILADELPHIA,15-14,Attorney General,,DEM,JOSH SHAPIRO,273,28,6,34,205
PHILADELPHIA,15-14,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-14,Attorney General,,REP,HEATHER HEIDELBAUGH,13,12,0,0,1
PHILADELPHIA,15-14,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-14,Auditor General,,DEM,CHRISTINA M HARTMAN,27,3,0,2,22
PHILADELPHIA,15-14,Auditor General,,DEM,H SCOTT CONKLIN,7,0,0,0,7
PHILADELPHIA,15-14,Auditor General,,DEM,MICHAEL LAMB,33,4,1,4,24
PHILADELPHIA,15-14,Auditor General,,DEM,NINA AHMAD,208,18,5,28,157
PHILADELPHIA,15-14,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,3,1,0,0,2
PHILADELPHIA,15-14,Auditor General,,DEM,TRACIE FOUNTAIN,15,1,0,0,14
PHILADELPHIA,15-14,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-14,Auditor General,,REP,TIMOTHY DEFOOR,14,12,0,1,1
PHILADELPHIA,15-14,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-14,State Treasurer,,DEM,JOE TORSELLA,263,24,5,34,200
PHILADELPHIA,15-14,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-14,State Treasurer,,REP,STACY L GARRITY,14,12,0,1,1
PHILADELPHIA,15-14,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-14,U.S. House,3,DEM,DWIGHT EVANS,275,25,6,36,208
PHILADELPHIA,15-14,U.S. House,3,REP,MICHAEL HARVEY,13,12,0,0,1
PHILADELPHIA,15-14,State Senate,1,DEM,LARRY FARNESE,145,4,1,18,122
PHILADELPHIA,15-14,State Senate,1,DEM,NIKIL SAVAL,147,21,5,17,104
PHILADELPHIA,15-14,State Senate,1,REP,Write-ins,1,1,0,0,0
PHILADELPHIA,15-14,General Assembly,195,DEM,DONNA BULLOCK,280,26,6,34,214
PHILADELPHIA,15-14,General Assembly,195,REP,Write-ins,1,1,0,0,0
PHILADELPHIA,15-15,Registered Voters,,,Registered Voters,605,,,,
PHILADELPHIA,15-15,Registered Voters,,DEM,Registered Voters,466,,,,
PHILADELPHIA,15-15,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,15-15,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,15-15,Registered Voters,,NPA,Registered Voters,91,,,,
PHILADELPHIA,15-15,Registered Voters,,REP,Registered Voters,45,,,,
PHILADELPHIA,15-15,Ballots Cast,,,Ballots Cast,253,68,4,34,147
PHILADELPHIA,15-15,Ballots Cast,,DEM,Ballots Cast,225,56,4,34,131
PHILADELPHIA,15-15,Ballots Cast,,NPA,Ballots Cast,18,8,0,0,10
PHILADELPHIA,15-15,Ballots Cast,,REP,Ballots Cast,10,4,0,0,6
PHILADELPHIA,15-15,President,,DEM,BERNIE SANDERS,74,20,2,9,43
PHILADELPHIA,15-15,President,,DEM,Joseph R. Biden,147,36,2,24,85
PHILADELPHIA,15-15,President,,DEM,TULSI GABBARD,2,0,0,1,1
PHILADELPHIA,15-15,President,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-15,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,15-15,President,,REP,Donald J. Trump,6,2,0,0,4
PHILADELPHIA,15-15,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,15-15,President,,REP,Write-ins,3,1,0,0,2
PHILADELPHIA,15-15,Attorney General,,DEM,JOSH SHAPIRO,187,38,4,30,115
PHILADELPHIA,15-15,Attorney General,,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,15-15,Attorney General,,REP,HEATHER HEIDELBAUGH,7,2,0,0,5
PHILADELPHIA,15-15,Attorney General,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-15,Auditor General,,DEM,CHRISTINA M HARTMAN,11,0,0,2,9
PHILADELPHIA,15-15,Auditor General,,DEM,H SCOTT CONKLIN,8,5,0,0,3
PHILADELPHIA,15-15,Auditor General,,DEM,MICHAEL LAMB,26,8,1,4,13
PHILADELPHIA,15-15,Auditor General,,DEM,NINA AHMAD,145,27,2,27,89
PHILADELPHIA,15-15,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,9,4,0,0,5
PHILADELPHIA,15-15,Auditor General,,DEM,TRACIE FOUNTAIN,12,5,1,0,6
PHILADELPHIA,15-15,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-15,Auditor General,,REP,TIMOTHY DEFOOR,7,2,0,0,5
PHILADELPHIA,15-15,Auditor General,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-15,State Treasurer,,DEM,JOE TORSELLA,184,37,3,31,113
PHILADELPHIA,15-15,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-15,State Treasurer,,REP,STACY L GARRITY,7,2,0,0,5
PHILADELPHIA,15-15,State Treasurer,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-15,U.S. House,3,DEM,DWIGHT EVANS,191,42,3,29,117
PHILADELPHIA,15-15,U.S. House,3,DEM,Write-ins,2,0,0,1,1
PHILADELPHIA,15-15,U.S. House,3,REP,MICHAEL HARVEY,6,2,0,0,4
PHILADELPHIA,15-15,U.S. House,3,REP,Write-ins,2,0,0,0,2
PHILADELPHIA,15-15,State Senate,1,DEM,LARRY FARNESE,93,10,1,17,65
PHILADELPHIA,15-15,State Senate,1,DEM,NIKIL SAVAL,117,41,2,16,58
PHILADELPHIA,15-15,State Senate,1,REP,Write-ins,3,0,0,0,3
PHILADELPHIA,15-15,General Assembly,195,DEM,DONNA BULLOCK,193,42,2,32,117
PHILADELPHIA,15-15,General Assembly,195,REP,Write-ins,3,0,0,0,3
PHILADELPHIA,15-16,Registered Voters,,,Registered Voters,724,,,,
PHILADELPHIA,15-16,Registered Voters,,DEM,Registered Voters,559,,,,
PHILADELPHIA,15-16,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,15-16,Registered Voters,,NPA,Registered Voters,91,,,,
PHILADELPHIA,15-16,Registered Voters,,REP,Registered Voters,72,,,,
PHILADELPHIA,15-16,Ballots Cast,,,Ballots Cast,365,71,9,42,243
PHILADELPHIA,15-16,Ballots Cast,,DEM,Ballots Cast,340,60,8,41,231
PHILADELPHIA,15-16,Ballots Cast,,NPA,Ballots Cast,6,2,1,1,2
PHILADELPHIA,15-16,Ballots Cast,,REP,Ballots Cast,19,9,0,0,10
PHILADELPHIA,15-16,President,,DEM,BERNIE SANDERS,70,21,3,8,38
PHILADELPHIA,15-16,President,,DEM,Joseph R. Biden,260,37,5,32,186
PHILADELPHIA,15-16,President,,DEM,TULSI GABBARD,4,0,0,0,4
PHILADELPHIA,15-16,President,,DEM,Write-ins,3,2,0,0,1
PHILADELPHIA,15-16,President,,REP,BILL WELD,5,0,0,0,5
PHILADELPHIA,15-16,President,,REP,Donald J. Trump,12,9,0,0,3
PHILADELPHIA,15-16,President,,REP,ROQUE ROCKY DE LA FUENTE,2,0,0,0,2
PHILADELPHIA,15-16,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-16,Attorney General,,DEM,JOSH SHAPIRO,282,46,4,27,205
PHILADELPHIA,15-16,Attorney General,,DEM,Write-ins,2,1,0,0,1
PHILADELPHIA,15-16,Attorney General,,REP,HEATHER HEIDELBAUGH,12,6,0,0,6
PHILADELPHIA,15-16,Attorney General,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-16,Auditor General,,DEM,CHRISTINA M HARTMAN,23,3,1,0,19
PHILADELPHIA,15-16,Auditor General,,DEM,H SCOTT CONKLIN,6,2,0,0,4
PHILADELPHIA,15-16,Auditor General,,DEM,MICHAEL LAMB,48,9,0,5,34
PHILADELPHIA,15-16,Auditor General,,DEM,NINA AHMAD,209,29,3,33,144
PHILADELPHIA,15-16,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,6,4,0,0,2
PHILADELPHIA,15-16,Auditor General,,DEM,TRACIE FOUNTAIN,17,3,1,2,11
PHILADELPHIA,15-16,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-16,Auditor General,,REP,TIMOTHY DEFOOR,12,5,0,0,7
PHILADELPHIA,15-16,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-16,State Treasurer,,DEM,JOE TORSELLA,270,44,5,29,192
PHILADELPHIA,15-16,State Treasurer,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,15-16,State Treasurer,,REP,STACY L GARRITY,13,6,0,0,7
PHILADELPHIA,15-16,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-16,U.S. House,3,DEM,DWIGHT EVANS,285,49,4,30,202
PHILADELPHIA,15-16,U.S. House,3,REP,MICHAEL HARVEY,11,6,0,0,5
PHILADELPHIA,15-16,State Senate,1,DEM,LARRY FARNESE,142,9,2,19,112
PHILADELPHIA,15-16,State Senate,1,DEM,NIKIL SAVAL,158,41,4,14,99
PHILADELPHIA,15-16,State Senate,1,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,15-16,General Assembly,195,DEM,DONNA BULLOCK,293,46,5,33,209
PHILADELPHIA,15-16,General Assembly,195,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-16,General Assembly,195,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,15-17,Registered Voters,,,Registered Voters,732,,,,
PHILADELPHIA,15-17,Registered Voters,,DEM,Registered Voters,542,,,,
PHILADELPHIA,15-17,Registered Voters,,GRN,Registered Voters,2,,,,
PHILADELPHIA,15-17,Registered Voters,,NPA,Registered Voters,107,,,,
PHILADELPHIA,15-17,Registered Voters,,REP,Registered Voters,81,,,,
PHILADELPHIA,15-17,Ballots Cast,,,Ballots Cast,368,74,10,37,247
PHILADELPHIA,15-17,Ballots Cast,,DEM,Ballots Cast,335,57,10,36,232
PHILADELPHIA,15-17,Ballots Cast,,NPA,Ballots Cast,11,4,0,0,7
PHILADELPHIA,15-17,Ballots Cast,,REP,Ballots Cast,22,13,0,1,8
PHILADELPHIA,15-17,President,,DEM,BERNIE SANDERS,85,18,3,9,55
PHILADELPHIA,15-17,President,,DEM,Joseph R. Biden,240,34,6,26,174
PHILADELPHIA,15-17,President,,DEM,TULSI GABBARD,3,2,0,0,1
PHILADELPHIA,15-17,President,,DEM,Write-ins,3,0,0,1,2
PHILADELPHIA,15-17,President,,REP,BILL WELD,6,4,0,0,2
PHILADELPHIA,15-17,President,,REP,Donald J. Trump,13,8,0,1,4
PHILADELPHIA,15-17,President,,REP,ROQUE ROCKY DE LA FUENTE,1,0,0,0,1
PHILADELPHIA,15-17,President,,REP,Write-ins,2,1,0,0,1
PHILADELPHIA,15-17,Attorney General,,DEM,JOSH SHAPIRO,294,42,9,32,211
PHILADELPHIA,15-17,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-17,Attorney General,,REP,HEATHER HEIDELBAUGH,17,11,0,0,6
PHILADELPHIA,15-17,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-17,Auditor General,,DEM,CHRISTINA M HARTMAN,26,5,0,1,20
PHILADELPHIA,15-17,Auditor General,,DEM,H SCOTT CONKLIN,6,4,1,1,0
PHILADELPHIA,15-17,Auditor General,,DEM,MICHAEL LAMB,32,5,0,1,26
PHILADELPHIA,15-17,Auditor General,,DEM,NINA AHMAD,213,33,3,26,151
PHILADELPHIA,15-17,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,7,2,2,0,3
PHILADELPHIA,15-17,Auditor General,,DEM,TRACIE FOUNTAIN,22,6,0,2,14
PHILADELPHIA,15-17,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-17,Auditor General,,REP,TIMOTHY DEFOOR,18,11,0,0,7
PHILADELPHIA,15-17,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-17,State Treasurer,,DEM,JOE TORSELLA,283,41,8,30,204
PHILADELPHIA,15-17,State Treasurer,,DEM,Write-ins,2,0,0,0,2
PHILADELPHIA,15-17,State Treasurer,,REP,STACY L GARRITY,17,11,0,0,6
PHILADELPHIA,15-17,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-17,U.S. House,3,DEM,DWIGHT EVANS,290,45,9,32,204
PHILADELPHIA,15-17,U.S. House,3,DEM,Write-ins,2,0,0,0,2
PHILADELPHIA,15-17,U.S. House,3,REP,MICHAEL HARVEY,17,11,0,0,6
PHILADELPHIA,15-17,State Senate,1,DEM,LARRY FARNESE,134,20,3,12,99
PHILADELPHIA,15-17,State Senate,1,DEM,NIKIL SAVAL,177,35,5,21,116
PHILADELPHIA,15-17,State Senate,1,DEM,Write-ins,2,0,0,0,2
PHILADELPHIA,15-17,State Senate,1,REP,Write-ins,3,0,0,0,3
PHILADELPHIA,15-17,General Assembly,195,DEM,DONNA BULLOCK,292,44,9,32,207
PHILADELPHIA,15-17,General Assembly,195,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,15-17,General Assembly,195,REP,Write-ins,3,0,0,0,3
PHILADELPHIA,15-18,Registered Voters,,,Registered Voters,826,,,,
PHILADELPHIA,15-18,Registered Voters,,DEM,Registered Voters,625,,,,
PHILADELPHIA,15-18,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,15-18,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,15-18,Registered Voters,,NPA,Registered Voters,133,,,,
PHILADELPHIA,15-18,Registered Voters,,REP,Registered Voters,65,,,,
PHILADELPHIA,15-18,Ballots Cast,,,Ballots Cast,389,75,0,41,273
PHILADELPHIA,15-18,Ballots Cast,,DEM,Ballots Cast,360,63,0,40,257
PHILADELPHIA,15-18,Ballots Cast,,NPA,Ballots Cast,16,5,0,0,11
PHILADELPHIA,15-18,Ballots Cast,,REP,Ballots Cast,13,7,0,1,5
PHILADELPHIA,15-18,President,,DEM,BERNIE SANDERS,97,23,0,11,63
PHILADELPHIA,15-18,President,,DEM,Joseph R. Biden,246,39,0,29,178
PHILADELPHIA,15-18,President,,DEM,TULSI GABBARD,4,0,0,0,4
PHILADELPHIA,15-18,President,,DEM,Write-ins,10,1,0,0,9
PHILADELPHIA,15-18,President,,REP,BILL WELD,2,0,0,1,1
PHILADELPHIA,15-18,President,,REP,Donald J. Trump,10,7,0,0,3
PHILADELPHIA,15-18,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,15-18,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,15-18,Attorney General,,DEM,JOSH SHAPIRO,302,49,0,32,221
PHILADELPHIA,15-18,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,15-18,Attorney General,,REP,HEATHER HEIDELBAUGH,13,7,0,1,5
