county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee,mail_in
PHILADELPHIA,49-11,Auditor General,,DEM,CHRISTINA M HARTMAN,6,6,0,0,0
PHILADELPHIA,49-11,Auditor General,,DEM,H SCOTT CONKLIN,10,9,0,0,1
PHILADELPHIA,49-11,Auditor General,,DEM,MICHAEL LAMB,36,28,5,0,3
PHILADELPHIA,49-11,Auditor General,,DEM,NINA AHMAD,148,62,24,19,43
PHILADELPHIA,49-11,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,12,12,0,0,0
PHILADELPHIA,49-11,Auditor General,,DEM,TRACIE FOUNTAIN,9,7,1,0,1
PHILADELPHIA,49-11,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-11,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,49-11,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-11,State Treasurer,,DEM,JOE TORSELLA,163,106,14,11,32
PHILADELPHIA,49-11,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-11,State Treasurer,,REP,STACY L GARRITY,1,1,0,0,0
PHILADELPHIA,49-11,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-11,U.S. House,2,DEM,BRENDAN F BOYLE,168,108,11,15,34
PHILADELPHIA,49-11,U.S. House,2,DEM,Write-ins,1,0,1,0,0
PHILADELPHIA,49-11,U.S. House,2,REP,DAVID TORRES,2,2,0,0,0
PHILADELPHIA,49-11,State Senate,3,DEM,SHARIF STREET,192,112,21,18,41
PHILADELPHIA,49-11,State Senate,3,DEM,Write-ins,3,0,3,0,0
PHILADELPHIA,49-11,General Assembly,201,DEM,STEPHEN KINSEY,168,113,6,13,36
PHILADELPHIA,49-11,General Assembly,201,DEM,Write-ins,3,0,3,0,0
PHILADELPHIA,49-12,Registered Voters,,,Registered Voters,774,,,,
PHILADELPHIA,49-12,Registered Voters,,DEM,Registered Voters,676,,,,
PHILADELPHIA,49-12,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,49-12,Registered Voters,,NPA,Registered Voters,68,,,,
PHILADELPHIA,49-12,Registered Voters,,REP,Registered Voters,28,,,,
PHILADELPHIA,49-12,Ballots Cast,,,Ballots Cast,250,152,35,25,38
PHILADELPHIA,49-12,Ballots Cast,,DEM,Ballots Cast,249,151,35,25,38
PHILADELPHIA,49-12,Ballots Cast,,NPA,Ballots Cast,0,0,0,0,0
PHILADELPHIA,49-12,Ballots Cast,,REP,Ballots Cast,1,1,0,0,0
PHILADELPHIA,49-12,President,,DEM,BERNIE SANDERS,25,20,2,1,2
PHILADELPHIA,49-12,President,,DEM,Joseph R. Biden,207,123,26,22,36
PHILADELPHIA,49-12,President,,DEM,TULSI GABBARD,5,5,0,0,0
PHILADELPHIA,49-12,President,,DEM,Write-ins,1,0,1,0,0
PHILADELPHIA,49-12,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,49-12,President,,REP,Donald J. Trump,0,0,0,0,0
PHILADELPHIA,49-12,President,,REP,ROQUE ROCKY DE LA FUENTE,1,1,0,0,0
PHILADELPHIA,49-12,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-12,Attorney General,,DEM,JOSH SHAPIRO,153,91,10,21,31
PHILADELPHIA,49-12,Attorney General,,DEM,Write-ins,1,0,1,0,0
PHILADELPHIA,49-12,Attorney General,,REP,HEATHER HEIDELBAUGH,0,0,0,0,0
PHILADELPHIA,49-12,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-12,Auditor General,,DEM,CHRISTINA M HARTMAN,7,7,0,0,0
PHILADELPHIA,49-12,Auditor General,,DEM,H SCOTT CONKLIN,9,8,0,1,0
PHILADELPHIA,49-12,Auditor General,,DEM,MICHAEL LAMB,30,29,0,1,0
PHILADELPHIA,49-12,Auditor General,,DEM,NINA AHMAD,145,61,28,20,36
PHILADELPHIA,49-12,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,15,15,0,0,0
PHILADELPHIA,49-12,Auditor General,,DEM,TRACIE FOUNTAIN,17,14,0,1,2
PHILADELPHIA,49-12,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-12,Auditor General,,REP,TIMOTHY DEFOOR,0,0,0,0,0
PHILADELPHIA,49-12,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-12,State Treasurer,,DEM,JOE TORSELLA,151,97,9,19,26
PHILADELPHIA,49-12,State Treasurer,,DEM,Write-ins,2,0,1,0,1
PHILADELPHIA,49-12,State Treasurer,,REP,STACY L GARRITY,0,0,0,0,0
PHILADELPHIA,49-12,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-12,U.S. House,2,DEM,BRENDAN F BOYLE,175,104,17,20,34
PHILADELPHIA,49-12,State Senate,3,DEM,SHARIF STREET,193,116,19,23,35
PHILADELPHIA,49-12,State Senate,3,DEM,Write-ins,1,0,1,0,0
PHILADELPHIA,49-12,General Assembly,201,DEM,STEPHEN KINSEY,165,105,8,20,32
PHILADELPHIA,49-12,General Assembly,201,DEM,Write-ins,2,0,2,0,0
PHILADELPHIA,49-13,Registered Voters,,,Registered Voters,463,,,,
PHILADELPHIA,49-13,Registered Voters,,DEM,Registered Voters,388,,,,
PHILADELPHIA,49-13,Registered Voters,,NPA,Registered Voters,46,,,,
PHILADELPHIA,49-13,Registered Voters,,REP,Registered Voters,29,,,,
PHILADELPHIA,49-13,Ballots Cast,,,Ballots Cast,83,48,0,11,24
PHILADELPHIA,49-13,Ballots Cast,,DEM,Ballots Cast,79,46,0,11,22
PHILADELPHIA,49-13,Ballots Cast,,NPA,Ballots Cast,3,2,0,0,1
PHILADELPHIA,49-13,Ballots Cast,,REP,Ballots Cast,1,0,0,0,1
PHILADELPHIA,49-13,President,,DEM,BERNIE SANDERS,3,2,0,0,1
PHILADELPHIA,49-13,President,,DEM,Joseph R. Biden,74,43,0,11,20
PHILADELPHIA,49-13,President,,DEM,TULSI GABBARD,0,0,0,0,0
PHILADELPHIA,49-13,President,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,49-13,President,,REP,Donald J. Trump,0,0,0,0,0
PHILADELPHIA,49-13,President,,REP,ROQUE ROCKY DE LA FUENTE,1,0,0,0,1
PHILADELPHIA,49-13,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,Attorney General,,DEM,JOSH SHAPIRO,48,21,0,9,18
PHILADELPHIA,49-13,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,Attorney General,,REP,HEATHER HEIDELBAUGH,1,0,0,0,1
PHILADELPHIA,49-13,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,Auditor General,,DEM,CHRISTINA M HARTMAN,2,0,0,0,2
PHILADELPHIA,49-13,Auditor General,,DEM,H SCOTT CONKLIN,3,3,0,0,0
PHILADELPHIA,49-13,Auditor General,,DEM,MICHAEL LAMB,9,9,0,0,0
PHILADELPHIA,49-13,Auditor General,,DEM,NINA AHMAD,43,13,0,11,19
PHILADELPHIA,49-13,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,9,9,0,0,0
PHILADELPHIA,49-13,Auditor General,,DEM,TRACIE FOUNTAIN,1,1,0,0,0
PHILADELPHIA,49-13,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,Auditor General,,REP,TIMOTHY DEFOOR,1,0,0,0,1
PHILADELPHIA,49-13,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,State Treasurer,,DEM,JOE TORSELLA,48,22,0,9,17
PHILADELPHIA,49-13,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,State Treasurer,,REP,STACY L GARRITY,1,0,0,0,1
PHILADELPHIA,49-13,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-13,U.S. House,2,DEM,BRENDAN F BOYLE,53,27,0,9,17
PHILADELPHIA,49-13,U.S. House,2,REP,DAVID TORRES,1,0,0,0,1
PHILADELPHIA,49-13,State Senate,3,DEM,SHARIF STREET,56,29,0,10,17
PHILADELPHIA,49-13,General Assembly,201,DEM,STEPHEN KINSEY,57,30,0,9,18
PHILADELPHIA,49-14,Registered Voters,,,Registered Voters,609,,,,
PHILADELPHIA,49-14,Registered Voters,,DEM,Registered Voters,525,,,,
PHILADELPHIA,49-14,Registered Voters,,LIB,Registered Voters,2,,,,
PHILADELPHIA,49-14,Registered Voters,,NPA,Registered Voters,56,,,,
PHILADELPHIA,49-14,Registered Voters,,REP,Registered Voters,26,,,,
PHILADELPHIA,49-14,Ballots Cast,,,Ballots Cast,219,117,38,17,47
PHILADELPHIA,49-14,Ballots Cast,,DEM,Ballots Cast,212,110,38,17,47
PHILADELPHIA,49-14,Ballots Cast,,NPA,Ballots Cast,2,2,0,0,0
PHILADELPHIA,49-14,Ballots Cast,,REP,Ballots Cast,5,5,0,0,0
PHILADELPHIA,49-14,President,,DEM,BERNIE SANDERS,12,7,3,0,2
PHILADELPHIA,49-14,President,,DEM,Joseph R. Biden,183,97,26,16,44
PHILADELPHIA,49-14,President,,DEM,TULSI GABBARD,2,2,0,0,0
PHILADELPHIA,49-14,President,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-14,President,,REP,BILL WELD,1,1,0,0,0
PHILADELPHIA,49-14,President,,REP,Donald J. Trump,2,2,0,0,0
PHILADELPHIA,49-14,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,49-14,President,,REP,Write-ins,1,1,0,0,0
PHILADELPHIA,49-14,Attorney General,,DEM,JOSH SHAPIRO,127,58,20,12,37
PHILADELPHIA,49-14,Attorney General,,DEM,Write-ins,1,0,1,0,0
PHILADELPHIA,49-14,Attorney General,,REP,HEATHER HEIDELBAUGH,1,1,0,0,0
PHILADELPHIA,49-14,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-14,Auditor General,,DEM,CHRISTINA M HARTMAN,5,4,0,1,0
PHILADELPHIA,49-14,Auditor General,,DEM,H SCOTT CONKLIN,2,2,0,0,0
PHILADELPHIA,49-14,Auditor General,,DEM,MICHAEL LAMB,39,33,5,0,1
PHILADELPHIA,49-14,Auditor General,,DEM,NINA AHMAD,117,36,21,15,45
PHILADELPHIA,49-14,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,7,7,0,0,0
PHILADELPHIA,49-14,Auditor General,,DEM,TRACIE FOUNTAIN,7,6,0,0,1
PHILADELPHIA,49-14,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-14,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,49-14,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-14,State Treasurer,,DEM,JOE TORSELLA,129,64,12,13,40
PHILADELPHIA,49-14,State Treasurer,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,49-14,State Treasurer,,REP,STACY L GARRITY,1,1,0,0,0
PHILADELPHIA,49-14,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-14,U.S. House,2,DEM,BRENDAN F BOYLE,147,73,18,13,43
PHILADELPHIA,49-14,U.S. House,2,REP,DAVID TORRES,2,2,0,0,0
PHILADELPHIA,49-14,State Senate,3,DEM,SHARIF STREET,165,82,22,16,45
PHILADELPHIA,49-14,General Assembly,201,DEM,STEPHEN KINSEY,147,78,12,14,43
PHILADELPHIA,49-14,General Assembly,201,DEM,Write-ins,3,0,3,0,0
PHILADELPHIA,49-15,Registered Voters,,,Registered Voters,690,,,,
PHILADELPHIA,49-15,Registered Voters,,DEM,Registered Voters,610,,,,
PHILADELPHIA,49-15,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,49-15,Registered Voters,,NPA,Registered Voters,56,,,,
PHILADELPHIA,49-15,Registered Voters,,REP,Registered Voters,23,,,,
PHILADELPHIA,49-15,Ballots Cast,,,Ballots Cast,191,129,0,19,43
PHILADELPHIA,49-15,Ballots Cast,,DEM,Ballots Cast,183,124,0,17,42
PHILADELPHIA,49-15,Ballots Cast,,NPA,Ballots Cast,3,2,0,1,0
PHILADELPHIA,49-15,Ballots Cast,,REP,Ballots Cast,5,3,0,1,1
PHILADELPHIA,49-15,President,,DEM,BERNIE SANDERS,20,17,0,1,2
PHILADELPHIA,49-15,President,,DEM,Joseph R. Biden,150,100,0,12,38
PHILADELPHIA,49-15,President,,DEM,TULSI GABBARD,7,6,0,0,1
PHILADELPHIA,49-15,President,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-15,President,,REP,BILL WELD,1,0,0,1,0
PHILADELPHIA,49-15,President,,REP,Donald J. Trump,2,2,0,0,0
PHILADELPHIA,49-15,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,49-15,President,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,49-15,Attorney General,,DEM,JOSH SHAPIRO,120,82,0,9,29
PHILADELPHIA,49-15,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-15,Attorney General,,REP,HEATHER HEIDELBAUGH,3,2,0,1,0
PHILADELPHIA,49-15,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-15,Auditor General,,DEM,CHRISTINA M HARTMAN,5,5,0,0,0
PHILADELPHIA,49-15,Auditor General,,DEM,H SCOTT CONKLIN,7,7,0,0,0
PHILADELPHIA,49-15,Auditor General,,DEM,MICHAEL LAMB,27,25,0,1,1
PHILADELPHIA,49-15,Auditor General,,DEM,NINA AHMAD,110,59,0,11,40
PHILADELPHIA,49-15,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,15,15,0,0,0
PHILADELPHIA,49-15,Auditor General,,DEM,TRACIE FOUNTAIN,4,3,0,0,1
PHILADELPHIA,49-15,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-15,Auditor General,,REP,TIMOTHY DEFOOR,3,2,0,1,0
PHILADELPHIA,49-15,Auditor General,,REP,Write-ins,1,0,0,0,1
PHILADELPHIA,49-15,State Treasurer,,DEM,JOE TORSELLA,129,93,0,9,27
PHILADELPHIA,49-15,State Treasurer,,DEM,Write-ins,1,0,0,1,0
PHILADELPHIA,49-15,State Treasurer,,REP,STACY L GARRITY,3,2,0,1,0
PHILADELPHIA,49-15,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-15,U.S. House,2,DEM,BRENDAN F BOYLE,147,100,0,11,36
PHILADELPHIA,49-15,U.S. House,2,REP,DAVID TORRES,3,2,0,1,0
PHILADELPHIA,49-15,State Senate,3,DEM,SHARIF STREET,154,105,0,13,36
PHILADELPHIA,49-15,General Assembly,201,DEM,STEPHEN KINSEY,141,101,0,8,32
PHILADELPHIA,49-15,General Assembly,201,DEM,Write-ins,2,1,0,1,0
PHILADELPHIA,49-16,Registered Voters,,,Registered Voters,645,,,,
PHILADELPHIA,49-16,Registered Voters,,DEM,Registered Voters,574,,,,
PHILADELPHIA,49-16,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,49-16,Registered Voters,,NPA,Registered Voters,49,,,,
PHILADELPHIA,49-16,Registered Voters,,REP,Registered Voters,21,,,,
PHILADELPHIA,49-16,Ballots Cast,,,Ballots Cast,263,185,1,17,60
PHILADELPHIA,49-16,Ballots Cast,,DEM,Ballots Cast,251,176,1,17,57
PHILADELPHIA,49-16,Ballots Cast,,NPA,Ballots Cast,10,7,0,0,3
PHILADELPHIA,49-16,Ballots Cast,,REP,Ballots Cast,2,2,0,0,0
PHILADELPHIA,49-16,President,,DEM,BERNIE SANDERS,30,25,0,1,4
PHILADELPHIA,49-16,President,,DEM,Joseph R. Biden,214,146,0,15,53
PHILADELPHIA,49-16,President,,DEM,TULSI GABBARD,4,4,0,0,0
PHILADELPHIA,49-16,President,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,49-16,President,,REP,Donald J. Trump,2,2,0,0,0
PHILADELPHIA,49-16,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,49-16,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,Attorney General,,DEM,JOSH SHAPIRO,170,113,0,9,48
PHILADELPHIA,49-16,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,Attorney General,,REP,HEATHER HEIDELBAUGH,1,1,0,0,0
PHILADELPHIA,49-16,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,Auditor General,,DEM,CHRISTINA M HARTMAN,3,3,0,0,0
PHILADELPHIA,49-16,Auditor General,,DEM,H SCOTT CONKLIN,15,14,0,0,1
PHILADELPHIA,49-16,Auditor General,,DEM,MICHAEL LAMB,43,40,0,0,3
PHILADELPHIA,49-16,Auditor General,,DEM,NINA AHMAD,132,69,0,13,50
PHILADELPHIA,49-16,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,14,14,0,0,0
PHILADELPHIA,49-16,Auditor General,,DEM,TRACIE FOUNTAIN,9,9,0,0,0
PHILADELPHIA,49-16,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,49-16,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,State Treasurer,,DEM,JOE TORSELLA,173,120,0,8,45
PHILADELPHIA,49-16,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,State Treasurer,,REP,STACY L GARRITY,1,1,0,0,0
PHILADELPHIA,49-16,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-16,U.S. House,2,DEM,BRENDAN F BOYLE,189,129,0,10,50
PHILADELPHIA,49-16,U.S. House,2,REP,DAVID TORRES,1,1,0,0,0
PHILADELPHIA,49-16,State Senate,3,DEM,SHARIF STREET,206,143,1,11,51
PHILADELPHIA,49-16,State Senate,3,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,49-16,General Assembly,201,DEM,STEPHEN KINSEY,200,137,0,11,52
PHILADELPHIA,49-17,Registered Voters,,,Registered Voters,788,,,,
PHILADELPHIA,49-17,Registered Voters,,DEM,Registered Voters,675,,,,
PHILADELPHIA,49-17,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,49-17,Registered Voters,,NPA,Registered Voters,92,,,,
PHILADELPHIA,49-17,Registered Voters,,REP,Registered Voters,20,,,,
PHILADELPHIA,49-17,Ballots Cast,,,Ballots Cast,224,147,0,14,63
PHILADELPHIA,49-17,Ballots Cast,,DEM,Ballots Cast,221,146,0,14,61
PHILADELPHIA,49-17,Ballots Cast,,NPA,Ballots Cast,2,0,0,0,2
PHILADELPHIA,49-17,Ballots Cast,,REP,Ballots Cast,1,1,0,0,0
PHILADELPHIA,49-17,President,,DEM,BERNIE SANDERS,25,17,0,0,8
PHILADELPHIA,49-17,President,,DEM,Joseph R. Biden,191,125,0,14,52
PHILADELPHIA,49-17,President,,DEM,TULSI GABBARD,2,2,0,0,0
PHILADELPHIA,49-17,President,,DEM,Write-ins,1,0,0,0,1
PHILADELPHIA,49-17,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,49-17,President,,REP,Donald J. Trump,1,1,0,0,0
PHILADELPHIA,49-17,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,49-17,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,Attorney General,,DEM,JOSH SHAPIRO,139,85,0,12,42
PHILADELPHIA,49-17,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,Attorney General,,REP,HEATHER HEIDELBAUGH,1,1,0,0,0
PHILADELPHIA,49-17,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,Auditor General,,DEM,CHRISTINA M HARTMAN,6,6,0,0,0
PHILADELPHIA,49-17,Auditor General,,DEM,H SCOTT CONKLIN,5,5,0,0,0
PHILADELPHIA,49-17,Auditor General,,DEM,MICHAEL LAMB,23,21,0,1,1
PHILADELPHIA,49-17,Auditor General,,DEM,NINA AHMAD,120,59,0,12,49
PHILADELPHIA,49-17,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,29,25,0,0,4
PHILADELPHIA,49-17,Auditor General,,DEM,TRACIE FOUNTAIN,10,10,0,0,0
PHILADELPHIA,49-17,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,49-17,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,State Treasurer,,DEM,JOE TORSELLA,143,90,0,11,42
PHILADELPHIA,49-17,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,State Treasurer,,REP,STACY L GARRITY,0,0,0,0,0
PHILADELPHIA,49-17,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-17,U.S. House,2,DEM,BRENDAN F BOYLE,163,97,0,12,54
PHILADELPHIA,49-17,U.S. House,2,REP,DAVID TORRES,1,1,0,0,0
PHILADELPHIA,49-17,State Senate,3,DEM,SHARIF STREET,177,112,0,13,52
PHILADELPHIA,49-17,General Assembly,201,DEM,STEPHEN KINSEY,165,101,0,12,52
PHILADELPHIA,49-18,Registered Voters,,,Registered Voters,693,,,,
PHILADELPHIA,49-18,Registered Voters,,DEM,Registered Voters,604,,,,
PHILADELPHIA,49-18,Registered Voters,,GRN,Registered Voters,1,,,,
PHILADELPHIA,49-18,Registered Voters,,LIB,Registered Voters,3,,,,
PHILADELPHIA,49-18,Registered Voters,,NPA,Registered Voters,65,,,,
PHILADELPHIA,49-18,Registered Voters,,REP,Registered Voters,20,,,,
PHILADELPHIA,49-18,Ballots Cast,,,Ballots Cast,297,149,5,29,114
PHILADELPHIA,49-18,Ballots Cast,,DEM,Ballots Cast,288,145,5,27,111
PHILADELPHIA,49-18,Ballots Cast,,NPA,Ballots Cast,4,0,0,1,3
PHILADELPHIA,49-18,Ballots Cast,,REP,Ballots Cast,5,4,0,1,0
PHILADELPHIA,49-18,President,,DEM,BERNIE SANDERS,20,14,1,0,5
PHILADELPHIA,49-18,President,,DEM,Joseph R. Biden,257,125,3,25,104
PHILADELPHIA,49-18,President,,DEM,TULSI GABBARD,4,1,0,2,1
PHILADELPHIA,49-18,President,,DEM,Write-ins,3,3,0,0,0
PHILADELPHIA,49-18,President,,REP,BILL WELD,0,0,0,0,0
PHILADELPHIA,49-18,President,,REP,Donald J. Trump,4,3,0,1,0
PHILADELPHIA,49-18,President,,REP,ROQUE ROCKY DE LA FUENTE,1,1,0,0,0
PHILADELPHIA,49-18,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,Attorney General,,DEM,JOSH SHAPIRO,205,85,2,22,96
PHILADELPHIA,49-18,Attorney General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,Attorney General,,REP,HEATHER HEIDELBAUGH,4,3,0,1,0
PHILADELPHIA,49-18,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,Auditor General,,DEM,CHRISTINA M HARTMAN,7,5,0,0,2
PHILADELPHIA,49-18,Auditor General,,DEM,H SCOTT CONKLIN,2,2,0,0,0
PHILADELPHIA,49-18,Auditor General,,DEM,MICHAEL LAMB,40,35,0,0,5
PHILADELPHIA,49-18,Auditor General,,DEM,NINA AHMAD,195,66,4,25,100
PHILADELPHIA,49-18,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,16,16,0,0,0
PHILADELPHIA,49-18,Auditor General,,DEM,TRACIE FOUNTAIN,8,7,0,0,1
PHILADELPHIA,49-18,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,Auditor General,,REP,TIMOTHY DEFOOR,5,4,0,1,0
PHILADELPHIA,49-18,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,State Treasurer,,DEM,JOE TORSELLA,207,95,1,22,89
PHILADELPHIA,49-18,State Treasurer,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,State Treasurer,,REP,STACY L GARRITY,3,2,0,1,0
PHILADELPHIA,49-18,State Treasurer,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-18,U.S. House,2,DEM,BRENDAN F BOYLE,234,107,1,26,100
PHILADELPHIA,49-18,U.S. House,2,REP,DAVID TORRES,5,4,0,1,0
PHILADELPHIA,49-18,State Senate,3,DEM,SHARIF STREET,243,114,4,23,102
PHILADELPHIA,49-18,General Assembly,201,DEM,STEPHEN KINSEY,229,107,2,23,97
PHILADELPHIA,49-19,Registered Voters,,,Registered Voters,745,,,,
PHILADELPHIA,49-19,Registered Voters,,DEM,Registered Voters,647,,,,
PHILADELPHIA,49-19,Registered Voters,,LIB,Registered Voters,1,,,,
PHILADELPHIA,49-19,Registered Voters,,NPA,Registered Voters,76,,,,
PHILADELPHIA,49-19,Registered Voters,,REP,Registered Voters,21,,,,
PHILADELPHIA,49-19,Ballots Cast,,,Ballots Cast,255,185,0,23,47
PHILADELPHIA,49-19,Ballots Cast,,DEM,Ballots Cast,246,179,0,21,46
PHILADELPHIA,49-19,Ballots Cast,,NPA,Ballots Cast,6,3,0,2,1
PHILADELPHIA,49-19,Ballots Cast,,REP,Ballots Cast,3,3,0,0,0
PHILADELPHIA,49-19,President,,DEM,BERNIE SANDERS,24,20,0,2,2
PHILADELPHIA,49-19,President,,DEM,Joseph R. Biden,211,149,0,18,44
PHILADELPHIA,49-19,President,,DEM,TULSI GABBARD,3,3,0,0,0
PHILADELPHIA,49-19,President,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,49-19,President,,REP,BILL WELD,2,2,0,0,0
PHILADELPHIA,49-19,President,,REP,Donald J. Trump,0,0,0,0,0
PHILADELPHIA,49-19,President,,REP,ROQUE ROCKY DE LA FUENTE,0,0,0,0,0
PHILADELPHIA,49-19,President,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-19,Attorney General,,DEM,JOSH SHAPIRO,152,95,0,17,40
PHILADELPHIA,49-19,Attorney General,,DEM,Write-ins,1,1,0,0,0
PHILADELPHIA,49-19,Attorney General,,REP,HEATHER HEIDELBAUGH,2,2,0,0,0
PHILADELPHIA,49-19,Attorney General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-19,Auditor General,,DEM,CHRISTINA M HARTMAN,4,4,0,0,0
PHILADELPHIA,49-19,Auditor General,,DEM,H SCOTT CONKLIN,11,11,0,0,0
PHILADELPHIA,49-19,Auditor General,,DEM,MICHAEL LAMB,59,53,0,2,4
PHILADELPHIA,49-19,Auditor General,,DEM,NINA AHMAD,112,55,0,19,38
PHILADELPHIA,49-19,Auditor General,,DEM,ROSE ROSIE MARIE DAVIS,16,15,0,0,1
PHILADELPHIA,49-19,Auditor General,,DEM,TRACIE FOUNTAIN,14,12,0,0,2
PHILADELPHIA,49-19,Auditor General,,DEM,Write-ins,0,0,0,0,0
PHILADELPHIA,49-19,Auditor General,,REP,TIMOTHY DEFOOR,1,1,0,0,0
PHILADELPHIA,49-19,Auditor General,,REP,Write-ins,0,0,0,0,0
PHILADELPHIA,49-19,State Treasurer,,DEM,JOE TORSELLA,148,91,0,18,39
