updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,John McCain  and Sarah Palin,,,,,R,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,364,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Barack Obama and  Joe Biden,,,,,D,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,204,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Bob Barr and  Wayne A. Root,,,,,L,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,4,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Chuck Baldwin and  Darrell L.Castle,,,,,I,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Ralph Nader and  Matt Gonzalez,,,,,I,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Write-Ins,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,3,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Under Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,3,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Over Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Mike Enzi,,,,,R,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,414,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Chris Rothfuss,,,,,D,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,152,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Write-Ins,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Under Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,14,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Over Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,John Barrasso,,,,,R,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,405,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Nick Carter,,,,,D,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,157,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Write-Ins,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Under Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,17,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Over Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Cynthia M. Lummis,,,,,R,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,321,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Gary Trauner,,,,,D,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,221,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,W. David Herbert,,,,,L,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,27,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Write-Ins,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Under Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,11,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Over Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Phil Nicholas,,,,,R,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,374,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Neil Harrison,,,,,D,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,180,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Write-Ins,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Under Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,24,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Over Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,14,Kermit C. Brown,,,,,R,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,360,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,14,Pat Kiovsky,,,,,D,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,178,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,14,Write-Ins,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,14,Under Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,40,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,14,Over Votes,,,,,,Albany,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,John McCain  and Sarah Palin,,,,,R,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1230,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Barack Obama and  Joe Biden,,,,,D,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,742,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Bob Barr and  Wayne A. Root,,,,,L,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,15,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Chuck Baldwin and  Darrell L.Castle,,,,,I,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,10,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Ralph Nader and  Matt Gonzalez,,,,,I,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,28,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Write-Ins,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,12,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Under Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,7,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Over Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Mike Enzi,,,,,R,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1481,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Chris Rothfuss,,,,,D,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,532,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Write-Ins,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Under Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,29,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Over Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,John Barrasso,,,,,R,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1403,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Nick Carter,,,,,D,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,596,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Write-Ins,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Under Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,39,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Over Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,5,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Cynthia M. Lummis,,,,,R,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1087,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Gary Trauner,,,,,D,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,855,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,W. David Herbert,,,,,L,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,63,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Write-Ins,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Under Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,35,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Over Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Phil Nicholas,,,,,R,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1275,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Neil Harrison,,,,,D,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,674,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Write-Ins,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,11,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Under Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,82,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Over Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,46,Glenn Moniz,,,,,R,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1197,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,46,Jim Thompson,,,,,D,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,748,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,46,Write-Ins,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,4,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,46,Under Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,91,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State House,46,Over Votes,,,,,,Albany,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,John McCain  and Sarah Palin,,,,,R,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,174,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Barack Obama and  Joe Biden,,,,,D,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,114,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Bob Barr and  Wayne A. Root,,,,,L,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,3,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Chuck Baldwin and  Darrell L.Castle,,,,,I,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Ralph Nader and  Matt Gonzalez,,,,,I,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Write-Ins,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,2,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Under Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States President and Vice President,,Over Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Mike Enzi,,,,,R,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,199,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Chris Rothfuss,,,,,D,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,94,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Write-Ins,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,1,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Under Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,4,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Senator,,Over Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,John Barrasso,,,,,R,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,190,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Nick Carter,,,,,D,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,101,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Write-Ins,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Under Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,7,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State United,4,Over Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Cynthia M. Lummis,,,,,R,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,155,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Gary Trauner,,,,,D,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,129,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,W. David Herbert,,,,,L,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,10,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Write-Ins,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Under Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,4,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,United States Representative,,Over Votes,,,,,,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,0,,,,,2008
2015-10-10 10:37:50.348000,wy-2008-11-04-general,2008-11-04 00:00:00,2008-11-04 00:00:00,general,certified,False,State Senate,10,Phil Nicholas,,,,,R,Albany,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,171,,,,,2008
