county,precinct,office,district,candidate,party,votes
Carson City,211,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,218
Carson City,211,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,781
Carson City,211,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,773
Carson City,211,President,,"BIDEN, JOSEPH R.",DEM,363
Carson City,211,President,,"BLANKENSHIP, DON",,4
Carson City,211,President,,"JORGENSEN, JO",LIB,14
Carson City,211,President,,None Of These Candidates,,10
Carson City,211,President,,"TRUMP, DONALD J.",REP,546
Carson City,211,"School Trustee, District 7",,"CACIOPPO, JOE",,502
Carson City,211,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,332
Carson City,211,State Assembly,40,"LOYD, SENA",,328
Carson City,211,State Assembly,40,"O'Neill, Philip ""PK""",,583
Carson City,211,STATE QUESTION NO. 1,,No,,597
Carson City,211,STATE QUESTION NO. 1,,Yes,,293
Carson City,211,STATE QUESTION NO. 2,,No,,409
Carson City,211,STATE QUESTION NO. 2,,Yes,,510
Carson City,211,STATE QUESTION NO. 3,,No,,434
Carson City,211,STATE QUESTION NO. 3,,Yes,,470
Carson City,211,STATE QUESTION NO. 4,,No,,464
Carson City,211,STATE QUESTION NO. 4,,Yes,,446
Carson City,211,STATE QUESTION NO. 6,,No,,514
Carson City,211,STATE QUESTION NO. 6,,Yes,,395
Carson City,211,"Supreme Court Justice, Seat B",,None Of These Candidates,,176
Carson City,211,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,685
Carson City,211,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,265
Carson City,211,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,491
Carson City,211,"Supreme Court Justice, Seat D",,None Of These Candidates,,135
Carson City,211,U.S. House,2,"ACKERMAN, PATRICIA",DEM,322
Carson City,211,U.S. House,2,"Amodei, Mark E.",REP,583
Carson City,211,U.S. House,2,JANINE HANSEN,IAP,24
Carson City,301,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,579
Carson City,301,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,350
Carson City,301,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,364
Carson City,301,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,346
Carson City,301,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,242
Carson City,301,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,831
Carson City,301,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,840
Carson City,301,President,,"BIDEN, JOSEPH R.",DEM,436
Carson City,301,President,,"BLANKENSHIP, DON",,5
Carson City,301,President,,"JORGENSEN, JO",LIB,17
Carson City,301,President,,None Of These Candidates,,9
Carson City,301,President,,"TRUMP, DONALD J.",REP,542
Carson City,301,"School Trustee, District 7",,"CACIOPPO, JOE",,561
Carson City,301,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,344
Carson City,301,State Assembly,40,"LOYD, SENA",,417
Carson City,301,State Assembly,40,"O'Neill, Philip ""PK""",,566
Carson City,301,STATE QUESTION NO. 1,,No,,554
Carson City,301,STATE QUESTION NO. 1,,Yes,,399
Carson City,301,STATE QUESTION NO. 2,,No,,405
Carson City,301,STATE QUESTION NO. 2,,Yes,,572
Carson City,301,STATE QUESTION NO. 3,,No,,451
Carson City,301,STATE QUESTION NO. 3,,Yes,,514
Carson City,301,STATE QUESTION NO. 4,,No,,432
Carson City,301,STATE QUESTION NO. 4,,Yes,,533
Carson City,301,STATE QUESTION NO. 6,,No,,484
Carson City,301,STATE QUESTION NO. 6,,Yes,,489
Carson City,301,"Supreme Court Justice, Seat B",,None Of These Candidates,,199
Carson City,301,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,730
Carson City,301,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,319
Carson City,301,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,486
Carson City,301,"Supreme Court Justice, Seat D",,None Of These Candidates,,159
Carson City,301,U.S. House,2,"ACKERMAN, PATRICIA",DEM,407
Carson City,301,U.S. House,2,"Amodei, Mark E.",REP,551
Carson City,301,U.S. House,2,JANINE HANSEN,IAP,31
Carson City,303,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,537
Carson City,303,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,350
Carson City,303,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,356
Carson City,303,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,335
Carson City,303,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,179
Carson City,303,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,804
Carson City,303,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,793
Carson City,303,President,,"BIDEN, JOSEPH R.",DEM,382
Carson City,303,President,,"BLANKENSHIP, DON",,1
Carson City,303,President,,"JORGENSEN, JO",LIB,18
Carson City,303,President,,None Of These Candidates,,14
Carson City,303,President,,"TRUMP, DONALD J.",REP,537
Carson City,303,"School Trustee, District 7",,"CACIOPPO, JOE",,563
Carson City,303,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,307
Carson City,303,State Assembly,40,"LOYD, SENA",,348
Carson City,303,State Assembly,40,"O'Neill, Philip ""PK""",,574
Carson City,303,STATE QUESTION NO. 1,,No,,574
Carson City,303,STATE QUESTION NO. 1,,Yes,,328
Carson City,303,STATE QUESTION NO. 2,,No,,378
Carson City,303,STATE QUESTION NO. 2,,Yes,,547
Carson City,303,STATE QUESTION NO. 3,,No,,429
Carson City,303,STATE QUESTION NO. 3,,Yes,,483
Carson City,303,STATE QUESTION NO. 4,,No,,428
Carson City,303,STATE QUESTION NO. 4,,Yes,,489
Carson City,303,STATE QUESTION NO. 6,,No,,496
Carson City,303,STATE QUESTION NO. 6,,Yes,,429
Carson City,303,"Supreme Court Justice, Seat B",,None Of These Candidates,,176
Carson City,303,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,680
Carson City,303,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,313
Carson City,303,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,431
Carson City,303,"Supreme Court Justice, Seat D",,None Of These Candidates,,148
Carson City,303,U.S. House,2,"ACKERMAN, PATRICIA",DEM,352
Carson City,303,U.S. House,2,"Amodei, Mark E.",REP,559
Carson City,303,U.S. House,2,JANINE HANSEN,IAP,26
Carson City,305,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,663
Carson City,305,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,482
Carson City,305,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,497
Carson City,305,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,408
Carson City,305,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,234
Carson City,305,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,1059
Carson City,305,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,1053
Carson City,305,President,,"BIDEN, JOSEPH R.",DEM,496
Carson City,305,President,,"BLANKENSHIP, DON",,2
Carson City,305,President,,"JORGENSEN, JO",LIB,17
Carson City,305,President,,None Of These Candidates,,16
Carson City,305,President,,"TRUMP, DONALD J.",REP,687
Carson City,305,"School Trustee, District 7",,"CACIOPPO, JOE",,755
Carson City,305,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,367
Carson City,305,State Assembly,40,"LOYD, SENA",,411
Carson City,305,State Assembly,40,"O'Neill, Philip ""PK""",,782
Carson City,305,STATE QUESTION NO. 1,,No,,775
Carson City,305,STATE QUESTION NO. 1,,Yes,,387
Carson City,305,STATE QUESTION NO. 2,,No,,486
Carson City,305,STATE QUESTION NO. 2,,Yes,,693
Carson City,305,STATE QUESTION NO. 3,,No,,592
Carson City,305,STATE QUESTION NO. 3,,Yes,,577
Carson City,305,STATE QUESTION NO. 4,,No,,600
Carson City,305,STATE QUESTION NO. 4,,Yes,,574
Carson City,305,STATE QUESTION NO. 6,,No,,699
Carson City,305,STATE QUESTION NO. 6,,Yes,,475
Carson City,305,"Supreme Court Justice, Seat B",,None Of These Candidates,,201
Carson City,305,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,935
Carson City,305,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,346
Carson City,305,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,659
Carson City,305,"Supreme Court Justice, Seat D",,None Of These Candidates,,164
Carson City,305,U.S. House,2,"ACKERMAN, PATRICIA",DEM,435
Carson City,305,U.S. House,2,"Amodei, Mark E.",REP,748
Carson City,305,U.S. House,2,JANINE HANSEN,IAP,17
Carson City,307,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,1012
Carson City,307,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,703
Carson City,307,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,666
Carson City,307,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,667
Carson City,307,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,435
Carson City,307,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,1565
Carson City,307,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,1557
Carson City,307,President,,"BIDEN, JOSEPH R.",DEM,932
Carson City,307,President,,"BLANKENSHIP, DON",,17
Carson City,307,President,,"JORGENSEN, JO",LIB,43
Carson City,307,President,,None Of These Candidates,,18
Carson City,307,President,,"TRUMP, DONALD J.",REP,873
Carson City,307,"School Trustee, District 7",,"CACIOPPO, JOE",,1023
Carson City,307,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,661
Carson City,307,State Assembly,40,"LOYD, SENA",,881
Carson City,307,State Assembly,40,"O'Neill, Philip ""PK""",,928
Carson City,307,STATE QUESTION NO. 1,,No,,997
Carson City,307,STATE QUESTION NO. 1,,Yes,,763
Carson City,307,STATE QUESTION NO. 2,,No,,699
Carson City,307,STATE QUESTION NO. 2,,Yes,,1109
Carson City,307,STATE QUESTION NO. 3,,No,,776
Carson City,307,STATE QUESTION NO. 3,,Yes,,998
Carson City,307,STATE QUESTION NO. 4,,No,,651
Carson City,307,STATE QUESTION NO. 4,,Yes,,1134
Carson City,307,STATE QUESTION NO. 6,,No,,796
Carson City,307,STATE QUESTION NO. 6,,Yes,,985
Carson City,307,"Supreme Court Justice, Seat B",,None Of These Candidates,,399
Carson City,307,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,1322
Carson City,307,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,618
Carson City,307,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,779
Carson City,307,"Supreme Court Justice, Seat D",,None Of These Candidates,,384
Carson City,307,U.S. House,2,"ACKERMAN, PATRICIA",DEM,857
Carson City,307,U.S. House,2,"Amodei, Mark E.",REP,919
Carson City,307,U.S. House,2,JANINE HANSEN,IAP,60
Carson City,309,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,838
Carson City,309,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,556
Carson City,309,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,564
Carson City,309,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,466
Carson City,309,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,333
Carson City,309,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,1219
Carson City,309,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,1201
Carson City,309,President,,"BIDEN, JOSEPH R.",DEM,503
Carson City,309,President,,"BLANKENSHIP, DON",,6
Carson City,309,President,,"JORGENSEN, JO",LIB,13
Carson City,309,President,,None Of These Candidates,,30
Carson City,309,President,,"TRUMP, DONALD J.",REP,938
Carson City,309,"School Trustee, District 7",,"CACIOPPO, JOE",,845
Carson City,309,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,490
Carson City,309,State Assembly,40,"LOYD, SENA",,465
Carson City,309,State Assembly,40,"O'Neill, Philip ""PK""",,980
Carson City,309,STATE QUESTION NO. 1,,No,,1010
Carson City,309,STATE QUESTION NO. 1,,Yes,,406
Carson City,309,STATE QUESTION NO. 2,,No,,629
Carson City,309,STATE QUESTION NO. 2,,Yes,,821
Carson City,309,STATE QUESTION NO. 3,,No,,777
Carson City,309,STATE QUESTION NO. 3,,Yes,,650
Carson City,309,STATE QUESTION NO. 4,,No,,799
Carson City,309,STATE QUESTION NO. 4,,Yes,,634
Carson City,309,STATE QUESTION NO. 6,,No,,905
Carson City,309,STATE QUESTION NO. 6,,Yes,,531
Carson City,309,"Supreme Court Justice, Seat B",,None Of These Candidates,,244
Carson City,309,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,1092
Carson City,309,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,398
Carson City,309,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,817
Carson City,309,"Supreme Court Justice, Seat D",,None Of These Candidates,,183
Carson City,309,U.S. House,2,"ACKERMAN, PATRICIA",DEM,455
Carson City,309,U.S. House,2,"Amodei, Mark E.",REP,999
Carson City,309,U.S. House,2,JANINE HANSEN,IAP,18
Carson City,401,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,438
Carson City,401,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,408
Carson City,401,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,333
Carson City,401,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,286
Carson City,401,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,239
Carson City,401,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,767
Carson City,401,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,755
Carson City,401,President,,"BIDEN, JOSEPH R.",DEM,428
Carson City,401,President,,"BLANKENSHIP, DON",,4
Carson City,401,President,,"JORGENSEN, JO",LIB,30
Carson City,401,President,,None Of These Candidates,,9
Carson City,401,President,,"TRUMP, DONALD J.",REP,461
Carson City,401,"School Trustee, District 7",,"CACIOPPO, JOE",,507
Carson City,401,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,319
Carson City,401,State Assembly,40,"LOYD, SENA",,413
Carson City,401,State Assembly,40,"O'Neill, Philip ""PK""",,480
Carson City,401,STATE QUESTION NO. 1,,No,,506
Carson City,401,STATE QUESTION NO. 1,,Yes,,356
Carson City,401,STATE QUESTION NO. 2,,No,,332
Carson City,401,STATE QUESTION NO. 2,,Yes,,559
Carson City,401,STATE QUESTION NO. 3,,No,,372
Carson City,401,STATE QUESTION NO. 3,,Yes,,493
Carson City,401,STATE QUESTION NO. 4,,No,,351
Carson City,401,STATE QUESTION NO. 4,,Yes,,530
Carson City,401,STATE QUESTION NO. 6,,No,,414
Carson City,401,STATE QUESTION NO. 6,,Yes,,468
Carson City,401,"Supreme Court Justice, Seat B",,None Of These Candidates,,191
Carson City,401,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,664
Carson City,401,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,320
Carson City,401,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,382
Carson City,401,"Supreme Court Justice, Seat D",,None Of These Candidates,,177
Carson City,401,U.S. House,2,"ACKERMAN, PATRICIA",DEM,407
Carson City,401,U.S. House,2,"Amodei, Mark E.",REP,463
Carson City,401,U.S. House,2,JANINE HANSEN,IAP,31
Carson City,403,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,854
Carson City,403,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,628
Carson City,403,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,582
Carson City,403,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,588
Carson City,403,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,341
Carson City,403,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,1334
Carson City,403,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,1319
Carson City,403,President,,"BIDEN, JOSEPH R.",DEM,702
Carson City,403,President,,"BLANKENSHIP, DON",,10
Carson City,403,President,,"JORGENSEN, JO",LIB,36
Carson City,403,President,,None Of These Candidates,,18
Carson City,403,President,,"TRUMP, DONALD J.",REP,871
Carson City,403,"School Trustee, District 7",,"CACIOPPO, JOE",,862
Carson City,403,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,569
Carson City,403,State Assembly,40,"LOYD, SENA",,676
Carson City,403,State Assembly,40,"O'Neill, Philip ""PK""",,905
Carson City,403,STATE QUESTION NO. 1,,No,,921
Carson City,403,STATE QUESTION NO. 1,,Yes,,594
Carson City,403,STATE QUESTION NO. 2,,No,,670
Carson City,403,STATE QUESTION NO. 2,,Yes,,888
Carson City,403,STATE QUESTION NO. 3,,No,,709
Carson City,403,STATE QUESTION NO. 3,,Yes,,831
Carson City,403,STATE QUESTION NO. 4,,No,,642
Carson City,403,STATE QUESTION NO. 4,,Yes,,900
Carson City,403,STATE QUESTION NO. 6,,No,,758
Carson City,403,STATE QUESTION NO. 6,,Yes,,793
Carson City,403,"Supreme Court Justice, Seat B",,None Of These Candidates,,301
Carson City,403,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,1174
Carson City,403,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,509
Carson City,403,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,759
Carson City,403,"Supreme Court Justice, Seat D",,None Of These Candidates,,274
Carson City,403,U.S. House,2,"ACKERMAN, PATRICIA",DEM,649
Carson City,403,U.S. House,2,"Amodei, Mark E.",REP,892
Carson City,403,U.S. House,2,JANINE HANSEN,IAP,59
Carson City,405,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,637
Carson City,405,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,495
Carson City,405,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,435
Carson City,405,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,452
Carson City,405,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,236
Carson City,405,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,1009
Carson City,405,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,994
Carson City,405,President,,"BIDEN, JOSEPH R.",DEM,539
Carson City,405,President,,"BLANKENSHIP, DON",,6
Carson City,405,President,,"JORGENSEN, JO",LIB,9
Carson City,405,President,,None Of These Candidates,,11
Carson City,405,President,,"TRUMP, DONALD J.",REP,648
Carson City,405,"School Trustee, District 7",,"CACIOPPO, JOE",,723
Carson City,405,"School Trustee, District 7",,"TRUSHENSKI, JOY R.",,370
Carson City,405,State Assembly,40,"LOYD, SENA",,525
Carson City,405,State Assembly,40,"O'Neill, Philip ""PK""",,669
Carson City,405,STATE QUESTION NO. 1,,No,,695
Carson City,405,STATE QUESTION NO. 1,,Yes,,444
Carson City,405,STATE QUESTION NO. 2,,No,,505
Carson City,405,STATE QUESTION NO. 2,,Yes,,674
Carson City,405,STATE QUESTION NO. 3,,No,,557
Carson City,405,STATE QUESTION NO. 3,,Yes,,595
Carson City,405,STATE QUESTION NO. 4,,No,,506
Carson City,405,STATE QUESTION NO. 4,,Yes,,655
Carson City,405,STATE QUESTION NO. 6,,No,,595
Carson City,405,STATE QUESTION NO. 6,,Yes,,565
Carson City,405,"Supreme Court Justice, Seat B",,None Of These Candidates,,227
Carson City,405,"Supreme Court Justice, Seat B",,"Pickering, Kristina",,893
Carson City,405,"Supreme Court Justice, Seat D",,"FUMO, Ozzie",,417
Carson City,405,"Supreme Court Justice, Seat D",,"HERNDON, DOUGLAS",,545
Carson City,405,"Supreme Court Justice, Seat D",,None Of These Candidates,,185
Carson City,405,U.S. House,2,"ACKERMAN, PATRICIA",DEM,519
Carson City,405,U.S. House,2,"Amodei, Mark E.",REP,654
Carson City,405,U.S. House,2,JANINE HANSEN,IAP,31
Carson City,407,"Board of Supervisors, Ward 2",,"WHITE, MAURICE ""MO""",,963
Carson City,407,"Board of Supervisors, Ward 2",,"WILKE-MCCULLOCH, STACIE",,576
Carson City,407,"Court Of Appeals Judge, Dept. 3",,"BULLA, BONNIE",,541
Carson City,407,"Court Of Appeals Judge, Dept. 3",,"BUSH, SUSAN",,618
Carson City,407,"Court Of Appeals Judge, Dept. 3",,None Of These Candidates,,373
Carson City,407,"District Court Judge, District 1, Department 1",,"RUSSELL, JAMES TODD",,1381
Carson City,407,"District Court Judge, District 1, Department 2",,"WILSON, JIM",,1358
