county,gen_dem_BIDEN,gen_dem_HARRIS,gen_grn_HAWKINS,gen_grn_HAWKINSS,gen_grn_VOTES,gen_grn_WALKER,gen_lib_COHEN,gen_lib_JORGENSE,gen_lib_JORGENSEN,gen_lib_JORGENSON,gen_lib_VOTES,gen_oth_ASSIGNED,gen_oth_BECKETT,gen_oth_BIDEN,gen_oth_BODDIE,gen_oth_BODIE,gen_oth_BUSH,gen_oth_CANDIDATE,gen_oth_CARROLL,gen_oth_CELLA,gen_oth_COHEN,gen_oth_CUELLAR,gen_oth_CUELLER,gen_oth_CUOMO,gen_oth_HARRIS,gen_oth_HAWKINS,gen_oth_HEFLING,gen_oth_HOEFLING,gen_oth_IN,gen_oth_INS,gen_oth_INVALID,gen_oth_JACKSON,gen_oth_JAIRALA,gen_oth_JORGENSEN,gen_oth_LARIVA,gen_oth_LOEB,gen_oth_LOPEZ,gen_oth_MARROW,gen_oth_MONREAL,gen_oth_MORROW,gen_oth_MUSTAINE,gen_oth_OVERVOTES,gen_oth_PATEL,gen_oth_PELTIER,gen_oth_PENCE,gen_oth_PEROT,gen_oth_PRIOR,gen_oth_RIVA,gen_oth_ROBLEDO,gen_oth_RUSSELL,gen_oth_RYAN,gen_oth_SANDERS,gen_oth_STONEHAM,gen_oth_TOTALS,gen_oth_TRUMP,gen_oth_UNCERTIFIED,gen_oth_UNDERVOTES,gen_oth_VOTES,gen_oth_W,gen_oth_WALKER,gen_oth_WELL,gen_oth_WELLS,gen_oth_WEST,gen_rep_PENCE,gen_rep_TRUMP,gen_rep_VOTES,pri_dem_BENNET,pri_dem_BENNETT,pri_dem_BIDEN,pri_dem_BLOOMBERG,pri_dem_BOOKER,pri_dem_BUTLIGIEG,pri_dem_BUTTGIEG,pri_dem_BUTTIEGIEG,pri_dem_BUTTIGIEG,pri_dem_CASTRO,pri_dem_DELANEY,pri_dem_EIDEN,pri_dem_ELY,pri_dem_EYER,pri_dem_FUENTA,pri_dem_FUENTE,pri_dem_GABARD,pri_dem_GABBARD,pri_dem_GUBBARD,pri_dem_GUERRA,pri_dem_INS,pri_dem_ISTVAN,pri_dem_KLOBUCAHR,pri_dem_KLOBUCHAR,pri_dem_KLOUBUCHAR,pri_dem_MATERN,pri_dem_OVERVOTES,pri_dem_PATRICK,pri_dem_PUENTE,pri_dem_SANDERS,pri_dem_STEYER,pri_dem_TRUMP,pri_dem_UNCOMMITTED,pri_dem_UNDERVOTE,pri_dem_UNDERVOTES,pri_dem_VOTES,pri_dem_WALSH,pri_dem_WARREN,pri_dem_WELD,pri_dem_WELLS,pri_dem_WILLIAMSON,pri_dem_YANG,pri_oth_BENNET,pri_oth_BIDEN,pri_oth_BLOOMBERG,pri_oth_BOOKER,pri_oth_BUTTIGIEG,pri_oth_CASTRO,pri_oth_DELANEY,pri_oth_ELY,pri_oth_FUENTE,pri_oth_GABBARD,pri_oth_GUERRA,pri_oth_ISTVAN,pri_oth_KLOBUCHAR,pri_oth_MATERN,pri_oth_PATRICK,pri_oth_SANDERS,pri_oth_STEYER,pri_oth_TRUMP,pri_oth_UNCOMMITTED,pri_oth_VOTES,pri_oth_WALSH,pri_oth_WARREN,pri_oth_WELD,pri_oth_WELLS,pri_oth_WILLIAMSON,pri_oth_YANG,pri_rep_COMPROMETIDO,pri_rep_ELY,pri_rep_ERN,pri_rep_FUENTE,pri_rep_GUERRA,pri_rep_GUERRERA,pri_rep_GUERRRA,pri_rep_INS,pri_rep_ISTVAN,pri_rep_ISTYAN,pri_rep_LSTVAN,pri_rep_MARTERN,pri_rep_MATEM,pri_rep_MATERN,pri_rep_OVERVOTES,pri_rep_TRUMP,pri_rep_UNCOMMITED,pri_rep_UNCOMMITTED,pri_rep_UNDERVOTE,pri_rep_UNDERVOTES,pri_rep_VOTES,pri_rep_WALSH,pri_rep_WELD,gen_total,rep_general_total,dem_general_total,rep_pri_total,dem_pri_total,rep_primary_total,dem_primary_total
Trinity,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5579,0,1,0,260,117,1,0,0,0,21,2,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,101,10,0,0,0,0,0,0,35,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,3,0,0,0,0,5,0,3197,0,125,0,0,0,26,16,6938,5579,1323,3388,572,3388,572
Tyler,1403,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,8194,0,2,0,300,131,3,0,0,0,12,1,1,0,0,0,0,2,0,3,0,0,0,0,0,14,0,0,0,0,0,104,5,0,0,0,0,3,0,42,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,7,0,0,0,0,6,0,4147,0,95,0,0,58,23,14,9707,8194,1403,4363,630,4363,630
Upshur,2877,0,22,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,59,0,0,0,0,0,0,15809,0,21,0,705,180,10,0,0,0,35,1,4,0,0,0,0,1,0,10,0,0,0,0,0,22,0,0,0,1,0,254,6,0,0,0,0,46,0,72,0,5,2,1,0,0,0,0,0,0,0,2,0,0,6,0,0,8,0,0,0,5978,100,115,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18978,15809,2877,0,1376,0,1376
Upton,169,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1170,0,0,0,19,23,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,2,0,0,0,0,2,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,3,0,597,0,21,0,0,7,2,4,1362,1170,169,642,96,642,96
Uvalde,4073,0,29,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2,0,0,0,0,0,6174,0,17,0,631,593,5,0,0,0,88,233,32,0,0,0,0,46,0,37,0,0,0,0,0,44,0,0,0,6,0,633,32,0,0,0,0,272,0,116,0,2,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,1,0,0,0,0,4,0,2334,0,79,0,0,20,18,7,10457,6174,4073,2482,2815,2482,2815
Van Zandt,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22370,0,5,0,725,261,3,0,0,0,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,340,15,0,0,0,0,0,0,101,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,1,0,0,0,0,8,0,10147,0,251,0,0,0,32,34,26094,22370,3516,10498,1520,10498,1520
Walker,7884,0,63,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15375,0,0,6,1164,347,8,0,0,0,97,3,5,0,0,0,0,2,0,11,0,0,0,0,0,47,0,0,0,0,0,692,33,0,0,0,0,0,0,269,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,2,0,0,0,0,6,0,5328,0,92,0,0,0,17,28,23658,15375,7884,5484,2697,5484,2697
Waller,0,8164,0,0,0,82,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14233,0,0,34,0,1014,346,23,0,0,0,56,13,2,0,0,0,0,1,0,8,0,0,0,0,0,32,0,0,0,4,0,869,9,0,0,0,0,50,0,195,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,0,4891,0,173,0,0,32,37,30,22719,14233,8164,5178,2670,5178,2670
Ward,764,0,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3241,0,5,0,112,111,1,0,0,0,3,16,1,0,0,0,0,7,0,2,0,0,0,0,0,4,0,0,0,2,0,98,5,0,0,0,0,34,0,24,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,2,0,1340,0,84,0,0,38,13,5,4094,3241,764,1506,431,1506,431
Washington,4261,0,20,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,12959,0,3,0,676,280,4,0,0,0,91,8,2,0,0,0,0,0,0,5,0,0,0,0,0,52,0,0,0,0,0,323,22,0,0,0,0,26,0,137,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,5,0,4898,0,105,0,0,45,19,15,17541,12959,4261,5093,1641,5093,1641
Wharton,4694,0,36,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11926,0,4,0,612,303,5,0,0,0,32,7,5,0,0,0,0,6,0,1,0,0,0,0,0,30,0,0,0,1,0,364,18,0,0,0,0,0,0,80,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,31,0,0,0,12,0,0,0,0,9,0,6602,0,343,0,0,0,45,49,16776,11926,4694,7099,1481,7099,1481
Wheeler,0,168,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2159,0,0,0,0,34,16,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1568,0,42,0,0,0,8,4,2340,2159,168,1626,74,1626,74
Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0,13161,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32069,0,0,338,10,0,0,0,0,0,0,0,14,0,1707,606,6,0,0,0,244,8,10,0,0,0,0,2,0,18,0,0,0,0,0,124,0,0,0,1,0,1300,30,0,0,0,0,59,0,439,0,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,34,0,0,0,32,0,0,0,0,18,0,12006,0,573,0,0,201,81,73,46378,0,0,13042,4606,13042,4606
Wilbarger,956,0,11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,3524,0,1,0,101,35,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,55,0,0,0,0,0,0,0,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,5,0,0,0,0,18,0,1958,0,137,0,0,0,19,9,4600,3524,956,2163,234,2163,234
Williamson,143647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,855,0,0,0,0,4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139647,0,36,0,18198,6852,44,0,0,0,3376,93,29,0,0,0,0,17,0,311,0,0,0,0,0,1785,0,0,0,11,0,19322,334,0,0,0,0,181,0,10324,0,15,27,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,118,0,0,0,35,0,0,0,0,74,0,40954,0,1782,0,0,250,325,623,289931,139647,143647,44247,61114,44247,61114
Wilson,6350,0,39,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,641,330,1,59,48,1,13,3,5,31,0,35,6,0,442,23,4624,156,0,26,162,23,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25032,18463,6350,0,0,0,0
Wise,4973,0,47,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27032,0,4,0,645,335,2,0,0,0,86,6,2,0,0,0,0,1,0,8,0,0,0,0,0,52,0,0,0,0,0,491,39,0,0,0,0,0,0,155,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,0,15,0,9773,0,222,0,0,0,43,30,32407,27032,4973,10101,1836,10101,1836
Wood,3509,0,40,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19049,0,3,0,753,218,4,0,0,0,54,3,1,0,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,0,0,256,6,0,0,0,0,0,0,124,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,21,0,0,0,2,0,0,0,0,7,0,9114,0,256,0,0,0,55,37,22779,19049,3509,9530,1470,9530,1470
Yoakum,420,0,6,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,2174,0,1,0,33,16,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,957,0,27,0,0,0,8,5,2642,2174,420,1012,88,1012,88
Young,0,1034,0,0,0,18,76,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,0,0,0,0,185,61,1,0,0,0,21,2,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,0,0,0,0,82,4,0,0,0,0,11,0,39,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,0,5,0,3540,0,120,0,0,45,10,20,8297,7110,1034,3757,438,3757,438
Zapata,0,1826,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,0,0,39,0,823,677,11,0,0,0,62,114,18,0,0,0,0,160,0,38,0,0,0,0,0,60,0,0,0,15,0,813,45,0,0,0,0,361,0,134,0,25,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,3878,2033,1826,38,3460,38,3460
Zavala,2864,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,81,0,0,0,0,0,0,0,1490,0,42,0,593,875,16,0,0,46,0,182,21,0,0,0,0,84,0,17,0,0,0,0,0,31,0,0,0,2,0,857,25,0,0,0,0,0,0,91,0,7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,5,0,109,0,6,0,0,0,5,5,4466,1490,2864,145,2913,145,2913
