county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
DeKalb,South Hairston,Public Service Commission,4,Democrat,Daniel Blackman,325,1047,611,11
DeKalb,Stephenson High,Public Service Commission,4,Democrat,Daniel Blackman,246,1146,783,6
DeKalb,Stephenson Middle,Public Service Commission,4,Democrat,Daniel Blackman,266,1337,761,2
DeKalb,Stone Mill Elem,Public Service Commission,4,Democrat,Daniel Blackman,310,636,426,14
DeKalb,Stone Mountain Elem,Public Service Commission,4,Democrat,Daniel Blackman,134,470,494,3
DeKalb,Stone Mtn,Public Service Commission,4,Democrat,Daniel Blackman,149,323,293,2
DeKalb,Stone Mtn Champion,Public Service Commission,4,Democrat,Daniel Blackman,260,731,441,10
DeKalb,Stone Mtn Middle,Public Service Commission,4,Democrat,Daniel Blackman,271,578,298,14
DeKalb,Stonecrest Library,Public Service Commission,4,Democrat,Daniel Blackman,191,1472,537,10
DeKalb,Stoneview Elem,Public Service Commission,4,Democrat,Daniel Blackman,156,475,232,9
DeKalb,Terry Mill,Public Service Commission,4,Democrat,Daniel Blackman,208,916,577,5
DeKalb,Tilly Mill Road,Public Service Commission,4,Democrat,Daniel Blackman,44,298,213,0
DeKalb,Toney Elem,Public Service Commission,4,Democrat,Daniel Blackman,148,444,341,5
DeKalb,Tucker,Public Service Commission,4,Democrat,Daniel Blackman,86,793,494,7
DeKalb,Tucker Library,Public Service Commission,4,Democrat,Daniel Blackman,73,916,594,2
DeKalb,Valley Brook,Public Service Commission,4,Democrat,Daniel Blackman,91,267,233,2
DeKalb,Wadsworth,Public Service Commission,4,Democrat,Daniel Blackman,258,825,630,9
