county,precinct,office,district,candidate,party,votes
St. Louis,285,Judge - 6th District Court 2,6,WRITE-IN,WI,7
St. Louis,285,Judge - 6th District Court 3,6,Robert Macaulay,NP,707
St. Louis,285,Judge - 6th District Court 3,6,WRITE-IN,WI,12
St. Louis,285,Judge - 6th District Court 4,6,David M. Johnson,NP,708
St. Louis,285,Judge - 6th District Court 4,6,WRITE-IN,WI,12
St. Louis,285,Judge - 6th District Court 9,6,Eric L. Hylden,NP,713
St. Louis,285,Judge - 6th District Court 9,6,WRITE-IN,WI,11
St. Louis,285,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,736
St. Louis,285,Judge - 6th District Court 12,6,WRITE-IN,WI,11
St. Louis,285,Judge - 6th District Court 14,6,Rebekka Stumme,NP,715
St. Louis,285,Judge - 6th District Court 14,6,WRITE-IN,WI,9
St. Louis,290,President,,Donald J. Trump and Michael R. Pence,R,193
St. Louis,290,President,,Joseph R. Biden and Kamala Harris,DFL,523
St. Louis,290,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,1
St. Louis,290,President,,Howie Hawkins and Angela Walker,GP,8
St. Louis,290,President,,Kanye West and Michelle Tidball,IND,5
St. Louis,290,President,,Brock Pierce and Karla Ballard,IND,1
St. Louis,290,President,,Gloria La Riva and Leonard Peltier,SLP,1
St. Louis,290,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,290,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,8
St. Louis,290,President,,WRITE-IN,WI,3
St. Louis,290,U.S. Senate,,Kevin O'Connor,LMN,72
St. Louis,290,U.S. Senate,,Oliver Steinberg,GLC,29
St. Louis,290,U.S. Senate,,Jason Lewis,R,167
St. Louis,290,U.S. Senate,,Tina Smith,DFL,452
St. Louis,290,U.S. Senate,,WRITE-IN,WI,4
St. Louis,290,U.S. House,8,Judith Schwartzbacker,GLC,82
St. Louis,290,U.S. House,8,Pete Stauber,R,217
St. Louis,290,U.S. House,8,Quinn Nystrom,DFL,434
St. Louis,290,U.S. House,8,WRITE-IN,WI,0
St. Louis,290,State Senate,7,Donna Bergstrom,R,191
St. Louis,290,State Senate,7,Jen McEwen,DFL,527
St. Louis,290,State Senate,7,WRITE-IN,WI,2
St. Louis,290,State House,7B,Art Johnston,R,183
St. Louis,290,State House,7B,Liz Olson,DFL,529
St. Louis,290,State House,7B,WRITE-IN,WI,1
St. Louis,290,County Commissioner District 3,3,Ashley Grimm,NP,411
St. Louis,290,County Commissioner District 3,3,Joe Macor,NP,262
St. Louis,290,County Commissioner District 3,3,WRITE-IN,WI,5
St. Louis,290,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,47
St. Louis,290,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,518
St. Louis,290,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,11
St. Louis,290,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,276
St. Louis,290,Associate Justice - Supreme Court 4,,Paul Thissen,NP,336
St. Louis,290,Associate Justice - Supreme Court 4,,WRITE-IN,WI,5
St. Louis,290,Judge - Court of Appeals 3,,Carol Hooten,NP,514
St. Louis,290,Judge - Court of Appeals 3,,WRITE-IN,WI,8
St. Louis,290,Judge - Court of Appeals 9,,Randall J Slieter,NP,493
St. Louis,290,Judge - Court of Appeals 9,,WRITE-IN,WI,9
St. Louis,290,Judge - Court of Appeals 13,,Jeanne Cochran,NP,505
St. Louis,290,Judge - Court of Appeals 13,,WRITE-IN,WI,8
St. Louis,290,Judge - Court of Appeals 15,,Kevin G. Ross,NP,493
St. Louis,290,Judge - Court of Appeals 15,,WRITE-IN,WI,9
St. Louis,290,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,509
St. Louis,290,Judge - 6th District Court 1,6,WRITE-IN,WI,7
St. Louis,290,Judge - 6th District Court 2,6,Robert C. Friday,NP,498
St. Louis,290,Judge - 6th District Court 2,6,WRITE-IN,WI,9
St. Louis,290,Judge - 6th District Court 3,6,Robert Macaulay,NP,498
St. Louis,290,Judge - 6th District Court 3,6,WRITE-IN,WI,9
St. Louis,290,Judge - 6th District Court 4,6,David M. Johnson,NP,499
St. Louis,290,Judge - 6th District Court 4,6,WRITE-IN,WI,8
St. Louis,290,Judge - 6th District Court 9,6,Eric L. Hylden,NP,507
St. Louis,290,Judge - 6th District Court 9,6,WRITE-IN,WI,9
St. Louis,290,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,521
St. Louis,290,Judge - 6th District Court 12,6,WRITE-IN,WI,7
St. Louis,290,Judge - 6th District Court 14,6,Rebekka Stumme,NP,498
St. Louis,290,Judge - 6th District Court 14,6,WRITE-IN,WI,7
St. Louis,295,President,,Donald J. Trump and Michael R. Pence,R,441
St. Louis,295,President,,Joseph R. Biden and Kamala Harris,DFL,1142
St. Louis,295,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,2
St. Louis,295,President,,Howie Hawkins and Angela Walker,GP,3
St. Louis,295,President,,Kanye West and Michelle Tidball,IND,5
St. Louis,295,President,,Brock Pierce and Karla Ballard,IND,2
St. Louis,295,President,,Gloria La Riva and Leonard Peltier,SLP,0
St. Louis,295,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,295,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,23
St. Louis,295,President,,WRITE-IN,WI,1
St. Louis,295,U.S. Senate,,Kevin O'Connor,LMN,123
St. Louis,295,U.S. Senate,,Oliver Steinberg,GLC,41
St. Louis,295,U.S. Senate,,Jason Lewis,R,394
St. Louis,295,U.S. Senate,,Tina Smith,DFL,1026
St. Louis,295,U.S. Senate,,WRITE-IN,WI,0
St. Louis,295,U.S. House,8,Judith Schwartzbacker,GLC,104
St. Louis,295,U.S. House,8,Pete Stauber,R,509
St. Louis,295,U.S. House,8,Quinn Nystrom,DFL,986
St. Louis,295,U.S. House,8,WRITE-IN,WI,0
St. Louis,295,State Senate,7,Donna Bergstrom,R,468
St. Louis,295,State Senate,7,Jen McEwen,DFL,1112
St. Louis,295,State Senate,7,WRITE-IN,WI,2
St. Louis,295,State House,7B,Art Johnston,R,444
St. Louis,295,State House,7B,Liz Olson,DFL,1126
St. Louis,295,State House,7B,WRITE-IN,WI,1
St. Louis,295,County Commissioner District 3,3,Ashley Grimm,NP,920
St. Louis,295,County Commissioner District 3,3,Joe Macor,NP,602
St. Louis,295,County Commissioner District 3,3,WRITE-IN,WI,2
St. Louis,295,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,102
St. Louis,295,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,1167
St. Louis,295,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,12
St. Louis,295,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,528
St. Louis,295,Associate Justice - Supreme Court 4,,Paul Thissen,NP,823
St. Louis,295,Associate Justice - Supreme Court 4,,WRITE-IN,WI,7
St. Louis,295,Judge - Court of Appeals 3,,Carol Hooten,NP,1144
St. Louis,295,Judge - Court of Appeals 3,,WRITE-IN,WI,10
St. Louis,295,Judge - Court of Appeals 9,,Randall J Slieter,NP,1101
St. Louis,295,Judge - Court of Appeals 9,,WRITE-IN,WI,9
St. Louis,295,Judge - Court of Appeals 13,,Jeanne Cochran,NP,1126
St. Louis,295,Judge - Court of Appeals 13,,WRITE-IN,WI,8
St. Louis,295,Judge - Court of Appeals 15,,Kevin G. Ross,NP,1117
St. Louis,295,Judge - Court of Appeals 15,,WRITE-IN,WI,4
St. Louis,295,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,1126
St. Louis,295,Judge - 6th District Court 1,6,WRITE-IN,WI,6
St. Louis,295,Judge - 6th District Court 2,6,Robert C. Friday,NP,1104
St. Louis,295,Judge - 6th District Court 2,6,WRITE-IN,WI,8
St. Louis,295,Judge - 6th District Court 3,6,Robert Macaulay,NP,1111
St. Louis,295,Judge - 6th District Court 3,6,WRITE-IN,WI,5
St. Louis,295,Judge - 6th District Court 4,6,David M. Johnson,NP,1112
St. Louis,295,Judge - 6th District Court 4,6,WRITE-IN,WI,7
St. Louis,295,Judge - 6th District Court 9,6,Eric L. Hylden,NP,1121
St. Louis,295,Judge - 6th District Court 9,6,WRITE-IN,WI,8
St. Louis,295,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,1143
St. Louis,295,Judge - 6th District Court 12,6,WRITE-IN,WI,8
St. Louis,295,Judge - 6th District Court 14,6,Rebekka Stumme,NP,1110
St. Louis,295,Judge - 6th District Court 14,6,WRITE-IN,WI,8
St. Louis,300,President,,Donald J. Trump and Michael R. Pence,R,461
St. Louis,300,President,,Joseph R. Biden and Kamala Harris,DFL,957
St. Louis,300,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,1
St. Louis,300,President,,Howie Hawkins and Angela Walker,GP,5
St. Louis,300,President,,Kanye West and Michelle Tidball,IND,2
St. Louis,300,President,,Brock Pierce and Karla Ballard,IND,2
St. Louis,300,President,,Gloria La Riva and Leonard Peltier,SLP,1
St. Louis,300,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,300,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,20
St. Louis,300,President,,WRITE-IN,WI,4
St. Louis,300,U.S. Senate,,Kevin O'Connor,LMN,123
St. Louis,300,U.S. Senate,,Oliver Steinberg,GLC,47
St. Louis,300,U.S. Senate,,Jason Lewis,R,403
St. Louis,300,U.S. Senate,,Tina Smith,DFL,850
St. Louis,300,U.S. Senate,,WRITE-IN,WI,0
St. Louis,300,U.S. House,8,Judith Schwartzbacker,GLC,117
St. Louis,300,U.S. House,8,Pete Stauber,R,480
St. Louis,300,U.S. House,8,Quinn Nystrom,DFL,844
St. Louis,300,U.S. House,8,WRITE-IN,WI,0
St. Louis,300,State Senate,7,Donna Bergstrom,R,462
St. Louis,300,State Senate,7,Jen McEwen,DFL,952
St. Louis,300,State Senate,7,WRITE-IN,WI,1
St. Louis,300,State House,7B,Art Johnston,R,446
St. Louis,300,State House,7B,Liz Olson,DFL,953
St. Louis,300,State House,7B,WRITE-IN,WI,1
St. Louis,300,County Commissioner District 3,3,Ashley Grimm,NP,770
St. Louis,300,County Commissioner District 3,3,Joe Macor,NP,586
St. Louis,300,County Commissioner District 3,3,WRITE-IN,WI,4
St. Louis,300,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,79
St. Louis,300,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,1006
St. Louis,300,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,14
St. Louis,300,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,456
St. Louis,300,Associate Justice - Supreme Court 4,,Paul Thissen,NP,724
St. Louis,300,Associate Justice - Supreme Court 4,,WRITE-IN,WI,7
St. Louis,300,Judge - Court of Appeals 3,,Carol Hooten,NP,979
St. Louis,300,Judge - Court of Appeals 3,,WRITE-IN,WI,8
St. Louis,300,Judge - Court of Appeals 9,,Randall J Slieter,NP,957
St. Louis,300,Judge - Court of Appeals 9,,WRITE-IN,WI,8
St. Louis,300,Judge - Court of Appeals 13,,Jeanne Cochran,NP,972
St. Louis,300,Judge - Court of Appeals 13,,WRITE-IN,WI,6
St. Louis,300,Judge - Court of Appeals 15,,Kevin G. Ross,NP,970
St. Louis,300,Judge - Court of Appeals 15,,WRITE-IN,WI,6
St. Louis,300,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,979
St. Louis,300,Judge - 6th District Court 1,6,WRITE-IN,WI,7
St. Louis,300,Judge - 6th District Court 2,6,Robert C. Friday,NP,966
St. Louis,300,Judge - 6th District Court 2,6,WRITE-IN,WI,7
St. Louis,300,Judge - 6th District Court 3,6,Robert Macaulay,NP,963
St. Louis,300,Judge - 6th District Court 3,6,WRITE-IN,WI,10
St. Louis,300,Judge - 6th District Court 4,6,David M. Johnson,NP,965
St. Louis,300,Judge - 6th District Court 4,6,WRITE-IN,WI,8
St. Louis,300,Judge - 6th District Court 9,6,Eric L. Hylden,NP,980
St. Louis,300,Judge - 6th District Court 9,6,WRITE-IN,WI,10
St. Louis,300,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,996
St. Louis,300,Judge - 6th District Court 12,6,WRITE-IN,WI,9
St. Louis,300,Judge - 6th District Court 14,6,Rebekka Stumme,NP,959
St. Louis,300,Judge - 6th District Court 14,6,WRITE-IN,WI,10
St. Louis,305,President,,Donald J. Trump and Michael R. Pence,R,433
St. Louis,305,President,,Joseph R. Biden and Kamala Harris,DFL,683
St. Louis,305,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,1
St. Louis,305,President,,Howie Hawkins and Angela Walker,GP,5
St. Louis,305,President,,Kanye West and Michelle Tidball,IND,4
St. Louis,305,President,,Brock Pierce and Karla Ballard,IND,4
St. Louis,305,President,,Gloria La Riva and Leonard Peltier,SLP,0
St. Louis,305,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,305,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,10
St. Louis,305,President,,WRITE-IN,WI,3
St. Louis,305,U.S. Senate,,Kevin O'Connor,LMN,66
St. Louis,305,U.S. Senate,,Oliver Steinberg,GLC,29
St. Louis,305,U.S. Senate,,Jason Lewis,R,377
St. Louis,305,U.S. Senate,,Tina Smith,DFL,634
St. Louis,305,U.S. Senate,,WRITE-IN,WI,0
St. Louis,305,U.S. House,8,Judith Schwartzbacker,GLC,61
St. Louis,305,U.S. House,8,Pete Stauber,R,471
St. Louis,305,U.S. House,8,Quinn Nystrom,DFL,599
St. Louis,305,U.S. House,8,WRITE-IN,WI,1
St. Louis,305,State Senate,7,Donna Bergstrom,R,431
St. Louis,305,State Senate,7,Jen McEwen,DFL,672
St. Louis,305,State Senate,7,WRITE-IN,WI,0
St. Louis,305,State House,7B,Art Johnston,R,415
St. Louis,305,State House,7B,Liz Olson,DFL,687
St. Louis,305,State House,7B,WRITE-IN,WI,0
St. Louis,305,County Commissioner District 3,3,Ashley Grimm,NP,554
St. Louis,305,County Commissioner District 3,3,Joe Macor,NP,461
St. Louis,305,County Commissioner District 3,3,WRITE-IN,WI,1
St. Louis,305,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,63
St. Louis,305,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,781
St. Louis,305,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,6
St. Louis,305,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,403
St. Louis,305,Associate Justice - Supreme Court 4,,Paul Thissen,NP,502
St. Louis,305,Associate Justice - Supreme Court 4,,WRITE-IN,WI,0
St. Louis,305,Judge - Court of Appeals 3,,Carol Hooten,NP,758
St. Louis,305,Judge - Court of Appeals 3,,WRITE-IN,WI,6
St. Louis,305,Judge - Court of Appeals 9,,Randall J Slieter,NP,740
St. Louis,305,Judge - Court of Appeals 9,,WRITE-IN,WI,5
St. Louis,305,Judge - Court of Appeals 13,,Jeanne Cochran,NP,745
St. Louis,305,Judge - Court of Appeals 13,,WRITE-IN,WI,5
St. Louis,305,Judge - Court of Appeals 15,,Kevin G. Ross,NP,745
St. Louis,305,Judge - Court of Appeals 15,,WRITE-IN,WI,3
St. Louis,305,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,752
St. Louis,305,Judge - 6th District Court 1,6,WRITE-IN,WI,4
St. Louis,305,Judge - 6th District Court 2,6,Robert C. Friday,NP,745
St. Louis,305,Judge - 6th District Court 2,6,WRITE-IN,WI,3
St. Louis,305,Judge - 6th District Court 3,6,Robert Macaulay,NP,745
St. Louis,305,Judge - 6th District Court 3,6,WRITE-IN,WI,1
St. Louis,305,Judge - 6th District Court 4,6,David M. Johnson,NP,743
St. Louis,305,Judge - 6th District Court 4,6,WRITE-IN,WI,2
St. Louis,305,Judge - 6th District Court 9,6,Eric L. Hylden,NP,746
St. Louis,305,Judge - 6th District Court 9,6,WRITE-IN,WI,2
St. Louis,305,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,761
St. Louis,305,Judge - 6th District Court 12,6,WRITE-IN,WI,5
St. Louis,305,Judge - 6th District Court 14,6,Rebekka Stumme,NP,742
St. Louis,305,Judge - 6th District Court 14,6,WRITE-IN,WI,5
St. Louis,315,President,,Donald J. Trump and Michael R. Pence,R,664
St. Louis,315,President,,Joseph R. Biden and Kamala Harris,DFL,1219
St. Louis,315,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,3
St. Louis,315,President,,Howie Hawkins and Angela Walker,GP,8
St. Louis,315,President,,Kanye West and Michelle Tidball,IND,0
St. Louis,315,President,,Brock Pierce and Karla Ballard,IND,1
St. Louis,315,President,,Gloria La Riva and Leonard Peltier,SLP,0
St. Louis,315,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,315,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,26
St. Louis,315,President,,WRITE-IN,WI,11
St. Louis,315,U.S. Senate,,Kevin O'Connor,LMN,113
St. Louis,315,U.S. Senate,,Oliver Steinberg,GLC,43
St. Louis,315,U.S. Senate,,Jason Lewis,R,613
St. Louis,315,U.S. Senate,,Tina Smith,DFL,1116
St. Louis,315,U.S. Senate,,WRITE-IN,WI,2
St. Louis,315,U.S. House,8,Judith Schwartzbacker,GLC,114
St. Louis,315,U.S. House,8,Pete Stauber,R,729
St. Louis,315,U.S. House,8,Quinn Nystrom,DFL,1072
St. Louis,315,U.S. House,8,WRITE-IN,WI,1
St. Louis,315,State Senate,7,Donna Bergstrom,R,674
St. Louis,315,State Senate,7,Jen McEwen,DFL,1201
St. Louis,315,State Senate,7,WRITE-IN,WI,2
St. Louis,315,State House,7B,Art Johnston,R,659
St. Louis,315,State House,7B,Liz Olson,DFL,1199
St. Louis,315,State House,7B,WRITE-IN,WI,0
St. Louis,315,County Commissioner District 3,3,Ashley Grimm,NP,897
St. Louis,315,County Commissioner District 3,3,Joe Macor,NP,931
St. Louis,315,County Commissioner District 3,3,WRITE-IN,WI,1
St. Louis,315,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,107
St. Louis,315,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,1279
St. Louis,315,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,18
St. Louis,315,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,598
St. Louis,315,Associate Justice - Supreme Court 4,,Paul Thissen,NP,950
St. Louis,315,Associate Justice - Supreme Court 4,,WRITE-IN,WI,6
St. Louis,315,Judge - Court of Appeals 3,,Carol Hooten,NP,1243
St. Louis,315,Judge - Court of Appeals 3,,WRITE-IN,WI,11
St. Louis,315,Judge - Court of Appeals 9,,Randall J Slieter,NP,1201
St. Louis,315,Judge - Court of Appeals 9,,WRITE-IN,WI,15
St. Louis,315,Judge - Court of Appeals 13,,Jeanne Cochran,NP,1207
St. Louis,315,Judge - Court of Appeals 13,,WRITE-IN,WI,13
St. Louis,315,Judge - Court of Appeals 15,,Kevin G. Ross,NP,1213
St. Louis,315,Judge - Court of Appeals 15,,WRITE-IN,WI,12
St. Louis,315,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,1221
St. Louis,315,Judge - 6th District Court 1,6,WRITE-IN,WI,11
St. Louis,315,Judge - 6th District Court 2,6,Robert C. Friday,NP,1201
St. Louis,315,Judge - 6th District Court 2,6,WRITE-IN,WI,10
St. Louis,315,Judge - 6th District Court 3,6,Robert Macaulay,NP,1215
St. Louis,315,Judge - 6th District Court 3,6,WRITE-IN,WI,10
St. Louis,315,Judge - 6th District Court 4,6,David M. Johnson,NP,1215
St. Louis,315,Judge - 6th District Court 4,6,WRITE-IN,WI,10
St. Louis,315,Judge - 6th District Court 9,6,Eric L. Hylden,NP,1219
St. Louis,315,Judge - 6th District Court 9,6,WRITE-IN,WI,12
St. Louis,315,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,1265
St. Louis,315,Judge - 6th District Court 12,6,WRITE-IN,WI,8
St. Louis,315,Judge - 6th District Court 14,6,Rebekka Stumme,NP,1215
St. Louis,315,Judge - 6th District Court 14,6,WRITE-IN,WI,10
St. Louis,320,President,,Donald J. Trump and Michael R. Pence,R,362
St. Louis,320,President,,Joseph R. Biden and Kamala Harris,DFL,557
St. Louis,320,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,2
St. Louis,320,President,,Howie Hawkins and Angela Walker,GP,3
St. Louis,320,President,,Kanye West and Michelle Tidball,IND,6
St. Louis,320,President,,Brock Pierce and Karla Ballard,IND,1
St. Louis,320,President,,Gloria La Riva and Leonard Peltier,SLP,0
St. Louis,320,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,320,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,17
St. Louis,320,President,,WRITE-IN,WI,8
St. Louis,320,U.S. Senate,,Kevin O'Connor,LMN,103
St. Louis,320,U.S. Senate,,Oliver Steinberg,GLC,31
St. Louis,320,U.S. Senate,,Jason Lewis,R,309
St. Louis,320,U.S. Senate,,Tina Smith,DFL,493
St. Louis,320,U.S. Senate,,WRITE-IN,WI,0
St. Louis,320,U.S. House,8,Judith Schwartzbacker,GLC,88
St. Louis,320,U.S. House,8,Pete Stauber,R,392
St. Louis,320,U.S. House,8,Quinn Nystrom,DFL,461
St. Louis,320,U.S. House,8,WRITE-IN,WI,0
St. Louis,320,State Senate,7,Donna Bergstrom,R,379
St. Louis,320,State Senate,7,Jen McEwen,DFL,551
St. Louis,320,State Senate,7,WRITE-IN,WI,2
St. Louis,320,State House,7B,Art Johnston,R,355
St. Louis,320,State House,7B,Liz Olson,DFL,565
St. Louis,320,State House,7B,WRITE-IN,WI,1
St. Louis,320,County Commissioner District 3,3,Ashley Grimm,NP,427
St. Louis,320,County Commissioner District 3,3,Joe Macor,NP,479
St. Louis,320,County Commissioner District 3,3,WRITE-IN,WI,1
St. Louis,320,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,55
St. Louis,320,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,680
St. Louis,320,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,9
St. Louis,320,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,368
St. Louis,320,Associate Justice - Supreme Court 4,,Paul Thissen,NP,417
St. Louis,320,Associate Justice - Supreme Court 4,,WRITE-IN,WI,3
St. Louis,320,Judge - Court of Appeals 3,,Carol Hooten,NP,659
St. Louis,320,Judge - Court of Appeals 3,,WRITE-IN,WI,6
St. Louis,320,Judge - Court of Appeals 9,,Randall J Slieter,NP,636
St. Louis,320,Judge - Court of Appeals 9,,WRITE-IN,WI,6
St. Louis,320,Judge - Court of Appeals 13,,Jeanne Cochran,NP,646
St. Louis,320,Judge - Court of Appeals 13,,WRITE-IN,WI,6
St. Louis,320,Judge - Court of Appeals 15,,Kevin G. Ross,NP,634
St. Louis,320,Judge - Court of Appeals 15,,WRITE-IN,WI,7
St. Louis,320,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,641
St. Louis,320,Judge - 6th District Court 1,6,WRITE-IN,WI,6
St. Louis,320,Judge - 6th District Court 2,6,Robert C. Friday,NP,635
St. Louis,320,Judge - 6th District Court 2,6,WRITE-IN,WI,4
St. Louis,320,Judge - 6th District Court 3,6,Robert Macaulay,NP,633
St. Louis,320,Judge - 6th District Court 3,6,WRITE-IN,WI,4
St. Louis,320,Judge - 6th District Court 4,6,David M. Johnson,NP,636
St. Louis,320,Judge - 6th District Court 4,6,WRITE-IN,WI,4
St. Louis,320,Judge - 6th District Court 9,6,Eric L. Hylden,NP,643
St. Louis,320,Judge - 6th District Court 9,6,WRITE-IN,WI,7
St. Louis,320,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,655
St. Louis,320,Judge - 6th District Court 12,6,WRITE-IN,WI,5
St. Louis,320,Judge - 6th District Court 14,6,Rebekka Stumme,NP,636
St. Louis,320,Judge - 6th District Court 14,6,WRITE-IN,WI,6
St. Louis,325,President,,Donald J. Trump and Michael R. Pence,R,643
St. Louis,325,President,,Joseph R. Biden and Kamala Harris,DFL,951
St. Louis,325,President,,"Roque ""Rocky"" De La Fuente and Darcy Richardson",IA,3
St. Louis,325,President,,Howie Hawkins and Angela Walker,GP,4
St. Louis,325,President,,Kanye West and Michelle Tidball,IND,5
St. Louis,325,President,,Brock Pierce and Karla Ballard,IND,2
St. Louis,325,President,,Gloria La Riva and Leonard Peltier,SLP,0
St. Louis,325,President,,Alyson Kennedy and Malcolm Jarrett,SWP,0
St. Louis,325,President,,"Jo Jorgensen and Jeremy ""Spike"" Cohen",LIB,28
St. Louis,325,President,,WRITE-IN,WI,4
St. Louis,325,U.S. Senate,,Kevin O'Connor,LMN,131
St. Louis,325,U.S. Senate,,Oliver Steinberg,GLC,28
St. Louis,325,U.S. Senate,,Jason Lewis,R,543
St. Louis,325,U.S. Senate,,Tina Smith,DFL,907
St. Louis,325,U.S. Senate,,WRITE-IN,WI,2
St. Louis,325,U.S. House,8,Judith Schwartzbacker,GLC,107
St. Louis,325,U.S. House,8,Pete Stauber,R,663
St. Louis,325,U.S. House,8,Quinn Nystrom,DFL,860
St. Louis,325,U.S. House,8,WRITE-IN,WI,0
St. Louis,325,State Senate,7,Donna Bergstrom,R,622
St. Louis,325,State Senate,7,Jen McEwen,DFL,974
St. Louis,325,State Senate,7,WRITE-IN,WI,3
St. Louis,325,State House,7B,Art Johnston,R,608
St. Louis,325,State House,7B,Liz Olson,DFL,975
St. Louis,325,State House,7B,WRITE-IN,WI,3
St. Louis,325,County Commissioner District 3,3,Ashley Grimm,NP,670
St. Louis,325,County Commissioner District 3,3,Joe Macor,NP,890
St. Louis,325,County Commissioner District 3,3,WRITE-IN,WI,3
St. Louis,325,Soil and Water Supervisor District 1 (South),3138,WRITE-IN,WI,96
St. Louis,325,Soil and Water Supervisor District 4 (South),3138,David T. Davis,NP,1161
St. Louis,325,Soil and Water Supervisor District 4 (South),3138,WRITE-IN,WI,18
St. Louis,325,Associate Justice - Supreme Court 4,,Michelle MacDonald,NP,547
St. Louis,325,Associate Justice - Supreme Court 4,,Paul Thissen,NP,763
St. Louis,325,Associate Justice - Supreme Court 4,,WRITE-IN,WI,9
St. Louis,325,Judge - Court of Appeals 3,,Carol Hooten,NP,1115
St. Louis,325,Judge - Court of Appeals 3,,WRITE-IN,WI,10
St. Louis,325,Judge - Court of Appeals 9,,Randall J Slieter,NP,1081
St. Louis,325,Judge - Court of Appeals 9,,WRITE-IN,WI,10
St. Louis,325,Judge - Court of Appeals 13,,Jeanne Cochran,NP,1081
St. Louis,325,Judge - Court of Appeals 13,,WRITE-IN,WI,11
St. Louis,325,Judge - Court of Appeals 15,,Kevin G. Ross,NP,1080
St. Louis,325,Judge - Court of Appeals 15,,WRITE-IN,WI,10
St. Louis,325,Judge - 6th District Court 1,6,Rachel C Sullivan,NP,1096
St. Louis,325,Judge - 6th District Court 1,6,WRITE-IN,WI,7
St. Louis,325,Judge - 6th District Court 2,6,Robert C. Friday,NP,1090
St. Louis,325,Judge - 6th District Court 2,6,WRITE-IN,WI,10
St. Louis,325,Judge - 6th District Court 3,6,Robert Macaulay,NP,1082
St. Louis,325,Judge - 6th District Court 3,6,WRITE-IN,WI,10
St. Louis,325,Judge - 6th District Court 4,6,David M. Johnson,NP,1078
St. Louis,325,Judge - 6th District Court 4,6,WRITE-IN,WI,13
St. Louis,325,Judge - 6th District Court 9,6,Eric L. Hylden,NP,1089
St. Louis,325,Judge - 6th District Court 9,6,WRITE-IN,WI,11
St. Louis,325,Judge - 6th District Court 12,6,Sally L. Tarnowski,NP,1112
St. Louis,325,Judge - 6th District Court 12,6,WRITE-IN,WI,8
