county,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
COTTON,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,96,535,1486,2117
COTTON,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,5,6,23,34
COTTON,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,54,93,246,393
COTTON,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,1,4,4,9
COTTON,President,,KANYE WEST | MICHELLE TIDBALL,IND,2,1,10,13
COTTON,President,,BROCK PIERCE | KARLA BALLARD,IND,1,1,4,6
COTTON,Corporation Commissioner,,TODD HIETT,REP,114,547,1500,2161
COTTON,Corporation Commissioner,,TODD HAGOPIAN,LIB,29,61,192,282
COTTON,U.S. Senate,,JIM INHOFE,REP,102,537,1475,2114
COTTON,U.S. Senate,,ROBERT MURPHY,LIB,5,7,27,39
COTTON,U.S. Senate,,ABBY BROYLES,DEM,48,84,226,358
COTTON,U.S. Senate,,JOAN FARR,IND,2,6,25,33
COTTON,U.S. Senate,,A. D. NESBIT,IND,1,3,14,18
COTTON,U.S. House,4,TOM COLE,REP,102,536,1491,2129
COTTON,U.S. House,4,BOB WHITE,LIB,6,11,50,67
COTTON,U.S. House,4,MARY BRANNON,DEM,50,91,225,366
COTTON,State House,65,TONI HASENBECK,REP,113,532,1479,2124
COTTON,State House,65,JENNIFER KERSTETTER,DEM,44,103,282,429
COTTON,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,109,376,1127,1612
COTTON,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,28,165,424,617
COTTON,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,106,374,1128,1608
COTTON,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,33,175,437,645
COTTON,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,104,385,1104,1593
COTTON,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,34,160,445,639
COTTON,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,103,382,1119,1604
COTTON,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,34,156,424,614
COTTON,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,99,363,1074,1536
COTTON,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,39,175,460,674
COTTON,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,102,364,1062,1528
COTTON,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,36,173,471,680
COTTON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,102,362,1055,1519
COTTON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,35,174,479,688
COTTON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,99,347,1050,1496
COTTON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,39,188,484,711
COTTON,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,62,166,500,728
COTTON,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,91,457,1206,1754
COTTON,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,70,247,653,970
COTTON,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,80,369,1032,1481
CRAIG,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,234,676,3776,4686
CRAIG,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,5,7,76,88
CRAIG,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,180,263,774,1217
CRAIG,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,2,1,7,10
CRAIG,President,,KANYE WEST | MICHELLE TIDBALL,IND,1,2,17,20
CRAIG,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,11,11
CRAIG,Corporation Commissioner,,TODD HIETT,REP,264,709,3781,4754
CRAIG,Corporation Commissioner,,TODD HAGOPIAN,LIB,114,177,654,945
CRAIG,U.S. Senate,,JIM INHOFE,REP,215,610,3453,4278
CRAIG,U.S. Senate,,ROBERT MURPHY,LIB,9,20,115,144
CRAIG,U.S. Senate,,ABBY BROYLES,DEM,183,298,965,1446
CRAIG,U.S. Senate,,JOAN FARR,IND,7,16,71,94
CRAIG,U.S. Senate,,A. D. NESBIT,IND,4,4,37,45
CRAIG,U.S. House,2,MARKWAYNE MULLIN,REP,243,671,3714,4628
CRAIG,U.S. House,2,RICHIE CASTALDO,LIB,12,17,140,169
CRAIG,U.S. House,2,DANYELL LANIER,DEM,165,258,777,1200
CRAIG,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,HUGH A. GORDON,REP,54,114,887,1055
CRAIG,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,MIKE FITZPATRICK,DEM,60,110,743,913
CRAIG,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,238,589,2961,3788
CRAIG,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,139,273,1258,1670
CRAIG,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,263,572,2874,3709
CRAIG,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,118,293,1374,1785
CRAIG,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,237,576,2865,3678
CRAIG,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,139,278,1347,1764
CRAIG,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,249,580,2895,3724
CRAIG,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,128,275,1318,1721
CRAIG,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,238,567,2798,3603
CRAIG,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,136,287,1371,1794
CRAIG,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,263,559,2655,3477
CRAIG,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,110,290,1509,1909
CRAIG,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,264,564,2672,3500
CRAIG,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,109,284,1492,1885
CRAIG,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,248,564,2672,3484
CRAIG,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,123,287,1497,1907
CRAIG,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,206,271,996,1473
CRAIG,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,200,663,3568,4431
CRAIG,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,149,301,1465,1915
CRAIG,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,255,618,3045,3918
CREEK,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,1471,2136,19687,23294
CREEK,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,46,19,373,438
CREEK,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,1719,647,4211,6577
CREEK,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,11,4,49,64
CREEK,President,,KANYE WEST | MICHELLE TIDBALL,IND,3,3,77,83
CREEK,President,,BROCK PIERCE | KARLA BALLARD,IND,8,1,40,49
CREEK,Corporation Commissioner,,TODD HIETT,REP,1990,2242,20351,24583
CREEK,Corporation Commissioner,,TODD HAGOPIAN,LIB,876,426,3119,4421
CREEK,U.S. Senate,,JIM INHOFE,REP,1424,2070,18603,22097
CREEK,U.S. Senate,,ROBERT MURPHY,LIB,58,35,595,688
CREEK,U.S. Senate,,ABBY BROYLES,DEM,1712,642,4602,6956
CREEK,U.S. Senate,,JOAN FARR,IND,45,42,399,486
CREEK,U.S. Senate,,A. D. NESBIT,IND,17,15,167,199
CREEK,U.S. House,1,KEVIN HERN,REP,178,269,2204,2651
CREEK,U.S. House,1,KOJO ASAMOA-CAESAR,DEM,107,46,279,432
CREEK,U.S. House,1,EVELYN L. ROGERS,IND,15,6,74,95
CREEK,U.S. House,3,FRANK D. LUCAS,REP,1495,1914,17920,21329
CREEK,U.S. House,3,ZOE MIDYETT,DEM,1420,549,3766,5735
CREEK,State House,29,KYLE HILBERT,REP,722,868,10280,11870
CREEK,State House,29,RICK PARRIS,DEM,562,175,1822,2559
CREEK,State House,30,MARK LAWSON,REP,874,1205,7392,9471
CREEK,State House,30,CHUCK THREADGILL,DEM,736,365,1664,2765
CREEK,State House,68,LONNIE SIMS,REP,50,27,357,434
CREEK,State House,68,MICHAEL ROSS,DEM,62,22,81,165
CREEK,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,1860,1723,15865,19448
CREEK,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,1031,673,5981,7685
CREEK,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,2065,1706,14996,18767
CREEK,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,856,717,7048,8621
CREEK,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,1838,1672,15244,18754
CREEK,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,1044,713,6551,8308
CREEK,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,1855,1707,15433,18995
CREEK,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,1019,672,6338,8029
CREEK,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,1896,1656,15085,18637
CREEK,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,987,716,6630,8333
CREEK,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,2076,1570,13863,17509
CREEK,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,805,796,7819,9420
CREEK,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,2058,1591,13971,17620
CREEK,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,814,771,7668,9253
CREEK,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,1890,1548,13773,17211
CREEK,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,983,818,7902,9703
CREEK,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,1685,716,5560,7961
CREEK,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,1477,1953,18298,21728
CREEK,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,1438,1094,9404,11936
CREEK,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,1709,1529,14112,17350
CUSTER,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,676,994,6390,8060
CUSTER,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,21,12,164,197
CUSTER,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,509,323,1537,2369
CUSTER,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,4,3,13,20
CUSTER,President,,KANYE WEST | MICHELLE TIDBALL,IND,1,1,29,31
CUSTER,President,,BROCK PIERCE | KARLA BALLARD,IND,0,1,13,14
CUSTER,Corporation Commissioner,,TODD HIETT,REP,817,1056,6634,8507
CUSTER,Corporation Commissioner,,TODD HAGOPIAN,LIB,284,214,1229,1727
CUSTER,U.S. Senate,,JIM INHOFE,REP,659,970,6106,7735
CUSTER,U.S. Senate,,ROBERT MURPHY,LIB,16,17,242,275
CUSTER,U.S. Senate,,ABBY BROYLES,DEM,525,329,1600,2454
CUSTER,U.S. Senate,,JOAN FARR,IND,9,12,113,134
CUSTER,U.S. Senate,,A. D. NESBIT,IND,5,7,53,65
CUSTER,U.S. House,3,FRANK D. LUCAS,REP,780,1048,6726,8554
CUSTER,U.S. House,3,ZOE MIDYETT,DEM,435,282,1368,2085
CUSTER,State House,57,ANTHONY MOORE,REP,613,910,5683,7206
CUSTER,State House,57,JUAN GARCIA,DEM,593,422,2416,3431
CUSTER,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,763,845,5404,7012
CUSTER,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,324,375,2071,2770
CUSTER,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,807,882,5090,6779
CUSTER,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,282,349,2426,3057
CUSTER,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,784,874,5380,7038
CUSTER,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,303,344,2104,2751
CUSTER,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,757,839,5330,6926
CUSTER,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,327,378,2129,2834
CUSTER,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,782,864,5286,6932
CUSTER,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,300,356,2181,2837
CUSTER,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,801,833,4858,6492
CUSTER,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,283,383,2591,3257
CUSTER,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,804,843,4881,6528
CUSTER,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,275,368,2552,3195
CUSTER,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,750,807,4782,6339
CUSTER,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,331,403,2666,3400
CUSTER,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,571,381,2084,3036
CUSTER,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,612,914,5896,7422
CUSTER,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,500,561,3366,4427
CUSTER,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,679,723,4539,5941
CUSTER,PROPOSITION TOWN OF CUSTER CITY,,FOR THE PROPOSITION - YES,,5,5,116,126
CUSTER,PROPOSITION TOWN OF CUSTER CITY,,AGAINST THE PROPOSITION - NO,,1,0,28,29
CUSTER,FOR COMMISSIONER WARD 1 CITY OF WEATHERFORD,,TERRI LOCKHART,,249,198,1265,1712
CUSTER,FOR COMMISSIONER WARD 1 CITY OF WEATHERFORD,,RICK MILLER,,324,300,1717,2341
CUSTER,FOR COMMISSIONER WARD 3 CITY OF WEATHERFORD,,WARREN GOLDMANN,,232,269,1470,1971
CUSTER,FOR COMMISSIONER WARD 3 CITY OF WEATHERFORD,,LEZLEY BELL,,356,243,1554,2153
CUSTER,FOR MAYOR CITY OF CLINTON,,MUSTAFA SAMI,,38,57,274,369
CUSTER,FOR MAYOR CITY OF CLINTON,,PAUL L BROWN,,55,78,455,588
CUSTER,FOR MAYOR CITY OF CLINTON,,DAVID BERRONG,,147,283,1148,1578
DELAWARE,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,1032,1733,10792,13557
DELAWARE,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,28,8,100,136
DELAWARE,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,952,462,2058,3472
DELAWARE,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,7,2,20,29
DELAWARE,President,,KANYE WEST | MICHELLE TIDBALL,IND,4,1,28,33
DELAWARE,President,,BROCK PIERCE | KARLA BALLARD,IND,5,2,11,18
DELAWARE,Corporation Commissioner,,TODD HIETT,REP,1214,1778,10838,13830
DELAWARE,Corporation Commissioner,,TODD HAGOPIAN,LIB,528,287,1460,2275
DELAWARE,U.S. Senate,,JIM INHOFE,REP,993,1670,10166,12829
DELAWARE,U.S. Senate,,ROBERT MURPHY,LIB,27,27,229,283
DELAWARE,U.S. Senate,,ABBY BROYLES,DEM,959,472,2269,3700
DELAWARE,U.S. Senate,,JOAN FARR,IND,29,24,196,249
DELAWARE,U.S. Senate,,A. D. NESBIT,IND,18,5,97,120
DELAWARE,U.S. House,2,MARKWAYNE MULLIN,REP,1095,1717,10597,13409
DELAWARE,U.S. House,2,RICHIE CASTALDO,LIB,50,52,346,448
DELAWARE,U.S. House,2,DANYELL LANIER,DEM,878,428,1980,3286
DELAWARE,State Senate,3,BLAKE COWBOY STEPHENS,REP,753,1150,6668,8571
DELAWARE,State Senate,3,DYLLON FITE,DEM,543,285,1101,1929
DELAWARE,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,1165,1407,8311,10883
DELAWARE,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,582,448,2937,3967
DELAWARE,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,1233,1337,7987,10557
DELAWARE,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,519,518,3329,4366
DELAWARE,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,1156,1368,8147,10671
DELAWARE,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,590,477,3053,4120
DELAWARE,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,1174,1359,8097,10630
DELAWARE,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,557,486,3074,4117
DELAWARE,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,1171,1336,7908,10415
DELAWARE,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,560,494,3181,4235
DELAWARE,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,1242,1280,7466,9988
DELAWARE,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,495,544,3614,4653
DELAWARE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,1266,1282,7558,10106
DELAWARE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,470,537,3516,4523
DELAWARE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,1160,1291,7481,9932
DELAWARE,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,572,539,3591,4702
DELAWARE,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,975,615,3487,5077
DELAWARE,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,970,1528,9073,11571
DELAWARE,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,849,902,4951,6702
DELAWARE,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,1086,1199,7392,9677
DELAWARE,PROPOSITION MONKEY ISLAND FIRE DISTRICT,,FOR THE PROPOSITION - YES,,1,1,30,32
DELAWARE,PROPOSITION MONKEY ISLAND FIRE DISTRICT,,AGAINST THE PROPOSITION - NO,,0,0,3,3
DEWEY,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,118,211,1795,2124
DEWEY,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,2,1,9,12
DEWEY,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,25,14,175,214
DEWEY,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,2,2
DEWEY,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,5,5
DEWEY,President,,BROCK PIERCE | KARLA BALLARD,IND,1,0,1,2
DEWEY,Corporation Commissioner,,TODD HIETT,REP,124,211,1796,2131
DEWEY,Corporation Commissioner,,TODD HAGOPIAN,LIB,14,10,142,166
DEWEY,U.S. Senate,,JIM INHOFE,REP,110,205,1730,2045
DEWEY,U.S. Senate,,ROBERT MURPHY,LIB,0,0,29,29
DEWEY,U.S. Senate,,ABBY BROYLES,DEM,33,18,202,253
DEWEY,U.S. Senate,,JOAN FARR,IND,3,2,15,20
DEWEY,U.S. Senate,,A. D. NESBIT,IND,0,0,7,7
DEWEY,U.S. House,3,FRANK D. LUCAS,REP,120,211,1838,2169
DEWEY,U.S. House,3,ZOE MIDYETT,DEM,26,14,145,185
DEWEY,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,78,152,1291,1521
DEWEY,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,45,34,520,599
DEWEY,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,77,142,1221,1440
DEWEY,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,47,45,595,687
DEWEY,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,68,150,1271,1489
DEWEY,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,55,37,532,624
DEWEY,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,75,147,1255,1477
DEWEY,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,47,41,549,637
DEWEY,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,76,141,1255,1472
DEWEY,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,45,40,539,624
DEWEY,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,64,128,1100,1292
DEWEY,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,56,53,683,792
DEWEY,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,66,136,1113,1315
DEWEY,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,55,45,668,768
DEWEY,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,66,134,1134,1334
DEWEY,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,54,47,652,753
DEWEY,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,49,34,349,432
DEWEY,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,95,188,1607,1890
DEWEY,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,48,98,798,944
DEWEY,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,94,122,1137,1353
ELLIS,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,98,234,1356,1688
ELLIS,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,4,13,18
ELLIS,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,28,22,112,162
ELLIS,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,1,1
ELLIS,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,2,1,3
ELLIS,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
ELLIS,Corporation Commissioner,,TODD HIETT,REP,102,240,1358,1700
ELLIS,Corporation Commissioner,,TODD HAGOPIAN,LIB,14,16,94,124
ELLIS,U.S. Senate,,JIM INHOFE,REP,95,220,1306,1621
ELLIS,U.S. Senate,,ROBERT MURPHY,LIB,3,3,22,28
ELLIS,U.S. Senate,,ABBY BROYLES,DEM,27,33,127,187
ELLIS,U.S. Senate,,JOAN FARR,IND,0,5,13,18
ELLIS,U.S. Senate,,A. D. NESBIT,IND,0,1,11,12
ELLIS,U.S. House,3,FRANK D. LUCAS,REP,107,238,1372,1717
ELLIS,U.S. House,3,ZOE MIDYETT,DEM,18,25,103,146
ELLIS,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,75,145,945,1165
ELLIS,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,43,88,395,526
ELLIS,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,79,150,893,1122
ELLIS,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,38,88,461,587
ELLIS,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,73,146,945,1164
ELLIS,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,44,88,395,527
ELLIS,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,73,142,940,1155
ELLIS,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,44,89,403,536
ELLIS,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,75,139,915,1129
ELLIS,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,43,91,415,549
ELLIS,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,66,126,802,994
ELLIS,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,51,104,528,683
ELLIS,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,69,125,807,1001
ELLIS,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,48,104,515,667
ELLIS,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,71,129,814,1014
ELLIS,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,46,100,510,656
