county,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
CIMARRON,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,45,192,379,616
CIMARRON,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,11,79,166,256
CIMARRON,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,41,194,346,581
CIMARRON,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,14,79,197,290
CIMARRON,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,45,188,355,588
CIMARRON,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,9,82,177,268
CIMARRON,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,46,191,355,592
CIMARRON,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,9,80,179,268
CIMARRON,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,40,191,340,571
CIMARRON,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,14,78,184,276
CIMARRON,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,41,179,304,524
CIMARRON,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,14,89,221,324
CIMARRON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,39,180,311,530
CIMARRON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,16,88,212,316
CIMARRON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,36,180,309,525
CIMARRON,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,17,87,214,318
CIMARRON,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,22,58,136,216
CIMARRON,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,47,247,477,771
CIMARRON,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,27,117,222,366
CIMARRON,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,41,186,377,604
CLEVELAND,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,11820,7905,46952,66677
CLEVELAND,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,557,150,1571,2278
CLEVELAND,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,20080,6339,23408,49827
CLEVELAND,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,83,22,204,309
CLEVELAND,President,,KANYE WEST | MICHELLE TIDBALL,IND,79,31,367,477
CLEVELAND,President,,BROCK PIERCE | KARLA BALLARD,IND,70,5,135,210
CLEVELAND,Corporation Commissioner,,TODD HIETT,REP,17129,9077,50368,76574
CLEVELAND,Corporation Commissioner,,TODD HAGOPIAN,LIB,11426,4034,17482,32942
CLEVELAND,U.S. Senate,,JIM INHOFE,REP,12005,7781,44754,64540
CLEVELAND,U.S. Senate,,ROBERT MURPHY,LIB,492,216,2182,2890
CLEVELAND,U.S. Senate,,ABBY BROYLES,DEM,19747,6223,23662,49632
CLEVELAND,U.S. Senate,,JOAN FARR,IND,299,127,1209,1635
CLEVELAND,U.S. Senate,,A. D. NESBIT,IND,201,64,592,857
CLEVELAND,U.S. House,4,TOM COLE,REP,13980,8274,48169,70423
CLEVELAND,U.S. House,4,BOB WHITE,LIB,766,349,3368,4483
CLEVELAND,U.S. House,4,MARY BRANNON,DEM,17870,5757,20622,44249
CLEVELAND,State Senate,15,ROB STANDRIDGE,REP,4725,2364,15971,23060
CLEVELAND,State Senate,15,ALEX SCOTT,DEM,6017,1668,6316,14001
CLEVELAND,State Senate,45,PAUL ROSINO,REP,1975,1207,5817,8999
CLEVELAND,State Senate,45,JENNIFER WILKINSON,DEM,1737,572,2255,4564
CLEVELAND,State House,45,PHILLIP HILLIAN,REP,1734,1234,6256,9224
CLEVELAND,State House,45,MERLEYN BELL,DEM,3944,1438,4468,9850
CLEVELAND,State House,46,NANCY SANGIRARDI,REP,2107,1127,7019,10253
CLEVELAND,State House,46,JACOB ROSECRANTS,DEM,4517,1111,4704,10332
CLEVELAND,State House,90,JON ECHOLS,REP,419,267,1085,1771
CLEVELAND,State House,90,WAYNE HUGHES,DEM,231,68,207,506
CLEVELAND,FOR COUNTY SHERIFF,,CHRIS AMASON,REP,18183,9132,50599,77914
CLEVELAND,FOR COUNTY SHERIFF,,KELLY OWINGS,IND,11257,4283,18247,33787
CLEVELAND,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,DARRY STACY,REP,5042,3097,18330,26469
CLEVELAND,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,MICHAEL D. THOMAS,DEM,5911,2110,7407,15428
CLEVELAND,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,17265,8120,43317,68702
CLEVELAND,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,11722,4286,19886,35894
CLEVELAND,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,20534,7954,41644,70132
CLEVELAND,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,8663,4536,21922,35121
CLEVELAND,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,17369,7978,42400,67747
CLEVELAND,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,11554,4367,20613,36534
CLEVELAND,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,17409,7997,42450,67856
CLEVELAND,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,11341,4309,20296,35946
CLEVELAND,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,18028,7877,41703,67608
CLEVELAND,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,10738,4411,20934,36083
CLEVELAND,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,20839,8078,41038,69955
CLEVELAND,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,7976,4221,21615,33812
CLEVELAND,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,21038,8142,41326,70506
