county,precinct,office,district,candidate,party,votes,mail,election_day,early_voting
Salt Lake,ALT001,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,ALT001,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,ALT001,President,,BERNIE SANDERS,DEM,29,19,8,2
Salt Lake,ALT001,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,ALT001,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,ALT001,President,,ELIZABETH WARREN,DEM,8,6,1,1
Salt Lake,ALT001,President,,JOSEPH R. BIDEN,DEM,14,9,3,2
Salt Lake,ALT001,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,ALT001,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,ALT001,President,,MICHAEL R. BLOOMBERG,DEM,8,5,1,2
Salt Lake,ALT001,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,ALT001,President,,PETE BUTTIGIEG,DEM,3,3,0,0
Salt Lake,ALT001,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,ALT001,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,ALT001,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,BLF001,President,,AMY KLOBUCHAR,DEM,1,1,0,0
Salt Lake,BLF001,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,BLF001,President,,BERNIE SANDERS,DEM,28,13,15,0
Salt Lake,BLF001,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF001,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF001,President,,ELIZABETH WARREN,DEM,13,8,5,0
Salt Lake,BLF001,President,,JOSEPH R. BIDEN,DEM,26,16,10,0
Salt Lake,BLF001,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF001,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF001,President,,MICHAEL R. BLOOMBERG,DEM,22,9,13,0
Salt Lake,BLF001,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BLF001,President,,PETE BUTTIGIEG,DEM,3,2,0,1
Salt Lake,BLF001,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BLF001,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BLF001,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,BLF002,President,,AMY KLOBUCHAR,DEM,5,5,0,0
Salt Lake,BLF002,President,,ANDREW YANG,DEM,1,0,1,0
Salt Lake,BLF002,President,,BERNIE SANDERS,DEM,71,49,22,0
Salt Lake,BLF002,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF002,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF002,President,,ELIZABETH WARREN,DEM,15,11,3,1
Salt Lake,BLF002,President,,JOSEPH R. BIDEN,DEM,32,13,18,1
Salt Lake,BLF002,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF002,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF002,President,,MICHAEL R. BLOOMBERG,DEM,13,11,2,0
Salt Lake,BLF002,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BLF002,President,,PETE BUTTIGIEG,DEM,21,18,0,3
Salt Lake,BLF002,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BLF002,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,BLF002,President,,TULSI GABBARD,DEM,3,0,3,0
Salt Lake,BLF003,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,BLF003,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,BLF003,President,,BERNIE SANDERS,DEM,46,25,18,3
Salt Lake,BLF003,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF003,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF003,President,,ELIZABETH WARREN,DEM,19,14,5,0
Salt Lake,BLF003,President,,JOSEPH R. BIDEN,DEM,20,6,13,1
Salt Lake,BLF003,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF003,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF003,President,,MICHAEL R. BLOOMBERG,DEM,20,17,3,0
Salt Lake,BLF003,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BLF003,President,,PETE BUTTIGIEG,DEM,8,7,1,0
Salt Lake,BLF003,President,,ROQUE DE LA FUENTE,DEM,1,1,0,0
Salt Lake,BLF003,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BLF003,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,BLF004,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,BLF004,President,,ANDREW YANG,DEM,1,0,1,0
Salt Lake,BLF004,President,,BERNIE SANDERS,DEM,24,14,9,1
Salt Lake,BLF004,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF004,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF004,President,,ELIZABETH WARREN,DEM,10,6,4,0
Salt Lake,BLF004,President,,JOSEPH R. BIDEN,DEM,16,9,6,1
Salt Lake,BLF004,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF004,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF004,President,,MICHAEL R. BLOOMBERG,DEM,18,13,5,0
Salt Lake,BLF004,President,,NATHAN BLOXHAM,DEM,1,0,1,0
Salt Lake,BLF004,President,,PETE BUTTIGIEG,DEM,4,4,0,0
Salt Lake,BLF004,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BLF004,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BLF004,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,BLF005,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,BLF005,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,BLF005,President,,BERNIE SANDERS,DEM,0,0,0,0
Salt Lake,BLF005,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF005,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF005,President,,ELIZABETH WARREN,DEM,0,0,0,0
Salt Lake,BLF005,President,,JOSEPH R. BIDEN,DEM,0,0,0,0
Salt Lake,BLF005,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF005,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF005,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0,0
Salt Lake,BLF005,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BLF005,President,,PETE BUTTIGIEG,DEM,0,0,0,0
Salt Lake,BLF005,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BLF005,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BLF005,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,BLF006,President,,AMY KLOBUCHAR,DEM,1,1,0,0
Salt Lake,BLF006,President,,ANDREW YANG,DEM,2,2,0,0
Salt Lake,BLF006,President,,BERNIE SANDERS,DEM,64,33,27,4
Salt Lake,BLF006,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF006,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF006,President,,ELIZABETH WARREN,DEM,34,22,12,0
Salt Lake,BLF006,President,,JOSEPH R. BIDEN,DEM,29,11,16,2
Salt Lake,BLF006,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF006,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF006,President,,MICHAEL R. BLOOMBERG,DEM,9,8,1,0
Salt Lake,BLF006,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BLF006,President,,PETE BUTTIGIEG,DEM,20,19,0,1
Salt Lake,BLF006,President,,ROQUE DE LA FUENTE,DEM,1,1,0,0
Salt Lake,BLF006,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BLF006,President,,TULSI GABBARD,DEM,1,0,0,1
Salt Lake,BLF007,President,,AMY KLOBUCHAR,DEM,5,4,0,1
Salt Lake,BLF007,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,BLF007,President,,BERNIE SANDERS,DEM,25,8,15,2
Salt Lake,BLF007,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BLF007,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BLF007,President,,ELIZABETH WARREN,DEM,10,7,2,1
Salt Lake,BLF007,President,,JOSEPH R. BIDEN,DEM,10,5,5,0
Salt Lake,BLF007,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BLF007,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BLF007,President,,MICHAEL R. BLOOMBERG,DEM,23,19,4,0
Salt Lake,BLF007,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BLF007,President,,PETE BUTTIGIEG,DEM,10,6,0,4
Salt Lake,BLF007,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BLF007,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BLF007,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,BRT901,President,,AMY KLOBUCHAR,DEM,5,5,0,0
Salt Lake,BRT901,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,BRT901,President,,BERNIE SANDERS,DEM,45,36,8,1
Salt Lake,BRT901,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BRT901,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BRT901,President,,ELIZABETH WARREN,DEM,18,15,3,0
Salt Lake,BRT901,President,,JOSEPH R. BIDEN,DEM,15,11,4,0
Salt Lake,BRT901,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BRT901,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BRT901,President,,MICHAEL R. BLOOMBERG,DEM,22,19,3,0
Salt Lake,BRT901,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BRT901,President,,PETE BUTTIGIEG,DEM,14,14,0,0
Salt Lake,BRT901,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BRT901,President,,TOM STEYER,DEM,1,0,0,1
Salt Lake,BRT901,President,,TULSI GABBARD,DEM,1,0,1,0
Salt Lake,BRT902,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,BRT902,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,BRT902,President,,BERNIE SANDERS,DEM,0,0,0,0
Salt Lake,BRT902,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,BRT902,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,BRT902,President,,ELIZABETH WARREN,DEM,0,0,0,0
Salt Lake,BRT902,President,,JOSEPH R. BIDEN,DEM,0,0,0,0
Salt Lake,BRT902,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,BRT902,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,BRT902,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0,0
Salt Lake,BRT902,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,BRT902,President,,PETE BUTTIGIEG,DEM,0,0,0,0
Salt Lake,BRT902,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,BRT902,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,BRT902,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,CBL001,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,CBL001,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,CBL001,President,,BERNIE SANDERS,DEM,16,10,5,1
Salt Lake,CBL001,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,CBL001,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,CBL001,President,,ELIZABETH WARREN,DEM,8,3,3,2
Salt Lake,CBL001,President,,JOSEPH R. BIDEN,DEM,8,4,3,1
Salt Lake,CBL001,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,CBL001,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,CBL001,President,,MICHAEL R. BLOOMBERG,DEM,9,8,1,0
Salt Lake,CBL001,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,CBL001,President,,PETE BUTTIGIEG,DEM,5,5,0,0
Salt Lake,CBL001,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,CBL001,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,CBL001,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,CBL002,President,,AMY KLOBUCHAR,DEM,1,1,0,0
Salt Lake,CBL002,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,CBL002,President,,BERNIE SANDERS,DEM,19,13,6,0
Salt Lake,CBL002,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,CBL002,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,CBL002,President,,ELIZABETH WARREN,DEM,6,6,0,0
Salt Lake,CBL002,President,,JOSEPH R. BIDEN,DEM,9,3,4,2
Salt Lake,CBL002,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,CBL002,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,CBL002,President,,MICHAEL R. BLOOMBERG,DEM,13,10,3,0
Salt Lake,CBL002,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,CBL002,President,,PETE BUTTIGIEG,DEM,1,1,0,0
Salt Lake,CBL002,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,CBL002,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,CBL002,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,CCN001,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,CCN001,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,CCN001,President,,BERNIE SANDERS,DEM,0,0,0,0
Salt Lake,CCN001,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,CCN001,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,CCN001,President,,ELIZABETH WARREN,DEM,0,0,0,0
Salt Lake,CCN001,President,,JOSEPH R. BIDEN,DEM,0,0,0,0
Salt Lake,CCN001,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,CCN001,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,CCN001,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0,0
Salt Lake,CCN001,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,CCN001,President,,PETE BUTTIGIEG,DEM,0,0,0,0
Salt Lake,CCN001,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,CCN001,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,CCN001,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,COP001,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,COP001,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COP001,President,,BERNIE SANDERS,DEM,32,16,15,1
Salt Lake,COP001,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COP001,President,,DEVAL PATRICK,DEM,1,0,1,0
Salt Lake,COP001,President,,ELIZABETH WARREN,DEM,11,9,2,0
Salt Lake,COP001,President,,JOSEPH R. BIDEN,DEM,13,7,6,0
Salt Lake,COP001,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COP001,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COP001,President,,MICHAEL R. BLOOMBERG,DEM,23,18,5,0
Salt Lake,COP001,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COP001,President,,PETE BUTTIGIEG,DEM,9,9,0,0
Salt Lake,COP001,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COP001,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,COP001,President,,TULSI GABBARD,DEM,5,2,3,0
Salt Lake,COT001,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Salt Lake,COT001,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT001,President,,BERNIE SANDERS,DEM,93,64,28,1
Salt Lake,COT001,President,,CORY BOOKER,DEM,1,1,0,0
Salt Lake,COT001,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT001,President,,ELIZABETH WARREN,DEM,41,29,11,1
Salt Lake,COT001,President,,JOSEPH R. BIDEN,DEM,51,31,18,2
Salt Lake,COT001,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT001,President,,MARIANNE WILLIAMSON,DEM,2,2,0,0
Salt Lake,COT001,President,,MICHAEL R. BLOOMBERG,DEM,52,43,7,2
Salt Lake,COT001,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT001,President,,PETE BUTTIGIEG,DEM,24,24,0,0
Salt Lake,COT001,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT001,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,COT001,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,COT003,President,,AMY KLOBUCHAR,DEM,6,6,0,0
Salt Lake,COT003,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT003,President,,BERNIE SANDERS,DEM,62,40,21,1
Salt Lake,COT003,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT003,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT003,President,,ELIZABETH WARREN,DEM,24,19,4,1
Salt Lake,COT003,President,,JOSEPH R. BIDEN,DEM,18,14,4,0
Salt Lake,COT003,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT003,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT003,President,,MICHAEL R. BLOOMBERG,DEM,19,16,2,1
Salt Lake,COT003,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT003,President,,PETE BUTTIGIEG,DEM,11,11,0,0
Salt Lake,COT003,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT003,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,COT003,President,,TULSI GABBARD,DEM,1,0,1,0
Salt Lake,COT004,President,,AMY KLOBUCHAR,DEM,6,6,0,0
Salt Lake,COT004,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,COT004,President,,BERNIE SANDERS,DEM,93,59,31,3
Salt Lake,COT004,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT004,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT004,President,,ELIZABETH WARREN,DEM,34,22,11,1
Salt Lake,COT004,President,,JOSEPH R. BIDEN,DEM,52,29,20,3
Salt Lake,COT004,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT004,President,,MARIANNE WILLIAMSON,DEM,2,1,1,0
Salt Lake,COT004,President,,MICHAEL R. BLOOMBERG,DEM,25,23,2,0
Salt Lake,COT004,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT004,President,,PETE BUTTIGIEG,DEM,18,17,1,0
Salt Lake,COT004,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT004,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,COT004,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,COT007,President,,AMY KLOBUCHAR,DEM,7,7,0,0
Salt Lake,COT007,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT007,President,,BERNIE SANDERS,DEM,38,31,7,0
Salt Lake,COT007,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT007,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT007,President,,ELIZABETH WARREN,DEM,14,12,2,0
Salt Lake,COT007,President,,JOSEPH R. BIDEN,DEM,21,13,8,0
Salt Lake,COT007,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT007,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT007,President,,MICHAEL R. BLOOMBERG,DEM,15,14,0,1
Salt Lake,COT007,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT007,President,,PETE BUTTIGIEG,DEM,7,7,0,0
Salt Lake,COT007,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT007,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,COT007,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,COT008,President,,AMY KLOBUCHAR,DEM,10,9,0,1
Salt Lake,COT008,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT008,President,,BERNIE SANDERS,DEM,42,33,8,1
Salt Lake,COT008,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT008,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT008,President,,ELIZABETH WARREN,DEM,24,18,6,0
Salt Lake,COT008,President,,JOSEPH R. BIDEN,DEM,30,21,9,0
Salt Lake,COT008,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT008,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT008,President,,MICHAEL R. BLOOMBERG,DEM,23,22,1,0
Salt Lake,COT008,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT008,President,,PETE BUTTIGIEG,DEM,9,9,0,0
Salt Lake,COT008,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT008,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,COT008,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,COT009,President,,AMY KLOBUCHAR,DEM,11,11,0,0
Salt Lake,COT009,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT009,President,,BERNIE SANDERS,DEM,47,32,13,2
Salt Lake,COT009,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT009,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT009,President,,ELIZABETH WARREN,DEM,10,8,2,0
Salt Lake,COT009,President,,JOSEPH R. BIDEN,DEM,26,14,12,0
Salt Lake,COT009,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT009,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT009,President,,MICHAEL R. BLOOMBERG,DEM,24,17,7,0
Salt Lake,COT009,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT009,President,,PETE BUTTIGIEG,DEM,18,17,0,1
Salt Lake,COT009,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT009,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,COT009,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,COT011,President,,AMY KLOBUCHAR,DEM,12,11,1,0
Salt Lake,COT011,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT011,President,,BERNIE SANDERS,DEM,44,31,10,3
Salt Lake,COT011,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT011,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT011,President,,ELIZABETH WARREN,DEM,32,26,6,0
Salt Lake,COT011,President,,JOSEPH R. BIDEN,DEM,60,42,18,0
Salt Lake,COT011,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT011,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT011,President,,MICHAEL R. BLOOMBERG,DEM,57,44,12,1
Salt Lake,COT011,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT011,President,,PETE BUTTIGIEG,DEM,16,14,0,2
Salt Lake,COT011,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT011,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,COT011,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,COT012,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Salt Lake,COT012,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT012,President,,BERNIE SANDERS,DEM,90,57,29,4
Salt Lake,COT012,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT012,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT012,President,,ELIZABETH WARREN,DEM,30,23,7,0
Salt Lake,COT012,President,,JOSEPH R. BIDEN,DEM,29,18,11,0
Salt Lake,COT012,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT012,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT012,President,,MICHAEL R. BLOOMBERG,DEM,25,21,3,1
Salt Lake,COT012,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT012,President,,PETE BUTTIGIEG,DEM,23,22,0,1
Salt Lake,COT012,President,,ROQUE DE LA FUENTE,DEM,1,0,1,0
Salt Lake,COT012,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,COT012,President,,TULSI GABBARD,DEM,1,0,1,0
Salt Lake,COT013,President,,AMY KLOBUCHAR,DEM,6,6,0,0
Salt Lake,COT013,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT013,President,,BERNIE SANDERS,DEM,45,29,14,2
Salt Lake,COT013,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT013,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT013,President,,ELIZABETH WARREN,DEM,31,24,7,0
Salt Lake,COT013,President,,JOSEPH R. BIDEN,DEM,31,23,7,1
Salt Lake,COT013,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT013,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT013,President,,MICHAEL R. BLOOMBERG,DEM,29,22,5,2
Salt Lake,COT013,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,COT013,President,,PETE BUTTIGIEG,DEM,14,13,0,1
Salt Lake,COT013,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT013,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,COT013,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,COT014,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Salt Lake,COT014,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,COT014,President,,BERNIE SANDERS,DEM,28,17,11,0
Salt Lake,COT014,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,COT014,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,COT014,President,,ELIZABETH WARREN,DEM,17,14,3,0
Salt Lake,COT014,President,,JOSEPH R. BIDEN,DEM,32,19,13,0
Salt Lake,COT014,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,COT014,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,COT014,President,,MICHAEL R. BLOOMBERG,DEM,16,15,1,0
Salt Lake,COT014,President,,NATHAN BLOXHAM,DEM,1,0,1,0
Salt Lake,COT014,President,,PETE BUTTIGIEG,DEM,15,15,0,0
Salt Lake,COT014,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,COT014,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,COT014,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,COT015,President,,AMY KLOBUCHAR,DEM,6,6,0,0
