county,precinct,office,district,candidate,party,votes,mail,election_day,early_voting
Salt Lake,WJD046,President,,CORY BOOKER,DEM,1,1,0,0
Salt Lake,WJD046,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD046,President,,ELIZABETH WARREN,DEM,11,6,5,0
Salt Lake,WJD046,President,,JOSEPH R. BIDEN,DEM,14,2,11,1
Salt Lake,WJD046,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD046,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD046,President,,MICHAEL R. BLOOMBERG,DEM,11,7,4,0
Salt Lake,WJD046,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD046,President,,PETE BUTTIGIEG,DEM,6,6,0,0
Salt Lake,WJD046,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD046,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD046,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD047,President,,AMY KLOBUCHAR,DEM,4,3,1,0
Salt Lake,WJD047,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD047,President,,BERNIE SANDERS,DEM,52,37,14,1
Salt Lake,WJD047,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD047,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD047,President,,ELIZABETH WARREN,DEM,21,11,10,0
Salt Lake,WJD047,President,,JOSEPH R. BIDEN,DEM,20,7,13,0
Salt Lake,WJD047,President,,JULIÁN CASTRO,DEM,1,1,0,0
Salt Lake,WJD047,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD047,President,,MICHAEL R. BLOOMBERG,DEM,27,23,4,0
Salt Lake,WJD047,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD047,President,,PETE BUTTIGIEG,DEM,7,6,1,0
Salt Lake,WJD047,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD047,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD047,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD048,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Salt Lake,WJD048,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD048,President,,BERNIE SANDERS,DEM,39,24,13,2
Salt Lake,WJD048,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD048,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD048,President,,ELIZABETH WARREN,DEM,12,9,3,0
Salt Lake,WJD048,President,,JOSEPH R. BIDEN,DEM,16,13,3,0
Salt Lake,WJD048,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD048,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD048,President,,MICHAEL R. BLOOMBERG,DEM,23,21,2,0
Salt Lake,WJD048,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD048,President,,PETE BUTTIGIEG,DEM,11,11,0,0
Salt Lake,WJD048,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD048,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD048,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD049,President,,AMY KLOBUCHAR,DEM,1,1,0,0
Salt Lake,WJD049,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD049,President,,BERNIE SANDERS,DEM,59,34,23,2
Salt Lake,WJD049,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD049,President,,DEVAL PATRICK,DEM,1,1,0,0
Salt Lake,WJD049,President,,ELIZABETH WARREN,DEM,15,6,6,3
Salt Lake,WJD049,President,,JOSEPH R. BIDEN,DEM,38,25,13,0
Salt Lake,WJD049,President,,JULIÁN CASTRO,DEM,1,1,0,0
Salt Lake,WJD049,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD049,President,,MICHAEL R. BLOOMBERG,DEM,23,14,7,2
Salt Lake,WJD049,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD049,President,,PETE BUTTIGIEG,DEM,6,5,0,1
Salt Lake,WJD049,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD049,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD049,President,,TULSI GABBARD,DEM,1,0,1,0
Salt Lake,WJD050,President,,AMY KLOBUCHAR,DEM,5,5,0,0
Salt Lake,WJD050,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD050,President,,BERNIE SANDERS,DEM,36,22,14,0
Salt Lake,WJD050,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD050,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD050,President,,ELIZABETH WARREN,DEM,6,4,2,0
Salt Lake,WJD050,President,,JOSEPH R. BIDEN,DEM,14,11,2,1
Salt Lake,WJD050,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD050,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD050,President,,MICHAEL R. BLOOMBERG,DEM,23,22,1,0
Salt Lake,WJD050,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD050,President,,PETE BUTTIGIEG,DEM,9,9,0,0
Salt Lake,WJD050,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD050,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,WJD050,President,,TULSI GABBARD,DEM,2,1,1,0
Salt Lake,WJD051,President,,AMY KLOBUCHAR,DEM,1,0,0,1
Salt Lake,WJD051,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD051,President,,BERNIE SANDERS,DEM,17,11,6,0
Salt Lake,WJD051,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD051,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD051,President,,ELIZABETH WARREN,DEM,4,2,2,0
Salt Lake,WJD051,President,,JOSEPH R. BIDEN,DEM,5,4,1,0
Salt Lake,WJD051,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD051,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD051,President,,MICHAEL R. BLOOMBERG,DEM,10,8,2,0
Salt Lake,WJD051,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD051,President,,PETE BUTTIGIEG,DEM,3,3,0,0
Salt Lake,WJD051,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD051,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD051,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD052,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD052,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD052,President,,BERNIE SANDERS,DEM,25,19,6,0
Salt Lake,WJD052,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD052,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD052,President,,ELIZABETH WARREN,DEM,5,4,1,0
Salt Lake,WJD052,President,,JOSEPH R. BIDEN,DEM,23,15,7,1
Salt Lake,WJD052,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD052,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD052,President,,MICHAEL R. BLOOMBERG,DEM,15,10,3,2
Salt Lake,WJD052,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD052,President,,PETE BUTTIGIEG,DEM,5,5,0,0
Salt Lake,WJD052,President,,ROQUE DE LA FUENTE,DEM,1,1,0,0
Salt Lake,WJD052,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD052,President,,TULSI GABBARD,DEM,3,3,0,0
Salt Lake,WJD053,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,WJD053,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD053,President,,BERNIE SANDERS,DEM,62,35,20,7
Salt Lake,WJD053,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD053,President,,DEVAL PATRICK,DEM,1,0,1,0
Salt Lake,WJD053,President,,ELIZABETH WARREN,DEM,11,8,3,0
Salt Lake,WJD053,President,,JOSEPH R. BIDEN,DEM,12,9,2,1
Salt Lake,WJD053,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD053,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD053,President,,MICHAEL R. BLOOMBERG,DEM,16,15,0,1
Salt Lake,WJD053,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD053,President,,PETE BUTTIGIEG,DEM,2,2,0,0
Salt Lake,WJD053,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD053,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD053,President,,TULSI GABBARD,DEM,1,0,1,0
Salt Lake,WJD054,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD054,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD054,President,,BERNIE SANDERS,DEM,58,32,26,0
Salt Lake,WJD054,President,,CORY BOOKER,DEM,1,1,0,0
Salt Lake,WJD054,President,,DEVAL PATRICK,DEM,1,1,0,0
Salt Lake,WJD054,President,,ELIZABETH WARREN,DEM,25,17,8,0
Salt Lake,WJD054,President,,JOSEPH R. BIDEN,DEM,31,19,11,1
Salt Lake,WJD054,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD054,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD054,President,,MICHAEL R. BLOOMBERG,DEM,18,12,4,2
Salt Lake,WJD054,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD054,President,,PETE BUTTIGIEG,DEM,11,9,0,2
Salt Lake,WJD054,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD054,President,,TOM STEYER,DEM,3,2,1,0
Salt Lake,WJD054,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,WJD055,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Salt Lake,WJD055,President,,ANDREW YANG,DEM,1,0,1,0
Salt Lake,WJD055,President,,BERNIE SANDERS,DEM,68,48,15,5
Salt Lake,WJD055,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD055,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD055,President,,ELIZABETH WARREN,DEM,14,11,1,2
Salt Lake,WJD055,President,,JOSEPH R. BIDEN,DEM,20,15,5,0
Salt Lake,WJD055,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD055,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD055,President,,MICHAEL R. BLOOMBERG,DEM,5,4,1,0
Salt Lake,WJD055,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD055,President,,PETE BUTTIGIEG,DEM,9,9,0,0
Salt Lake,WJD055,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD055,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,WJD055,President,,TULSI GABBARD,DEM,2,0,2,0
Salt Lake,WJD056,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,WJD056,President,,ANDREW YANG,DEM,1,0,0,1
Salt Lake,WJD056,President,,BERNIE SANDERS,DEM,20,15,4,1
Salt Lake,WJD056,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD056,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD056,President,,ELIZABETH WARREN,DEM,6,5,1,0
Salt Lake,WJD056,President,,JOSEPH R. BIDEN,DEM,13,6,5,2
Salt Lake,WJD056,President,,JULIÁN CASTRO,DEM,1,1,0,0
Salt Lake,WJD056,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD056,President,,MICHAEL R. BLOOMBERG,DEM,10,9,1,0
Salt Lake,WJD056,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD056,President,,PETE BUTTIGIEG,DEM,3,2,0,1
Salt Lake,WJD056,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD056,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD056,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD057,President,,AMY KLOBUCHAR,DEM,8,8,0,0
Salt Lake,WJD057,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD057,President,,BERNIE SANDERS,DEM,74,50,21,3
Salt Lake,WJD057,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD057,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD057,President,,ELIZABETH WARREN,DEM,19,11,6,2
Salt Lake,WJD057,President,,JOSEPH R. BIDEN,DEM,29,17,10,2
Salt Lake,WJD057,President,,JULIÁN CASTRO,DEM,1,1,0,0
Salt Lake,WJD057,President,,MARIANNE WILLIAMSON,DEM,1,1,0,0
Salt Lake,WJD057,President,,MICHAEL R. BLOOMBERG,DEM,32,25,5,2
Salt Lake,WJD057,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD057,President,,PETE BUTTIGIEG,DEM,18,18,0,0
Salt Lake,WJD057,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD057,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,WJD057,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,WJD059,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD059,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,WJD059,President,,BERNIE SANDERS,DEM,35,16,16,3
Salt Lake,WJD059,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD059,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD059,President,,ELIZABETH WARREN,DEM,11,8,2,1
Salt Lake,WJD059,President,,JOSEPH R. BIDEN,DEM,10,7,3,0
Salt Lake,WJD059,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD059,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD059,President,,MICHAEL R. BLOOMBERG,DEM,19,16,1,2
Salt Lake,WJD059,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD059,President,,PETE BUTTIGIEG,DEM,3,3,0,0
Salt Lake,WJD059,President,,ROQUE DE LA FUENTE,DEM,1,1,0,0
Salt Lake,WJD059,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD059,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD060,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD060,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD060,President,,BERNIE SANDERS,DEM,27,13,12,2
Salt Lake,WJD060,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD060,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD060,President,,ELIZABETH WARREN,DEM,17,11,6,0
Salt Lake,WJD060,President,,JOSEPH R. BIDEN,DEM,14,11,3,0
Salt Lake,WJD060,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD060,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD060,President,,MICHAEL R. BLOOMBERG,DEM,28,21,7,0
Salt Lake,WJD060,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD060,President,,PETE BUTTIGIEG,DEM,1,1,0,0
Salt Lake,WJD060,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD060,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD060,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD061,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,WJD061,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD061,President,,BERNIE SANDERS,DEM,0,0,0,0
Salt Lake,WJD061,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD061,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD061,President,,ELIZABETH WARREN,DEM,0,0,0,0
Salt Lake,WJD061,President,,JOSEPH R. BIDEN,DEM,0,0,0,0
Salt Lake,WJD061,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD061,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD061,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0,0
Salt Lake,WJD061,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD061,President,,PETE BUTTIGIEG,DEM,0,0,0,0
Salt Lake,WJD061,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD061,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD061,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD063,President,,AMY KLOBUCHAR,DEM,3,3,0,0
Salt Lake,WJD063,President,,ANDREW YANG,DEM,1,0,0,1
Salt Lake,WJD063,President,,BERNIE SANDERS,DEM,54,33,18,3
Salt Lake,WJD063,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD063,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD063,President,,ELIZABETH WARREN,DEM,20,13,5,2
Salt Lake,WJD063,President,,JOSEPH R. BIDEN,DEM,30,16,13,1
Salt Lake,WJD063,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD063,President,,MARIANNE WILLIAMSON,DEM,1,1,0,0
Salt Lake,WJD063,President,,MICHAEL R. BLOOMBERG,DEM,38,27,10,1
Salt Lake,WJD063,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD063,President,,PETE BUTTIGIEG,DEM,10,10,0,0
Salt Lake,WJD063,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD063,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD063,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD064,President,,AMY KLOBUCHAR,DEM,6,4,0,2
Salt Lake,WJD064,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,WJD064,President,,BERNIE SANDERS,DEM,56,39,13,4
Salt Lake,WJD064,President,,CORY BOOKER,DEM,1,0,1,0
Salt Lake,WJD064,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD064,President,,ELIZABETH WARREN,DEM,17,16,1,0
Salt Lake,WJD064,President,,JOSEPH R. BIDEN,DEM,39,22,15,2
Salt Lake,WJD064,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD064,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD064,President,,MICHAEL R. BLOOMBERG,DEM,31,23,8,0
Salt Lake,WJD064,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD064,President,,PETE BUTTIGIEG,DEM,12,12,0,0
Salt Lake,WJD064,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD064,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD064,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD065,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD065,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,WJD065,President,,BERNIE SANDERS,DEM,42,22,20,0
Salt Lake,WJD065,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD065,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD065,President,,ELIZABETH WARREN,DEM,17,13,3,1
Salt Lake,WJD065,President,,JOSEPH R. BIDEN,DEM,23,11,11,1
Salt Lake,WJD065,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD065,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD065,President,,MICHAEL R. BLOOMBERG,DEM,14,12,0,2
Salt Lake,WJD065,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD065,President,,PETE BUTTIGIEG,DEM,9,7,1,1
Salt Lake,WJD065,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD065,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD065,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD066,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD066,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,WJD066,President,,BERNIE SANDERS,DEM,51,23,25,3
Salt Lake,WJD066,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD066,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD066,President,,ELIZABETH WARREN,DEM,17,12,5,0
Salt Lake,WJD066,President,,JOSEPH R. BIDEN,DEM,22,13,9,0
Salt Lake,WJD066,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD066,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD066,President,,MICHAEL R. BLOOMBERG,DEM,15,13,2,0
Salt Lake,WJD066,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD066,President,,PETE BUTTIGIEG,DEM,14,14,0,0
Salt Lake,WJD066,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD066,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD066,President,,TULSI GABBARD,DEM,1,1,0,0
Salt Lake,WJD067,President,,AMY KLOBUCHAR,DEM,0,0,0,0
Salt Lake,WJD067,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD067,President,,BERNIE SANDERS,DEM,0,0,0,0
Salt Lake,WJD067,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD067,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD067,President,,ELIZABETH WARREN,DEM,0,0,0,0
Salt Lake,WJD067,President,,JOSEPH R. BIDEN,DEM,0,0,0,0
Salt Lake,WJD067,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD067,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD067,President,,MICHAEL R. BLOOMBERG,DEM,0,0,0,0
Salt Lake,WJD067,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD067,President,,PETE BUTTIGIEG,DEM,1,1,0,0
Salt Lake,WJD067,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD067,President,,TOM STEYER,DEM,0,0,0,0
Salt Lake,WJD067,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD068,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD068,President,,ANDREW YANG,DEM,2,2,0,0
Salt Lake,WJD068,President,,BERNIE SANDERS,DEM,21,14,7,0
Salt Lake,WJD068,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD068,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD068,President,,ELIZABETH WARREN,DEM,14,14,0,0
Salt Lake,WJD068,President,,JOSEPH R. BIDEN,DEM,27,22,5,0
Salt Lake,WJD068,President,,JULIÁN CASTRO,DEM,1,1,0,0
Salt Lake,WJD068,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD068,President,,MICHAEL R. BLOOMBERG,DEM,34,33,1,0
Salt Lake,WJD068,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD068,President,,PETE BUTTIGIEG,DEM,6,6,0,0
Salt Lake,WJD068,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD068,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,WJD068,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD069,President,,AMY KLOBUCHAR,DEM,8,7,0,1
Salt Lake,WJD069,President,,ANDREW YANG,DEM,1,1,0,0
Salt Lake,WJD069,President,,BERNIE SANDERS,DEM,70,42,23,5
Salt Lake,WJD069,President,,CORY BOOKER,DEM,1,1,0,0
Salt Lake,WJD069,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD069,President,,ELIZABETH WARREN,DEM,27,17,10,0
Salt Lake,WJD069,President,,JOSEPH R. BIDEN,DEM,27,22,5,0
Salt Lake,WJD069,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD069,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD069,President,,MICHAEL R. BLOOMBERG,DEM,25,19,5,1
Salt Lake,WJD069,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD069,President,,PETE BUTTIGIEG,DEM,7,7,0,0
Salt Lake,WJD069,President,,ROQUE DE LA FUENTE,DEM,1,0,1,0
Salt Lake,WJD069,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,WJD069,President,,TULSI GABBARD,DEM,2,2,0,0
Salt Lake,WJD070,President,,AMY KLOBUCHAR,DEM,2,2,0,0
Salt Lake,WJD070,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD070,President,,BERNIE SANDERS,DEM,22,15,7,0
Salt Lake,WJD070,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD070,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD070,President,,ELIZABETH WARREN,DEM,2,1,0,1
Salt Lake,WJD070,President,,JOSEPH R. BIDEN,DEM,10,8,2,0
Salt Lake,WJD070,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD070,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD070,President,,MICHAEL R. BLOOMBERG,DEM,10,6,3,1
Salt Lake,WJD070,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD070,President,,PETE BUTTIGIEG,DEM,2,2,0,0
Salt Lake,WJD070,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD070,President,,TOM STEYER,DEM,1,1,0,0
Salt Lake,WJD070,President,,TULSI GABBARD,DEM,0,0,0,0
Salt Lake,WJD071,President,,AMY KLOBUCHAR,DEM,1,1,0,0
Salt Lake,WJD071,President,,ANDREW YANG,DEM,0,0,0,0
Salt Lake,WJD071,President,,BERNIE SANDERS,DEM,32,18,13,1
Salt Lake,WJD071,President,,CORY BOOKER,DEM,0,0,0,0
Salt Lake,WJD071,President,,DEVAL PATRICK,DEM,0,0,0,0
Salt Lake,WJD071,President,,ELIZABETH WARREN,DEM,4,3,1,0
Salt Lake,WJD071,President,,JOSEPH R. BIDEN,DEM,9,7,2,0
Salt Lake,WJD071,President,,JULIÁN CASTRO,DEM,0,0,0,0
Salt Lake,WJD071,President,,MARIANNE WILLIAMSON,DEM,0,0,0,0
Salt Lake,WJD071,President,,MICHAEL R. BLOOMBERG,DEM,8,3,5,0
Salt Lake,WJD071,President,,NATHAN BLOXHAM,DEM,0,0,0,0
Salt Lake,WJD071,President,,PETE BUTTIGIEG,DEM,7,6,0,1
Salt Lake,WJD071,President,,ROQUE DE LA FUENTE,DEM,0,0,0,0
Salt Lake,WJD071,President,,TOM STEYER,DEM,1,1,0,0
