county,office,district,party,precinct,candidate,votes
Weber,President,,Republican,PLV003,DONALD J. TRUMP,242
Weber,President,,Republican,PLV004,ROBERT ARDINI,2
Weber,President,,Republican,PLV004,MATTHEW JOHN MATERN,3
Weber,President,,Republican,PLV004,BOB ELY,1
Weber,President,,Republican,PLV004,JOE WALSH,6
Weber,President,,Republican,PLV004,BILL WELD,14
Weber,President,,Republican,PLV004,DONALD J. TRUMP,180
Weber,President,,Republican,PLV005,ROBERT ARDINI,4
Weber,President,,Republican,PLV005,MATTHEW JOHN MATERN,6
Weber,President,,Republican,PLV005,BOB ELY,0
Weber,President,,Republican,PLV005,JOE WALSH,14
Weber,President,,Republican,PLV005,BILL WELD,18
Weber,President,,Republican,PLV005,DONALD J. TRUMP,322
Weber,President,,Republican,PLV006,ROBERT ARDINI,1
Weber,President,,Republican,PLV006,MATTHEW JOHN MATERN,0
Weber,President,,Republican,PLV006,BOB ELY,0
Weber,President,,Republican,PLV006,JOE WALSH,5
Weber,President,,Republican,PLV006,BILL WELD,1
Weber,President,,Republican,PLV006,DONALD J. TRUMP,41
Weber,President,,Republican,RIV001,ROBERT ARDINI,4
Weber,President,,Republican,RIV001,MATTHEW JOHN MATERN,2
Weber,President,,Republican,RIV001,BOB ELY,1
Weber,President,,Republican,RIV001,JOE WALSH,4
Weber,President,,Republican,RIV001,BILL WELD,22
Weber,President,,Republican,RIV001,DONALD J. TRUMP,161
Weber,President,,Republican,RIV002,ROBERT ARDINI,2
Weber,President,,Republican,RIV002,MATTHEW JOHN MATERN,1
Weber,President,,Republican,RIV002,BOB ELY,0
Weber,President,,Republican,RIV002,JOE WALSH,6
Weber,President,,Republican,RIV002,BILL WELD,10
Weber,President,,Republican,RIV002,DONALD J. TRUMP,133
Weber,President,,Republican,RIV003,ROBERT ARDINI,1
Weber,President,,Republican,RIV003,MATTHEW JOHN MATERN,4
Weber,President,,Republican,RIV003,BOB ELY,2
Weber,President,,Republican,RIV003,JOE WALSH,4
Weber,President,,Republican,RIV003,BILL WELD,9
Weber,President,,Republican,RIV003,DONALD J. TRUMP,150
Weber,President,,Republican,RIV004,ROBERT ARDINI,3
Weber,President,,Republican,RIV004,MATTHEW JOHN MATERN,2
Weber,President,,Republican,RIV004,BOB ELY,1
Weber,President,,Republican,RIV004,JOE WALSH,2
Weber,President,,Republican,RIV004,BILL WELD,9
Weber,President,,Republican,RIV004,DONALD J. TRUMP,116
Weber,President,,Republican,RIV005,ROBERT ARDINI,1
Weber,President,,Republican,RIV005,MATTHEW JOHN MATERN,1
Weber,President,,Republican,RIV005,BOB ELY,4
Weber,President,,Republican,RIV005,JOE WALSH,4
Weber,President,,Republican,RIV005,BILL WELD,11
Weber,President,,Republican,RIV005,DONALD J. TRUMP,153
Weber,President,,Republican,ROY001,ROBERT ARDINI,2
Weber,President,,Republican,ROY001,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY001,BOB ELY,0
Weber,President,,Republican,ROY001,JOE WALSH,4
Weber,President,,Republican,ROY001,BILL WELD,17
Weber,President,,Republican,ROY001,DONALD J. TRUMP,163
Weber,President,,Republican,ROY002,ROBERT ARDINI,3
Weber,President,,Republican,ROY002,MATTHEW JOHN MATERN,2
Weber,President,,Republican,ROY002,BOB ELY,0
Weber,President,,Republican,ROY002,JOE WALSH,13
Weber,President,,Republican,ROY002,BILL WELD,8
Weber,President,,Republican,ROY002,DONALD J. TRUMP,207
Weber,President,,Republican,ROY003,ROBERT ARDINI,3
Weber,President,,Republican,ROY003,MATTHEW JOHN MATERN,3
Weber,President,,Republican,ROY003,BOB ELY,1
Weber,President,,Republican,ROY003,JOE WALSH,5
Weber,President,,Republican,ROY003,BILL WELD,9
Weber,President,,Republican,ROY003,DONALD J. TRUMP,145
Weber,President,,Republican,ROY004,ROBERT ARDINI,0
Weber,President,,Republican,ROY004,MATTHEW JOHN MATERN,4
Weber,President,,Republican,ROY004,BOB ELY,0
Weber,President,,Republican,ROY004,JOE WALSH,6
Weber,President,,Republican,ROY004,BILL WELD,8
Weber,President,,Republican,ROY004,DONALD J. TRUMP,169
Weber,President,,Republican,ROY005,ROBERT ARDINI,3
Weber,President,,Republican,ROY005,MATTHEW JOHN MATERN,2
Weber,President,,Republican,ROY005,BOB ELY,0
Weber,President,,Republican,ROY005,JOE WALSH,4
Weber,President,,Republican,ROY005,BILL WELD,16
Weber,President,,Republican,ROY005,DONALD J. TRUMP,208
Weber,President,,Republican,ROY006,ROBERT ARDINI,0
Weber,President,,Republican,ROY006,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY006,BOB ELY,3
Weber,President,,Republican,ROY006,JOE WALSH,8
Weber,President,,Republican,ROY006,BILL WELD,8
Weber,President,,Republican,ROY006,DONALD J. TRUMP,216
Weber,President,,Republican,ROY007,ROBERT ARDINI,0
Weber,President,,Republican,ROY007,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY007,BOB ELY,0
Weber,President,,Republican,ROY007,JOE WALSH,4
Weber,President,,Republican,ROY007,BILL WELD,11
Weber,President,,Republican,ROY007,DONALD J. TRUMP,171
Weber,President,,Republican,ROY008,ROBERT ARDINI,1
Weber,President,,Republican,ROY008,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY008,BOB ELY,1
Weber,President,,Republican,ROY008,JOE WALSH,0
Weber,President,,Republican,ROY008,BILL WELD,9
Weber,President,,Republican,ROY008,DONALD J. TRUMP,125
Weber,President,,Republican,ROY009,ROBERT ARDINI,2
Weber,President,,Republican,ROY009,MATTHEW JOHN MATERN,3
Weber,President,,Republican,ROY009,BOB ELY,1
Weber,President,,Republican,ROY009,JOE WALSH,3
Weber,President,,Republican,ROY009,BILL WELD,6
Weber,President,,Republican,ROY009,DONALD J. TRUMP,161
Weber,President,,Republican,ROY010,ROBERT ARDINI,3
Weber,President,,Republican,ROY010,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY010,BOB ELY,0
Weber,President,,Republican,ROY010,JOE WALSH,3
Weber,President,,Republican,ROY010,BILL WELD,4
Weber,President,,Republican,ROY010,DONALD J. TRUMP,145
Weber,President,,Republican,ROY011,ROBERT ARDINI,1
Weber,President,,Republican,ROY011,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY011,BOB ELY,2
Weber,President,,Republican,ROY011,JOE WALSH,4
Weber,President,,Republican,ROY011,BILL WELD,5
Weber,President,,Republican,ROY011,DONALD J. TRUMP,159
Weber,President,,Republican,ROY012,ROBERT ARDINI,5
Weber,President,,Republican,ROY012,MATTHEW JOHN MATERN,4
Weber,President,,Republican,ROY012,BOB ELY,1
Weber,President,,Republican,ROY012,JOE WALSH,6
Weber,President,,Republican,ROY012,BILL WELD,17
Weber,President,,Republican,ROY012,DONALD J. TRUMP,170
Weber,President,,Republican,ROY013,ROBERT ARDINI,6
Weber,President,,Republican,ROY013,MATTHEW JOHN MATERN,8
Weber,President,,Republican,ROY013,BOB ELY,0
Weber,President,,Republican,ROY013,JOE WALSH,9
Weber,President,,Republican,ROY013,BILL WELD,5
Weber,President,,Republican,ROY013,DONALD J. TRUMP,146
Weber,President,,Republican,ROY014,ROBERT ARDINI,4
Weber,President,,Republican,ROY014,MATTHEW JOHN MATERN,9
Weber,President,,Republican,ROY014,BOB ELY,1
Weber,President,,Republican,ROY014,JOE WALSH,7
Weber,President,,Republican,ROY014,BILL WELD,12
Weber,President,,Republican,ROY014,DONALD J. TRUMP,179
Weber,President,,Republican,ROY015,ROBERT ARDINI,4
Weber,President,,Republican,ROY015,MATTHEW JOHN MATERN,3
Weber,President,,Republican,ROY015,BOB ELY,0
Weber,President,,Republican,ROY015,JOE WALSH,1
Weber,President,,Republican,ROY015,BILL WELD,5
Weber,President,,Republican,ROY015,DONALD J. TRUMP,111
Weber,President,,Republican,ROY016,ROBERT ARDINI,3
Weber,President,,Republican,ROY016,MATTHEW JOHN MATERN,3
Weber,President,,Republican,ROY016,BOB ELY,2
Weber,President,,Republican,ROY016,JOE WALSH,2
Weber,President,,Republican,ROY016,BILL WELD,5
Weber,President,,Republican,ROY016,DONALD J. TRUMP,121
Weber,President,,Republican,ROY017,ROBERT ARDINI,1
Weber,President,,Republican,ROY017,MATTHEW JOHN MATERN,3
Weber,President,,Republican,ROY017,BOB ELY,0
Weber,President,,Republican,ROY017,JOE WALSH,11
Weber,President,,Republican,ROY017,BILL WELD,6
Weber,President,,Republican,ROY017,DONALD J. TRUMP,162
Weber,President,,Republican,ROY018,ROBERT ARDINI,8
Weber,President,,Republican,ROY018,MATTHEW JOHN MATERN,3
Weber,President,,Republican,ROY018,BOB ELY,1
Weber,President,,Republican,ROY018,JOE WALSH,6
Weber,President,,Republican,ROY018,BILL WELD,8
Weber,President,,Republican,ROY018,DONALD J. TRUMP,147
Weber,President,,Republican,ROY019,ROBERT ARDINI,3
Weber,President,,Republican,ROY019,MATTHEW JOHN MATERN,1
Weber,President,,Republican,ROY019,BOB ELY,1
Weber,President,,Republican,ROY019,JOE WALSH,4
Weber,President,,Republican,ROY019,BILL WELD,14
Weber,President,,Republican,ROY019,DONALD J. TRUMP,163
Weber,President,,Republican,SOG001,ROBERT ARDINI,0
Weber,President,,Republican,SOG001,MATTHEW JOHN MATERN,1
Weber,President,,Republican,SOG001,BOB ELY,0
Weber,President,,Republican,SOG001,JOE WALSH,2
Weber,President,,Republican,SOG001,BILL WELD,5
Weber,President,,Republican,SOG001,DONALD J. TRUMP,41
Weber,President,,Republican,SOG002,ROBERT ARDINI,0
Weber,President,,Republican,SOG002,MATTHEW JOHN MATERN,2
Weber,President,,Republican,SOG002,BOB ELY,0
Weber,President,,Republican,SOG002,JOE WALSH,1
Weber,President,,Republican,SOG002,BILL WELD,7
Weber,President,,Republican,SOG002,DONALD J. TRUMP,69
Weber,President,,Republican,SOG003,ROBERT ARDINI,3
Weber,President,,Republican,SOG003,MATTHEW JOHN MATERN,2
Weber,President,,Republican,SOG003,BOB ELY,2
Weber,President,,Republican,SOG003,JOE WALSH,6
Weber,President,,Republican,SOG003,BILL WELD,12
Weber,President,,Republican,SOG003,DONALD J. TRUMP,91
Weber,President,,Republican,SOG004,ROBERT ARDINI,1
Weber,President,,Republican,SOG004,MATTHEW JOHN MATERN,2
Weber,President,,Republican,SOG004,BOB ELY,3
Weber,President,,Republican,SOG004,JOE WALSH,5
Weber,President,,Republican,SOG004,BILL WELD,11
Weber,President,,Republican,SOG004,DONALD J. TRUMP,121
Weber,President,,Republican,SOG005,ROBERT ARDINI,1
Weber,President,,Republican,SOG005,MATTHEW JOHN MATERN,3
Weber,President,,Republican,SOG005,BOB ELY,1
Weber,President,,Republican,SOG005,JOE WALSH,4
Weber,President,,Republican,SOG005,BILL WELD,10
Weber,President,,Republican,SOG005,DONALD J. TRUMP,114
Weber,President,,Republican,SOG006,ROBERT ARDINI,0
Weber,President,,Republican,SOG006,MATTHEW JOHN MATERN,4
Weber,President,,Republican,SOG006,BOB ELY,0
Weber,President,,Republican,SOG006,JOE WALSH,0
Weber,President,,Republican,SOG006,BILL WELD,7
Weber,President,,Republican,SOG006,DONALD J. TRUMP,72
Weber,President,,Republican,SOG007,ROBERT ARDINI,2
Weber,President,,Republican,SOG007,MATTHEW JOHN MATERN,2
Weber,President,,Republican,SOG007,BOB ELY,0
Weber,President,,Republican,SOG007,JOE WALSH,1
Weber,President,,Republican,SOG007,BILL WELD,9
Weber,President,,Republican,SOG007,DONALD J. TRUMP,149
Weber,President,,Republican,SOG008,ROBERT ARDINI,4
Weber,President,,Republican,SOG008,MATTHEW JOHN MATERN,3
Weber,President,,Republican,SOG008,BOB ELY,1
Weber,President,,Republican,SOG008,JOE WALSH,5
Weber,President,,Republican,SOG008,BILL WELD,20
Weber,President,,Republican,SOG008,DONALD J. TRUMP,164
Weber,President,,Republican,SOG009,ROBERT ARDINI,1
Weber,President,,Republican,SOG009,MATTHEW JOHN MATERN,3
Weber,President,,Republican,SOG009,BOB ELY,0
Weber,President,,Republican,SOG009,JOE WALSH,4
Weber,President,,Republican,SOG009,BILL WELD,9
Weber,President,,Republican,SOG009,DONALD J. TRUMP,69
Weber,President,,Republican,SOG010,ROBERT ARDINI,1
Weber,President,,Republican,SOG010,MATTHEW JOHN MATERN,3
Weber,President,,Republican,SOG010,BOB ELY,0
Weber,President,,Republican,SOG010,JOE WALSH,12
Weber,President,,Republican,SOG010,BILL WELD,11
Weber,President,,Republican,SOG010,DONALD J. TRUMP,164
Weber,President,,Republican,SOG011,ROBERT ARDINI,6
Weber,President,,Republican,SOG011,MATTHEW JOHN MATERN,4
Weber,President,,Republican,SOG011,BOB ELY,0
Weber,President,,Republican,SOG011,JOE WALSH,4
Weber,President,,Republican,SOG011,BILL WELD,17
Weber,President,,Republican,SOG011,DONALD J. TRUMP,188
Weber,President,,Republican,SOG012,ROBERT ARDINI,1
Weber,President,,Republican,SOG012,MATTHEW JOHN MATERN,3
Weber,President,,Republican,SOG012,BOB ELY,1
Weber,President,,Republican,SOG012,JOE WALSH,4
Weber,President,,Republican,SOG012,BILL WELD,23
Weber,President,,Republican,SOG012,DONALD J. TRUMP,152
Weber,President,,Republican,TAY001,ROBERT ARDINI,4
Weber,President,,Republican,TAY001,MATTHEW JOHN MATERN,0
Weber,President,,Republican,TAY001,BOB ELY,0
Weber,President,,Republican,TAY001,JOE WALSH,1
Weber,President,,Republican,TAY001,BILL WELD,6
Weber,President,,Republican,TAY001,DONALD J. TRUMP,118
Weber,President,,Republican,TAY002,ROBERT ARDINI,7
Weber,President,,Republican,TAY002,MATTHEW JOHN MATERN,2
Weber,President,,Republican,TAY002,BOB ELY,0
Weber,President,,Republican,TAY002,JOE WALSH,6
Weber,President,,Republican,TAY002,BILL WELD,5
Weber,President,,Republican,TAY002,DONALD J. TRUMP,222
Weber,President,,Republican,UIN001,ROBERT ARDINI,3
Weber,President,,Republican,UIN001,MATTHEW JOHN MATERN,4
Weber,President,,Republican,UIN001,BOB ELY,0
Weber,President,,Republican,UIN001,JOE WALSH,5
Weber,President,,Republican,UIN001,BILL WELD,11
Weber,President,,Republican,UIN001,DONALD J. TRUMP,185
Weber,President,,Republican,VLY001,ROBERT ARDINI,2
Weber,President,,Republican,VLY001,MATTHEW JOHN MATERN,3
Weber,President,,Republican,VLY001,BOB ELY,1
Weber,President,,Republican,VLY001,JOE WALSH,2
Weber,President,,Republican,VLY001,BILL WELD,9
Weber,President,,Republican,VLY001,DONALD J. TRUMP,206
Weber,President,,Republican,VLY002,ROBERT ARDINI,4
Weber,President,,Republican,VLY002,MATTHEW JOHN MATERN,9
Weber,President,,Republican,VLY002,BOB ELY,2
Weber,President,,Republican,VLY002,JOE WALSH,3
Weber,President,,Republican,VLY002,BILL WELD,25
Weber,President,,Republican,VLY002,DONALD J. TRUMP,243
Weber,President,,Republican,VLY003,ROBERT ARDINI,2
Weber,President,,Republican,VLY003,MATTHEW JOHN MATERN,1
Weber,President,,Republican,VLY003,BOB ELY,1
Weber,President,,Republican,VLY003,JOE WALSH,3
Weber,President,,Republican,VLY003,BILL WELD,34
Weber,President,,Republican,VLY003,DONALD J. TRUMP,182
Weber,President,,Republican,VLY004,ROBERT ARDINI,2
Weber,President,,Republican,VLY004,MATTHEW JOHN MATERN,4
Weber,President,,Republican,VLY004,BOB ELY,2
Weber,President,,Republican,VLY004,JOE WALSH,11
Weber,President,,Republican,VLY004,BILL WELD,27
Weber,President,,Republican,VLY004,DONALD J. TRUMP,319
Weber,President,,Republican,WAT001,ROBERT ARDINI,0
Weber,President,,Republican,WAT001,MATTHEW JOHN MATERN,2
Weber,President,,Republican,WAT001,BOB ELY,1
Weber,President,,Republican,WAT001,JOE WALSH,6
Weber,President,,Republican,WAT001,BILL WELD,9
Weber,President,,Republican,WAT001,DONALD J. TRUMP,115
Weber,President,,Republican,WAT002,ROBERT ARDINI,1
Weber,President,,Republican,WAT002,MATTHEW JOHN MATERN,5
Weber,President,,Republican,WAT002,BOB ELY,1
Weber,President,,Republican,WAT002,JOE WALSH,7
Weber,President,,Republican,WAT002,BILL WELD,6
Weber,President,,Republican,WAT002,DONALD J. TRUMP,116
Weber,President,,Republican,WAT003,ROBERT ARDINI,3
Weber,President,,Republican,WAT003,MATTHEW JOHN MATERN,2
Weber,President,,Republican,WAT003,BOB ELY,0
Weber,President,,Republican,WAT003,JOE WALSH,3
Weber,President,,Republican,WAT003,BILL WELD,0
Weber,President,,Republican,WAT003,DONALD J. TRUMP,83
Weber,President,,Republican,WAT004,ROBERT ARDINI,0
Weber,President,,Republican,WAT004,MATTHEW JOHN MATERN,3
Weber,President,,Republican,WAT004,BOB ELY,2
Weber,President,,Republican,WAT004,JOE WALSH,3
Weber,President,,Republican,WAT004,BILL WELD,6
Weber,President,,Republican,WAT004,DONALD J. TRUMP,116
Weber,President,,Republican,WAT005,ROBERT ARDINI,2
Weber,President,,Republican,WAT005,MATTHEW JOHN MATERN,2
Weber,President,,Republican,WAT005,BOB ELY,0
Weber,President,,Republican,WAT005,JOE WALSH,3
Weber,President,,Republican,WAT005,BILL WELD,10
Weber,President,,Republican,WAT005,DONALD J. TRUMP,124
Weber,President,,Republican,WAT006,ROBERT ARDINI,6
Weber,President,,Republican,WAT006,MATTHEW JOHN MATERN,10
Weber,President,,Republican,WAT006,BOB ELY,1
Weber,President,,Republican,WAT006,JOE WALSH,11
Weber,President,,Republican,WAT006,BILL WELD,8
Weber,President,,Republican,WAT006,DONALD J. TRUMP,210
Weber,President,,Republican,WCO001,ROBERT ARDINI,0
Weber,President,,Republican,WCO001,MATTHEW JOHN MATERN,0
Weber,President,,Republican,WCO001,BOB ELY,0
Weber,President,,Republican,WCO001,JOE WALSH,0
Weber,President,,Republican,WCO001,BILL WELD,0
Weber,President,,Republican,WCO001,DONALD J. TRUMP,0
Weber,President,,Republican,WCP001,ROBERT ARDINI,0
Weber,President,,Republican,WCP001,MATTHEW JOHN MATERN,0
Weber,President,,Republican,WCP001,BOB ELY,0
Weber,President,,Republican,WCP001,JOE WALSH,0
Weber,President,,Republican,WCP001,BILL WELD,0
Weber,President,,Republican,WCP001,DONALD J. TRUMP,60
Weber,President,,Republican,WCU001,ROBERT ARDINI,0
Weber,President,,Republican,WCU001,MATTHEW JOHN MATERN,2
Weber,President,,Republican,WCU001,BOB ELY,0
Weber,President,,Republican,WCU001,JOE WALSH,2
Weber,President,,Republican,WCU001,BILL WELD,14
Weber,President,,Republican,WCU001,DONALD J. TRUMP,196
Weber,President,,Republican,WCU002,ROBERT ARDINI,0
Weber,President,,Republican,WCU002,MATTHEW JOHN MATERN,3
Weber,President,,Republican,WCU002,BOB ELY,1
Weber,President,,Republican,WCU002,JOE WALSH,5
Weber,President,,Republican,WCU002,BILL WELD,9
Weber,President,,Republican,WCU002,DONALD J. TRUMP,212
Weber,President,,Republican,WCW001,ROBERT ARDINI,0
Weber,President,,Republican,WCW001,MATTHEW JOHN MATERN,3
Weber,President,,Republican,WCW001,BOB ELY,2
Weber,President,,Republican,WCW001,JOE WALSH,6
Weber,President,,Republican,WCW001,BILL WELD,4
Weber,President,,Republican,WCW001,DONALD J. TRUMP,156
Weber,President,,Republican,WCW002,ROBERT ARDINI,4
Weber,President,,Republican,WCW002,MATTHEW JOHN MATERN,1
Weber,President,,Republican,WCW002,BOB ELY,0
Weber,President,,Republican,WCW002,JOE WALSH,6
Weber,President,,Republican,WCW002,BILL WELD,7
Weber,President,,Republican,WCW002,DONALD J. TRUMP,237
Weber,President,,Republican,WHV001,ROBERT ARDINI,3
Weber,President,,Republican,WHV001,MATTHEW JOHN MATERN,6
Weber,President,,Republican,WHV001,BOB ELY,1
Weber,President,,Republican,WHV001,JOE WALSH,6
Weber,President,,Republican,WHV001,BILL WELD,12
Weber,President,,Republican,WHV001,DONALD J. TRUMP,407
Weber,President,,Republican,WHV002,ROBERT ARDINI,4
Weber,President,,Republican,WHV002,MATTHEW JOHN MATERN,2
Weber,President,,Republican,WHV002,BOB ELY,0
Weber,President,,Republican,WHV002,JOE WALSH,1
Weber,President,,Republican,WHV002,BILL WELD,6
Weber,President,,Republican,WHV002,DONALD J. TRUMP,195
Weber,President,,Republican,WHV003,ROBERT ARDINI,2
Weber,President,,Republican,WHV003,MATTHEW JOHN MATERN,6
Weber,President,,Republican,WHV003,BOB ELY,0
Weber,President,,Republican,WHV003,JOE WALSH,0
Weber,President,,Republican,WHV003,BILL WELD,5
Weber,President,,Republican,WHV003,DONALD J. TRUMP,197
Weber,President,,Republican,WHV004,ROBERT ARDINI,0
Weber,President,,Republican,WHV004,MATTHEW JOHN MATERN,6
Weber,President,,Republican,WHV004,BOB ELY,1
Weber,President,,Republican,WHV004,JOE WALSH,5
Weber,President,,Republican,WHV004,BILL WELD,19
Weber,President,,Republican,WHV004,DONALD J. TRUMP,331
Weber,President,,Republican,WHV005,ROBERT ARDINI,0
Weber,President,,Republican,WHV005,MATTHEW JOHN MATERN,1
Weber,President,,Republican,WHV005,BOB ELY,0
Weber,President,,Republican,WHV005,JOE WALSH,4
Weber,President,,Republican,WHV005,BILL WELD,2
Weber,President,,Republican,WHV005,DONALD J. TRUMP,55
Weber,President,,Republican,WHV006,ROBERT ARDINI,0
Weber,President,,Republican,WHV006,MATTHEW JOHN MATERN,2
Weber,President,,Republican,WHV006,BOB ELY,0
Weber,President,,Republican,WHV006,JOE WALSH,0
Weber,President,,Republican,WHV006,BILL WELD,8
Weber,President,,Republican,WHV006,DONALD J. TRUMP,114
Weber,President,,Republican,WHV007,ROBERT ARDINI,4
Weber,President,,Republican,WHV007,MATTHEW JOHN MATERN,1
Weber,President,,Republican,WHV007,BOB ELY,0
Weber,President,,Republican,WHV007,JOE WALSH,7
Weber,President,,Republican,WHV007,BILL WELD,2
Weber,President,,Republican,WHV007,DONALD J. TRUMP,180
Weber,President,,Republican,WHV008,ROBERT ARDINI,0
Weber,President,,Republican,WHV008,MATTHEW JOHN MATERN,0
Weber,President,,Republican,WHV008,BOB ELY,0
Weber,President,,Republican,WHV008,JOE WALSH,0
Weber,President,,Republican,WHV008,BILL WELD,2
Weber,President,,Republican,WHV008,DONALD J. TRUMP,32
Weber,President,,Democrat,FRW001,JULIAN CASTRO,0
Weber,President,,Democrat,FRW001,ANDREW YANG,0
Weber,President,,Democrat,FRW001,CORY BOOKER,0
Weber,President,,Democrat,FRW001,PETE BUTTIGIEG,5
Weber,President,,Democrat,FRW001,NATHAN BLOXHAM,0
Weber,President,,Democrat,FRW001,MICHAEL R. BLOOMBERG,9
Weber,President,,Democrat,FRW001,JOSEPH R. BIDEN,15
Weber,President,,Democrat,FRW001,BERNIE SANDERS,7
Weber,President,,Democrat,FRW001,TOM STEYER,0
Weber,President,,Democrat,FRW001,ELIZABETH WARREN,1
Weber,President,,Democrat,FRW001,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,FRW001,TULSI GABBARD,0
Weber,President,,Democrat,FRW001,AMY KLOBUCHAR,3
Weber,President,,Democrat,FRW001,DEVAL PATRICK,0
Weber,President,,Democrat,FRW002,JULIAN CASTRO,0
Weber,President,,Democrat,FRW002,ANDREW YANG,0
Weber,President,,Democrat,FRW002,CORY BOOKER,0
Weber,President,,Democrat,FRW002,PETE BUTTIGIEG,15
Weber,President,,Democrat,FRW002,NATHAN BLOXHAM,0
Weber,President,,Democrat,FRW002,MICHAEL R. BLOOMBERG,25
Weber,President,,Democrat,FRW002,JOSEPH R. BIDEN,14
Weber,President,,Democrat,FRW002,BERNIE SANDERS,11
Weber,President,,Democrat,FRW002,TOM STEYER,1
Weber,President,,Democrat,FRW002,ELIZABETH WARREN,13
Weber,President,,Democrat,FRW002,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,FRW002,TULSI GABBARD,0
Weber,President,,Democrat,FRW002,AMY KLOBUCHAR,5
Weber,President,,Democrat,FRW002,DEVAL PATRICK,0
Weber,President,,Democrat,FRW003,JULIAN CASTRO,0
Weber,President,,Democrat,FRW003,ANDREW YANG,0
Weber,President,,Democrat,FRW003,CORY BOOKER,0
Weber,President,,Democrat,FRW003,PETE BUTTIGIEG,7
Weber,President,,Democrat,FRW003,NATHAN BLOXHAM,0
Weber,President,,Democrat,FRW003,MICHAEL R. BLOOMBERG,17
Weber,President,,Democrat,FRW003,JOSEPH R. BIDEN,13
Weber,President,,Democrat,FRW003,BERNIE SANDERS,15
Weber,President,,Democrat,FRW003,TOM STEYER,2
Weber,President,,Democrat,FRW003,ELIZABETH WARREN,8
Weber,President,,Democrat,FRW003,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,FRW003,TULSI GABBARD,0
Weber,President,,Democrat,FRW003,AMY KLOBUCHAR,4
Weber,President,,Democrat,FRW003,DEVAL PATRICK,0
Weber,President,,Democrat,FRW004,JULIAN CASTRO,0
Weber,President,,Democrat,FRW004,ANDREW YANG,0
Weber,President,,Democrat,FRW004,CORY BOOKER,0
Weber,President,,Democrat,FRW004,PETE BUTTIGIEG,5
Weber,President,,Democrat,FRW004,NATHAN BLOXHAM,0
Weber,President,,Democrat,FRW004,MICHAEL R. BLOOMBERG,14
Weber,President,,Democrat,FRW004,JOSEPH R. BIDEN,23
Weber,President,,Democrat,FRW004,BERNIE SANDERS,25
Weber,President,,Democrat,FRW004,TOM STEYER,2
Weber,President,,Democrat,FRW004,ELIZABETH WARREN,5
Weber,President,,Democrat,FRW004,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,FRW004,TULSI GABBARD,2
Weber,President,,Democrat,FRW004,AMY KLOBUCHAR,2
Weber,President,,Democrat,FRW004,DEVAL PATRICK,0
Weber,President,,Democrat,HPR001,JULIAN CASTRO,1
Weber,President,,Democrat,HPR001,ANDREW YANG,0
Weber,President,,Democrat,HPR001,CORY BOOKER,0
Weber,President,,Democrat,HPR001,PETE BUTTIGIEG,2
Weber,President,,Democrat,HPR001,NATHAN BLOXHAM,0
Weber,President,,Democrat,HPR001,MICHAEL R. BLOOMBERG,10
Weber,President,,Democrat,HPR001,JOSEPH R. BIDEN,8
Weber,President,,Democrat,HPR001,BERNIE SANDERS,13
Weber,President,,Democrat,HPR001,TOM STEYER,0
Weber,President,,Democrat,HPR001,ELIZABETH WARREN,3
Weber,President,,Democrat,HPR001,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HPR001,TULSI GABBARD,1
Weber,President,,Democrat,HPR001,AMY KLOBUCHAR,0
Weber,President,,Democrat,HPR001,DEVAL PATRICK,0
Weber,President,,Democrat,HPR002,JULIAN CASTRO,0
Weber,President,,Democrat,HPR002,ANDREW YANG,1
Weber,President,,Democrat,HPR002,CORY BOOKER,0
Weber,President,,Democrat,HPR002,PETE BUTTIGIEG,3
Weber,President,,Democrat,HPR002,NATHAN BLOXHAM,0
Weber,President,,Democrat,HPR002,MICHAEL R. BLOOMBERG,6
Weber,President,,Democrat,HPR002,JOSEPH R. BIDEN,4
Weber,President,,Democrat,HPR002,BERNIE SANDERS,3
Weber,President,,Democrat,HPR002,TOM STEYER,0
Weber,President,,Democrat,HPR002,ELIZABETH WARREN,0
Weber,President,,Democrat,HPR002,MARIANNE WILLIAMSON,0
Weber,President,,Democrat,HPR002,TULSI GABBARD,0
Weber,President,,Democrat,HPR002,AMY KLOBUCHAR,2
Weber,President,,Democrat,HPR002,DEVAL PATRICK,0
Weber,President,,Democrat,HPR003,JULIAN CASTRO,0
Weber,President,,Democrat,HPR003,ANDREW YANG,1
Weber,President,,Democrat,HPR003,CORY BOOKER,0
Weber,President,,Democrat,HPR003,PETE BUTTIGIEG,7
Weber,President,,Democrat,HPR003,NATHAN BLOXHAM,1
Weber,President,,Democrat,HPR003,MICHAEL R. BLOOMBERG,9
Weber,President,,Democrat,HPR003,JOSEPH R. BIDEN,11
Weber,President,,Democrat,HPR003,BERNIE SANDERS,18
