county,precinct_code,precinct,office,district,candidate,party,votes
Adair,7,TSU,State Treasurer,,Nicholas (Nick) Kasoff,LIB,3
Adair,8,RURAL BENTON-CONSERVATION,State Treasurer,,Nicholas (Nick) Kasoff,LIB,26
Adair,9,NOVINGER,State Treasurer,,Nicholas (Nick) Kasoff,LIB,12
Adair,10,BRASHEAR-FAIRGROUNDS,State Treasurer,,Nicholas (Nick) Kasoff,LIB,4
Adair,11,ABSENTEE,State Treasurer,,Nicholas (Nick) Kasoff,LIB,47
Adair,12,FEDERAL,State Treasurer,,Nicholas (Nick) Kasoff,LIB,1
Adair,13,WRITE-IN,State Treasurer,,Nicholas (Nick) Kasoff,LIB,0
Adair,1,SW1-DFS,State Treasurer,,Joseph Civettini,GRE,11
Adair,2,SE2-REHOBOTH,State Treasurer,,Joseph Civettini,GRE,2
Adair,3,SE3-MOOSE,State Treasurer,,Joseph Civettini,GRE,9
Adair,4,NE4-ANNEX,State Treasurer,,Joseph Civettini,GRE,9
Adair,5,NE5-LIBRARY,State Treasurer,,Joseph Civettini,GRE,2
Adair,6,NE6-NAZARENE,State Treasurer,,Joseph Civettini,GRE,5
Adair,7,TSU,State Treasurer,,Joseph Civettini,GRE,1
Adair,8,RURAL BENTON-CONSERVATION,State Treasurer,,Joseph Civettini,GRE,3
Adair,9,NOVINGER,State Treasurer,,Joseph Civettini,GRE,8
Adair,10,BRASHEAR-FAIRGROUNDS,State Treasurer,,Joseph Civettini,GRE,2
Adair,11,ABSENTEE,State Treasurer,,Joseph Civettini,GRE,20
Adair,12,FEDERAL,State Treasurer,,Joseph Civettini,GRE,0
Adair,13,WRITE-IN,State Treasurer,,Joseph Civettini,GRE,0
Adair,1,SW1-DFS,Attorney General,,Eric Schmitt,REP,305
Adair,2,SE2-REHOBOTH,Attorney General,,Eric Schmitt,REP,584
Adair,3,SE3-MOOSE,Attorney General,,Eric Schmitt,REP,189
Adair,4,NE4-ANNEX,Attorney General,,Eric Schmitt,REP,307
Adair,5,NE5-LIBRARY,Attorney General,,Eric Schmitt,REP,346
Adair,6,NE6-NAZARENE,Attorney General,,Eric Schmitt,REP,439
Adair,7,TSU,Attorney General,,Eric Schmitt,REP,27
Adair,8,RURAL BENTON-CONSERVATION,Attorney General,,Eric Schmitt,REP,786
Adair,9,NOVINGER,Attorney General,,Eric Schmitt,REP,717
Adair,10,BRASHEAR-FAIRGROUNDS,Attorney General,,Eric Schmitt,REP,526
Adair,11,ABSENTEE,Attorney General,,Eric Schmitt,REP,2397
Adair,12,FEDERAL,Attorney General,,Eric Schmitt,REP,3
Adair,13,WRITE-IN,Attorney General,,Eric Schmitt,REP,0
Adair,1,SW1-DFS,Attorney General,,Rich Finneran,DEM,162
Adair,2,SE2-REHOBOTH,Attorney General,,Rich Finneran,DEM,257
Adair,3,SE3-MOOSE,Attorney General,,Rich Finneran,DEM,249
Adair,4,NE4-ANNEX,Attorney General,,Rich Finneran,DEM,209
Adair,5,NE5-LIBRARY,Attorney General,,Rich Finneran,DEM,143
Adair,6,NE6-NAZARENE,Attorney General,,Rich Finneran,DEM,192
Adair,7,TSU,Attorney General,,Rich Finneran,DEM,104
Adair,8,RURAL BENTON-CONSERVATION,Attorney General,,Rich Finneran,DEM,166
Adair,9,NOVINGER,Attorney General,,Rich Finneran,DEM,79
Adair,10,BRASHEAR-FAIRGROUNDS,Attorney General,,Rich Finneran,DEM,67
Adair,11,ABSENTEE,Attorney General,,Rich Finneran,DEM,1622
Adair,12,FEDERAL,Attorney General,,Rich Finneran,DEM,1
Adair,13,WRITE-IN,Attorney General,,Rich Finneran,DEM,0
Adair,1,SW1-DFS,Attorney General,,Kevin C Babcock,LIB,19
Adair,2,SE2-REHOBOTH,Attorney General,,Kevin C Babcock,LIB,26
Adair,3,SE3-MOOSE,Attorney General,,Kevin C Babcock,LIB,16
Adair,4,NE4-ANNEX,Attorney General,,Kevin C Babcock,LIB,24
Adair,5,NE5-LIBRARY,Attorney General,,Kevin C Babcock,LIB,14
Adair,6,NE6-NAZARENE,Attorney General,,Kevin C Babcock,LIB,23
Adair,7,TSU,Attorney General,,Kevin C Babcock,LIB,3
Adair,8,RURAL BENTON-CONSERVATION,Attorney General,,Kevin C Babcock,LIB,24
Adair,9,NOVINGER,Attorney General,,Kevin C Babcock,LIB,19
Adair,10,BRASHEAR-FAIRGROUNDS,Attorney General,,Kevin C Babcock,LIB,8
Adair,11,ABSENTEE,Attorney General,,Kevin C Babcock,LIB,72
Adair,12,FEDERAL,Attorney General,,Kevin C Babcock,LIB,1
Adair,13,WRITE-IN,Attorney General,,Kevin C Babcock,LIB,0
Adair,1,SW1-DFS,U.S. House,6,Sam Graves,REP,326
Adair,2,SE2-REHOBOTH,U.S. House,6,Sam Graves,REP,593
Adair,3,SE3-MOOSE,U.S. House,6,Sam Graves,REP,177
Adair,4,NE4-ANNEX,U.S. House,6,Sam Graves,REP,315
Adair,5,NE5-LIBRARY,U.S. House,6,Sam Graves,REP,359
Adair,6,NE6-NAZARENE,U.S. House,6,Sam Graves,REP,468
Adair,7,TSU,U.S. House,6,Sam Graves,REP,22
Adair,8,RURAL BENTON-CONSERVATION,U.S. House,6,Sam Graves,REP,802
Adair,9,NOVINGER,U.S. House,6,Sam Graves,REP,727
Adair,10,BRASHEAR-FAIRGROUNDS,U.S. House,6,Sam Graves,REP,544
Adair,11,ABSENTEE,U.S. House,6,Sam Graves,REP,2480
Adair,12,FEDERAL,U.S. House,6,Sam Graves,REP,1
Adair,13,WRITE-IN,U.S. House,6,Sam Graves,REP,0
Adair,1,SW1-DFS,U.S. House,6,Gena L. Ross,DEM,155
Adair,2,SE2-REHOBOTH,U.S. House,6,Gena L. Ross,DEM,266
Adair,3,SE3-MOOSE,U.S. House,6,Gena L. Ross,DEM,264
Adair,4,NE4-ANNEX,U.S. House,6,Gena L. Ross,DEM,212
Adair,5,NE5-LIBRARY,U.S. House,6,Gena L. Ross,DEM,133
Adair,6,NE6-NAZARENE,U.S. House,6,Gena L. Ross,DEM,188
Adair,7,TSU,U.S. House,6,Gena L. Ross,DEM,106
Adair,8,RURAL BENTON-CONSERVATION,U.S. House,6,Gena L. Ross,DEM,163
Adair,9,NOVINGER,U.S. House,6,Gena L. Ross,DEM,80
Adair,10,BRASHEAR-FAIRGROUNDS,U.S. House,6,Gena L. Ross,DEM,55
Adair,11,ABSENTEE,U.S. House,6,Gena L. Ross,DEM,1594
Adair,12,FEDERAL,U.S. House,6,Gena L. Ross,DEM,3
Adair,13,WRITE-IN,U.S. House,6,Gena L. Ross,DEM,0
Adair,1,SW1-DFS,U.S. House,6,Jim Higgins,LIB,11
Adair,2,SE2-REHOBOTH,U.S. House,6,Jim Higgins,LIB,19
Adair,3,SE3-MOOSE,U.S. House,6,Jim Higgins,LIB,16
Adair,4,NE4-ANNEX,U.S. House,6,Jim Higgins,LIB,13
Adair,5,NE5-LIBRARY,U.S. House,6,Jim Higgins,LIB,14
Adair,6,NE6-NAZARENE,U.S. House,6,Jim Higgins,LIB,9
Adair,7,TSU,U.S. House,6,Jim Higgins,LIB,7
Adair,8,RURAL BENTON-CONSERVATION,U.S. House,6,Jim Higgins,LIB,16
Adair,9,NOVINGER,U.S. House,6,Jim Higgins,LIB,14
Adair,10,BRASHEAR-FAIRGROUNDS,U.S. House,6,Jim Higgins,LIB,8
Adair,11,ABSENTEE,U.S. House,6,Jim Higgins,LIB,67
Adair,12,FEDERAL,U.S. House,6,Jim Higgins,LIB,1
Adair,13,WRITE-IN,U.S. House,6,Jim Higgins,LIB,0
Adair,1,SW1-DFS,State Representative,3,Danny Busick,REP,423
Adair,2,SE2-REHOBOTH,State Representative,3,Danny Busick,REP,730
Adair,3,SE3-MOOSE,State Representative,3,Danny Busick,REP,363
Adair,4,NE4-ANNEX,State Representative,3,Danny Busick,REP,453
Adair,5,NE5-LIBRARY,State Representative,3,Danny Busick,REP,441
Adair,6,NE6-NAZARENE,State Representative,3,Danny Busick,REP,560
Adair,7,TSU,State Representative,3,Danny Busick,REP,103
Adair,8,RURAL BENTON-CONSERVATION,State Representative,3,Danny Busick,REP,367
Adair,9,NOVINGER,State Representative,3,Danny Busick,REP,680
Adair,10,BRASHEAR-FAIRGROUNDS,State Representative,3,Danny Busick,REP,0
Adair,11,ABSENTEE,State Representative,3,Danny Busick,REP,2393
Adair,12,FEDERAL,State Representative,3,Danny Busick,REP,1
Adair,13,WRITE-IN,State Representative,3,Danny Busick,REP,0
Adair,1,SW1-DFS,State Representative,4,Greg Sharpe,REP,0
Adair,2,SE2-REHOBOTH,State Representative,4,Greg Sharpe,REP,0
Adair,3,SE3-MOOSE,State Representative,4,Greg Sharpe,REP,0
Adair,4,NE4-ANNEX,State Representative,4,Greg Sharpe,REP,0
Adair,5,NE5-LIBRARY,State Representative,4,Greg Sharpe,REP,0
Adair,6,NE6-NAZARENE,State Representative,4,Greg Sharpe,REP,0
Adair,7,TSU,State Representative,4,Greg Sharpe,REP,0
Adair,8,RURAL BENTON-CONSERVATION,State Representative,4,Greg Sharpe,REP,522
Adair,9,NOVINGER,State Representative,4,Greg Sharpe,REP,82
Adair,10,BRASHEAR-FAIRGROUNDS,State Representative,4,Greg Sharpe,REP,547
Adair,11,ABSENTEE,State Representative,4,Greg Sharpe,REP,769
Adair,12,FEDERAL,State Representative,4,Greg Sharpe,REP,0
Adair,13,WRITE-IN,State Representative,4,Greg Sharpe,REP,0
Andrew,101,CLAY/FILLMORE,President,,Donald J. Trump,REP,373
Andrew,3,LINCOLN,President,,Donald J. Trump,REP,479
Andrew,102,NE/SE,President,,Donald J. Trump,REP,1058
Andrew,103,NW/SW,President,,Donald J. Trump,REP,980
Andrew,104,BEELER/JG/CC,President,,Donald J. Trump,REP,1774
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Donald J. Trump,REP,544
Andrew,105,E. PLATTE/E. EMPIRE,President,,Donald J. Trump,REP,206
Andrew,16,ROCHESTER,President,,Donald J. Trump,REP,311
Andrew,17,HELENA,President,,Donald J. Trump,REP,245
Andrew,18,EAST MONROE,President,,Donald J. Trump,REP,167
Andrew,19,WEST MONROE,President,,Donald J. Trump,REP,214
Andrew,106,ABSENTEE,President,,Donald J. Trump,REP,904
Andrew,107,WRITE-IN,President,,Donald J. Trump,REP,0
Andrew,101,CLAY/FILLMORE,President,,Joseph R. Biden,DEM,57
Andrew,3,LINCOLN,President,,Joseph R. Biden,DEM,92
Andrew,102,NE/SE,President,,Joseph R. Biden,DEM,312
Andrew,103,NW/SW,President,,Joseph R. Biden,DEM,299
Andrew,104,BEELER/JG/CC,President,,Joseph R. Biden,DEM,587
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Joseph R. Biden,DEM,107
Andrew,105,E. PLATTE/E. EMPIRE,President,,Joseph R. Biden,DEM,44
Andrew,16,ROCHESTER,President,,Joseph R. Biden,DEM,74
Andrew,17,HELENA,President,,Joseph R. Biden,DEM,62
Andrew,18,EAST MONROE,President,,Joseph R. Biden,DEM,32
Andrew,19,WEST MONROE,President,,Joseph R. Biden,DEM,50
Andrew,106,ABSENTEE,President,,Joseph R. Biden,DEM,635
Andrew,107,WRITE-IN,President,,Joseph R. Biden,DEM,0
Andrew,101,CLAY/FILLMORE,President,,Jo Jorgensen,LIB,4
Andrew,3,LINCOLN,President,,Jo Jorgensen,LIB,4
Andrew,102,NE/SE,President,,Jo Jorgensen,LIB,23
Andrew,103,NW/SW,President,,Jo Jorgensen,LIB,26
Andrew,104,BEELER/JG/CC,President,,Jo Jorgensen,LIB,23
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Jo Jorgensen,LIB,11
Andrew,105,E. PLATTE/E. EMPIRE,President,,Jo Jorgensen,LIB,3
Andrew,16,ROCHESTER,President,,Jo Jorgensen,LIB,6
Andrew,17,HELENA,President,,Jo Jorgensen,LIB,1
Andrew,18,EAST MONROE,President,,Jo Jorgensen,LIB,3
Andrew,19,WEST MONROE,President,,Jo Jorgensen,LIB,5
Andrew,106,ABSENTEE,President,,Jo Jorgensen,LIB,11
Andrew,107,WRITE-IN,President,,Jo Jorgensen,LIB,0
Andrew,101,CLAY/FILLMORE,President,,Howie Hawkins,GRE,0
Andrew,3,LINCOLN,President,,Howie Hawkins,GRE,1
Andrew,102,NE/SE,President,,Howie Hawkins,GRE,5
Andrew,103,NW/SW,President,,Howie Hawkins,GRE,2
Andrew,104,BEELER/JG/CC,President,,Howie Hawkins,GRE,5
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Howie Hawkins,GRE,1
Andrew,105,E. PLATTE/E. EMPIRE,President,,Howie Hawkins,GRE,0
Andrew,16,ROCHESTER,President,,Howie Hawkins,GRE,0
Andrew,17,HELENA,President,,Howie Hawkins,GRE,0
Andrew,18,EAST MONROE,President,,Howie Hawkins,GRE,0
Andrew,19,WEST MONROE,President,,Howie Hawkins,GRE,0
Andrew,106,ABSENTEE,President,,Howie Hawkins,GRE,5
Andrew,107,WRITE-IN,President,,Howie Hawkins,GRE,0
Andrew,101,CLAY/FILLMORE,President,,Don Blankenship,CST,0
Andrew,3,LINCOLN,President,,Don Blankenship,CST,1
Andrew,102,NE/SE,President,,Don Blankenship,CST,2
Andrew,103,NW/SW,President,,Don Blankenship,CST,0
Andrew,104,BEELER/JG/CC,President,,Don Blankenship,CST,1
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Don Blankenship,CST,0
Andrew,105,E. PLATTE/E. EMPIRE,President,,Don Blankenship,CST,2
Andrew,16,ROCHESTER,President,,Don Blankenship,CST,0
Andrew,17,HELENA,President,,Don Blankenship,CST,0
Andrew,18,EAST MONROE,President,,Don Blankenship,CST,0
Andrew,19,WEST MONROE,President,,Don Blankenship,CST,0
Andrew,106,ABSENTEE,President,,Don Blankenship,CST,1
Andrew,107,WRITE-IN,President,,Don Blankenship,CST,0
Andrew,101,CLAY/FILLMORE,President,,Kasey Wells,WI,0
Andrew,3,LINCOLN,President,,Kasey Wells,WI,0
Andrew,102,NE/SE,President,,Kasey Wells,WI,0
Andrew,103,NW/SW,President,,Kasey Wells,WI,0
Andrew,104,BEELER/JG/CC,President,,Kasey Wells,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Kasey Wells,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,President,,Kasey Wells,WI,0
Andrew,16,ROCHESTER,President,,Kasey Wells,WI,0
Andrew,17,HELENA,President,,Kasey Wells,WI,0
Andrew,18,EAST MONROE,President,,Kasey Wells,WI,0
Andrew,19,WEST MONROE,President,,Kasey Wells,WI,0
Andrew,106,ABSENTEE,President,,Kasey Wells,WI,0
Andrew,107,WRITE-IN,President,,Kasey Wells,WI,0
Andrew,101,CLAY/FILLMORE,President,,Jade Simmons,WI,0
Andrew,3,LINCOLN,President,,Jade Simmons,WI,0
Andrew,102,NE/SE,President,,Jade Simmons,WI,0
Andrew,103,NW/SW,President,,Jade Simmons,WI,0
Andrew,104,BEELER/JG/CC,President,,Jade Simmons,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Jade Simmons,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,President,,Jade Simmons,WI,0
Andrew,16,ROCHESTER,President,,Jade Simmons,WI,0
Andrew,17,HELENA,President,,Jade Simmons,WI,0
Andrew,18,EAST MONROE,President,,Jade Simmons,WI,0
Andrew,19,WEST MONROE,President,,Jade Simmons,WI,0
Andrew,106,ABSENTEE,President,,Jade Simmons,WI,0
Andrew,107,WRITE-IN,President,,Jade Simmons,WI,0
Andrew,101,CLAY/FILLMORE,President,,Brian Carroll,WI,0
Andrew,3,LINCOLN,President,,Brian Carroll,WI,0
Andrew,102,NE/SE,President,,Brian Carroll,WI,0
Andrew,103,NW/SW,President,,Brian Carroll,WI,0
Andrew,104,BEELER/JG/CC,President,,Brian Carroll,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Brian Carroll,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,President,,Brian Carroll,WI,0
Andrew,16,ROCHESTER,President,,Brian Carroll,WI,0
Andrew,17,HELENA,President,,Brian Carroll,WI,0
Andrew,18,EAST MONROE,President,,Brian Carroll,WI,0
Andrew,19,WEST MONROE,President,,Brian Carroll,WI,0
Andrew,106,ABSENTEE,President,,Brian Carroll,WI,0
Andrew,107,WRITE-IN,President,,Brian Carroll,WI,0
Andrew,101,CLAY/FILLMORE,President,,Gloria LaRiva,WI,0
Andrew,3,LINCOLN,President,,Gloria LaRiva,WI,0
Andrew,102,NE/SE,President,,Gloria LaRiva,WI,0
Andrew,103,NW/SW,President,,Gloria LaRiva,WI,0
Andrew,104,BEELER/JG/CC,President,,Gloria LaRiva,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,President,,Gloria LaRiva,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,President,,Gloria LaRiva,WI,0
Andrew,16,ROCHESTER,President,,Gloria LaRiva,WI,0
Andrew,17,HELENA,President,,Gloria LaRiva,WI,0
Andrew,18,EAST MONROE,President,,Gloria LaRiva,WI,0
Andrew,19,WEST MONROE,President,,Gloria LaRiva,WI,0
Andrew,106,ABSENTEE,President,,Gloria LaRiva,WI,0
Andrew,107,WRITE-IN,President,,Gloria LaRiva,WI,0
Andrew,101,CLAY/FILLMORE,Governor,,Mike Parson,REP,364
Andrew,3,LINCOLN,Governor,,Mike Parson,REP,470
Andrew,102,NE/SE,Governor,,Mike Parson,REP,1040
Andrew,103,NW/SW,Governor,,Mike Parson,REP,953
Andrew,104,BEELER/JG/CC,Governor,,Mike Parson,REP,1743
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Mike Parson,REP,542
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Mike Parson,REP,207
Andrew,16,ROCHESTER,Governor,,Mike Parson,REP,313
Andrew,17,HELENA,Governor,,Mike Parson,REP,238
Andrew,18,EAST MONROE,Governor,,Mike Parson,REP,169
Andrew,19,WEST MONROE,Governor,,Mike Parson,REP,213
Andrew,106,ABSENTEE,Governor,,Mike Parson,REP,943
Andrew,107,WRITE-IN,Governor,,Mike Parson,REP,0
Andrew,101,CLAY/FILLMORE,Governor,,Nicole Galloway,DEM,63
Andrew,3,LINCOLN,Governor,,Nicole Galloway,DEM,95
Andrew,102,NE/SE,Governor,,Nicole Galloway,DEM,319
Andrew,103,NW/SW,Governor,,Nicole Galloway,DEM,316
Andrew,104,BEELER/JG/CC,Governor,,Nicole Galloway,DEM,601
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Nicole Galloway,DEM,110
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Nicole Galloway,DEM,47
Andrew,16,ROCHESTER,Governor,,Nicole Galloway,DEM,68
Andrew,17,HELENA,Governor,,Nicole Galloway,DEM,65
Andrew,18,EAST MONROE,Governor,,Nicole Galloway,DEM,27
Andrew,19,WEST MONROE,Governor,,Nicole Galloway,DEM,51
Andrew,106,ABSENTEE,Governor,,Nicole Galloway,DEM,594
Andrew,107,WRITE-IN,Governor,,Nicole Galloway,DEM,0
Andrew,101,CLAY/FILLMORE,Governor,,Rik Combs,LIB,5
Andrew,3,LINCOLN,Governor,,Rik Combs,LIB,9
Andrew,102,NE/SE,Governor,,Rik Combs,LIB,23
Andrew,103,NW/SW,Governor,,Rik Combs,LIB,26
Andrew,104,BEELER/JG/CC,Governor,,Rik Combs,LIB,35
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Rik Combs,LIB,8
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Rik Combs,LIB,2
Andrew,16,ROCHESTER,Governor,,Rik Combs,LIB,4
Andrew,17,HELENA,Governor,,Rik Combs,LIB,3
Andrew,18,EAST MONROE,Governor,,Rik Combs,LIB,5
Andrew,19,WEST MONROE,Governor,,Rik Combs,LIB,4
Andrew,106,ABSENTEE,Governor,,Rik Combs,LIB,16
Andrew,107,WRITE-IN,Governor,,Rik Combs,LIB,0
Andrew,101,CLAY/FILLMORE,Governor,,Jerome Howard Bauer,GRE,1
Andrew,3,LINCOLN,Governor,,Jerome Howard Bauer,GRE,2
Andrew,102,NE/SE,Governor,,Jerome Howard Bauer,GRE,12
Andrew,103,NW/SW,Governor,,Jerome Howard Bauer,GRE,7
Andrew,104,BEELER/JG/CC,Governor,,Jerome Howard Bauer,GRE,8
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Jerome Howard Bauer,GRE,1
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Jerome Howard Bauer,GRE,0
Andrew,16,ROCHESTER,Governor,,Jerome Howard Bauer,GRE,4
Andrew,17,HELENA,Governor,,Jerome Howard Bauer,GRE,2
Andrew,18,EAST MONROE,Governor,,Jerome Howard Bauer,GRE,0
Andrew,19,WEST MONROE,Governor,,Jerome Howard Bauer,GRE,0
Andrew,106,ABSENTEE,Governor,,Jerome Howard Bauer,GRE,5
Andrew,107,WRITE-IN,Governor,,Jerome Howard Bauer,GRE,0
Andrew,101,CLAY/FILLMORE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,3,LINCOLN,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,102,NE/SE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,103,NW/SW,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,104,BEELER/JG/CC,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,16,ROCHESTER,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,17,HELENA,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,18,EAST MONROE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,19,WEST MONROE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,106,ABSENTEE,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,107,WRITE-IN,Governor,,Arnie C. AC Dienoff,WI,0
Andrew,101,CLAY/FILLMORE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,3,LINCOLN,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,102,NE/SE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,103,NW/SW,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,104,BEELER/JG/CC,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,16,ROCHESTER,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,17,HELENA,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,18,EAST MONROE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,19,WEST MONROE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,106,ABSENTEE,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,107,WRITE-IN,Governor,,Theo (Ted) Brown Sr,WI,0
Andrew,101,CLAY/FILLMORE,Governor,,Martin Lindstedt,WI,0
Andrew,3,LINCOLN,Governor,,Martin Lindstedt,WI,0
Andrew,102,NE/SE,Governor,,Martin Lindstedt,WI,0
Andrew,103,NW/SW,Governor,,Martin Lindstedt,WI,0
Andrew,104,BEELER/JG/CC,Governor,,Martin Lindstedt,WI,0
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Governor,,Martin Lindstedt,WI,0
Andrew,105,E. PLATTE/E. EMPIRE,Governor,,Martin Lindstedt,WI,0
Andrew,16,ROCHESTER,Governor,,Martin Lindstedt,WI,0
Andrew,17,HELENA,Governor,,Martin Lindstedt,WI,0
Andrew,18,EAST MONROE,Governor,,Martin Lindstedt,WI,0
Andrew,19,WEST MONROE,Governor,,Martin Lindstedt,WI,0
Andrew,106,ABSENTEE,Governor,,Martin Lindstedt,WI,0
Andrew,107,WRITE-IN,Governor,,Martin Lindstedt,WI,0
Andrew,101,CLAY/FILLMORE,Lieutenant Governor,,Mike Kehoe,REP,360
Andrew,3,LINCOLN,Lieutenant Governor,,Mike Kehoe,REP,459
Andrew,102,NE/SE,Lieutenant Governor,,Mike Kehoe,REP,1031
Andrew,103,NW/SW,Lieutenant Governor,,Mike Kehoe,REP,940
Andrew,104,BEELER/JG/CC,Lieutenant Governor,,Mike Kehoe,REP,1727
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Lieutenant Governor,,Mike Kehoe,REP,532
Andrew,105,E. PLATTE/E. EMPIRE,Lieutenant Governor,,Mike Kehoe,REP,206
Andrew,16,ROCHESTER,Lieutenant Governor,,Mike Kehoe,REP,309
Andrew,17,HELENA,Lieutenant Governor,,Mike Kehoe,REP,250
Andrew,18,EAST MONROE,Lieutenant Governor,,Mike Kehoe,REP,164
Andrew,19,WEST MONROE,Lieutenant Governor,,Mike Kehoe,REP,211
Andrew,106,ABSENTEE,Lieutenant Governor,,Mike Kehoe,REP,934
Andrew,107,WRITE-IN,Lieutenant Governor,,Mike Kehoe,REP,0
Andrew,101,CLAY/FILLMORE,Lieutenant Governor,,Alissia Canady,DEM,47
Andrew,3,LINCOLN,Lieutenant Governor,,Alissia Canady,DEM,83
Andrew,102,NE/SE,Lieutenant Governor,,Alissia Canady,DEM,263
Andrew,103,NW/SW,Lieutenant Governor,,Alissia Canady,DEM,287
Andrew,104,BEELER/JG/CC,Lieutenant Governor,,Alissia Canady,DEM,521
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Lieutenant Governor,,Alissia Canady,DEM,100
Andrew,105,E. PLATTE/E. EMPIRE,Lieutenant Governor,,Alissia Canady,DEM,40
Andrew,16,ROCHESTER,Lieutenant Governor,,Alissia Canady,DEM,56
Andrew,17,HELENA,Lieutenant Governor,,Alissia Canady,DEM,49
Andrew,18,EAST MONROE,Lieutenant Governor,,Alissia Canady,DEM,29
Andrew,19,WEST MONROE,Lieutenant Governor,,Alissia Canady,DEM,44
Andrew,106,ABSENTEE,Lieutenant Governor,,Alissia Canady,DEM,566
Andrew,107,WRITE-IN,Lieutenant Governor,,Alissia Canady,DEM,0
Andrew,101,CLAY/FILLMORE,Lieutenant Governor,,Bill Slantz,LIB,8
Andrew,3,LINCOLN,Lieutenant Governor,,Bill Slantz,LIB,8
Andrew,102,NE/SE,Lieutenant Governor,,Bill Slantz,LIB,32
Andrew,103,NW/SW,Lieutenant Governor,,Bill Slantz,LIB,25
Andrew,104,BEELER/JG/CC,Lieutenant Governor,,Bill Slantz,LIB,37
Andrew,108,BOLCKOW/ROSENDALE/W. PLATTE,Lieutenant Governor,,Bill Slantz,LIB,3
Andrew,105,E. PLATTE/E. EMPIRE,Lieutenant Governor,,Bill Slantz,LIB,4
Andrew,16,ROCHESTER,Lieutenant Governor,,Bill Slantz,LIB,7
Andrew,17,HELENA,Lieutenant Governor,,Bill Slantz,LIB,1
Andrew,18,EAST MONROE,Lieutenant Governor,,Bill Slantz,LIB,4
Andrew,19,WEST MONROE,Lieutenant Governor,,Bill Slantz,LIB,7
Andrew,106,ABSENTEE,Lieutenant Governor,,Bill Slantz,LIB,20
Andrew,107,WRITE-IN,Lieutenant Governor,,Bill Slantz,LIB,0
Andrew,101,CLAY/FILLMORE,Lieutenant Governor,,Kelley Dragoo,GRE,7
Andrew,3,LINCOLN,Lieutenant Governor,,Kelley Dragoo,GRE,10
Andrew,102,NE/SE,Lieutenant Governor,,Kelley Dragoo,GRE,29
Andrew,103,NW/SW,Lieutenant Governor,,Kelley Dragoo,GRE,27
