county,gen_dem_OBAMA,gen_grn_MCKINNEY,gen_lib_BARR,gen_pop_NADER,gen_psl_LARIVA,gen_rep_MCCAIN,gen_swp_CALERO,rep_general_total,dem_general_total,lib_general_total,grn_general_total,psl_general_total,pop_general_total,swp_general_total
Onondaga,387951,1197,3984,5907,222,254916,405,254916,387951,3984,1197,222,5907,405
