precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_KAHN,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Arkansas-ALMYRA,1,8,0,2,2,3,0,96,5,0,1,0,0,0,1,2,0,25,0,0,1,0,0,0,21,0,14,112,64,6
Arkansas-ARKANSAS,0,15,0,0,0,1,0,24,9,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,9,40,19,9
Arkansas-BARTON,0,7,1,1,0,1,1,72,5,0,0,6,0,0,1,0,1,7,0,0,0,0,2,0,8,0,22,83,41,11
Arkansas-BAYOU METO,0,14,0,0,1,2,1,60,3,0,0,1,0,0,2,1,0,13,0,0,0,0,4,0,20,0,22,78,62,4
Arkansas-BREWER,0,2,0,0,0,0,1,12,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,15,9,4
Arkansas-CHESTER,0,15,1,0,0,3,2,72,5,0,0,2,0,0,0,2,0,5,0,0,0,0,1,0,22,0,18,93,48,7
Arkansas-CROCKETT,0,10,0,0,0,0,1,32,8,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,6,0,9,43,19,9
Arkansas-DEWITT WARD 1,2,133,3,0,7,3,6,64,55,0,0,5,0,0,1,2,1,6,1,0,5,0,0,0,6,0,18,218,40,60
Arkansas-DEWITT WARD 2,1,73,1,2,1,9,6,224,27,1,0,3,0,0,3,7,1,36,1,1,9,0,0,0,38,0,78,317,174,31
Arkansas-DEWITT WARD 3,3,82,1,6,0,10,8,280,25,1,0,7,0,0,3,14,2,44,0,0,7,0,8,0,62,0,84,390,224,33
Arkansas-GARLAND,0,9,0,0,1,0,1,48,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,11,0,14,59,33,3
Arkansas-GILLETT WARD 1,0,21,0,1,0,2,3,54,11,0,1,2,0,0,0,2,0,6,0,0,0,0,0,0,13,0,20,81,41,14
Arkansas-GILLETT WARD 2,0,20,1,1,0,3,3,88,12,0,0,5,0,0,0,5,0,12,0,0,0,0,0,1,26,0,21,116,65,17
Arkansas-GILLETT WARD 3,1,28,1,1,1,5,0,22,17,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,8,0,4,59,19,19
Arkansas-GUM POND,1,24,0,3,0,3,2,118,10,0,0,4,0,0,0,3,1,29,0,0,0,0,2,0,14,0,24,151,73,14
Arkansas-HENTON,0,21,2,0,2,2,3,81,9,0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,12,0,25,111,51,10
Arkansas-HUMPHREY WARD 1,0,43,4,1,2,0,12,19,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,81,7,7
Arkansas-HUMPHREY WARD 3,1,7,0,0,0,1,4,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,22,7,4
Arkansas-KEATON,2,87,3,1,3,4,5,189,46,0,0,7,0,0,3,5,1,27,0,0,4,0,3,1,26,0,50,294,120,53
Arkansas-LAGRUE,5,65,5,2,2,5,12,327,20,1,0,11,0,0,1,12,1,49,0,0,9,0,5,0,69,0,100,423,246,32
Arkansas-MCFALL,0,9,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,7,32,16,7
Arkansas-MILL BAYOU,2,10,1,0,0,5,3,72,6,0,0,0,0,0,0,2,0,11,0,0,1,0,0,1,20,0,29,93,64,6
Arkansas-MORRIS,1,10,0,0,1,2,1,77,8,0,1,3,0,0,1,0,0,8,0,0,1,0,0,0,14,0,19,92,43,12
Arkansas-PRAIRIE,2,28,2,3,0,3,1,122,14,0,0,0,0,0,1,8,1,3,0,0,1,0,1,0,21,0,31,161,67,14
Arkansas-PT DELUCE,0,11,0,0,1,0,2,83,3,0,0,3,0,0,0,8,0,15,0,0,1,0,1,0,18,0,18,97,61,6
Arkansas-ST. CHARLES,0,10,1,0,1,0,1,68,6,0,0,2,0,0,0,1,0,14,0,0,2,0,1,0,11,0,26,81,55,8
Arkansas-STANLEY,0,5,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,9,6,1
Arkansas-STUTTGART WARD 1,7,515,15,5,9,13,27,158,188,1,1,12,1,1,1,12,0,22,0,0,3,0,3,1,21,0,40,749,103,204
Arkansas-STUTTGART WARD 2,3,350,12,4,3,23,17,641,108,0,1,22,0,0,3,27,2,112,1,0,5,0,27,1,162,0,168,1053,508,131
Arkansas-STUTTGART WARD 3,8,307,10,7,7,21,10,689,101,0,0,30,1,1,4,31,1,103,0,0,7,0,22,1,146,0,190,1059,505,133
Ashley-COOTER,0,34,0,1,1,4,0,166,24,3,2,30,5,12,0,1,0,18,0,0,1,0,4,0,6,0,19,206,49,76
Ashley-CROSSETT WARD 1,4,352,4,1,6,22,1,216,330,7,4,108,14,30,2,13,0,48,1,0,0,0,6,0,58,0,52,606,180,493
Ashley-CROSSETT WARD 2,2,322,2,3,3,14,3,307,56,1,3,42,4,14,1,5,0,8,0,0,1,0,1,0,14,0,19,656,49,120
Ashley-CROSSETT WARD 3,3,194,5,1,5,17,3,654,99,5,6,96,4,22,0,11,0,41,1,0,3,1,10,0,36,0,47,882,150,232
Ashley-CROSSROADS,0,44,4,0,1,10,1,327,38,9,4,70,9,13,0,6,0,22,0,0,0,0,0,0,16,0,36,387,80,143
Ashley-FH CITY,0,29,0,0,0,1,0,27,40,3,4,33,6,8,0,3,0,20,0,0,0,0,0,0,7,0,24,57,54,94
Ashley-HAMBURG WARD 1,4,186,0,1,1,6,1,60,90,0,2,10,0,2,1,2,0,5,0,0,0,0,0,0,1,0,8,259,17,104
Ashley-HAMBURG WARD 2,0,73,0,2,1,6,0,181,49,7,3,35,5,5,1,3,0,7,0,0,0,0,0,0,3,0,35,263,49,104
Ashley-HAMBURG WARD 3,1,72,2,1,6,3,1,320,61,1,9,55,7,19,1,14,1,23,0,1,0,0,4,0,15,0,45,406,104,152
Ashley-HBG RURAL/BC/MIST,2,107,4,4,2,15,4,600,73,16,13,114,12,28,1,1,0,39,0,0,2,0,2,0,34,0,56,738,135,256
Ashley-HICKORY GROVE,0,53,1,1,5,3,3,365,28,5,5,50,7,9,0,7,0,32,0,0,1,0,2,0,22,0,29,431,93,104
Ashley-MILO,2,55,2,0,4,5,1,351,33,4,5,58,2,12,1,9,0,27,0,0,0,0,5,0,16,0,30,420,88,114
Ashley-MONTROSE RRL/BOY/SNY/TRA,1,14,0,2,0,0,0,39,52,1,1,10,0,1,0,0,0,1,0,0,1,0,3,0,4,0,7,56,16,65
Ashley-MT ZION,2,9,0,2,0,3,0,133,10,9,5,27,5,10,1,5,0,2,0,0,0,0,0,1,4,0,13,149,26,66
Ashley-NORTH CROSSETT EAST,2,76,0,1,3,10,0,333,58,4,6,54,3,18,0,4,0,30,0,0,1,0,3,0,13,0,28,425,79,143
Ashley-NORTH CROSSETT WEST,1,48,2,2,1,0,1,211,29,1,3,26,6,5,0,1,0,21,0,0,0,0,0,0,5,0,22,266,49,70
Ashley-PARKDALE CITY,0,77,1,0,2,3,0,23,31,0,1,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5,106,7,41
Ashley-PORTLAND CITY,0,89,0,1,1,5,3,76,59,1,5,20,1,5,0,1,0,7,0,0,2,0,2,0,11,0,22,175,45,91
Ashley-VOTECH,2,62,1,0,3,3,3,223,44,2,3,46,8,25,0,3,0,11,0,0,0,0,0,0,7,0,30,297,51,128
Ashley-WEST CROSSETT RURAL,1,202,1,2,4,18,4,422,105,4,8,75,3,24,0,11,0,34,0,0,2,0,0,0,4,0,44,654,95,219
Ashley-WILMOT CITY,2,147,2,1,2,5,1,50,66,0,1,13,3,2,0,4,0,5,0,0,0,0,3,1,5,0,15,210,33,85
Baxter-1-1,1,117,4,0,3,14,0,596,32,0,0,29,0,0,3,15,3,114,1,0,2,0,11,0,51,0,166,735,366,61
Baxter-1-11,0,67,4,0,0,3,3,168,98,0,2,76,2,1,3,51,2,203,0,0,8,0,29,2,94,1,256,245,649,179
Baxter-1-2,1,121,7,2,3,9,1,567,93,0,0,44,1,0,2,31,0,131,2,1,1,0,33,0,75,0,261,711,537,138
Baxter-1-3,1,86,1,0,5,9,0,338,9,0,0,2,0,0,3,1,0,18,0,0,0,0,3,0,4,0,34,440,63,11
Baxter-2-1,4,218,9,1,1,22,0,769,34,0,0,30,0,0,0,18,0,107,1,1,0,0,8,3,39,0,152,1024,329,64
Baxter-2-2,2,120,7,0,2,16,0,556,35,0,1,22,0,1,4,24,0,89,0,0,7,0,7,0,42,0,121,703,294,59
Baxter-2-3,0,53,4,0,1,5,1,229,24,0,0,21,0,0,1,11,1,54,0,0,1,0,3,1,27,0,96,293,195,45
Baxter-3-1,2,57,0,1,3,7,0,159,20,0,0,16,0,0,0,9,0,64,0,0,0,0,7,0,32,0,108,229,220,36
Baxter-3-2,1,72,2,1,2,8,0,331,16,0,0,12,0,0,1,2,0,46,0,0,0,0,4,0,12,0,50,417,115,28
Baxter-3-3,5,211,5,1,10,16,1,720,85,1,3,37,1,1,3,19,5,99,0,0,2,0,14,1,69,0,219,969,431,128
Benton-Precinct 1,9,190,10,2,16,33,4,950,52,0,0,30,0,2,8,28,1,181,1,0,7,0,20,1,154,0,203,1214,604,84
Benton-Precinct 10,2,172,7,0,32,26,1,551,48,1,0,53,0,1,1,31,0,111,1,0,6,0,16,0,111,0,124,791,401,103
Benton-Precinct 11,3,211,15,2,53,40,2,631,54,0,1,61,0,0,3,47,0,174,0,1,7,1,11,0,134,0,103,957,481,116
Benton-Precinct 12,2,246,12,1,8,37,7,683,31,0,0,35,0,0,1,25,1,153,1,0,7,0,21,2,80,0,142,996,433,66
Benton-Precinct 13,4,190,15,2,7,20,3,508,53,0,0,37,0,0,2,15,1,89,1,0,2,0,32,2,88,0,139,749,371,90
Benton-Precinct 14,4,185,7,7,12,41,3,707,37,0,1,33,0,1,5,35,2,163,0,0,5,1,23,3,87,1,135,966,460,72
Benton-Precinct 15,2,60,3,1,13,9,1,321,16,0,0,11,0,0,1,17,0,80,0,0,1,0,7,0,57,0,42,410,205,27
Benton-Precinct 16,3,52,0,0,13,15,2,341,15,0,0,15,0,0,1,19,1,84,0,0,2,1,9,0,65,0,67,426,249,30
Benton-Precinct 17,1,49,2,2,9,12,2,300,25,0,0,9,0,0,1,12,0,68,0,0,2,0,6,1,57,0,53,377,200,34
Benton-Precinct 18,3,359,9,3,35,39,2,912,59,0,0,38,0,0,2,22,0,132,0,0,1,0,23,0,217,0,133,1362,530,97
Benton-Precinct 19,3,100,1,1,6,7,1,374,21,0,1,16,0,0,4,11,1,89,0,0,3,0,2,1,58,0,69,493,238,38
Benton-Precinct 2,1,53,2,0,10,11,1,255,11,0,0,6,0,0,1,12,0,41,2,0,1,0,2,1,17,0,57,333,134,17
Benton-Precinct 20,7,415,14,4,60,82,4,1019,77,0,1,80,1,1,6,30,0,189,0,1,6,0,34,1,176,2,162,1605,607,160
Benton-Precinct 21,3,346,13,3,17,49,1,929,112,0,1,63,1,0,4,37,0,150,5,0,6,0,56,6,209,3,209,1361,685,177
Benton-Precinct 22,5,398,17,5,59,76,6,857,55,0,0,66,1,0,6,32,0,142,1,0,7,0,25,4,160,0,143,1423,520,122
Benton-Precinct 23,3,126,9,1,10,17,2,443,27,0,1,26,1,0,1,24,0,94,0,0,1,0,5,0,87,0,72,611,284,55
Benton-Precinct 24,1,447,4,2,20,53,4,1252,152,1,0,50,0,1,9,41,1,204,2,1,3,0,87,3,295,0,304,1783,950,204
Benton-Precinct 25,3,319,5,2,11,36,4,829,79,0,0,42,1,0,5,29,1,147,1,0,0,0,49,0,200,0,183,1209,615,122
Benton-Precinct 26,1,381,14,1,18,70,3,872,113,0,0,76,0,1,3,31,1,136,1,0,7,1,32,7,158,0,200,1360,577,190
Benton-Precinct 27,3,296,11,3,11,30,2,604,79,0,1,47,0,0,5,19,3,126,2,0,3,0,46,1,109,0,139,960,453,127
Benton-Precinct 28,1,345,15,1,15,47,4,698,84,0,1,57,0,0,4,24,4,96,1,0,3,0,27,0,147,0,137,1126,443,142
Benton-Precinct 29,5,378,11,0,17,37,5,819,84,0,0,69,0,0,3,25,0,132,1,1,3,0,45,1,175,1,197,1272,584,153
Benton-Precinct 3,3,426,18,1,18,41,4,473,74,0,0,81,0,0,3,14,0,116,0,0,2,0,6,1,90,0,102,984,334,155
Benton-Precinct 30,3,357,6,3,28,42,1,741,87,1,1,61,0,0,4,32,2,157,0,0,3,0,30,1,160,0,151,1181,540,150
Benton-Precinct 31,1,264,7,2,25,26,2,704,47,0,0,32,0,0,3,27,1,155,0,1,2,0,23,1,182,1,128,1031,524,79
Benton-Precinct 32,5,378,21,4,33,34,3,510,65,0,0,84,0,0,5,30,1,98,2,0,3,0,23,1,131,0,98,988,392,149
Benton-Precinct 33,12,220,14,2,36,46,5,833,40,1,0,46,1,0,5,37,0,191,0,0,5,1,14,0,132,0,151,1168,536,88
Benton-Precinct 34,10,427,7,1,35,70,3,866,83,0,0,52,0,0,5,40,2,184,2,0,2,1,30,5,241,1,170,1419,683,135
Benton-Precinct 35,3,226,8,2,15,25,3,528,42,0,0,46,0,1,2,25,0,118,1,0,6,0,23,2,94,1,141,810,413,89
Benton-Precinct 36,7,461,14,2,45,68,4,704,67,0,0,65,0,2,1,19,0,150,0,0,2,0,21,1,152,0,99,1305,445,134
Benton-Precinct 37,4,363,21,6,19,57,3,392,61,0,0,73,1,0,2,15,1,83,1,0,2,0,15,3,95,0,59,865,276,135
Benton-Precinct 38,5,301,8,3,17,40,2,544,49,0,2,60,0,0,4,22,1,90,2,0,4,0,20,1,85,0,87,920,316,111
Benton-Precinct 39,4,320,8,3,27,41,0,438,66,1,0,44,0,0,5,15,1,89,0,0,0,0,24,1,121,0,88,841,344,111
Benton-Precinct 4,5,202,10,0,12,34,6,700,54,1,1,40,1,1,4,27,0,156,0,1,6,0,13,2,98,1,154,969,462,98
Benton-Precinct 40,7,580,13,1,43,68,3,922,136,1,0,67,1,1,1,38,0,208,3,1,4,0,51,6,255,0,182,1637,749,206
Benton-Precinct 41,3,292,17,2,34,41,3,697,48,0,0,59,0,0,1,30,0,171,0,0,1,0,23,1,139,0,118,1089,484,107
Benton-Precinct 42,10,354,17,5,24,55,3,734,57,1,2,48,0,1,6,32,1,124,0,2,2,0,15,2,150,0,144,1202,478,109
Benton-Precinct 43,3,488,5,1,34,61,2,1206,75,0,0,46,0,0,15,28,0,169,0,1,3,0,58,1,372,0,231,1800,878,121
Benton-Precinct 44,2,200,14,1,7,23,2,201,31,0,0,57,0,0,2,11,0,35,2,0,0,0,5,1,28,0,30,450,114,88
Benton-Precinct 45,1,190,3,2,3,17,1,496,43,0,0,33,0,0,3,14,1,67,0,0,7,0,31,1,77,0,126,713,327,76
Benton-Precinct 46,3,292,11,3,8,24,2,317,63,0,0,49,1,0,7,16,0,50,1,0,6,0,16,0,55,0,62,660,213,113
Benton-Precinct 47,6,554,20,5,27,61,5,671,98,2,0,113,0,1,6,33,0,161,0,0,7,0,35,2,158,0,133,1349,535,214
Benton-Precinct 48,6,430,4,3,36,76,5,1113,99,0,1,36,0,0,2,44,0,221,0,0,4,0,40,2,270,0,182,1673,765,136
Benton-Precinct 49,5,424,11,3,16,50,3,662,56,1,1,73,0,0,6,18,0,145,0,1,3,0,18,2,120,1,149,1174,463,131
Benton-Precinct 5,0,380,12,2,16,40,2,787,87,0,0,58,0,1,5,27,1,160,0,0,4,0,37,2,197,1,177,1239,611,146
Benton-Precinct 50,1,221,13,3,5,18,3,270,33,0,0,66,1,0,0,11,1,41,0,0,0,0,5,2,42,1,60,534,163,100
Benton-Precinct 51,2,182,9,1,1,13,4,397,46,0,0,30,0,0,1,18,0,85,0,0,3,0,14,3,74,1,90,609,289,76
Benton-Precinct 52,7,530,20,6,35,60,9,784,85,2,0,81,1,0,7,28,1,133,1,0,2,0,25,4,178,0,171,1451,550,169
Benton-Precinct 53,3,353,9,1,24,52,5,726,81,0,1,44,0,0,7,33,1,161,1,0,5,0,48,1,186,0,167,1173,610,126
Benton-Precinct 54,3,432,14,4,20,42,2,505,90,0,1,95,0,0,5,23,0,85,0,0,5,3,27,2,125,1,125,1022,401,186
Benton-Precinct 55,7,370,26,2,22,44,5,584,83,0,0,74,0,0,5,25,0,132,1,0,5,0,17,1,109,1,142,1060,438,157
Benton-Precinct 56,2,352,9,1,16,55,5,538,70,1,0,80,0,1,5,29,0,119,1,1,5,0,22,3,109,0,134,978,428,152
Benton-Precinct 57,4,179,7,1,5,26,2,492,42,0,1,33,0,0,1,11,0,84,0,0,2,0,9,1,59,0,129,716,296,76
Benton-Precinct 58,11,299,9,2,32,64,4,1186,70,1,0,45,0,3,7,51,2,273,0,0,8,1,21,2,151,0,202,1607,718,119
Benton-Precinct 59,0,351,15,1,36,51,5,506,69,0,0,70,0,2,3,23,0,111,2,0,2,0,11,3,131,0,84,965,370,141
Benton-Precinct 6,3,250,9,2,10,40,6,1029,47,0,0,37,1,0,1,74,1,208,0,0,3,0,11,0,179,1,192,1349,670,85
Benton-Precinct 60,3,203,8,3,13,43,3,541,28,0,0,35,0,0,5,25,1,111,1,0,3,0,9,1,98,0,113,817,367,63
Benton-Precinct 61,9,438,17,3,39,72,3,992,69,0,1,58,0,1,6,43,2,160,1,1,4,1,35,2,232,1,170,1573,658,129
Benton-Precinct 62,7,441,15,4,57,59,1,872,87,0,0,63,0,0,5,30,2,159,2,0,3,1,22,2,217,0,141,1456,584,150
Benton-Precinct 63,3,436,12,0,35,65,6,1035,98,1,0,70,2,3,12,41,1,188,1,0,3,0,58,2,228,0,211,1592,745,174
Benton-Precinct 64,8,525,17,1,40,66,1,880,119,0,0,97,0,0,10,35,2,175,1,0,2,0,72,2,299,1,198,1538,797,216
Benton-Precinct 65,4,405,9,3,20,38,6,1056,133,0,1,67,1,0,6,49,0,170,1,2,3,0,60,5,269,0,204,1541,769,202
Benton-Precinct 66,3,298,6,1,23,35,1,621,57,0,1,41,2,0,1,24,0,112,1,0,6,0,27,3,137,0,115,988,426,101
Benton-Precinct 67,4,322,13,1,9,25,4,470,53,0,0,38,0,0,3,28,0,99,0,0,1,0,14,1,60,1,94,848,301,91
Benton-Precinct 68,4,588,9,3,77,78,5,962,105,0,0,51,0,0,1,34,1,173,1,3,2,0,40,2,246,2,159,1726,664,156
Benton-Precinct 69,1,347,18,4,28,42,4,456,53,0,0,83,0,0,4,20,1,92,1,0,4,0,16,4,87,0,84,900,313,136
Benton-Precinct 7,5,270,8,3,57,42,2,999,61,0,0,64,0,0,2,94,1,234,0,0,1,0,28,2,218,0,161,1386,741,125
Benton-Precinct 70,4,389,12,0,50,62,6,1310,65,0,0,59,0,1,1,44,0,272,0,0,2,2,29,1,262,1,192,1833,806,125
Benton-Precinct 71,3,506,5,3,58,78,1,1063,107,0,0,55,0,0,6,45,0,212,1,0,3,0,56,3,301,0,152,1717,779,162
Benton-Precinct 72,5,413,15,2,64,75,3,926,59,0,0,78,0,0,4,39,1,183,0,0,7,0,29,4,181,0,134,1503,582,137
Benton-Precinct 73,2,68,1,0,4,5,0,269,15,0,0,9,0,1,0,12,0,27,0,0,1,0,5,0,30,0,73,349,148,25
Benton-Precinct 74,3,308,4,4,35,39,2,610,35,0,0,29,0,0,3,32,1,107,0,0,5,0,31,0,157,0,82,1005,418,64
Benton-Precinct 75,0,257,10,2,15,41,2,293,58,0,0,61,0,0,4,15,1,58,0,0,0,0,15,5,85,0,76,620,259,119
Benton-Precinct 76,1,247,3,3,10,37,5,573,74,0,1,37,0,0,3,19,0,106,0,1,2,0,27,2,88,0,138,879,386,112
Benton-Precinct 77,2,189,2,0,33,37,2,547,37,1,0,24,0,0,0,13,0,98,1,0,3,0,12,1,98,0,77,812,303,62
Benton-Precinct 78,0,198,12,0,25,26,2,512,47,0,0,22,0,0,4,26,0,108,1,0,3,0,18,1,75,1,118,775,355,69
Benton-Precinct 79,3,252,8,1,25,30,1,442,50,0,0,30,1,0,5,11,0,84,0,0,3,1,38,1,144,0,75,762,362,81
Benton-Precinct 8,3,237,14,1,70,43,1,619,54,2,0,77,0,1,6,56,0,170,0,1,4,2,33,2,210,0,90,988,574,134
Benton-Precinct 80,0,159,8,1,15,24,0,288,34,0,0,35,0,0,2,11,0,66,0,0,0,0,13,1,67,2,54,495,216,69
Benton-Precinct 81,8,247,7,2,29,56,3,679,41,0,1,55,0,0,5,18,2,148,0,0,5,0,11,3,103,0,111,1031,406,97
Benton-Precinct 82,1,169,8,1,23,23,2,413,43,0,0,23,0,0,5,15,1,72,0,0,0,0,16,2,78,0,84,640,273,66
Benton-Precinct 83,3,220,8,0,12,21,1,308,46,0,0,26,0,0,1,1,0,41,1,1,3,0,9,2,60,0,55,573,174,72
Benton-Precinct 84,5,430,11,3,35,70,2,893,54,1,2,42,1,0,2,26,0,127,0,0,3,0,45,2,197,0,131,1449,533,100
Benton-Precinct 85,3,106,6,4,20,24,3,502,16,0,0,40,0,0,3,29,1,138,0,0,1,0,10,2,100,0,75,668,359,56
Benton-Precinct 86,3,143,5,3,13,27,3,662,27,0,0,28,1,1,2,16,1,119,1,0,4,0,9,1,102,0,139,859,394,57
Benton-Precinct 87,1,129,6,3,4,16,0,420,23,0,0,25,0,0,1,15,0,88,0,1,2,0,8,1,87,0,105,579,308,48
Benton-Precinct 88,4,241,9,1,8,35,1,515,67,0,0,39,0,0,3,27,0,98,0,0,2,0,31,1,121,0,115,814,398,106
Benton-Precinct 89,2,207,9,1,13,24,1,335,44,0,0,38,0,0,3,14,0,51,2,0,4,0,13,3,63,0,74,592,227,82
Benton-Precinct 9,8,355,9,0,67,47,6,787,84,0,1,101,0,2,2,50,0,239,0,0,6,0,27,4,262,1,145,1279,736,188
Benton-Precinct 90,3,249,11,4,14,41,3,304,40,0,0,62,1,0,0,14,0,46,0,0,0,0,7,1,50,0,78,629,196,103
Benton-Precinct 91,1,135,2,2,7,24,4,443,31,0,1,14,0,0,2,19,1,81,0,0,1,0,7,0,76,0,107,618,294,46
Benton-Precinct 92,0,473,10,0,13,48,3,337,37,3,0,85,0,0,1,11,0,71,0,0,4,0,6,3,60,0,54,884,210,125
Benton-Precinct 93,0,214,8,1,11,26,2,449,43,0,0,27,0,0,4,28,1,106,1,0,0,1,21,1,83,1,111,711,358,70
Benton-Precinct 94,3,225,9,2,26,35,3,377,39,0,1,28,0,0,0,19,0,45,1,0,2,0,9,3,73,0,77,680,229,68
Boone-DISTRICT 1.2,0,8,0,1,0,3,0,37,67,1,1,54,0,1,2,36,2,92,2,0,9,1,24,5,99,0,168,49,440,124
"Boone-DISTRICT 10.1, 10.2, 10.7,10.8",8,115,11,5,12,17,9,757,35,0,1,21,1,0,3,28,0,77,2,0,5,0,7,1,52,1,151,934,327,58
"Boone-DISTRICT 10.3, 10.4,10.5,10.6",3,83,6,2,3,9,4,473,27,0,1,12,0,0,1,14,1,69,0,0,3,1,4,0,46,0,112,583,251,40
Boone-DISTRICT 11.1,0,21,3,0,1,1,2,93,41,0,0,42,1,0,1,25,2,103,0,0,5,1,20,1,47,1,175,121,381,84
Boone-DISTRICT 12,3,88,2,1,1,5,2,249,22,0,0,12,0,1,0,12,0,23,1,0,2,0,6,0,25,0,60,351,129,35
Boone-DISTRICT 2.1,10,419,13,9,19,38,9,1205,109,0,4,52,0,1,7,49,1,149,2,0,11,0,48,3,172,1,281,1722,724,166
Boone-DISTRICT 2.2,1,5,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,9,41,17,0
"Boone-DISTRICT 3.1, 3.3",13,218,19,4,16,48,5,698,38,1,0,47,0,1,5,27,2,77,1,0,9,0,15,2,61,0,139,1021,338,87
Boone-DISTRICT 3.2,0,15,2,0,0,0,0,18,5,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,7,0,3,35,16,7
Boone-DISTRICT 4.1,6,280,9,5,23,37,6,1001,50,0,0,47,1,2,5,27,2,147,0,1,11,0,29,1,131,1,211,1367,566,100
"Boone-DISTRICT 5.1 - 5.5,5.7,5.8 5.9",12,240,5,6,15,33,8,1078,63,0,0,23,0,0,1,62,0,161,1,0,7,0,24,1,114,1,217,1397,589,86
Boone-DISTRICT 5.6,0,25,1,0,0,3,0,111,4,0,0,1,0,0,0,6,1,16,0,0,0,0,1,0,12,0,17,140,53,5
"Boone-DISTRICT 6.2, 6.5,6.8",1,47,2,1,5,1,1,355,14,0,0,17,1,0,3,17,0,60,0,0,4,0,5,0,35,0,107,413,231,32
"Boone-DISTRICT 6.3, 6.4,6.6,6.7",2,120,2,3,11,18,2,772,20,1,0,24,2,0,2,23,0,98,0,0,9,0,10,3,68,1,172,930,386,47
"Boone-DISTRICT 7.1, 7.3,7.5 - 7.8",9,208,7,4,15,32,6,1038,75,0,0,29,1,1,0,46,2,168,1,0,5,0,14,2,97,2,191,1319,528,106
Boone-DISTRICT 8,10,347,17,2,20,37,10,1336,99,0,1,45,1,1,2,57,1,189,1,1,9,0,39,1,136,3,295,1779,734,147
Boone-DISTRICT 9,8,265,14,3,20,39,8,1092,52,0,0,41,0,1,4,50,2,151,1,0,16,1,21,0,109,1,274,1449,630,94
Bradley-Banks City,0,14,0,0,0,1,0,36,7,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,22,51,29,7
Bradley-Banks Rural,0,49,1,0,1,4,1,95,18,0,0,6,0,0,0,1,0,18,1,0,2,0,1,0,9,0,34,151,66,24
Bradley-Eagle Lake,0,14,0,0,0,0,0,52,8,0,1,1,0,0,0,3,0,15,0,0,0,0,0,0,4,0,11,66,33,10
Bradley-Hermitage City,1,51,0,0,2,1,2,57,24,0,0,5,0,0,0,2,0,18,0,0,0,1,0,0,12,0,13,114,46,29
Bradley-Hermitage Rural,1,28,1,0,2,3,1,173,15,0,0,4,0,0,0,10,0,32,0,0,4,0,2,1,30,0,65,209,144,19
Bradley-Jersey,1,40,0,1,1,1,0,61,25,0,0,3,0,1,0,0,0,5,0,0,0,1,3,0,4,0,22,105,35,29
Bradley-Johnsville,0,43,0,0,1,3,1,82,19,0,0,2,2,0,0,5,0,8,1,0,1,0,0,0,17,0,30,130,62,23
Bradley-Marion,0,6,1,0,0,0,0,47,2,0,0,0,0,0,2,5,0,4,0,0,1,0,1,0,8,0,19,54,40,2
Bradley-North,0,82,1,3,5,15,4,562,40,1,0,17,1,0,5,16,0,102,0,1,9,0,10,0,95,0,201,672,439,59
Bradley-South,0,43,0,1,2,8,0,258,18,0,0,4,0,1,1,11,0,49,0,0,4,0,4,0,41,0,93,312,203,23
Bradley-Springhill,0,11,0,0,1,1,0,109,10,0,0,0,0,0,0,1,0,26,0,0,3,0,0,1,16,0,36,122,83,10
Bradley-Ward 1,2,369,3,2,10,8,3,111,170,0,0,25,2,2,2,2,0,29,0,0,1,0,0,0,16,1,50,508,101,199
Bradley-Ward 2,3,239,3,2,7,14,6,297,84,0,2,15,0,0,5,28,1,51,0,1,14,0,12,1,74,0,89,571,276,101
Bradley-Ward 3,7,328,6,3,3,14,3,224,155,0,0,24,0,1,4,11,0,34,0,0,3,1,12,0,35,1,87,588,188,180
