precinct_code,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Highlands-120556,406.0,3.0,0.0,18.0,5.0,979.0,112.0,7.0,49.0,14.0,3.0,1.0,98.0,0.0,0.0,0.0,2.0,45.0,2.0,114.0,0.0,290.0,1411.0,569.0,168.0
Highlands-120557,398.0,1.0,1.0,20.0,5.0,312.0,71.0,4.0,35.0,6.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,5.0,0.0,27.0,0.0,62.0,737.0,128.0,110.0
Highlands-120558,403.0,1.0,0.0,28.0,16.0,614.0,71.0,4.0,75.0,6.0,3.0,0.0,54.0,0.0,0.0,1.0,1.0,11.0,1.0,70.0,0.0,134.0,1062.0,281.0,150.0
Highlands-120559,165.0,0.0,0.0,0.0,1.0,6.0,38.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,1.0,43.0
Hillsborough-12057101,1350.0,9.0,4.0,123.0,16.0,1321.0,288.0,9.0,171.0,6.0,8.0,1.0,115.0,0.0,1.0,0.0,0.0,42.0,3.0,140.0,0.0,196.0,2823.0,512.0,468.0
Hillsborough-12057103,1403.0,5.0,4.0,102.0,21.0,1457.0,275.0,10.0,186.0,17.0,4.0,1.0,95.0,1.0,0.0,0.0,2.0,43.0,2.0,153.0,0.0,319.0,2992.0,637.0,471.0
Hillsborough-12057105,1678.0,12.0,7.0,102.0,37.0,1161.0,349.0,13.0,220.0,17.0,6.0,6.0,89.0,1.0,1.0,0.0,1.0,30.0,5.0,129.0,0.0,207.0,2997.0,492.0,582.0
Hillsborough-12057107,1677.0,9.0,6.0,136.0,37.0,1595.0,380.0,12.0,246.0,17.0,12.0,2.0,143.0,2.0,0.0,0.0,2.0,54.0,1.0,196.0,1.0,274.0,3460.0,704.0,638.0
Hillsborough-12057108,808.0,3.0,4.0,80.0,16.0,856.0,175.0,5.0,136.0,9.0,4.0,0.0,77.0,1.0,0.0,0.0,1.0,60.0,0.0,147.0,0.0,181.0,1767.0,480.0,316.0
Hillsborough-12057109,799.0,1.0,3.0,65.0,7.0,892.0,196.0,6.0,136.0,14.0,0.0,1.0,65.0,1.0,1.0,1.0,0.0,61.0,0.0,175.0,0.0,189.0,1767.0,508.0,338.0
Hillsborough-12057111,755.0,5.0,3.0,76.0,11.0,799.0,193.0,10.0,128.0,14.0,2.0,0.0,66.0,1.0,0.0,0.0,0.0,58.0,1.0,172.0,0.0,193.0,1649.0,507.0,331.0
Hillsborough-12057112,853.0,1.0,2.0,64.0,9.0,925.0,213.0,4.0,106.0,14.0,4.0,0.0,88.0,0.0,0.0,0.0,0.0,84.0,2.0,231.0,0.0,190.0,1854.0,613.0,323.0
Hillsborough-12057113,1028.0,9.0,2.0,83.0,21.0,978.0,265.0,16.0,200.0,9.0,5.0,0.0,104.0,0.0,0.0,0.0,0.0,31.0,0.0,113.0,0.0,177.0,2121.0,439.0,481.0
Hillsborough-12057115,773.0,0.0,2.0,71.0,16.0,700.0,171.0,14.0,130.0,11.0,4.0,0.0,38.0,1.0,0.0,0.0,0.0,30.0,1.0,95.0,0.0,136.0,1562.0,316.0,315.0
Hillsborough-12057116,541.0,1.0,3.0,44.0,8.0,600.0,124.0,11.0,104.0,7.0,5.0,1.0,59.0,1.0,0.0,0.0,0.0,27.0,0.0,78.0,0.0,134.0,1197.0,312.0,239.0
Hillsborough-12057117,936.0,1.0,4.0,95.0,9.0,1442.0,243.0,25.0,177.0,14.0,8.0,3.0,126.0,1.0,0.0,0.0,0.0,112.0,1.0,272.0,0.0,320.0,2487.0,857.0,445.0
Hillsborough-12057119,1132.0,5.0,2.0,73.0,15.0,1349.0,261.0,16.0,183.0,25.0,3.0,0.0,148.0,0.0,0.0,1.0,0.0,89.0,1.0,277.0,0.0,300.0,2576.0,844.0,460.0
Hillsborough-12057121,1241.0,5.0,1.0,98.0,24.0,1102.0,292.0,7.0,193.0,18.0,4.0,0.0,110.0,2.0,0.0,0.0,1.0,85.0,1.0,246.0,1.0,226.0,2471.0,694.0,492.0
Hillsborough-12057123,1328.0,3.0,4.0,74.0,18.0,1167.0,406.0,14.0,172.0,36.0,5.0,0.0,87.0,0.0,0.0,0.0,1.0,89.0,1.0,246.0,2.0,283.0,2594.0,750.0,592.0
Hillsborough-12057125,426.0,0.0,1.0,40.0,3.0,556.0,136.0,9.0,68.0,12.0,2.0,0.0,54.0,2.0,0.0,0.0,0.0,65.0,0.0,137.0,0.0,107.0,1026.0,379.0,213.0
Hillsborough-12057127,1238.0,1.0,3.0,77.0,22.0,1245.0,354.0,10.0,196.0,12.0,10.0,0.0,102.0,0.0,0.0,0.0,0.0,114.0,1.0,220.0,0.0,296.0,2586.0,755.0,560.0
Hillsborough-12057129,1115.0,2.0,0.0,69.0,11.0,891.0,296.0,4.0,162.0,9.0,3.0,1.0,70.0,0.0,0.0,0.0,0.0,88.0,3.0,212.0,0.0,218.0,2088.0,604.0,462.0
Hillsborough-12057131,1284.0,2.0,0.0,101.0,11.0,1204.0,270.0,12.0,138.0,21.0,7.0,2.0,90.0,3.0,0.0,0.0,0.0,117.0,1.0,301.0,0.0,230.0,2602.0,772.0,420.0
Hillsborough-12057133,486.0,3.0,1.0,40.0,4.0,832.0,126.0,10.0,81.0,20.0,2.0,0.0,78.0,0.0,1.0,0.0,0.0,91.0,0.0,224.0,0.0,192.0,1366.0,608.0,217.0
Hillsborough-12057135,1237.0,5.0,2.0,112.0,16.0,1388.0,319.0,16.0,173.0,25.0,6.0,0.0,124.0,0.0,0.0,0.0,0.0,115.0,1.0,325.0,0.0,333.0,2760.0,929.0,508.0
Hillsborough-12057137,950.0,2.0,1.0,88.0,14.0,1106.0,260.0,19.0,162.0,20.0,8.0,1.0,115.0,0.0,0.0,1.0,0.0,90.0,3.0,281.0,1.0,236.0,2161.0,756.0,441.0
Hillsborough-12057139,926.0,3.0,2.0,71.0,8.0,1327.0,237.0,12.0,122.0,27.0,6.0,0.0,107.0,0.0,0.0,0.0,0.0,110.0,1.0,279.0,0.0,303.0,2337.0,833.0,371.0
Hillsborough-12057141,536.0,0.0,1.0,35.0,9.0,438.0,138.0,6.0,74.0,6.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,22.0,0.0,94.0,1.0,90.0,1019.0,253.0,218.0
Hillsborough-12057145,476.0,2.0,1.0,36.0,5.0,416.0,109.0,4.0,41.0,1.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,26.0,1.0,69.0,0.0,54.0,936.0,173.0,154.0
Hillsborough-12057149,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,21.0,0.0,42.0,42.0
Hillsborough-12057151,623.0,0.0,0.0,50.0,9.0,458.0,81.0,3.0,60.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,24.0,0.0,73.0,0.0,56.0,1140.0,176.0,144.0
Hillsborough-12057153,268.0,0.0,0.0,27.0,3.0,156.0,48.0,1.0,50.0,5.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,38.0,0.0,32.0,454.0,107.0,99.0
Hillsborough-12057157,336.0,1.0,1.0,23.0,2.0,290.0,51.0,1.0,34.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,58.0,0.0,59.0,653.0,154.0,86.0
Hillsborough-12057159,1154.0,1.0,0.0,69.0,11.0,1167.0,240.0,7.0,120.0,24.0,4.0,0.0,53.0,0.0,0.0,0.0,0.0,68.0,1.0,209.0,0.0,283.0,2402.0,642.0,367.0
Hillsborough-12057160,1308.0,0.0,2.0,98.0,13.0,910.0,217.0,3.0,153.0,10.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,56.0,1.0,93.0,0.0,192.0,2331.0,384.0,373.0
Hillsborough-12057163,334.0,1.0,0.0,10.0,6.0,107.0,124.0,1.0,35.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,0.0,23.0,458.0,58.0,160.0
Hillsborough-12057165,662.0,1.0,4.0,39.0,7.0,436.0,79.0,7.0,79.0,6.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,38.0,0.0,46.0,1149.0,126.0,165.0
Hillsborough-12057169,1293.0,3.0,2.0,34.0,24.0,286.0,388.0,1.0,112.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,8.0,2.0,25.0,0.0,36.0,1642.0,84.0,501.0
Hillsborough-12057175,1182.0,2.0,1.0,36.0,13.0,667.0,330.0,11.0,144.0,5.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,13.0,0.0,87.0,0.0,114.0,1901.0,271.0,485.0
Hillsborough-12057179,684.0,2.0,4.0,34.0,15.0,524.0,175.0,8.0,129.0,6.0,2.0,0.0,47.0,1.0,0.0,0.0,1.0,16.0,0.0,66.0,0.0,104.0,1263.0,243.0,312.0
Hillsborough-12057203,1424.0,3.0,5.0,28.0,9.0,478.0,374.0,0.0,130.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,0.0,62.0,1947.0,122.0,504.0
Hillsborough-12057205,1668.0,5.0,5.0,41.0,26.0,706.0,433.0,8.0,180.0,18.0,7.0,1.0,44.0,0.0,0.0,0.0,0.0,7.0,1.0,140.0,1.0,80.0,2451.0,299.0,621.0
Hillsborough-12057207,1049.0,1.0,2.0,13.0,8.0,83.0,316.0,2.0,69.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,15.0,1156.0,33.0,387.0
Hillsborough-12057209,929.0,1.0,3.0,29.0,9.0,169.0,247.0,0.0,110.0,0.0,2.0,0.0,14.0,1.0,0.0,1.0,0.0,5.0,1.0,31.0,0.0,38.0,1140.0,93.0,357.0
Hillsborough-12057213,1095.0,6.0,2.0,42.0,20.0,170.0,221.0,1.0,126.0,3.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,5.0,0.0,20.0,0.0,24.0,1335.0,74.0,348.0
Hillsborough-12057217,1276.0,5.0,1.0,55.0,27.0,672.0,341.0,10.0,275.0,4.0,3.0,0.0,68.0,0.0,0.0,1.0,0.0,21.0,3.0,122.0,0.0,99.0,2036.0,321.0,626.0
Hillsborough-12057218,360.0,0.0,1.0,10.0,6.0,201.0,112.0,5.0,33.0,10.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,39.0,0.0,39.0,578.0,105.0,150.0
Hillsborough-12057219,1310.0,2.0,0.0,44.0,15.0,740.0,369.0,13.0,135.0,19.0,0.0,1.0,33.0,1.0,0.0,0.0,0.0,7.0,0.0,170.0,0.0,101.0,2111.0,332.0,517.0
Hillsborough-12057221,241.0,1.0,2.0,10.0,4.0,118.0,39.0,1.0,24.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,18.0,376.0,40.0,64.0
Hillsborough-12057223,1298.0,3.0,3.0,38.0,7.0,474.0,271.0,9.0,104.0,4.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,5.0,1.0,86.0,0.0,49.0,1823.0,180.0,384.0
Hillsborough-12057225,439.0,1.0,0.0,29.0,2.0,371.0,64.0,0.0,49.0,1.0,0.0,1.0,22.0,1.0,0.0,1.0,0.0,8.0,0.0,49.0,0.0,55.0,842.0,138.0,113.0
Hillsborough-12057226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0
Hillsborough-12057227,1257.0,2.0,5.0,38.0,19.0,741.0,367.0,21.0,212.0,13.0,7.0,1.0,44.0,0.0,0.0,1.0,0.0,16.0,1.0,138.0,0.0,125.0,2062.0,346.0,600.0
Hillsborough-12057231,1420.0,6.0,5.0,86.0,48.0,550.0,332.0,7.0,378.0,8.0,2.0,0.0,67.0,0.0,0.0,0.0,0.0,31.0,3.0,90.0,0.0,105.0,2115.0,306.0,717.0
Hillsborough-12057233,1067.0,0.0,2.0,48.0,34.0,396.0,139.0,4.0,190.0,5.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,13.0,3.0,48.0,0.0,67.0,1547.0,160.0,333.0
Hillsborough-12057237,1114.0,9.0,2.0,80.0,28.0,601.0,261.0,6.0,291.0,2.0,3.0,0.0,54.0,0.0,0.0,0.0,1.0,25.0,5.0,69.0,0.0,102.0,1834.0,261.0,558.0
Hillsborough-12057239,1007.0,8.0,9.0,33.0,9.0,568.0,194.0,5.0,119.0,14.0,1.0,0.0,40.0,2.0,0.0,0.0,1.0,14.0,0.0,72.0,0.0,109.0,1634.0,253.0,318.0
Hillsborough-12057240,1275.0,5.0,7.0,59.0,24.0,827.0,310.0,15.0,188.0,11.0,4.0,0.0,64.0,0.0,0.0,0.0,1.0,17.0,2.0,86.0,0.0,136.0,2197.0,321.0,513.0
Hillsborough-12057241,213.0,0.0,0.0,1.0,3.0,26.0,111.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,243.0,14.0,126.0
Hillsborough-12057243,1230.0,9.0,7.0,48.0,19.0,531.0,216.0,10.0,176.0,10.0,1.0,0.0,33.0,0.0,0.0,1.0,0.0,4.0,0.0,46.0,0.0,74.0,1844.0,169.0,402.0
Hillsborough-12057245,750.0,5.0,2.0,28.0,20.0,532.0,177.0,5.0,124.0,5.0,4.0,1.0,46.0,0.0,0.0,0.0,0.0,16.0,1.0,57.0,0.0,102.0,1337.0,232.0,306.0
Hillsborough-12057247,326.0,3.0,1.0,9.0,5.0,118.0,66.0,4.0,33.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,462.0,36.0,103.0
Hillsborough-12057248,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Hillsborough-12057249,1006.0,10.0,3.0,63.0,26.0,1022.0,264.0,21.0,218.0,7.0,11.0,2.0,136.0,2.0,0.0,2.0,0.0,31.0,0.0,120.0,0.0,198.0,2130.0,509.0,503.0
Hillsborough-12057250,27.0,0.0,0.0,2.0,0.0,30.0,5.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,59.0,8.0,11.0
Hillsborough-12057301,411.0,2.0,2.0,13.0,10.0,162.0,98.0,7.0,58.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,32.0,600.0,78.0,163.0
Hillsborough-12057303,606.0,1.0,1.0,1.0,3.0,56.0,164.0,0.0,31.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,668.0,26.0,195.0
Hillsborough-12057305,2325.0,3.0,6.0,49.0,31.0,252.0,629.0,4.0,194.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,1.0,31.0,0.0,45.0,2666.0,106.0,827.0
Hillsborough-12057307,1340.0,1.0,3.0,11.0,9.0,208.0,406.0,7.0,74.0,4.0,2.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,28.0,1572.0,68.0,487.0
Hillsborough-12057309,1806.0,4.0,1.0,10.0,16.0,48.0,598.0,3.0,90.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1885.0,17.0,691.0
Hillsborough-12057317,1250.0,1.0,2.0,24.0,20.0,208.0,350.0,1.0,125.0,5.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,16.0,1505.0,67.0,476.0
Hillsborough-12057318,788.0,1.0,1.0,30.0,12.0,224.0,205.0,5.0,135.0,1.0,5.0,0.0,23.0,0.0,0.0,0.0,2.0,8.0,0.0,27.0,0.0,26.0,1056.0,92.0,345.0
Hillsborough-12057319,1086.0,2.0,0.0,41.0,19.0,279.0,234.0,1.0,139.0,5.0,0.0,0.0,12.0,1.0,0.0,1.0,1.0,10.0,1.0,27.0,0.0,43.0,1427.0,101.0,374.0
Hillsborough-12057321,2021.0,1.0,3.0,12.0,21.0,110.0,587.0,3.0,109.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,2168.0,22.0,699.0
Hillsborough-12057325,2096.0,1.0,2.0,8.0,13.0,68.0,694.0,9.0,81.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,7.0,2188.0,25.0,784.0
Hillsborough-12057327,2043.0,3.0,2.0,15.0,20.0,128.0,596.0,6.0,96.0,4.0,6.0,1.0,9.0,1.0,0.0,0.0,1.0,4.0,0.0,12.0,1.0,19.0,2211.0,58.0,698.0
Hillsborough-12057329,2148.0,5.0,2.0,28.0,24.0,221.0,761.0,9.0,178.0,5.0,4.0,0.0,20.0,0.0,0.0,1.0,0.0,12.0,0.0,27.0,0.0,29.0,2428.0,98.0,948.0
Hillsborough-12057333,642.0,3.0,3.0,46.0,16.0,297.0,174.0,5.0,137.0,3.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,8.0,1.0,28.0,0.0,57.0,1007.0,123.0,316.0
Hillsborough-12057335,658.0,2.0,3.0,34.0,25.0,287.0,222.0,5.0,199.0,5.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,9.0,2.0,47.0,0.0,72.0,1009.0,170.0,426.0
Hillsborough-12057338,909.0,0.0,2.0,8.0,7.0,155.0,182.0,3.0,52.0,6.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,17.0,1081.0,50.0,237.0
Hillsborough-12057339,724.0,2.0,2.0,12.0,8.0,202.0,185.0,5.0,76.0,3.0,2.0,0.0,17.0,0.0,0.0,0.0,1.0,4.0,0.0,22.0,0.0,41.0,950.0,90.0,266.0
Hillsborough-12057341,1985.0,5.0,3.0,50.0,31.0,459.0,502.0,3.0,161.0,5.0,3.0,0.0,36.0,0.0,0.0,0.0,1.0,4.0,1.0,40.0,0.0,89.0,2533.0,179.0,666.0
Hillsborough-12057342,1476.0,5.0,5.0,41.0,19.0,406.0,359.0,10.0,137.0,8.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,1.0,75.0,1952.0,194.0,506.0
Hillsborough-12057343,821.0,3.0,1.0,27.0,19.0,334.0,156.0,1.0,107.0,1.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,50.0,1205.0,95.0,264.0
Hillsborough-12057344,1379.0,3.0,1.0,25.0,13.0,183.0,290.0,5.0,117.0,7.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,19.0,0.0,31.0,1604.0,78.0,412.0
Hillsborough-12057345,1346.0,10.0,3.0,24.0,14.0,464.0,264.0,10.0,138.0,7.0,5.0,1.0,56.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0,0.0,79.0,1861.0,189.0,412.0
Hillsborough-12057346,33.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,1.0
Hillsborough-12057347,1714.0,6.0,4.0,28.0,14.0,337.0,408.0,10.0,124.0,7.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0,58.0,2103.0,137.0,542.0
Hillsborough-12057353,862.0,2.0,2.0,48.0,16.0,265.0,15.0,0.0,76.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,4.0,1195.0,33.0,91.0
Hillsborough-12057355,142.0,0.0,0.0,6.0,2.0,140.0,16.0,0.0,18.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,290.0,26.0,34.0
Hillsborough-12057356,210.0,0.0,0.0,18.0,2.0,62.0,16.0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,292.0,18.0,51.0
Hillsborough-12057357,759.0,3.0,1.0,39.0,16.0,635.0,121.0,2.0,104.0,6.0,1.0,0.0,72.0,0.0,0.0,0.0,0.0,50.0,0.0,123.0,0.0,171.0,1453.0,423.0,227.0
Hillsborough-12057358,746.0,1.0,1.0,36.0,14.0,589.0,178.0,3.0,123.0,8.0,4.0,0.0,61.0,0.0,1.0,0.0,0.0,29.0,2.0,101.0,0.0,141.0,1387.0,347.0,304.0
Hillsborough-12057359,2573.0,7.0,9.0,127.0,43.0,1550.0,411.0,4.0,342.0,21.0,9.0,0.0,102.0,0.0,0.0,0.0,0.0,106.0,1.0,274.0,2.0,357.0,4309.0,872.0,757.0
Hillsborough-12057361,1245.0,0.0,2.0,67.0,10.0,1218.0,296.0,7.0,140.0,17.0,5.0,1.0,104.0,0.0,0.0,1.0,0.0,102.0,2.0,241.0,0.0,291.0,2542.0,764.0,443.0
Hillsborough-12057362,1827.0,2.0,3.0,60.0,25.0,1384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301.0,0.0,0.0
Hillsborough-12057363,2376.0,4.0,4.0,82.0,26.0,1141.0,722.0,14.0,412.0,16.0,18.0,0.0,181.0,3.0,1.0,0.0,0.0,95.0,0.0,370.0,0.0,518.0,3633.0,1202.0,1148.0
Hillsborough-12057367,3583.0,8.0,5.0,146.0,42.0,2289.0,620.0,7.0,419.0,22.0,11.0,1.0,194.0,1.0,0.0,0.0,2.0,76.0,2.0,360.0,0.0,447.0,6073.0,1116.0,1046.0
Hillsborough-12057401,1219.0,4.0,2.0,78.0,21.0,1282.0,253.0,8.0,182.0,8.0,4.0,0.0,110.0,1.0,0.0,0.0,0.0,58.0,2.0,164.0,0.0,292.0,2606.0,639.0,443.0
Hillsborough-12057403,1272.0,1.0,4.0,70.0,21.0,663.0,218.0,4.0,141.0,4.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,8.0,1.0,86.0,1.0,112.0,2031.0,260.0,363.0
Hillsborough-12057404,344.0,1.0,0.0,21.0,9.0,498.0,75.0,4.0,43.0,8.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,18.0,1.0,76.0,1.0,115.0,873.0,266.0,122.0
Hillsborough-12057405,846.0,1.0,2.0,40.0,22.0,396.0,127.0,3.0,87.0,5.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,3.0,2.0,40.0,0.0,40.0,1307.0,124.0,217.0
Hillsborough-12057407,1343.0,9.0,5.0,46.0,13.0,697.0,226.0,6.0,106.0,8.0,2.0,0.0,63.0,0.0,0.0,0.0,0.0,2.0,1.0,128.0,1.0,89.0,2113.0,294.0,338.0
Hillsborough-12057410,875.0,4.0,2.0,33.0,15.0,392.0,155.0,2.0,64.0,3.0,2.0,2.0,30.0,1.0,0.0,0.0,1.0,10.0,1.0,47.0,0.0,56.0,1321.0,153.0,221.0
Hillsborough-12057411,1119.0,3.0,4.0,67.0,15.0,692.0,236.0,13.0,124.0,7.0,6.0,1.0,67.0,1.0,0.0,1.0,0.0,14.0,0.0,117.0,0.0,131.0,1900.0,345.0,373.0
Hillsborough-12057412,1162.0,1.0,2.0,77.0,27.0,1216.0,209.0,5.0,132.0,8.0,5.0,0.0,82.0,0.0,0.0,0.0,0.0,37.0,1.0,166.0,0.0,309.0,2485.0,608.0,346.0
Hillsborough-12057413,480.0,1.0,1.0,32.0,12.0,426.0,112.0,8.0,82.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,11.0,0.0,62.0,0.0,97.0,952.0,204.0,202.0
Hillsborough-12057414,1825.0,4.0,8.0,55.0,22.0,602.0,350.0,4.0,135.0,8.0,3.0,1.0,57.0,0.0,0.0,0.0,0.0,7.0,1.0,71.0,0.0,94.0,2516.0,242.0,489.0
Hillsborough-12057415,1412.0,8.0,6.0,54.0,29.0,1002.0,281.0,17.0,147.0,11.0,8.0,1.0,96.0,0.0,0.0,0.0,0.0,31.0,0.0,151.0,0.0,199.0,2511.0,497.0,445.0
Hillsborough-12057421,1079.0,5.0,7.0,51.0,19.0,818.0,239.0,9.0,145.0,10.0,8.0,0.0,75.0,0.0,0.0,0.0,1.0,25.0,1.0,124.0,1.0,139.0,1979.0,384.0,393.0
