precinct_code,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Miami-Dade-12086321 PCT 321 0191,1353.0,2.0,13.0,28.0,15.0,1041.0,233.0,5.0,39.0,16.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,425.0,1.0,86.0,2452.0,571.0,277.0
Miami-Dade-12086322 PCT 322 0192,1018.0,2.0,5.0,18.0,10.0,538.0,150.0,2.0,45.0,10.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,45.0,1591.0,264.0,197.0
Miami-Dade-12086323 PCT 323 0193,716.0,1.0,2.0,15.0,5.0,657.0,125.0,3.0,19.0,14.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,322.0,0.0,59.0,1396.0,420.0,147.0
Miami-Dade-12086324 PCT 324 0194,601.0,1.0,8.0,8.0,3.0,586.0,97.0,1.0,16.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,257.0,0.0,47.0,1207.0,331.0,114.0
Miami-Dade-12086325 PCT 325 0195,312.0,0.0,1.0,8.0,0.0,562.0,31.0,2.0,12.0,5.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,255.0,0.0,74.0,883.0,369.0,45.0
Miami-Dade-12086326 PCT 326 0196,315.0,0.0,0.0,6.0,1.0,509.0,37.0,2.0,10.0,3.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,282.0,0.0,54.0,831.0,360.0,49.0
Miami-Dade-12086327 PCT 327 0197,1022.0,4.0,7.0,27.0,12.0,688.0,143.0,7.0,26.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,228.0,1.0,41.0,1760.0,312.0,176.0
Miami-Dade-12086328 PCT 328 0198,876.0,1.0,2.0,15.0,12.0,1178.0,130.0,2.0,49.0,13.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,2.0,530.0,1.0,112.0,2084.0,702.0,181.0
Miami-Dade-12086329 PCT 329/335/336 0199,11.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0
Miami-Dade-12086330 PCT 330/353 0200,953.0,3.0,5.0,32.0,7.0,996.0,142.0,3.0,54.0,5.0,2.0,0.0,59.0,0.0,0.0,0.0,0.0,11.0,1.0,475.0,1.0,104.0,1996.0,658.0,199.0
Miami-Dade-12086331 PCT 331 0201,908.0,5.0,9.0,24.0,5.0,1251.0,155.0,6.0,30.0,21.0,1.0,0.0,53.0,0.0,0.0,0.0,2.0,2.0,0.0,601.0,1.0,66.0,2202.0,747.0,191.0
Miami-Dade-12086332 PCT 332/334 0202,680.0,0.0,3.0,19.0,4.0,592.0,91.0,2.0,23.0,14.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,263.0,1.0,69.0,1298.0,381.0,116.0
Miami-Dade-12086333 PCT 333 0203,571.0,0.0,0.0,15.0,2.0,607.0,111.0,2.0,21.0,15.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,260.0,0.0,65.0,1195.0,364.0,134.0
Miami-Dade-12086334 PCT 332/334 0202,54.0,1.0,0.0,0.0,0.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,84.0,18.0,13.0
Miami-Dade-12086335 PCT 329/335/336 0199,609.0,4.0,3.0,10.0,4.0,476.0,138.0,3.0,17.0,13.0,2.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,238.0,0.0,31.0,1106.0,305.0,158.0
Miami-Dade-12086336 PCT 329/335/336 0199,252.0,1.0,6.0,9.0,2.0,303.0,36.0,1.0,5.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,125.0,0.0,37.0,573.0,181.0,42.0
Miami-Dade-12086337 PCT 337 0204,974.0,0.0,2.0,28.0,5.0,1081.0,144.0,11.0,47.0,13.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,499.0,1.0,79.0,2090.0,641.0,202.0
Miami-Dade-12086338 PCT 338/378/381 0205,415.0,1.0,3.0,13.0,3.0,491.0,51.0,3.0,14.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,236.0,0.0,56.0,926.0,324.0,68.0
Miami-Dade-12086339 PCT 339 0206,1143.0,2.0,9.0,27.0,16.0,1080.0,182.0,6.0,29.0,15.0,1.0,0.0,35.0,0.0,0.0,0.0,1.0,4.0,1.0,555.0,0.0,104.0,2277.0,716.0,217.0
Miami-Dade-12086340 PCT 340 0207,1625.0,1.0,8.0,36.0,9.0,1138.0,250.0,6.0,49.0,40.0,1.0,2.0,39.0,0.0,0.0,0.0,0.0,5.0,0.0,503.0,0.0,80.0,2817.0,670.0,305.0
Miami-Dade-12086341 PCT 341/345/465 0208,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Miami-Dade-12086342 PCT 342/382 0209,573.0,5.0,5.0,17.0,7.0,623.0,88.0,2.0,38.0,12.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,305.0,0.0,58.0,1230.0,406.0,128.0
Miami-Dade-12086343 PCT 343 0210,1061.0,4.0,8.0,36.0,19.0,877.0,184.0,7.0,87.0,8.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,12.0,0.0,248.0,0.0,131.0,2005.0,444.0,278.0
Miami-Dade-12086344 PCT 344 0211,783.0,1.0,2.0,20.0,7.0,766.0,188.0,8.0,111.0,5.0,4.0,2.0,39.0,0.0,0.0,0.0,0.0,12.0,0.0,218.0,0.0,138.0,1579.0,418.0,307.0
Miami-Dade-12086345 PCT 341/345/465 0208,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Miami-Dade-12086346 PCT 346 0212,693.0,7.0,0.0,38.0,7.0,759.0,139.0,6.0,112.0,4.0,4.0,1.0,43.0,0.0,0.0,0.0,0.0,12.0,0.0,234.0,0.0,144.0,1504.0,442.0,257.0
Miami-Dade-12086347 PCT 347/383/395 0213,575.0,2.0,2.0,16.0,8.0,440.0,117.0,2.0,59.0,4.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,11.0,0.0,133.0,0.0,49.0,1043.0,226.0,178.0
Miami-Dade-12086348 PCT 348/394 0214,226.0,0.0,2.0,16.0,1.0,246.0,31.0,2.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,70.0,0.0,30.0,491.0,109.0,40.0
Miami-Dade-12086349 PCT 349 0215,940.0,5.0,7.0,16.0,15.0,677.0,160.0,0.0,32.0,11.0,2.0,1.0,35.0,1.0,0.0,0.0,1.0,0.0,1.0,254.0,0.0,67.0,1660.0,373.0,192.0
Miami-Dade-12086350 PCT 350 0216,823.0,1.0,0.0,15.0,6.0,354.0,241.0,2.0,55.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,94.0,0.0,22.0,1199.0,144.0,298.0
Miami-Dade-12086351 PCT 351 0217,1795.0,4.0,6.0,29.0,25.0,680.0,371.0,1.0,118.0,8.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,168.0,0.0,46.0,2539.0,263.0,490.0
Miami-Dade-12086352 PCT 352 0218,1023.0,5.0,2.0,46.0,6.0,1607.0,232.0,8.0,62.0,11.0,4.0,1.0,100.0,0.0,0.0,0.0,0.0,25.0,1.0,688.0,0.0,196.0,2689.0,1026.0,302.0
Miami-Dade-12086353 PCT 330/353 0200,824.0,2.0,2.0,31.0,8.0,823.0,96.0,3.0,45.0,5.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,1.0,346.0,0.0,77.0,1690.0,464.0,144.0
Miami-Dade-12086354 PCT 354 0219,291.0,0.0,3.0,9.0,6.0,539.0,43.0,0.0,10.0,6.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,212.0,0.0,53.0,848.0,309.0,53.0
Miami-Dade-12086355 PCT 355 0220,1830.0,3.0,6.0,34.0,16.0,679.0,318.0,1.0,91.0,7.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,2.0,235.0,1.0,53.0,2568.0,334.0,410.0
Miami-Dade-12086356 PCT 356 0221,692.0,8.0,3.0,12.0,7.0,241.0,107.0,1.0,30.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,19.0,963.0,80.0,138.0
Miami-Dade-12086357 PCT 357 0222,501.0,2.0,3.0,14.0,9.0,706.0,76.0,2.0,37.0,6.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,4.0,0.0,231.0,1.0,66.0,1235.0,355.0,115.0
Miami-Dade-12086358 PCT 358 0223,649.0,3.0,5.0,14.0,4.0,533.0,92.0,0.0,27.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,201.0,0.0,54.0,1208.0,276.0,119.0
Miami-Dade-12086359 PCT 359 0224,840.0,1.0,1.0,11.0,3.0,558.0,135.0,2.0,35.0,6.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,184.0,0.0,41.0,1414.0,262.0,172.0
Miami-Dade-12086360 PCT 360 0225,1517.0,5.0,15.0,32.0,9.0,1248.0,215.0,3.0,57.0,24.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,2.0,450.0,0.0,78.0,2826.0,596.0,275.0
Miami-Dade-12086362 PCT 362 0226,733.0,3.0,0.0,22.0,1.0,687.0,119.0,2.0,20.0,17.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,310.0,0.0,50.0,1446.0,404.0,141.0
Miami-Dade-12086363 PCT 363 0227,1279.0,3.0,12.0,32.0,10.0,833.0,161.0,1.0,52.0,9.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,0.0,59.0,2169.0,408.0,214.0
Miami-Dade-12086364 PCT 364 0228,1382.0,3.0,5.0,29.0,14.0,995.0,243.0,5.0,75.0,6.0,1.0,1.0,48.0,0.0,0.0,0.0,0.0,5.0,2.0,304.0,0.0,93.0,2428.0,460.0,323.0
Miami-Dade-12086365 PCT 365 0229,1479.0,3.0,7.0,27.0,12.0,714.0,284.0,2.0,92.0,7.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,188.0,0.0,69.0,2242.0,286.0,378.0
Miami-Dade-12086366 PCT 366 0230,1331.0,4.0,3.0,36.0,23.0,584.0,135.0,3.0,71.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,170.0,0.0,67.0,1981.0,265.0,209.0
Miami-Dade-12086367 PCT 367/453/463 0231,1092.0,3.0,9.0,42.0,21.0,623.0,131.0,2.0,63.0,5.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,6.0,1.0,226.0,0.0,76.0,1790.0,348.0,196.0
Miami-Dade-12086368 PCT 368 0232,1094.0,1.0,6.0,27.0,14.0,1227.0,147.0,6.0,54.0,16.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,2.0,1.0,474.0,0.0,118.0,2369.0,662.0,207.0
Miami-Dade-12086369 PCT 301/369 0173,21.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,48.0,8.0,2.0
Miami-Dade-12086370 PCT 370 0233,1090.0,1.0,2.0,34.0,10.0,427.0,135.0,1.0,54.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,3.0,1.0,68.0,0.0,44.0,1564.0,140.0,190.0
Miami-Dade-12086371 PCT 371/373/374/445/ 0234,1515.0,5.0,7.0,41.0,11.0,1026.0,168.0,3.0,91.0,9.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,26.0,1.0,333.0,0.0,173.0,2605.0,586.0,262.0
Miami-Dade-12086372 PCT 372 0235,419.0,6.0,1.0,17.0,4.0,426.0,73.0,0.0,13.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,185.0,0.0,34.0,873.0,260.0,86.0
Miami-Dade-12086373 PCT 371/373/374/445/ 0234,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Miami-Dade-12086374 PCT 371/373/374/445/ 0234,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Miami-Dade-12086375 PCT 375 0236,329.0,0.0,2.0,11.0,2.0,388.0,54.0,2.0,12.0,8.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,181.0,0.0,28.0,732.0,234.0,68.0
Miami-Dade-12086376 PCT 376 0237,1147.0,5.0,9.0,42.0,14.0,1487.0,149.0,2.0,53.0,24.0,2.0,0.0,75.0,0.0,0.0,0.0,1.0,14.0,1.0,685.0,1.0,145.0,2704.0,948.0,204.0
Miami-Dade-12086377 PCT 377 0238,926.0,3.0,7.0,21.0,3.0,1084.0,133.0,5.0,33.0,28.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,4.0,1.0,517.0,1.0,102.0,2044.0,703.0,171.0
Miami-Dade-12086378 PCT 338/378/381 0205,304.0,3.0,6.0,13.0,1.0,362.0,48.0,1.0,12.0,7.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,0.0,30.0,689.0,245.0,61.0
Miami-Dade-12086379 PCT 379 0239,791.0,1.0,9.0,25.0,5.0,934.0,123.0,3.0,28.0,12.0,2.0,0.0,43.0,1.0,0.0,0.0,0.0,2.0,0.0,455.0,0.0,74.0,1765.0,589.0,154.0
Miami-Dade-12086381 PCT 338/378/381 0205,526.0,0.0,1.0,16.0,4.0,601.0,79.0,0.0,15.0,15.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,270.0,0.0,54.0,1148.0,373.0,94.0
Miami-Dade-12086382 PCT 342/382 0209,516.0,0.0,3.0,16.0,5.0,587.0,85.0,3.0,26.0,2.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,286.0,0.0,39.0,1127.0,364.0,114.0
Miami-Dade-12086383 PCT 347/383/395 0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086384 PCT 384 0240,954.0,6.0,1.0,24.0,4.0,852.0,159.0,3.0,36.0,14.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,343.0,0.0,74.0,1841.0,470.0,198.0
Miami-Dade-12086385 PCT 385 0241,1200.0,3.0,6.0,29.0,20.0,1496.0,173.0,3.0,66.0,13.0,0.0,0.0,86.0,0.0,0.0,0.0,1.0,6.0,2.0,600.0,0.0,147.0,2754.0,855.0,242.0
Miami-Dade-12086386 PCT 386 0242,823.0,0.0,8.0,25.0,10.0,748.0,103.0,2.0,32.0,15.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,2.0,339.0,1.0,57.0,1614.0,454.0,137.0
Miami-Dade-12086387 PCT 387 0243,769.0,5.0,5.0,16.0,2.0,470.0,122.0,1.0,21.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,0.0,47.0,1267.0,255.0,144.0
Miami-Dade-12086388 PCT 388 0244,1383.0,6.0,7.0,28.0,8.0,1014.0,176.0,3.0,30.0,13.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,3.0,0.0,353.0,0.0,69.0,2446.0,493.0,209.0
Miami-Dade-12086389 PCT 389 0245,1027.0,4.0,1.0,25.0,10.0,1199.0,147.0,4.0,64.0,14.0,2.0,0.0,63.0,0.0,0.0,0.0,0.0,8.0,2.0,427.0,1.0,108.0,2266.0,625.0,215.0
Miami-Dade-12086390 PCT 390 0246,848.0,3.0,3.0,44.0,3.0,1595.0,138.0,2.0,35.0,6.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0,25.0,1.0,607.0,0.0,215.0,2496.0,961.0,175.0
Miami-Dade-12086391 PCT 311/391/392 0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086392 PCT 311/391/392 0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086394 PCT 348/394 0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086395 PCT 347/383/395 0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086396 PCT 396 0247,895.0,1.0,1.0,23.0,15.0,703.0,137.0,2.0,61.0,7.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,4.0,0.0,313.0,1.0,90.0,1638.0,465.0,200.0
Miami-Dade-12086398 PCT 398 0248,398.0,0.0,0.0,13.0,4.0,359.0,42.0,0.0,28.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,117.0,0.0,47.0,774.0,182.0,70.0
Miami-Dade-12086399 PCT 399 0249,374.0,0.0,5.0,14.0,2.0,305.0,36.0,0.0,14.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,133.0,0.0,33.0,700.0,180.0,50.0
Miami-Dade-12086400 PCT 260/275/400 0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami-Dade-12086401 PCT 401 0250,893.0,1.0,4.0,21.0,13.0,453.0,112.0,0.0,35.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,110.0,0.0,29.0,1385.0,159.0,147.0
Miami-Dade-12086402 PCT 402 0251,811.0,3.0,3.0,33.0,5.0,1200.0,82.0,3.0,34.0,6.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,4.0,0.0,509.0,1.0,145.0,2055.0,713.0,119.0
Miami-Dade-12086403 PCT 403/411 0252,682.0,1.0,1.0,9.0,6.0,402.0,118.0,1.0,34.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,1.0,34.0,1101.0,240.0,153.0
Miami-Dade-12086405 PCT 405 0253,671.0,3.0,3.0,18.0,6.0,637.0,138.0,2.0,42.0,15.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,387.0,0.0,73.0,1338.0,504.0,182.0
Miami-Dade-12086406 PCT 406 0254,1160.0,2.0,4.0,31.0,11.0,661.0,173.0,3.0,43.0,8.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,4.0,0.0,283.0,1.0,63.0,1869.0,408.0,219.0
Miami-Dade-12086407 PCT 407 0255,511.0,3.0,4.0,31.0,5.0,644.0,77.0,2.0,32.0,14.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,315.0,0.0,63.0,1198.0,434.0,111.0
Miami-Dade-12086408 PCT 408 0256,943.0,3.0,2.0,17.0,10.0,430.0,117.0,2.0,51.0,3.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,148.0,0.0,40.0,1405.0,222.0,170.0
Miami-Dade-12086409 PCT 409/460/464/487 0257,1023.0,1.0,3.0,42.0,10.0,613.0,95.0,0.0,46.0,19.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,2.0,273.0,1.0,63.0,1692.0,381.0,141.0
Miami-Dade-12086410 PCT 410 0258,917.0,4.0,5.0,29.0,14.0,707.0,149.0,1.0,34.0,23.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,333.0,0.0,74.0,1676.0,461.0,184.0
Miami-Dade-12086411 PCT 403/411 0252,1004.0,3.0,3.0,21.0,8.0,482.0,165.0,3.0,53.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,2.0,1.0,140.0,0.0,45.0,1521.0,225.0,221.0
Miami-Dade-12086412 PCT 412 0259,594.0,4.0,0.0,34.0,10.0,1035.0,76.0,1.0,31.0,11.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,9.0,0.0,470.0,0.0,131.0,1677.0,677.0,108.0
Miami-Dade-12086413 PCT 413/459 0260,802.0,3.0,8.0,38.0,8.0,1519.0,102.0,9.0,43.0,17.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,16.0,1.0,713.0,0.0,174.0,2378.0,998.0,154.0
Miami-Dade-12086414 PCT 414/457 0261,643.0,3.0,3.0,23.0,10.0,801.0,74.0,3.0,31.0,6.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,10.0,0.0,366.0,0.0,88.0,1483.0,517.0,108.0
Miami-Dade-12086415 PCT 415 0262,1274.0,4.0,5.0,35.0,16.0,1061.0,208.0,5.0,67.0,15.0,3.0,0.0,49.0,0.0,0.0,0.0,0.0,10.0,0.0,438.0,0.0,114.0,2395.0,629.0,280.0
Miami-Dade-12086416 PCT 416 0263,757.0,0.0,5.0,25.0,4.0,675.0,111.0,3.0,43.0,9.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,288.0,1.0,69.0,1466.0,393.0,157.0
Miami-Dade-12086417 PCT 417/458 0264,709.0,2.0,2.0,20.0,13.0,837.0,106.0,2.0,56.0,9.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,9.0,0.0,399.0,0.0,103.0,1583.0,565.0,164.0
Miami-Dade-12086418 PCT 418/421 0265,316.0,1.0,5.0,8.0,1.0,349.0,51.0,3.0,27.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,184.0,0.0,46.0,680.0,254.0,81.0
Miami-Dade-12086419 PCT 419 0266,378.0,0.0,3.0,13.0,9.0,632.0,62.0,1.0,26.0,10.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,323.0,0.0,84.0,1035.0,449.0,89.0
Miami-Dade-12086420 PCT 420 0267,665.0,1.0,1.0,25.0,7.0,1019.0,109.0,4.0,49.0,16.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,15.0,0.0,541.0,0.0,92.0,1718.0,719.0,162.0
Miami-Dade-12086421 PCT 418/421 0265,669.0,5.0,2.0,24.0,7.0,972.0,124.0,3.0,42.0,22.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,6.0,0.0,500.0,0.0,119.0,1679.0,712.0,169.0
Miami-Dade-12086422 PCT 422 0268,427.0,0.0,1.0,17.0,3.0,573.0,75.0,1.0,33.0,5.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,5.0,0.0,291.0,0.0,58.0,1021.0,391.0,109.0
Miami-Dade-12086423 PCT 423 0269,622.0,1.0,5.0,23.0,10.0,809.0,104.0,1.0,34.0,13.0,1.0,0.0,50.0,1.0,1.0,0.0,0.0,11.0,0.0,398.0,1.0,52.0,1470.0,528.0,139.0
Miami-Dade-12086424 PCT 424 0270,797.0,2.0,3.0,35.0,18.0,1008.0,101.0,7.0,40.0,12.0,2.0,0.0,52.0,0.0,1.0,0.0,0.0,3.0,0.0,455.0,0.0,83.0,1863.0,608.0,148.0
Miami-Dade-12086425 PCT 425/427 0271,379.0,1.0,1.0,11.0,5.0,387.0,73.0,3.0,25.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,0.0,30.0,784.0,223.0,101.0
Miami-Dade-12086426 PCT 426 0272,1198.0,3.0,7.0,37.0,16.0,1344.0,195.0,7.0,64.0,24.0,2.0,1.0,59.0,0.0,0.0,0.0,0.0,15.0,1.0,685.0,0.0,140.0,2605.0,927.0,266.0
Miami-Dade-12086427 PCT 425/427 0271,425.0,1.0,1.0,5.0,3.0,441.0,64.0,1.0,19.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,186.0,0.0,49.0,876.0,272.0,84.0
Miami-Dade-12086428 PCT 428 0273,622.0,1.0,2.0,25.0,4.0,643.0,110.0,0.0,44.0,8.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,7.0,1.0,307.0,2.0,49.0,1297.0,408.0,154.0
Miami-Dade-12086429 PCT 429 0274,662.0,1.0,1.0,17.0,8.0,699.0,127.0,1.0,66.0,5.0,3.0,0.0,57.0,0.0,0.0,0.0,0.0,19.0,0.0,312.0,0.0,89.0,1388.0,485.0,194.0
Miami-Dade-12086430 PCT 430 0275,787.0,3.0,1.0,30.0,13.0,908.0,131.0,3.0,68.0,10.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,463.0,0.0,96.0,1742.0,608.0,202.0
Miami-Dade-12086431 PCT 431 0276,546.0,2.0,3.0,30.0,10.0,536.0,106.0,1.0,62.0,4.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,243.0,0.0,70.0,1127.0,362.0,169.0
Miami-Dade-12086432 PCT 432 0277,644.0,0.0,4.0,26.0,8.0,653.0,109.0,2.0,59.0,15.0,2.0,0.0,36.0,0.0,0.0,1.0,1.0,3.0,0.0,293.0,0.0,59.0,1335.0,410.0,170.0
Miami-Dade-12086433 PCT 433 0278,604.0,3.0,3.0,23.0,5.0,866.0,94.0,8.0,33.0,7.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,0.0,403.0,0.0,70.0,1504.0,529.0,135.0
Miami-Dade-12086434 PCT 434 0279,627.0,1.0,4.0,23.0,9.0,900.0,129.0,4.0,56.0,3.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,6.0,0.0,329.0,0.0,113.0,1564.0,502.0,189.0
Miami-Dade-12086435 PCT 435 0280,798.0,3.0,6.0,27.0,9.0,862.0,101.0,2.0,41.0,16.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,398.0,0.0,84.0,1705.0,532.0,144.0
Miami-Dade-12086436 PCT 436 0281,752.0,1.0,9.0,25.0,11.0,869.0,118.0,2.0,40.0,9.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,1.0,439.0,0.0,101.0,1667.0,584.0,160.0
