precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
DEKALB7-1 CHURCH OF CHRIST,84,0,25,0,17,0,49,0,0,1,0,9,0,0,27,0,106,203,0,0,1,0,11,2,0,0,0,2,7,515,0,109,209,203,515
DYERA1- BONICORD,39,0,28,2,26,0,70,1,0,0,0,5,0,0,38,0,154,128,1,0,1,0,11,2,0,1,0,1,3,672,0,67,296,128,672
DYERA2- FOWLKES,24,0,18,3,19,0,47,0,0,0,1,8,0,0,34,0,140,99,0,0,0,0,7,1,0,0,0,1,2,532,0,42,252,99,532
DYERC1- TATUMVILLE,8,2,9,0,15,0,46,0,0,0,1,3,0,1,28,0,77,47,0,0,0,0,6,0,0,1,0,0,1,375,0,19,171,47,375
DYERC2- TRIMBLE,21,1,19,1,34,0,94,0,0,0,3,7,0,0,17,0,142,88,0,0,3,0,11,0,0,0,0,1,4,583,0,41,298,88,583
DYERC3- ROELLEN,16,0,6,1,10,0,30,0,0,0,0,0,0,0,16,0,71,47,0,0,0,0,3,0,0,0,0,0,0,260,0,22,128,47,260
DYERD1- MILLSFIELD,46,0,10,4,24,1,131,0,0,0,4,3,0,0,47,1,207,105,0,0,0,0,11,0,0,0,0,0,1,891,0,56,422,105,891
DYERD2- BOGOTA,24,1,21,3,18,0,88,0,0,0,2,9,0,0,47,0,160,106,0,0,1,0,8,0,0,1,0,1,3,650,0,46,327,106,650
DYERE1- FINLEY,35,0,1,2,12,0,43,0,1,0,0,5,0,2,39,0,115,108,0,0,0,0,8,0,0,0,0,0,3,552,0,36,219,108,552
DYERE2- LENOX,10,0,16,0,31,0,97,0,0,0,1,4,0,0,45,0,145,59,0,0,0,0,9,0,0,0,0,3,1,687,0,26,323,59,687
DYERI1- COMMUNITY CENTER,54,1,18,3,17,1,46,1,0,0,2,7,0,0,40,0,130,185,0,0,0,0,14,0,0,0,0,1,1,461,0,73,247,185,461
DYERI2- HURRICANE HILL,21,0,16,3,11,0,66,1,0,0,1,8,0,1,25,0,140,77,0,0,1,0,8,0,0,1,0,1,0,520,0,37,256,77,520
FAYETTEBRADEN,156,0,22,1,15,0,76,0,0,0,2,2,0,0,20,0,111,477,1,0,2,0,7,3,0,0,0,1,1,381,0,178,227,477,381
FAYETTEELBA,107,0,18,2,28,0,201,0,0,0,2,17,1,3,55,0,225,324,0,0,0,0,18,1,0,3,0,3,3,924,0,125,534,324,924
FAYETTEFAYETTE CORNER,95,0,8,1,13,0,100,0,0,0,1,6,0,1,32,0,127,248,0,0,0,0,8,0,0,0,0,1,2,528,0,103,281,248,528
FAYETTEGALLAWAY,92,1,18,3,31,0,133,0,0,1,0,7,0,0,51,0,126,316,0,0,2,0,11,2,0,1,0,2,4,674,0,111,352,316,674
FAYETTEGARNETT,67,0,12,0,15,0,76,0,0,0,0,12,0,0,30,0,98,197,0,0,1,0,7,0,0,1,0,1,3,420,0,79,231,197,420
FAYETTEHICKORY WITHE,142,1,52,5,70,1,443,0,1,0,0,34,0,1,184,0,460,481,1,0,3,0,53,1,0,6,0,3,11,1898,0,195,1199,481,1898
FAYETTELAGRANGE,65,0,13,0,3,1,50,0,0,1,0,12,0,0,27,0,49,158,0,0,0,0,3,0,0,0,0,0,2,221,0,78,143,158,221
FAYETTEMACON,170,0,43,5,58,0,301,1,0,0,3,20,0,1,129,1,303,445,0,0,4,0,29,0,0,4,0,4,4,1491,0,213,822,445,1491
FAYETTEMOSCOW,183,1,13,1,7,1,77,0,0,0,2,4,0,0,21,0,91,502,0,0,0,0,7,1,0,0,0,2,4,378,0,197,204,502,378
FAYETTEOAKLAND,244,0,71,6,87,0,469,0,0,2,7,23,0,4,184,0,506,861,2,0,4,0,60,3,0,3,0,11,11,2624,0,315,1288,861,2624
FAYETTEPARKS,92,1,18,8,12,0,96,0,1,0,2,6,0,1,33,0,135,242,0,0,1,0,4,0,0,0,0,0,2,599,0,111,294,242,599
FAYETTEPIPERTON,79,2,20,0,28,0,148,0,0,0,0,18,0,2,153,0,164,244,1,0,1,0,11,1,0,0,0,6,5,844,0,101,513,244,844
FAYETTEROSSVILLE,192,1,15,2,33,1,126,0,0,0,0,21,0,0,69,0,191,486,2,0,0,0,19,1,0,0,0,0,6,835,0,208,443,486,835
FAYETTESOMERVILLE CITY,266,1,31,7,19,0,157,1,1,1,5,21,1,1,105,0,204,757,1,0,1,0,16,3,0,2,0,3,4,898,0,298,523,757,898
FAYETTEWILLISTON,53,0,9,1,11,0,67,0,0,0,2,7,0,1,28,0,91,136,1,0,0,0,8,0,0,6,0,0,0,340,0,62,208,136,340
FENTRESSALLARDT,35,0,16,3,21,0,102,0,1,0,1,9,0,0,41,0,141,127,0,0,3,0,9,1,0,0,0,1,1,591,0,51,319,127,591
FENTRESSARMATHWAITE,11,0,21,2,15,0,89,0,0,0,3,3,0,0,10,0,39,47,0,0,0,0,3,1,0,0,0,0,0,344,0,32,161,47,344
FENTRESSBANNER SPRINGS,21,0,23,0,22,3,54,0,0,0,1,7,0,0,22,0,161,91,1,0,0,0,12,3,0,1,0,3,9,550,0,44,270,91,550
FENTRESSCLARKRANGE,46,2,20,2,15,0,108,0,0,0,4,12,0,0,29,0,149,121,0,0,1,0,8,0,0,1,0,2,3,671,0,68,319,121,671
FENTRESSCOMMUNITY CENTER,26,1,18,2,11,0,89,1,0,0,2,6,0,0,25,0,131,97,0,0,0,0,11,2,0,1,0,1,3,547,0,45,267,97,547
FENTRESSCOURTHOUSE,24,0,9,2,4,1,54,0,0,0,0,1,0,0,16,0,108,101,0,0,0,0,9,0,0,0,0,0,1,395,0,33,186,101,395
FENTRESSCROSSROADS,42,2,22,1,13,0,96,1,0,0,1,11,0,1,41,0,159,114,0,0,0,0,8,2,0,0,0,2,3,679,0,66,324,114,679
FENTRESSEAST JAMESTOWN,4,0,8,1,2,0,12,0,0,0,0,2,0,0,6,0,17,30,0,0,0,0,5,0,0,0,0,0,2,108,0,12,40,30,108
FENTRESSGRIMSLEY,40,1,16,4,15,0,102,0,0,0,0,8,0,0,28,0,160,108,0,0,1,0,9,1,0,1,0,1,4,692,1,57,317,108,692
FENTRESSPALL MALL,17,0,8,1,3,0,34,0,0,0,0,0,0,0,21,1,65,42,0,0,0,0,4,0,0,0,0,0,1,232,0,25,125,42,232
FENTRESSPINE HAVEN,33,1,15,2,11,0,52,1,0,0,3,5,0,0,36,0,119,97,0,0,4,0,9,2,0,0,0,1,4,467,0,49,229,97,467
FENTRESSTINCHTOWN,35,0,12,2,8,0,81,0,0,0,1,8,0,0,31,0,115,86,0,0,0,0,17,1,0,0,0,0,5,531,0,47,246,86,531
FENTRESSWEST FENTRESS,18,0,3,0,7,0,28,0,0,0,2,1,0,0,18,0,55,39,0,0,1,0,3,1,0,0,0,0,1,231,0,21,111,39,231
FRANKLIN1-1 ANNEX,197,2,90,8,67,0,149,0,0,0,3,39,0,1,101,0,380,646,0,0,5,0,46,1,0,3,0,4,9,1350,0,289,748,646,1350
FRANKLIN2-1 CLARK MEMORIAL,187,4,79,13,85,0,160,0,0,0,1,38,0,1,163,0,438,549,0,0,9,0,52,5,0,1,0,6,7,1590,0,270,899,549,1590
FRANKLIN3-1 BROADVIEW,57,1,32,3,21,3,81,0,0,0,1,11,0,0,72,0,163,156,0,0,0,0,16,0,0,3,0,1,5,624,0,90,355,156,624
FRANKLIN3-2 HUNTLAND,64,0,15,3,35,0,63,0,0,0,2,4,0,1,41,0,162,147,0,0,0,0,6,0,0,0,0,2,0,571,0,79,311,147,571
FRANKLIN3-3 WALNUT GROVE,47,2,17,1,12,1,30,0,0,0,0,4,0,0,16,0,77,96,1,0,0,0,5,0,0,0,0,0,0,280,0,66,141,96,280
FRANKLIN4-1 BELVIDERE,29,0,14,0,20,0,45,0,0,0,0,9,0,1,16,0,97,82,0,0,0,0,11,0,0,0,0,0,0,331,0,43,188,82,331
FRANKLIN4-2 COWAN,96,2,51,4,46,0,89,0,0,0,2,15,0,0,44,0,214,269,1,0,1,0,18,1,0,0,0,4,6,790,0,149,414,269,790
FRANKLIN4-3 LIBERTY,28,1,9,0,25,0,77,1,0,0,0,7,0,1,24,0,114,80,0,0,0,0,7,0,0,0,0,0,1,473,0,38,249,80,473
FRANKLIN5-1 KEITH SPRINGS,12,1,5,0,6,0,22,0,0,0,0,2,0,0,5,0,49,38,0,0,0,0,2,0,0,0,0,3,0,127,0,18,84,38,127
FRANKLIN5-2 SEWANEE,303,1,237,6,11,0,45,0,0,1,0,33,1,0,76,1,70,827,0,0,2,0,25,3,1,1,0,0,15,311,0,541,244,827,311
FRANKLIN5-3 SHERWOOD,12,0,1,0,0,0,11,0,0,0,0,2,0,0,3,0,39,19,0,0,0,0,0,0,0,0,0,1,0,98,0,13,55,19,98
FRANKLIN6-1 ALTO/OAK GROVE,85,1,43,0,12,0,46,0,0,0,0,9,0,0,33,0,152,176,0,0,2,0,6,1,0,0,0,0,2,458,0,129,252,176,458
FRANKLIN6-2 CAPITOL HILL,60,0,32,1,16,0,68,0,0,1,3,10,0,0,28,0,164,145,0,0,1,0,18,1,0,1,0,2,2,555,0,92,291,145,555
FRANKLIN6-3 UTSI,40,0,18,0,19,0,74,1,0,0,1,10,0,0,41,0,93,142,0,0,2,0,12,0,0,0,0,2,2,529,0,58,239,142,529
FRANKLIN7-1 NORTH LAKE,88,0,45,4,68,1,165,1,1,1,1,22,0,1,86,1,228,257,0,0,1,0,34,1,0,1,0,5,4,1010,0,133,580,257,1010
FRANKLIN7-2 CG/WINCHESTER SPRINGS,80,2,39,4,55,0,138,0,0,0,3,24,1,0,94,0,260,217,0,0,0,0,17,0,0,2,0,4,4,1016,0,121,579,217,1016
FRANKLIN8-1 DECHERD,106,2,34,2,16,1,49,0,1,0,0,7,0,1,26,0,122,271,0,0,0,0,15,0,0,1,0,1,5,475,0,142,225,271,475
FRANKLIN8-2 ESTILL SPRINGS,102,4,50,4,42,1,136,0,0,0,2,15,1,1,80,2,251,257,0,0,5,0,29,3,0,0,0,1,4,944,0,156,535,257,944
GIBSON1-1 MEDINA,47,0,46,4,121,2,319,0,0,0,1,39,0,1,119,0,341,310,2,0,2,0,37,0,0,12,0,4,8,2174,0,93,947,310,2174
GIBSON1-2 SITKA,23,0,12,1,32,0,96,0,0,0,0,2,1,0,39,0,98,89,0,0,2,0,11,1,0,4,0,2,2,541,0,35,269,89,541
GIBSON11-2 MOORE'S CHAPEL,42,1,15,2,33,0,67,0,0,0,1,7,0,2,40,0,129,98,0,0,2,0,13,1,0,0,0,1,5,534,0,58,281,98,534
GIBSON11-5 SKULLBONE,15,0,9,2,20,1,47,0,0,0,1,9,0,1,20,1,83,48,0,0,0,0,6,0,0,0,0,2,2,427,0,24,185,48,427
GIBSON12 MILAN CPC,56,0,15,2,74,1,99,0,0,0,1,17,0,0,65,1,167,140,1,0,0,0,22,1,0,4,0,2,2,778,0,71,427,140,778
GIBSON13 MILAN POLK CLARK,143,0,15,2,14,1,18,0,0,0,0,2,0,0,10,0,32,407,1,0,1,0,6,0,0,0,0,0,1,168,0,158,79,407,168
GIBSON14 MILAN 1STASSEMBLY,67,1,14,0,16,0,54,0,0,0,0,7,0,1,22,0,79,216,0,0,3,0,11,1,0,0,0,2,2,413,0,82,179,216,413
GIBSON15 MILAN MUNICIPAL,53,1,25,4,42,2,96,0,0,0,1,23,0,0,73,0,133,205,0,0,1,0,19,1,0,2,0,1,8,644,1,79,374,205,644
GIBSON16 RUTHERFORD,34,0,15,3,25,2,71,0,0,0,1,8,0,0,32,0,130,155,0,0,2,0,6,2,0,0,0,1,6,528,0,49,272,155,528
GIBSON16-1 YORKVILLE,28,1,13,0,23,2,86,0,0,0,1,7,0,0,36,0,110,78,0,0,0,0,1,0,0,1,0,0,0,396,0,42,265,78,396
GIBSON16-2 KENTON,37,1,14,1,23,1,58,0,0,0,0,7,0,0,12,0,76,104,0,0,2,0,4,0,0,0,0,2,1,354,0,52,178,104,354
GIBSON17-1 BRADFORD,57,0,17,2,23,0,79,0,1,0,2,5,0,2,34,0,96,153,0,0,2,0,12,1,0,1,0,0,3,539,0,74,244,153,539
GIBSON18-1 LANEVIEW,12,0,12,1,7,0,40,0,0,0,0,1,0,0,18,0,63,54,0,0,0,0,5,0,0,0,0,2,5,242,0,24,130,54,242
GIBSON18-2 GOOD LUCK,23,0,5,0,11,0,27,0,0,0,0,3,0,0,24,1,80,50,0,0,0,0,0,0,0,0,0,0,0,298,0,28,146,50,298
GIBSON19-1 DYER,105,1,24,5,26,0,104,0,1,1,0,10,0,1,39,0,175,332,0,0,4,0,23,2,0,0,0,7,4,763,0,130,362,332,763
GIBSON19-2 CURRIE,26,0,14,0,13,1,38,0,0,0,0,5,0,0,32,0,70,62,0,0,1,0,13,0,0,0,0,0,0,297,0,40,159,62,297
GIBSON2 HUMBOLDT CHURCH,54,0,12,0,30,0,94,0,0,2,0,7,0,0,57,0,151,177,0,0,0,0,22,3,0,1,0,0,0,596,0,66,341,177,596
GIBSON4 ST JAMES BAPTIST,123,0,5,0,8,0,9,0,0,0,0,1,0,0,7,0,8,546,1,0,0,0,4,0,0,0,0,1,0,89,0,128,33,546,89
GIBSON5 LANE CHAPEL CHURCH,122,0,10,2,5,0,11,0,0,0,0,3,0,0,3,0,25,486,1,0,0,0,4,1,0,0,0,2,3,114,0,132,49,486,114
GIBSON6-4 GIBSON,31,0,5,0,25,1,58,0,0,0,0,5,0,0,29,0,82,76,0,0,0,0,12,1,0,1,0,2,0,361,0,36,200,76,361
GIBSON7-2 FRUITLAND,64,0,14,1,24,0,73,0,0,0,0,11,0,0,32,0,110,193,1,0,2,0,3,1,0,0,0,0,2,561,0,78,251,193,561
GIBSON8-1 EDISON,33,0,9,0,11,0,24,0,0,0,1,4,0,0,17,0,52,109,0,0,0,0,8,1,0,0,0,1,2,219,0,42,109,109,219
GIBSON8-2 BRAZIL,25,0,6,1,15,0,45,0,1,0,0,3,0,2,23,0,98,68,0,0,0,0,8,0,0,0,0,0,1,358,0,31,188,68,358
GIBSON9 COURTHOUSE,59,0,22,3,27,0,53,0,0,0,1,5,0,0,37,0,94,157,0,0,0,0,11,0,0,0,0,0,2,508,0,81,220,157,508
GILES1A ARDMORE,64,0,27,1,36,1,98,0,0,1,1,10,0,0,44,0,187,203,0,0,2,0,8,1,0,3,0,1,2,751,0,91,379,203,751
GILES1B PROSPECT,47,0,18,1,13,0,68,0,0,0,1,6,0,0,53,0,127,179,0,0,1,0,5,1,0,0,0,1,5,528,0,65,269,179,528
GILES2A MINOR HILL,57,1,30,2,21,1,82,0,0,0,0,7,0,0,54,0,222,168,0,0,0,0,24,0,0,0,0,1,2,854,0,88,389,168,854
GILES2B AIRPORT,46,1,11,1,11,0,23,1,0,0,1,3,0,1,19,0,87,123,0,0,0,0,9,2,0,0,0,0,0,364,0,58,147,123,364
GILES3A RICHLAND TRACE,45,0,12,3,14,0,78,0,0,0,3,14,0,0,36,0,157,138,0,0,1,0,10,1,0,2,0,0,4,602,0,57,305,138,602
GILES3B CAMPBELLSVILLE,65,0,26,2,20,0,89,0,0,0,3,2,0,1,26,0,153,150,1,0,1,0,16,0,0,1,0,0,4,666,0,91,296,150,666
GILES4A LYNNVILLE,63,0,31,4,27,0,130,0,0,0,1,9,0,0,41,0,188,177,0,0,1,0,16,0,0,1,0,1,2,826,0,94,400,177,826
GILES4B ODD FELLOWS HALL,30,0,25,3,33,0,88,1,0,0,2,6,0,0,46,2,157,137,0,0,0,0,9,0,0,1,0,3,2,681,0,55,338,137,681
GILES5A TCAT,73,1,32,0,29,0,88,0,0,0,2,12,0,1,51,0,201,238,0,0,1,0,13,1,0,0,0,1,6,846,0,106,384,238,846
GILES5B AGRI PARK,40,0,27,0,30,0,47,0,0,0,2,10,0,0,53,0,138,146,0,0,0,0,9,1,0,0,0,0,3,566,0,67,280,146,566
GILES6A MARTIN,67,0,22,3,15,0,18,0,0,0,1,4,0,2,25,0,87,291,0,0,2,0,13,1,0,0,0,1,4,333,0,89,155,291,333
GILES6B BRIDGEFORTH,127,0,9,0,3,1,12,1,0,0,0,0,0,0,14,0,39,414,0,0,3,0,4,1,0,0,0,0,3,164,0,136,70,414,164
GILES7A GCHS,74,1,19,7,11,1,16,0,1,0,0,7,0,0,20,0,58,208,0,0,1,0,16,1,0,0,0,0,3,270,0,94,121,208,270
GILES7B REC CENTER,117,0,26,4,10,0,62,0,0,0,0,5,0,1,45,0,111,345,0,0,3,0,10,1,0,0,0,2,1,519,0,143,238,345,519
GREENE1 BAILEYTON,32,2,36,6,29,0,122,2,0,0,2,14,0,0,71,1,235,170,1,0,0,0,17,2,0,0,0,2,3,803,0,70,482,170,803
GREENE1 OTTWAY,42,1,39,7,23,3,127,0,0,0,3,18,0,2,58,0,247,167,0,0,0,0,21,2,0,0,0,1,8,919,0,82,488,167,919
GREENE1 WEST PINES,38,3,28,1,20,0,121,0,0,0,0,23,0,1,70,1,205,149,2,0,2,0,23,1,0,0,0,2,5,819,0,69,442,149,819
GREENE2 CHUCKEY,66,0,61,10,61,1,243,2,1,1,3,21,0,3,115,2,410,306,0,0,0,0,35,1,0,3,0,8,6,1538,0,127,873,306,1538
GREENE2 CHUCKEY DOAK,57,1,77,7,61,0,208,0,0,0,3,24,0,1,94,0,350,282,0,0,0,0,32,2,0,4,0,5,9,1388,0,135,748,282,1388
GREENE3 DOAK,75,2,61,9,63,6,203,1,0,0,2,45,0,1,153,0,327,299,0,0,3,0,40,1,0,8,0,3,15,1256,0,138,810,299,1256
GREENE3 TUSCULUM VIEW,103,1,75,25,75,8,192,3,1,0,7,56,0,3,238,1,345,439,3,0,3,0,44,9,0,8,0,4,18,1373,0,179,954,439,1373
GREENE4 CAMP CREEK,86,1,83,11,76,2,290,0,2,0,4,52,1,5,189,2,552,377,3,0,2,0,30,4,0,4,0,5,17,1984,1,170,1186,377,1984
GREENE4 COURTHOUSE,44,0,49,19,36,1,86,1,0,2,1,46,0,1,102,2,168,237,0,0,3,0,28,0,0,1,0,1,11,723,0,93,465,237,723
GREENE5 DEBUSK,65,1,57,15,73,1,171,0,0,0,0,34,0,1,151,0,336,231,4,0,1,0,39,1,0,0,0,6,6,1300,0,123,782,231,1300
GREENE5 MIDDLE SCHOOL,41,1,44,1,37,0,69,0,0,0,2,14,0,1,68,0,144,180,0,0,3,0,18,2,0,0,0,0,6,551,0,86,336,180,551
GREENE5 NOLACHUCKEY,35,1,23,6,54,0,78,0,0,0,0,7,0,0,37,0,164,98,0,0,0,0,11,0,0,4,0,0,0,561,0,59,346,98,561
GREENE5 SOUTH GREENE,26,2,29,7,32,1,72,0,0,0,0,13,0,4,65,1,175,118,0,0,0,0,12,0,0,0,0,2,6,676,0,57,370,118,676
GREENE6 MCDONALD,50,1,28,3,35,1,94,0,0,0,6,7,1,2,84,2,215,124,0,0,2,0,11,1,0,1,0,4,2,798,0,79,450,124,798
GREENE6 MOSHEIM,81,0,78,17,73,2,197,0,0,0,6,19,0,2,136,0,457,305,0,0,3,0,29,1,0,2,0,8,15,1632,0,159,909,305,1632
GREENE7 GLENWOOD,93,4,52,12,78,0,208,0,0,0,3,26,0,6,131,1,455,283,1,0,3,0,49,1,0,1,0,2,9,1435,0,149,920,283,1435
GREENE7 HIGH SCHOOL,145,1,72,6,34,0,89,1,0,0,5,23,0,1,84,0,232,451,0,0,3,0,42,1,0,8,0,3,16,806,0,218,475,451,806
GRUNDYALTAMONT,58,0,36,4,16,1,49,0,2,0,2,1,0,1,20,0,125,131,0,0,0,0,16,1,0,0,0,1,4,473,0,94,221,131,473
GRUNDYBEERSHEBA SPRINGS,21,0,10,3,5,0,16,0,0,0,1,2,0,0,3,0,28,40,0,0,1,0,5,0,0,0,0,1,4,129,0,31,58,40,129
GRUNDYCENTRAL,16,0,10,1,14,0,16,0,0,0,0,3,0,0,8,0,40,47,0,0,0,0,5,1,0,0,0,0,0,180,0,26,82,47,180
GRUNDYCOALMONT,34,1,11,2,18,0,26,0,0,1,1,1,0,0,12,0,71,81,0,0,0,0,8,0,0,0,0,1,0,337,0,46,132,81,337
GRUNDYCOLLINS,10,0,7,0,3,0,7,0,0,0,0,0,0,0,1,0,12,26,0,0,0,0,2,0,0,0,0,0,0,76,0,17,23,26,76
GRUNDYCROSS ROADS,26,1,7,0,11,1,21,0,0,0,0,0,0,0,3,0,43,33,0,0,0,0,6,0,0,0,0,0,0,142,0,34,79,33,142
GRUNDYGRUETLI-LAAGER,64,1,26,1,11,0,59,0,0,0,0,1,0,1,22,0,156,145,0,0,4,0,5,0,0,0,0,2,1,573,0,91,251,145,573
GRUNDYHUBBARD'S COVE,12,0,2,0,3,0,7,0,0,0,0,0,0,0,1,0,15,22,0,0,0,0,2,0,0,0,0,0,0,41,0,14,26,22,41
GRUNDYMONTEAGLE,59,1,19,0,16,0,29,0,0,0,1,9,0,0,27,0,88,137,0,0,1,0,8,0,0,1,0,1,4,393,0,79,170,137,393
GRUNDYPALMER,29,1,12,0,1,0,14,0,0,0,0,0,0,0,6,0,44,68,0,0,0,0,2,1,0,0,0,2,0,186,0,42,65,68,186
GRUNDYPELHAM,29,1,6,0,9,0,28,0,0,0,0,1,0,0,7,0,52,50,0,0,0,0,3,0,0,0,0,1,2,178,0,36,97,50,178
GRUNDYTARLTON,0,0,2,0,5,0,40,0,0,0,0,4,0,0,0,0,13,6,0,0,0,0,1,0,0,0,0,1,0,80,0,2,62,6,80
GRUNDYTRACY CITY,88,6,56,5,29,1,71,0,0,0,2,8,0,0,24,2,225,213,0,0,5,0,17,0,0,1,0,3,4,848,0,150,367,213,848
HAMILTON003 AMNICOLA,61,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,8,128,0,0,1,0,3,0,0,0,0,0,1,18,0,65,11,128,18
HAMILTON004 AVONDALE,250,0,38,0,1,0,5,0,0,0,0,0,0,0,2,1,4,803,0,0,1,0,5,0,0,2,0,1,5,32,0,288,13,803,32
HAMILTON005 BONNY OAKS,545,2,81,0,19,1,29,0,0,0,2,3,0,0,30,1,58,1302,0,0,2,0,17,1,0,1,0,1,5,247,0,628,143,1302,247
HAMILTON006 BRAINERD,186,0,168,2,38,2,85,0,0,1,2,26,0,3,154,2,108,744,2,0,3,0,77,1,0,17,0,4,11,565,0,354,423,744,565
HAMILTON007 BRAINERD HILLS,149,0,87,4,37,2,57,0,0,0,1,25,0,2,98,1,100,581,2,0,1,0,58,3,0,6,0,1,6,493,0,236,327,581,493
HAMILTON008 BUSHTOWN,431,0,62,0,5,0,2,0,0,0,0,5,0,0,4,0,6,1086,1,0,1,0,14,2,0,12,0,1,12,34,0,493,22,1086,34
HAMILTON012 CONCORD 1,75,0,35,5,36,1,71,0,0,0,2,20,0,2,85,1,95,284,0,0,1,0,39,0,0,6,0,2,3,471,0,110,318,284,471
HAMILTON014 DALEWOOD,425,2,42,0,8,2,6,0,0,0,0,2,0,0,7,0,10,857,0,0,1,0,9,0,0,0,0,2,6,52,0,469,35,857,52
HAMILTON017 EAST BRAINERD 1,206,1,95,8,90,2,193,0,0,2,1,57,0,14,263,5,301,765,4,0,4,0,68,1,0,17,0,7,13,1491,0,302,936,765,1491
HAMILTON018 EAST CHATTANOOGA 1,300,0,68,3,13,0,8,0,0,0,0,4,0,1,12,1,28,408,0,0,1,0,8,0,0,0,0,1,1,46,0,368,70,408,46
HAMILTON019 EAST LAKE,151,0,33,0,12,0,29,0,1,0,0,10,0,0,39,1,98,568,0,0,1,0,21,2,0,4,0,1,8,355,0,184,190,568,355
HAMILTON023 GLENWOOD,267,2,64,8,13,1,13,0,0,0,1,11,0,3,33,2,15,724,1,0,1,0,15,2,0,5,0,2,10,103,0,333,100,724,103
HAMILTON025 HIXSON 1,43,1,41,6,19,0,54,0,0,0,0,17,0,3,71,0,69,203,4,0,2,0,33,0,0,3,0,4,9,313,0,85,239,203,313
HAMILTON028 LAKE HILLS,270,0,41,2,15,1,30,0,0,0,1,5,0,3,35,2,54,654,0,0,1,0,17,1,0,2,0,5,7,244,0,311,148,654,244
HAMILTON029 LUPTON CITY,131,3,139,7,36,0,91,1,0,0,2,19,0,12,98,2,155,543,3,0,1,0,50,3,0,7,0,2,16,684,0,273,423,543,684
HAMILTON031 MISSIONARY RIDGE,167,0,136,6,29,0,45,0,0,0,0,24,0,3,125,1,135,556,0,0,3,0,60,3,0,18,0,0,13,481,0,303,368,556,481
HAMILTON032 MOCCASIN BEND,153,0,189,7,33,0,53,0,0,0,0,31,0,5,113,1,102,716,0,0,1,0,100,1,0,8,0,3,17,553,0,342,345,716,553
HAMILTON033 MOUNTAIN CREEK 1,252,1,237,30,84,5,192,0,0,0,0,94,0,20,349,6,335,1162,1,0,5,0,160,1,0,27,0,11,44,1672,0,490,1115,1162,1672
HAMILTON035 NORTH CHATTANOOGA 1,180,2,181,4,17,1,41,0,0,0,0,66,0,12,209,1,110,761,0,0,1,0,92,0,0,16,0,8,20,546,0,363,461,761,546
HAMILTON037 NORTHWOODS 1,94,0,80,5,43,3,59,1,0,1,1,26,0,6,118,1,140,367,0,0,0,0,37,2,0,3,0,4,12,636,0,174,404,367,636
HAMILTON038 NORTHWOODS 2,31,0,28,6,16,1,40,1,0,0,0,16,0,1,44,3,73,136,0,0,0,0,11,0,0,4,0,0,9,306,0,59,201,136,306
HAMILTON042 RIVERVIEW,138,1,125,10,27,2,42,0,0,1,1,88,1,5,212,1,90,589,0,0,1,0,83,3,0,5,0,2,13,465,0,264,480,589,465
HAMILTON043 ST. ELMO 1,160,0,206,2,52,1,53,0,0,0,0,29,0,1,167,0,50,683,6,0,4,0,93,2,0,61,0,5,34,309,0,366,355,683,309
HAMILTON046 TYNER 1,298,1,122,8,78,3,134,3,0,0,2,47,0,3,176,3,208,892,0,0,2,0,55,5,0,14,0,2,18,983,0,421,665,892,983
HAMILTON048 LOOKOUT VALLEY 1,148,1,105,9,120,2,203,0,1,0,4,80,1,12,345,2,417,581,2,0,1,0,57,1,0,35,0,4,16,1831,0,254,1196,581,1831
HAMILTON050 APISON 1,62,0,67,8,183,5,178,0,0,0,4,55,1,11,248,3,318,314,4,0,2,0,86,4,0,18,0,8,15,1620,0,129,1014,314,1620
HAMILTON051 BIRCHWOOD,80,0,52,5,96,6,206,0,0,0,3,43,1,9,198,6,472,324,4,0,2,0,49,1,0,13,0,9,10,1875,0,132,1045,324,1875
HAMILTON052 COLLEGEDALE 1,57,0,38,12,106,1,72,0,0,0,0,40,0,5,132,3,119,270,0,0,0,0,81,1,0,1,0,4,9,698,0,95,490,270,698
HAMILTON053 EAST RIDGE 1,186,2,165,1,61,2,195,0,0,1,1,38,0,9,183,5,317,760,0,0,0,0,82,3,0,25,0,7,23,1416,0,353,813,760,1416
HAMILTON054 EAST RIDGE 2,137,0,132,6,63,3,108,0,0,0,0,34,0,11,132,0,213,622,1,0,1,0,72,1,0,18,0,5,26,857,0,269,570,622,857
