precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_grn_CHERNEY,pri_grn_CURRY,pri_grn_KREML,pri_grn_MESPLAY,pri_grn_STEIN,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FEEGBEH,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SANDERS,gen_ind_SCHOENKE,gen_lib_JOHNSON,gen_rep_TRUMP,gen_unk_BLUMBERG,gen_unk_KASICH,gen_unk_ROMNEY,gen_unk_RYAN,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
ABINGTON1,193,0,3,268,0,0,0,0,0,7,10,5,36,3,1,0,61,0,2,45,0,235,818,25,0,0,0,0,0,0,97,717,0,0,0,0,464,405,818,717
ABINGTON2,195,0,3,271,0,0,0,0,1,5,14,0,34,0,0,0,46,0,1,48,0,257,739,27,0,0,0,0,0,0,67,785,0,0,0,0,469,405,739,785
ABINGTON3,246,2,5,273,0,0,0,0,0,2,11,2,48,0,0,1,56,0,2,52,0,264,773,18,0,0,0,0,0,0,80,808,0,0,0,0,526,438,773,808
ABINGTON4,265,1,2,267,0,0,0,0,0,3,12,1,56,0,0,2,68,0,0,62,0,267,877,16,0,0,0,0,0,0,87,878,0,0,0,0,535,471,877,878
ABINGTON5,260,1,2,311,0,0,0,0,1,6,6,2,37,0,0,1,72,0,1,61,1,245,908,16,0,0,0,0,0,0,86,829,0,0,0,0,574,432,908,829
ACTON1,431,0,1,339,0,0,0,0,1,9,7,3,37,0,2,1,101,2,0,82,0,108,2918,60,0,0,8,0,0,0,178,876,0,0,0,0,771,352,2918,876
ACTON2,451,0,1,369,0,0,0,0,0,8,10,2,30,1,1,0,148,0,1,123,0,97,3100,52,0,0,16,0,0,0,192,960,0,0,0,0,821,421,3100,960
ACTON3,516,0,1,494,0,0,0,0,1,7,18,1,42,2,0,0,138,1,2,108,1,122,3160,88,0,0,28,0,0,0,180,870,0,0,0,0,1011,442,3160,870
ACTON4,522,1,0,504,0,0,0,0,1,4,12,0,22,0,0,0,132,0,1,86,0,129,3350,90,0,0,8,0,0,0,208,828,0,0,0,0,1027,386,3350,828
ACTON5,526,0,2,480,0,0,0,0,0,6,4,2,41,1,0,0,128,0,1,85,0,86,3160,66,0,0,8,0,0,0,190,774,0,0,0,0,1008,354,3160,774
ACTON6,444,0,0,378,0,1,0,0,2,4,3,1,31,1,0,1,107,0,1,94,0,114,2708,60,0,0,12,0,0,0,156,802,0,0,0,0,822,357,2708,802
ACUSHNET1,269,0,1,264,0,0,0,0,1,2,20,0,36,1,0,0,19,0,1,49,0,201,783,26,0,0,5,0,0,0,58,786,0,0,0,0,534,329,783,786
ACUSHNET2,266,1,5,243,0,0,0,0,0,0,14,0,42,0,1,0,42,0,1,48,0,262,756,29,0,0,0,0,0,0,57,1043,0,0,0,0,515,410,756,1043
ACUSHNET3,249,3,0,253,0,0,0,0,0,0,13,0,30,1,1,0,38,0,2,49,0,247,862,32,0,0,0,0,0,0,59,1005,0,0,0,0,505,381,862,1005
ADAMS1,112,0,1,139,0,0,0,0,0,1,1,0,6,0,0,1,11,0,0,19,0,52,439,20,0,0,0,0,0,0,33,255,0,0,0,0,252,91,439,255
ADAMS2,147,0,2,156,0,0,0,0,1,1,4,0,8,0,0,0,15,0,0,20,0,45,476,17,0,0,0,0,0,0,44,270,0,0,0,0,305,93,476,270
ADAMS3,133,0,3,135,0,0,0,0,1,0,0,0,12,0,1,1,15,0,0,16,0,39,475,17,0,0,3,0,0,0,36,268,0,0,0,0,271,84,475,268
ADAMS4,129,0,0,154,0,0,0,0,0,0,1,0,7,0,0,0,10,0,0,12,0,57,446,15,0,0,2,0,0,0,31,233,0,0,0,0,283,87,446,233
ADAMS5,181,1,0,181,0,0,0,0,0,0,5,0,10,0,0,1,13,0,0,13,0,56,577,11,0,0,6,0,0,0,45,259,0,0,0,0,363,98,577,259
AGAWAM1,158,0,1,227,0,0,0,0,0,1,13,1,39,0,0,1,48,1,0,36,2,184,631,33,0,0,0,0,0,0,82,827,0,0,0,0,386,326,631,827
AGAWAM2,263,0,5,269,0,0,0,0,0,4,8,3,60,1,1,3,65,0,0,86,1,278,850,25,0,0,0,0,0,0,105,1069,0,0,0,0,537,510,850,1069
AGAWAM3,206,2,3,215,0,2,0,0,0,2,10,0,45,2,0,1,50,1,2,54,0,218,770,16,0,0,5,0,0,0,70,921,0,0,0,0,426,385,770,921
AGAWAM4,178,1,2,206,0,0,0,0,0,3,8,0,40,1,0,0,60,0,1,58,0,166,700,28,0,0,0,0,0,0,69,724,0,0,0,0,387,337,700,724
AGAWAM5,246,0,6,266,0,2,0,0,1,6,15,0,60,1,0,0,80,0,1,74,0,264,861,39,0,0,0,0,0,0,101,998,0,0,0,0,518,501,861,998
AGAWAM6,196,0,1,259,0,0,0,0,1,2,9,0,42,0,0,0,66,1,0,68,0,227,783,18,0,0,1,0,0,0,79,882,0,0,0,0,456,415,783,882
AGAWAM7,197,3,3,251,0,0,0,0,0,1,23,0,67,0,3,1,64,0,0,75,0,225,750,26,0,0,3,0,0,0,81,991,0,0,0,0,454,459,750,991
AGAWAM8,251,0,4,250,0,0,0,0,0,1,22,0,49,1,0,0,66,0,1,71,0,252,863,23,0,0,0,0,0,0,64,1009,0,0,0,0,505,463,863,1009
ALFORD1,84,0,0,59,0,0,0,0,0,0,2,0,2,0,0,0,14,1,0,7,0,12,226,8,0,0,0,0,0,0,8,52,0,0,0,0,143,38,226,52
AMESBURY1,277,1,0,313,0,0,0,0,0,6,7,3,31,3,0,2,81,1,2,68,0,190,930,14,0,0,3,0,0,0,102,623,0,0,0,0,591,394,930,623
AMESBURY2,217,0,3,358,0,0,0,1,1,4,5,0,38,1,1,0,67,0,0,45,0,154,901,34,0,0,4,0,0,0,87,503,0,0,0,0,578,315,901,503
AMESBURY3,226,0,2,371,0,0,0,0,1,7,8,1,31,1,1,1,70,0,1,63,0,164,960,25,0,0,2,0,0,0,82,498,0,0,0,0,599,348,960,498
AMESBURY4,214,0,3,303,0,0,0,0,0,10,14,1,27,3,0,0,46,1,1,47,0,149,805,28,0,0,3,0,0,0,86,502,0,0,0,0,520,299,805,502
AMESBURY5,207,1,3,316,0,0,0,0,0,6,12,1,47,0,0,1,71,0,0,71,0,193,745,22,0,0,0,0,0,0,90,675,0,0,0,0,527,402,745,675
AMESBURY6,199,0,3,350,0,0,0,0,0,2,16,0,25,0,0,1,36,0,1,30,0,132,833,28,0,0,1,0,0,0,80,430,0,0,0,0,552,243,833,430
AMHERST1,132,0,0,492,0,0,0,0,1,1,3,0,3,1,0,0,20,0,0,13,0,10,955,79,0,0,0,0,0,0,37,101,0,0,0,0,624,51,955,101
AMHERST10,133,1,1,449,0,0,0,0,3,0,0,0,4,0,0,0,16,0,0,19,0,6,1222,54,0,0,0,0,0,0,69,154,0,0,0,0,584,45,1222,154
AMHERST2,334,0,2,692,0,1,0,0,2,0,5,0,12,0,0,0,28,0,0,24,0,23,1409,83,0,0,0,0,0,0,51,143,0,0,0,0,1028,92,1409,143
AMHERST3,120,0,1,336,0,0,0,0,1,0,2,0,2,0,0,0,11,0,0,17,0,19,908,37,0,0,4,0,0,0,56,125,0,0,0,0,457,51,908,125
AMHERST4,135,1,0,260,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,25,0,17,910,21,0,0,0,0,0,0,46,162,0,0,0,0,396,64,910,162
AMHERST5,304,0,2,369,0,0,0,0,3,0,1,0,7,0,0,0,18,1,1,11,0,10,1023,40,0,0,3,0,0,0,19,95,0,0,0,0,675,49,1023,95
AMHERST6,373,2,5,703,0,0,0,0,0,1,6,0,9,0,0,3,31,0,0,34,0,23,1464,64,0,0,0,0,0,0,40,134,0,0,0,0,1083,107,1464,134
AMHERST7,319,0,1,692,0,0,0,0,2,0,2,0,9,1,0,0,21,0,0,23,0,22,1440,64,0,0,2,0,0,0,37,131,0,0,0,0,1012,78,1440,131
AMHERST8,564,0,3,713,0,0,0,1,4,1,4,1,1,1,0,0,46,1,0,20,0,30,1644,80,0,0,2,0,0,0,42,124,0,0,0,0,1280,105,1644,124
AMHERST9,264,0,2,640,0,0,0,0,4,0,1,0,7,0,0,0,12,0,1,20,0,15,1382,91,0,0,0,0,0,0,48,79,0,0,0,0,906,56,1382,79
ANDOVER1,365,0,2,335,0,0,0,0,1,8,10,1,32,0,1,0,97,0,1,92,0,128,1101,24,0,0,1,0,0,0,88,433,0,0,0,0,702,370,1101,433
ANDOVER2,383,0,2,360,0,0,0,0,1,9,7,2,44,1,0,1,115,1,2,110,0,256,1312,28,0,0,6,0,0,0,84,865,0,0,0,0,745,548,1312,865
ANDOVER3,416,0,0,420,0,0,0,0,0,2,12,1,52,1,0,1,148,0,0,105,0,220,1431,33,0,0,3,0,0,0,116,651,0,0,0,0,836,542,1431,651
ANDOVER4,306,0,2,328,0,0,0,0,1,2,13,2,58,2,0,0,137,0,1,137,0,274,1162,20,0,0,2,0,0,0,108,818,0,0,0,0,636,626,1162,818
ANDOVER5,411,0,1,303,0,0,0,0,0,5,9,0,55,0,0,0,145,0,1,126,1,274,1257,18,0,0,0,0,0,0,105,758,0,0,0,0,715,616,1257,758
ANDOVER6,307,0,2,318,0,0,0,0,0,4,15,3,53,0,0,1,119,0,0,90,1,275,1207,28,0,0,10,0,0,0,97,842,0,0,0,0,627,561,1207,842
ANDOVER7,318,1,0,221,0,0,0,0,0,3,12,2,58,1,0,1,110,1,2,101,0,177,980,12,0,0,1,0,0,0,77,548,0,0,0,0,540,468,980,548
ANDOVER7A,87,0,0,66,0,0,0,0,0,1,2,0,9,1,0,0,34,0,1,23,0,58,256,1,0,0,3,0,0,0,24,163,0,0,0,0,153,129,256,163
ANDOVER8,363,1,1,283,0,0,0,0,1,2,4,1,63,0,0,0,144,0,0,131,0,234,1278,16,0,0,11,0,0,0,99,685,0,0,0,0,648,579,1278,685
ANDOVER9,377,0,0,282,0,0,0,0,0,2,11,1,42,1,1,0,151,0,4,141,0,207,1232,22,0,0,6,0,0,0,95,752,0,0,0,0,659,561,1232,752
ANDOVER9A,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,2,7,0,0,0,0,6,2,6,7
AQUINNAH1,61,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,232,7,0,0,0,0,0,0,6,34,0,0,0,0,147,13,232,34
ARLINGTON1,254,1,5,250,0,0,0,0,1,2,3,0,4,0,0,0,21,1,1,16,0,50,802,19,0,0,0,0,0,0,20,173,0,0,0,0,510,98,802,173
ARLINGTON10,465,0,0,333,0,0,0,0,2,2,4,0,13,1,0,0,54,1,0,23,0,65,1129,23,0,0,2,0,0,0,30,192,0,0,0,0,798,163,1129,192
ARLINGTON11,434,1,1,291,0,0,0,0,0,5,9,0,22,2,0,0,59,1,0,37,0,102,1007,20,0,0,0,0,0,0,28,306,0,0,0,0,727,237,1007,306
ARLINGTON12,507,0,2,361,0,0,0,0,0,1,2,1,16,0,0,0,66,0,1,50,0,75,1122,20,0,0,0,0,0,0,38,229,0,0,0,0,870,212,1122,229
ARLINGTON13,365,1,2,217,0,0,0,0,0,5,6,0,29,1,0,0,78,0,2,50,0,153,846,8,0,0,1,0,0,0,49,375,0,0,0,0,585,324,846,375
ARLINGTON14,363,0,1,296,0,0,0,0,2,0,1,0,14,0,0,1,40,0,1,36,0,57,930,16,0,0,3,0,0,0,28,201,0,0,0,0,660,150,930,201
ARLINGTON15,432,1,4,286,0,0,0,0,0,3,5,0,16,0,1,0,56,0,1,32,0,99,1000,19,0,0,3,0,0,0,46,271,0,0,0,0,723,213,1000,271
ARLINGTON16,394,0,2,316,0,0,0,0,1,0,3,1,21,0,0,0,45,0,0,37,0,64,924,14,0,0,1,0,0,0,45,199,0,0,0,0,712,171,924,199
ARLINGTON17,313,0,0,270,0,0,0,0,0,2,4,0,8,0,0,0,30,0,0,24,0,57,908,18,0,0,11,0,0,0,35,193,0,0,0,0,583,125,908,193
ARLINGTON18,377,0,6,286,0,0,0,1,1,2,2,1,30,0,0,0,64,0,0,48,0,116,958,16,0,0,3,0,0,0,49,323,0,0,0,0,669,263,958,323
ARLINGTON19,407,1,2,346,0,0,0,0,0,3,0,1,26,2,0,0,33,0,0,39,0,87,1003,16,0,0,2,0,0,0,34,268,0,0,0,0,756,191,1003,268
ARLINGTON2,364,2,3,354,0,0,0,0,0,3,4,1,11,0,1,0,40,0,1,40,0,64,1028,21,0,0,8,0,0,0,43,232,0,0,0,0,723,165,1028,232
ARLINGTON20,374,0,3,337,0,0,0,0,0,4,6,1,9,0,0,0,34,0,0,27,0,63,1014,17,0,0,2,0,0,0,21,225,0,0,0,0,714,144,1014,225
ARLINGTON21,401,1,1,334,0,0,0,0,0,0,2,2,14,2,0,0,46,0,0,39,0,58,999,33,0,0,1,0,0,0,37,159,0,0,0,0,737,163,999,159
ARLINGTON3,343,0,1,390,0,0,0,0,0,1,2,0,14,0,0,0,31,1,0,44,0,42,1049,37,0,0,6,0,0,0,31,169,0,0,0,0,734,135,1049,169
ARLINGTON4,334,1,2,383,0,0,0,0,1,0,2,1,14,1,0,0,33,0,0,31,1,67,1022,24,0,0,3,0,0,0,47,195,0,0,0,0,720,150,1022,195
ARLINGTON5,299,1,1,309,0,0,0,0,0,2,6,0,9,0,0,1,41,0,0,24,0,61,932,33,0,0,2,0,0,0,31,233,0,0,0,0,610,144,932,233
ARLINGTON6,338,2,0,335,0,0,0,0,1,2,1,0,13,1,0,0,32,0,0,30,0,58,946,20,0,0,3,0,0,0,25,178,0,0,0,0,675,137,946,178
ARLINGTON7,305,0,1,325,0,0,0,0,4,3,4,0,9,0,1,0,36,0,1,31,0,64,938,22,0,0,0,0,0,0,41,173,0,0,0,0,631,149,938,173
ARLINGTON8,498,1,4,365,0,0,0,0,1,1,1,0,13,0,0,0,59,0,0,33,0,51,1169,32,0,0,0,0,0,0,27,153,0,0,0,0,868,158,1169,153
ARLINGTON9,346,1,3,286,0,0,0,0,0,3,4,1,17,1,0,0,39,0,0,34,0,79,813,29,0,0,0,0,0,0,27,205,0,0,0,0,636,178,813,205
ASHBURNHAM1,359,0,2,703,0,0,0,0,1,10,42,2,84,1,1,3,111,1,2,125,0,357,1439,66,0,0,3,0,0,0,247,1522,0,0,0,0,1064,739,1439,1522
ASHBY1,188,0,4,394,0,0,0,0,0,7,19,4,46,1,3,1,61,3,1,72,1,320,722,45,0,0,1,0,0,0,129,974,0,0,0,0,586,539,722,974
ASHFIELD1,204,0,1,469,0,0,0,0,0,1,6,0,10,0,2,1,41,0,0,23,0,44,836,44,0,0,2,12,0,0,52,184,0,0,0,0,674,128,836,184
ASHLAND1,335,0,1,291,0,0,0,0,0,1,10,2,34,0,0,0,74,0,1,55,0,133,1121,40,0,0,0,0,0,0,84,536,0,0,0,0,627,310,1121,536
ASHLAND2,333,0,2,257,0,0,0,0,0,3,13,1,44,0,1,1,107,1,7,100,0,183,1166,16,0,0,0,0,0,0,95,588,0,0,0,0,592,461,1166,588
ASHLAND3,342,1,2,302,0,0,0,0,0,2,5,3,15,0,0,0,71,0,0,77,0,174,1139,21,0,0,0,0,0,0,87,565,0,0,0,0,647,347,1139,565
ASHLAND4,345,0,2,285,0,0,0,0,0,4,12,2,16,0,0,0,87,0,1,63,0,163,1147,10,0,0,0,0,0,0,91,576,0,0,0,0,632,348,1147,576
ASHLAND5,309,0,1,268,0,0,0,0,0,4,5,0,31,1,0,0,61,0,1,70,0,155,1111,18,0,0,0,0,0,0,100,503,0,0,0,0,578,328,1111,503
ATHOL1,155,0,2,339,1,1,0,0,0,4,19,2,44,2,0,0,52,0,3,73,0,177,733,42,0,0,0,0,0,0,126,856,0,0,0,0,496,376,733,856
ATHOL2,122,0,2,296,2,0,0,0,3,2,16,1,41,2,1,0,48,0,3,60,0,169,608,45,0,0,0,0,0,0,103,781,0,0,0,0,420,343,608,781
ATHOL3,175,0,0,311,0,0,0,0,0,5,18,3,40,0,0,2,55,0,5,49,1,176,735,29,0,0,0,0,0,0,99,698,0,0,0,0,486,354,735,698
ATTLEBOROA,1176,1,12,1443,0,0,0,0,1,19,81,7,204,6,3,5,229,2,4,329,0,901,4910,158,0,0,0,0,0,0,504,3781,0,0,0,0,2632,1790,4910,3781
ATTLEBOROB,1257,6,6,1538,0,0,0,0,2,19,70,7,282,3,3,6,320,1,12,465,2,1189,5608,163,0,0,0,0,0,0,528,4790,0,0,0,0,2807,2379,5608,4790
AUBURN1,255,1,4,281,0,0,0,0,0,3,12,3,42,0,0,1,84,0,1,83,0,207,1868,28,0,0,12,0,0,0,230,1682,0,0,0,0,541,436,1868,1682
AUBURN2,282,0,5,323,0,0,0,0,0,8,12,1,40,0,1,0,76,0,1,62,0,200,1918,40,0,0,10,0,0,0,174,1644,0,0,0,0,610,401,1918,1644
AUBURN3,305,4,3,280,0,0,0,0,0,7,12,1,63,1,0,0,62,0,1,79,0,210,1936,30,0,0,12,0,0,0,198,1678,0,0,0,0,592,436,1936,1678
AUBURN4,220,0,4,331,0,0,0,0,0,0,16,1,38,0,0,0,53,0,3,50,0,211,1660,58,0,0,2,0,0,0,306,1492,0,0,0,0,555,372,1660,1492
AUBURN5,237,1,4,229,0,0,0,0,1,2,11,0,47,0,0,0,64,0,2,58,0,187,1610,28,0,0,6,0,0,0,198,1504,0,0,0,0,471,371,1610,1504
AVON1,400,4,8,402,0,0,0,0,1,1,11,0,34,1,0,0,56,1,1,69,0,370,1254,40,0,0,1,0,0,0,79,1068,0,0,0,0,814,544,1254,1068
AYER1,265,1,0,408,0,0,0,0,0,6,18,2,44,1,1,0,63,0,3,66,0,222,1078,43,0,0,0,0,0,0,146,729,0,0,0,0,674,426,1078,729
AYER2,237,2,2,401,0,0,0,0,0,2,14,3,53,0,0,0,79,0,3,104,0,207,1084,22,0,0,0,0,0,0,146,769,0,0,0,0,642,465,1084,769
BARNSTABLE1,368,1,1,389,0,0,0,0,0,6,15,2,49,3,1,0,154,2,3,123,1,320,2556,48,0,0,4,0,0,0,182,2030,0,0,0,0,759,679,2556,2030
BARNSTABLE10,207,1,2,324,0,0,0,0,0,8,16,1,64,1,0,0,62,1,1,69,2,301,1856,54,0,0,3,0,0,0,196,1858,0,0,0,0,534,526,1856,1858
BARNSTABLE11,335,0,4,393,0,0,0,0,2,11,25,2,77,1,0,0,132,2,2,99,1,400,2248,54,0,0,5,0,0,0,200,2202,0,0,0,0,732,752,2248,2202
BARNSTABLE12,242,1,6,385,0,0,0,0,1,3,26,0,63,3,1,1,88,0,1,76,0,327,2100,52,0,0,1,0,0,0,222,2064,0,0,0,0,634,589,2100,2064
BARNSTABLE13,259,1,0,281,0,0,0,0,0,3,11,0,17,0,0,0,56,0,0,60,0,186,1736,70,0,0,3,0,0,0,118,1238,0,0,0,0,541,333,1736,1238
BARNSTABLE2,344,0,3,327,0,0,0,0,0,6,17,2,61,0,0,1,103,1,1,85,0,320,2044,64,0,0,6,0,0,0,164,1892,0,0,0,0,674,597,2044,1892
BARNSTABLE3,264,1,2,255,0,0,0,0,0,5,8,2,34,0,0,2,30,0,3,39,0,235,1824,44,0,0,6,0,0,0,106,1286,0,0,0,0,522,358,1824,1286
BARNSTABLE4,295,0,1,325,0,0,0,0,0,4,11,2,39,1,2,2,109,0,2,83,1,264,1988,64,0,0,2,0,0,0,146,1758,0,0,0,0,621,520,1988,1758
BARNSTABLE5,312,1,1,254,0,0,0,0,0,9,19,1,50,0,0,1,163,1,6,120,1,403,2098,28,0,0,5,0,0,0,136,2230,0,0,0,0,568,774,2098,2230
BARNSTABLE6,319,0,8,352,0,0,0,0,0,7,17,1,53,4,0,0,91,0,0,92,1,345,2066,58,0,0,7,0,0,0,214,2012,0,0,0,0,679,611,2066,2012
BARNSTABLE7,380,0,2,376,0,0,0,0,0,9,16,4,51,1,0,0,140,2,1,100,0,361,2504,58,0,0,1,0,0,0,190,1988,0,0,0,0,758,685,2504,1988
BARNSTABLE8,244,0,1,232,0,0,0,0,0,2,11,1,21,1,0,0,36,0,3,44,0,186,1750,56,0,0,2,0,0,0,140,1150,0,0,0,0,477,305,1750,1150
BARNSTABLE9,142,0,0,147,0,0,0,0,0,0,11,0,12,0,0,1,24,0,1,23,0,112,1240,46,0,0,0,0,0,0,84,682,0,0,0,0,289,184,1240,682
BARRE1,125,0,1,314,0,0,0,0,0,3,11,0,46,0,0,0,50,0,1,47,1,193,639,36,0,0,4,0,0,0,87,712,0,0,0,0,440,352,639,712
BARRE2,133,1,0,256,0,0,0,0,1,5,13,1,61,1,0,0,20,0,1,53,0,182,562,22,0,0,3,0,0,0,77,717,0,0,0,0,390,337,562,717
BECKET1,123,1,3,197,0,0,0,0,1,0,3,0,34,0,1,0,14,0,0,22,0,82,571,25,0,0,6,0,0,0,37,368,0,0,0,0,324,156,571,368
BEDFORD1,494,1,3,398,0,0,0,0,0,3,7,1,46,1,2,0,154,0,1,100,0,172,1419,23,0,0,0,0,0,0,116,548,0,0,0,0,896,487,1419,548
BEDFORD2,335,1,0,330,0,0,0,0,1,1,12,1,48,1,2,1,93,1,1,75,0,201,1165,25,0,0,0,0,0,0,77,648,0,0,0,0,666,437,1165,648
BEDFORD3,522,0,2,310,0,0,0,0,0,8,18,1,34,1,1,1,114,0,1,90,1,132,1379,19,0,0,0,0,0,0,95,512,0,0,0,0,834,402,1379,512
BEDFORD4,324,0,2,318,0,0,0,0,1,4,7,2,50,0,0,0,138,0,2,86,0,149,1122,25,0,0,0,0,0,0,116,503,0,0,0,0,644,438,1122,503
BELCHERTOWNA,253,0,3,469,0,0,0,0,2,1,9,1,40,1,1,0,75,0,0,75,1,145,1103,53,0,0,0,0,0,0,78,698,0,0,0,0,725,349,1103,698
BELCHERTOWNB,231,1,4,405,0,0,0,0,1,2,10,0,52,1,0,0,76,0,0,63,1,205,977,43,0,0,0,0,0,0,117,894,0,0,0,0,641,410,977,894
BELCHERTOWNC,251,0,2,362,0,0,0,0,0,0,21,1,57,1,0,0,67,0,1,90,0,247,1048,38,0,0,0,0,0,0,107,955,0,0,0,0,615,485,1048,955
BELCHERTOWND,267,1,4,594,0,0,0,0,1,1,15,2,46,0,0,1,71,0,0,54,0,151,1280,58,0,0,0,0,0,0,90,606,0,0,0,0,866,341,1280,606
BELLINGHAM1,166,2,2,290,0,0,0,0,0,4,6,0,47,3,0,0,49,0,1,61,0,185,797,20,0,0,0,0,0,0,111,786,0,0,0,0,460,356,797,786
BELLINGHAM2,243,2,4,280,0,0,0,0,0,2,12,1,48,1,1,0,46,0,3,72,0,239,846,19,0,0,0,0,0,0,107,834,0,0,0,0,529,425,846,834
BELLINGHAM3,229,0,2,265,0,0,0,0,0,6,9,1,29,2,0,2,48,0,4,61,0,224,895,25,0,0,0,0,0,0,93,791,0,0,0,0,496,386,895,791
BELLINGHAM4,141,0,1,201,0,0,0,0,0,2,6,0,37,0,1,1,39,0,2,70,0,195,687,11,0,0,0,0,0,0,99,711,0,0,0,0,343,353,687,711
BELLINGHAM4A,17,1,1,29,0,0,0,0,0,1,0,1,2,0,0,0,7,0,0,5,0,22,104,2,0,0,0,0,0,0,10,92,0,0,0,0,48,38,104,92
BELLINGHAM5,173,1,3,199,0,0,0,0,0,1,7,1,46,0,0,0,34,0,0,62,0,194,704,23,0,0,0,0,0,0,82,845,0,0,0,0,376,345,704,845
BELMONT1,583,0,5,383,0,0,0,0,0,3,3,2,13,1,0,1,99,0,0,108,0,122,2652,54,0,0,16,0,6,0,146,678,0,3,10,1,971,352,2652,678
BELMONT2,523,1,3,260,0,0,0,0,0,3,5,1,30,1,0,0,127,1,0,107,0,174,2496,34,0,0,28,0,5,0,170,1002,3,6,23,1,787,449,2496,1002
BELMONT3,516,2,1,351,0,0,0,0,2,3,11,0,30,0,0,0,83,2,1,79,0,109,2634,42,0,0,18,0,5,0,114,732,0,4,5,2,870,318,2634,732
BELMONT4,417,0,5,407,0,0,0,0,0,0,6,0,18,0,0,0,45,0,2,60,0,101,2264,56,0,0,10,0,11,0,148,644,0,1,7,0,829,232,2264,644
BELMONT5,446,1,4,452,0,0,0,0,0,4,5,1,32,1,2,1,71,0,1,66,0,125,2550,64,0,0,12,0,12,0,138,700,1,1,4,0,903,309,2550,700
BELMONT6,575,1,2,419,0,0,0,0,0,2,2,0,26,0,0,0,80,0,1,64,1,129,2732,72,0,0,15,0,9,0,104,678,1,2,2,0,997,305,2732,678
BELMONT7,464,1,2,448,0,0,0,0,0,4,1,1,16,1,0,0,83,0,2,72,0,129,2678,96,0,0,12,0,8,0,148,690,0,3,10,0,915,309,2678,690
BELMONT8,536,0,5,336,0,1,0,0,1,6,11,1,48,2,0,0,103,1,0,104,0,194,2498,56,0,0,22,0,9,0,154,1088,3,3,6,2,877,470,2498,1088
BERKLEY1,175,3,1,250,0,1,0,0,0,1,22,0,52,0,1,0,50,0,1,66,0,270,793,32,0,0,0,0,0,0,85,1003,0,0,0,0,429,463,793,1003
BERKLEY2,155,0,1,203,0,0,0,0,0,2,12,0,43,0,0,1,40,0,1,49,1,250,662,19,0,0,0,0,0,0,64,923,0,0,0,0,359,399,662,923
BERLIN1,276,0,2,412,0,0,0,0,2,4,13,1,68,3,1,1,93,0,1,98,0,234,1009,38,0,0,3,0,0,0,124,745,0,0,0,0,690,517,1009,745
BERNARDSTON1,143,0,1,374,0,0,0,0,0,6,13,0,14,0,1,0,75,0,0,55,1,96,711,27,0,0,0,0,0,0,81,382,0,0,0,0,518,261,711,382
BEVERLY1,1680,2,14,2010,0,0,0,0,4,28,41,5,201,1,5,2,409,2,10,452,0,918,6076,165,0,0,28,0,0,0,562,3060,0,0,0,0,3706,2074,6076,3060
BEVERLY2,2006,6,11,2604,0,0,0,0,3,25,46,6,255,5,3,3,492,2,7,475,2,1201,7109,167,0,0,41,0,0,0,580,3844,0,0,0,0,4627,2522,7109,3844
BILLERICA1,278,0,2,383,0,0,0,0,0,5,6,3,39,1,1,1,79,0,0,50,1,283,1087,30,0,0,0,0,0,0,108,834,0,0,0,0,663,469,1087,834
BILLERICA10,281,1,2,371,0,0,0,0,1,5,6,0,59,0,1,0,68,0,0,59,0,358,859,26,0,0,0,0,0,0,80,1061,0,0,0,0,655,556,859,1061
BILLERICA11,238,1,3,329,1,0,0,0,0,7,8,1,47,2,0,1,59,0,3,60,0,320,852,21,0,0,0,0,0,0,87,912,0,0,0,0,571,508,852,912
BILLERICA2,310,2,7,410,0,0,0,0,0,8,12,1,41,0,0,1,62,1,3,69,1,304,999,31,0,0,0,0,0,0,101,930,0,0,0,0,729,503,999,930
BILLERICA3,287,3,8,347,0,0,0,0,0,6,13,0,39,0,0,0,47,1,1,67,0,286,957,19,0,0,0,0,0,0,85,929,0,0,0,0,645,460,957,929
BILLERICA4,234,1,1,269,0,0,0,0,0,3,9,0,32,0,1,0,48,0,2,58,0,287,804,24,0,0,0,0,0,0,73,803,0,0,0,0,505,440,804,803
BILLERICA5,303,0,2,348,0,0,0,0,0,7,15,2,58,0,0,1,71,0,2,107,0,380,953,17,0,0,0,0,0,0,93,1093,0,0,0,0,653,643,953,1093
BILLERICA6,214,0,3,292,0,0,0,0,0,5,7,2,63,1,0,0,77,0,2,85,0,262,795,32,0,0,0,0,0,0,81,820,0,0,0,0,509,504,795,820
