precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_grn_CHERNEY,pri_grn_CURRY,pri_grn_KREML,pri_grn_MESPLAY,pri_grn_STEIN,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FEEGBEH,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SANDERS,gen_ind_SCHOENKE,gen_lib_JOHNSON,gen_rep_TRUMP,gen_unk_BLUMBERG,gen_unk_KASICH,gen_unk_ROMNEY,gen_unk_RYAN,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
WINTHROP4,306,1,1,217,0,0,0,0,0,3,7,0,19,0,0,0,37,0,0,23,0,170,806,13,0,0,0,0,0,0,28,524,0,0,0,0,525,259,806,524
WINTHROP5,272,3,2,334,0,0,0,0,0,1,12,0,23,0,0,0,37,0,1,52,0,213,884,22,0,0,0,0,0,0,57,706,0,0,0,0,611,339,884,706
WINTHROP6,265,3,2,313,0,0,0,0,0,2,2,0,17,1,0,0,45,2,1,34,0,177,917,32,0,0,0,0,0,0,57,593,0,0,0,0,583,281,917,593
WOBURN1,1718,9,20,1766,0,0,0,0,1,25,55,4,228,3,5,2,279,1,6,361,0,1334,5459,108,0,0,7,0,0,0,410,4022,0,0,0,0,3513,2303,5459,4022
WOBURN2,1817,12,29,1911,0,0,0,0,3,27,51,4,240,3,4,2,308,3,9,334,0,1494,5456,103,0,0,15,0,0,0,381,4320,0,0,0,0,3769,2479,5456,4320
WORCESTER1,2431,13,35,2376,0,0,0,0,4,24,54,8,202,5,3,2,284,2,8,307,1,843,8706,260,0,0,0,0,0,0,446,3190,0,0,0,0,4855,1743,8706,3190
WORCESTER2,2455,8,21,2401,0,0,0,0,5,20,51,8,212,2,3,3,274,0,8,313,1,823,8611,216,0,0,0,0,0,0,515,3527,0,0,0,0,4885,1718,8611,3527
WORCESTER3,2251,6,28,2307,0,0,0,0,6,27,61,5,198,1,0,2,234,1,4,276,3,836,8319,256,0,0,0,0,0,0,486,3436,0,0,0,0,4592,1648,8319,3436
WORCESTER4,2548,12,23,2301,0,0,0,0,1,18,48,4,234,2,2,2,218,4,10,296,0,827,8714,249,0,0,0,0,0,0,447,3477,0,0,0,0,4884,1665,8714,3477
WORCESTER5,2470,11,21,2264,0,0,0,1,5,34,63,5,268,3,3,1,258,0,5,325,0,942,8734,191,0,0,0,0,0,0,516,4102,0,0,0,0,4766,1907,8734,4102
WORTHINGTON1,98,0,0,251,0,0,0,0,1,1,7,1,28,0,1,0,34,0,0,7,0,50,430,46,0,0,0,0,0,0,41,229,0,0,0,0,349,129,430,229
WRENTHAM1,214,1,3,303,0,0,0,0,0,5,12,3,59,1,2,0,100,1,1,112,1,293,950,23,0,0,9,0,0,0,139,1011,0,0,0,0,521,590,950,1011
WRENTHAM2,267,0,1,261,0,0,0,0,0,3,21,3,57,2,0,0,127,2,2,135,0,292,1016,24,0,0,8,0,0,0,131,1062,0,0,0,0,529,644,1016,1062
WRENTHAM3,264,1,3,344,0,0,0,0,0,3,9,1,58,0,0,0,107,0,5,128,0,253,1086,32,0,0,7,0,0,0,120,920,0,0,0,0,612,564,1086,920
YARMOUTH1,369,0,2,343,0,0,0,0,0,7,25,5,44,0,2,0,129,0,0,84,0,308,1204,33,0,0,0,0,0,0,80,854,0,0,0,0,714,604,1204,854
YARMOUTH2,328,2,7,327,0,0,0,0,1,8,18,2,40,1,1,1,113,0,0,95,0,314,1155,24,0,0,0,0,0,0,97,912,0,0,0,0,664,593,1155,912
YARMOUTH3,276,0,2,217,0,0,0,0,0,8,6,5,27,2,0,0,55,1,1,54,0,206,904,18,0,0,0,0,0,0,63,663,0,0,0,0,495,365,904,663
YARMOUTH4,343,1,3,325,0,0,0,0,0,11,13,1,43,2,0,0,71,0,1,74,0,319,1002,31,0,0,0,0,0,0,79,860,0,0,0,0,672,535,1002,860
YARMOUTH5,222,0,1,260,0,0,0,0,0,5,18,1,33,2,0,2,45,0,0,58,0,239,881,26,0,0,0,0,0,0,61,797,0,0,0,0,483,403,881,797
YARMOUTH6,251,2,0,236,0,0,0,0,0,6,9,1,31,1,1,0,47,0,0,64,1,244,907,30,0,0,0,0,0,0,65,753,0,0,0,0,489,405,907,753
YARMOUTH7,457,1,4,342,0,0,0,0,0,8,22,3,54,1,1,0,163,0,3,133,1,353,1251,28,0,0,0,0,0,0,92,1009,0,0,0,0,804,742,1251,1009
