precinct_code,gen_dem_CLINTON,gen_ind_CLINTON,gen_ind_JOHNSON,gen_ind_STEIN,gen_ind_TRUMP,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_ind_CLINTON,pri_ind_CRUZ,pri_ind_KASICH,pri_ind_SANDERS,pri_ind_TRUMP,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Linn-410435,303.0,0.0,43.0,25.0,0.0,267.0,62.0,127.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,57.0,638.0,98.0,189.0
Linn-4104350,103.0,0.0,26.0,2.0,0.0,295.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,88.0,426.0,124.0,77.0
Linn-4104351,25.0,0.0,11.0,3.0,0.0,149.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,48.0,188.0,77.0,17.0
Linn-4104352,89.0,0.0,35.0,8.0,0.0,241.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,49.0,373.0,71.0,56.0
Linn-4104353,145.0,0.0,22.0,10.0,0.0,494.0,47.0,74.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,178.0,671.0,226.0,121.0
Linn-4104354,79.0,0.0,19.0,7.0,0.0,228.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,92.0,333.0,130.0,59.0
Linn-4104355,123.0,0.0,26.0,11.0,0.0,368.0,32.0,52.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,118.0,528.0,164.0,84.0
Linn-4104356,201.0,0.0,47.0,5.0,0.0,453.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,49.0,16.0,146.0,706.0,211.0,131.0
Linn-4104357,12.0,0.0,2.0,2.0,0.0,31.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,12.0,47.0,24.0,7.0
Linn-4104358,8.0,0.0,2.0,0.0,0.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,41.0,19.0,4.0
Linn-4104359,109.0,0.0,40.0,13.0,0.0,270.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,65.0,432.0,98.0,73.0
Linn-4104360,173.0,0.0,55.0,18.0,0.0,330.0,50.0,66.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,85.0,576.0,123.0,116.0
Linn-4104361,85.0,0.0,16.0,6.0,0.0,192.0,23.0,39.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,43.0,299.0,72.0,62.0
Linn-4104362,198.0,0.0,37.0,29.0,0.0,502.0,57.0,92.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,130.0,766.0,163.0,149.0
Linn-4104363,283.0,0.0,52.0,9.0,0.0,750.0,79.0,124.0,0.0,0.0,0.0,0.0,0.0,71.0,49.0,208.0,1094.0,328.0,203.0
Linn-4104365,8.0,0.0,5.0,0.0,0.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,34.0,18.0,4.0
Linn-4104366,51.0,0.0,10.0,5.0,0.0,147.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,38.0,213.0,54.0,43.0
Linn-4104367,101.0,0.0,33.0,15.0,0.0,293.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,80.0,442.0,124.0,83.0
Linn-4104368,26.0,0.0,14.0,9.0,0.0,115.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,19.0,164.0,33.0,19.0
Linn-4104370,147.0,0.0,21.0,10.0,0.0,365.0,44.0,63.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,116.0,543.0,174.0,107.0
Linn-4104371,17.0,0.0,8.0,4.0,0.0,87.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,24.0,116.0,33.0,13.0
Linn-4104373,290.0,0.0,45.0,20.0,0.0,506.0,79.0,125.0,0.0,0.0,0.0,0.0,0.0,55.0,28.0,176.0,861.0,259.0,204.0
Linn-4104374,176.0,0.0,35.0,18.0,0.0,521.0,59.0,72.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,122.0,750.0,172.0,131.0
Linn-4104375,203.0,0.0,38.0,14.0,0.0,578.0,90.0,95.0,0.0,0.0,0.0,0.0,0.0,90.0,40.0,207.0,833.0,337.0,185.0
Linn-4104376,313.0,0.0,57.0,16.0,0.0,658.0,95.0,86.0,0.0,0.0,0.0,0.0,0.0,36.0,35.0,201.0,1044.0,272.0,181.0
Linn-4104377,103.0,0.0,20.0,3.0,0.0,297.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,77.0,423.0,100.0,88.0
Linn-4104378,176.0,0.0,26.0,14.0,0.0,387.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,125.0,603.0,171.0,133.0
Linn-4104379,398.0,0.0,73.0,32.0,0.0,626.0,93.0,142.0,0.0,0.0,0.0,0.0,0.0,53.0,41.0,147.0,1129.0,241.0,235.0
Linn-410438,330.0,0.0,70.0,39.0,0.0,388.0,77.0,125.0,0.0,0.0,0.0,0.0,0.0,46.0,15.0,92.0,827.0,153.0,202.0
Linn-4104380,253.0,0.0,34.0,21.0,0.0,605.0,65.0,86.0,0.0,0.0,0.0,0.0,0.0,47.0,15.0,174.0,913.0,236.0,151.0
Linn-4104382,99.0,0.0,21.0,5.0,0.0,241.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,57.0,366.0,90.0,64.0
Linn-4104383,5.0,0.0,2.0,0.0,0.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,22.0,10.0,4.0
Linn-4104384,311.0,0.0,41.0,32.0,0.0,344.0,79.0,141.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,64.0,728.0,97.0,220.0
Linn-4104386,255.0,0.0,54.0,16.0,0.0,792.0,69.0,115.0,0.0,0.0,0.0,0.0,0.0,70.0,16.0,264.0,1117.0,350.0,184.0
Linn-4104387,97.0,0.0,23.0,8.0,0.0,275.0,37.0,51.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,83.0,403.0,134.0,88.0
Linn-4104388,214.0,0.0,58.0,18.0,0.0,431.0,55.0,93.0,0.0,0.0,0.0,0.0,0.0,49.0,21.0,94.0,721.0,164.0,148.0
Linn-4104389,227.0,0.0,38.0,8.0,0.0,338.0,77.0,71.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,113.0,611.0,169.0,148.0
Linn-4104391,352.0,0.0,86.0,36.0,0.0,481.0,53.0,149.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,141.0,955.0,191.0,202.0
Linn-4104392,584.0,0.0,113.0,45.0,0.0,719.0,152.0,236.0,0.0,0.0,0.0,0.0,0.0,59.0,48.0,212.0,1461.0,319.0,388.0
Linn-4104393,600.0,0.0,120.0,37.0,0.0,893.0,148.0,220.0,0.0,0.0,0.0,0.0,0.0,72.0,39.0,246.0,1650.0,357.0,368.0
Linn-4104394,279.0,0.0,59.0,21.0,0.0,356.0,60.0,135.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,98.0,715.0,134.0,195.0
Linn-4104395,313.0,0.0,54.0,26.0,0.0,572.0,78.0,135.0,0.0,0.0,0.0,0.0,0.0,48.0,34.0,171.0,965.0,253.0,213.0
Linn-4104396,364.0,0.0,41.0,16.0,0.0,341.0,120.0,111.0,0.0,0.0,0.0,0.0,0.0,28.0,55.0,129.0,762.0,212.0,231.0
Linn-4104397,227.0,0.0,55.0,16.0,0.0,509.0,57.0,70.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,153.0,807.0,215.0,127.0
Linn-4104399,67.0,0.0,20.0,2.0,0.0,251.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,57.0,340.0,92.0,57.0
Linn-41043Total,17995.0,0.0,3431.0,1339.0,0.0,33488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56253.0,0.0,0.0
Malheur-410451 - Ontario 1,263.0,0.0,41.0,24.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,45.0,48.0,207.0,328.0,300.0,68.0
Malheur-4104510 - City of Adrian,22.0,0.0,7.0,1.0,0.0,46.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,76.0,16.0,14.0
Malheur-4104511 - Rural Adrian,50.0,0.0,19.0,7.0,0.0,438.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,145.0,514.0,214.0,31.0
Malheur-4104512 - City of Vale,160.0,0.0,35.0,15.0,0.0,468.0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,159.0,678.0,212.0,90.0
Malheur-4104513 - South Rural Vale,56.0,0.0,21.0,1.0,0.0,445.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,151.0,523.0,224.0,39.0
Malheur-4104514 - North Rural Vale,86.0,0.0,28.0,9.0,0.0,566.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,230.0,689.0,288.0,60.0
Malheur-4104515 - Willoworeek,18.0,0.0,5.0,1.0,0.0,202.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,98.0,226.0,118.0,12.0
Malheur-4104516 - Brogan,15.0,0.0,5.0,0.0,0.0,54.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,74.0,18.0,9.0
Malheur-4104517 - lronside,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,33.0,19.0,0.0
Malheur-4104518 - Harper,11.0,0.0,0.0,0.0,0.0,138.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,62.0,149.0,73.0,8.0
Malheur-4104519 - Juntura,0.0,0.0,2.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,37.0,74.0,42.0,1.0
Malheur-410452 - Ontario 2,337.0,0.0,65.0,41.0,0.0,430.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,38.0,17.0,105.0,873.0,160.0,146.0
Malheur-4104520 - City of Jordan Valley,5.0,0.0,0.0,0.0,0.0,81.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,45.0,86.0,57.0,6.0
Malheur-4104521 - Rural Jordan Valley,4.0,0.0,2.0,0.0,0.0,129.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,47.0,135.0,64.0,3.0
Malheur-4104522 - Arock,2.0,0.0,0.0,0.0,0.0,87.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,42.0,89.0,49.0,2.0
Malheur-4104523 - McDermitt,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,30.0,13.0,0.0
Malheur-4104524 - Annex/Huntington,31.0,0.0,8.0,3.0,0.0,123.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,34.0,165.0,43.0,16.0
Malheur-410453 - Ontario 3,250.0,0.0,28.0,13.0,0.0,431.0,61.0,60.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,146.0,722.0,189.0,121.0
Malheur-410454 - Ontario 4,241.0,0.0,39.0,21.0,0.0,511.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,37.0,35.0,179.0,812.0,251.0,112.0
Malheur-410455 - Applegate,48.0,0.0,13.0,3.0,0.0,282.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,72.0,346.0,105.0,35.0
Malheur-410456 - Fair/Ontario Heights,158.0,0.0,29.0,5.0,0.0,572.0,35.0,39.0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,179.0,764.0,230.0,74.0
Malheur-410457 - Butte/Cairo,120.0,0.0,24.0,13.0,0.0,449.0,29.0,49.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,176.0,606.0,232.0,78.0
Malheur-410458 - City of Nyssa,280.0,0.0,33.0,11.0,0.0,431.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,46.0,14.0,151.0,755.0,211.0,118.0
Malheur-410459 - Rural Nyssa,88.0,0.0,23.0,9.0,0.0,625.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,43.0,19.0,242.0,745.0,304.0,63.0
Marion-41047310,1146.0,0.0,84.0,68.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,56.0,36.0,141.0,1298.0,233.0,439.0
Marion-41047311,1453.0,0.0,148.0,109.0,0.0,821.0,339.0,576.0,0.0,0.0,0.0,0.0,0.0,81.0,59.0,236.0,2531.0,376.0,915.0
Marion-41047312,1108.0,0.0,125.0,66.0,0.0,470.0,269.0,557.0,0.0,0.0,0.0,0.0,0.0,64.0,62.0,109.0,1769.0,235.0,826.0
Marion-41047320,561.0,0.0,57.0,16.0,0.0,291.0,127.0,172.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,74.0,925.0,143.0,299.0
Marion-41047321,608.0,0.0,68.0,34.0,0.0,318.0,128.0,233.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,63.0,1028.0,115.0,361.0
Marion-41047322,55.0,0.0,4.0,1.0,0.0,24.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0,84.0,18.0,40.0
Marion-41047323,1373.0,0.0,106.0,64.0,0.0,561.0,416.0,540.0,0.0,0.0,0.0,0.0,0.0,74.0,66.0,159.0,2104.0,299.0,956.0
Marion-41047324,45.0,0.0,3.0,3.0,0.0,27.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,78.0,11.0,21.0
Marion-41047325,847.0,0.0,103.0,57.0,0.0,678.0,199.0,325.0,0.0,0.0,0.0,0.0,0.0,59.0,40.0,194.0,1685.0,293.0,524.0
Marion-41047326,30.0,0.0,2.0,1.0,0.0,20.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,53.0,4.0,18.0
Marion-41047330,997.0,0.0,93.0,48.0,0.0,818.0,273.0,365.0,0.0,0.0,0.0,0.0,0.0,95.0,85.0,275.0,1956.0,455.0,638.0
Marion-41047331,364.0,0.0,33.0,19.0,0.0,346.0,110.0,125.0,0.0,0.0,0.0,0.0,0.0,41.0,30.0,99.0,762.0,170.0,235.0
Marion-41047332,372.0,0.0,49.0,10.0,0.0,254.0,55.0,91.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,66.0,685.0,84.0,146.0
Marion-41047333,405.0,0.0,59.0,21.0,0.0,463.0,126.0,108.0,0.0,0.0,0.0,0.0,0.0,47.0,19.0,146.0,948.0,212.0,234.0
Marion-41047334,72.0,0.0,13.0,1.0,0.0,67.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,27.0,153.0,44.0,35.0
Marion-41047335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047336,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
Marion-41047337,1702.0,0.0,165.0,69.0,0.0,1398.0,509.0,576.0,0.0,0.0,0.0,0.0,0.0,178.0,169.0,406.0,3334.0,753.0,1085.0
Marion-41047340,953.0,0.0,120.0,41.0,0.0,994.0,226.0,253.0,0.0,0.0,0.0,0.0,0.0,90.0,94.0,303.0,2108.0,487.0,479.0
Marion-41047341,951.0,0.0,102.0,43.0,0.0,1001.0,273.0,295.0,0.0,0.0,0.0,0.0,0.0,111.0,107.0,348.0,2097.0,566.0,568.0
Marion-41047342,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0
Marion-41047343,1355.0,0.0,160.0,46.0,0.0,1386.0,368.0,389.0,0.0,0.0,0.0,0.0,0.0,146.0,110.0,453.0,2947.0,709.0,757.0
Marion-41047344,1675.0,0.0,204.0,62.0,0.0,1528.0,512.0,536.0,0.0,0.0,0.0,0.0,0.0,171.0,163.0,476.0,3469.0,810.0,1048.0
Marion-41047350,1023.0,0.0,101.0,79.0,0.0,701.0,192.0,327.0,0.0,0.0,0.0,0.0,0.0,49.0,32.0,150.0,1904.0,231.0,519.0
Marion-41047351,213.0,0.0,23.0,9.0,0.0,198.0,31.0,55.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,34.0,443.0,66.0,86.0
Marion-41047352,164.0,0.0,20.0,4.0,0.0,181.0,34.0,59.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,40.0,369.0,63.0,93.0
Marion-41047353,539.0,0.0,62.0,35.0,0.0,572.0,156.0,146.0,0.0,0.0,0.0,0.0,0.0,56.0,39.0,159.0,1208.0,254.0,302.0
Marion-41047354,55.0,0.0,3.0,1.0,0.0,56.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,19.0,115.0,27.0,30.0
Marion-41047355,20.0,0.0,2.0,1.0,0.0,22.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,45.0,11.0,15.0
Marion-41047356,20.0,0.0,0.0,1.0,0.0,30.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,51.0,7.0,8.0
Marion-41047357,734.0,0.0,65.0,47.0,0.0,594.0,138.0,242.0,0.0,0.0,0.0,0.0,0.0,47.0,33.0,153.0,1440.0,233.0,380.0
Marion-41047361,307.0,0.0,27.0,12.0,0.0,142.0,37.0,98.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,26.0,488.0,45.0,135.0
Marion-41047362,428.0,0.0,40.0,33.0,0.0,251.0,105.0,185.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,76.0,752.0,119.0,290.0
Marion-41047363,1268.0,0.0,151.0,81.0,0.0,1178.0,277.0,372.0,0.0,0.0,0.0,0.0,0.0,123.0,58.0,314.0,2678.0,495.0,649.0
Marion-41047364,710.0,0.0,62.0,35.0,0.0,683.0,163.0,226.0,0.0,0.0,0.0,0.0,0.0,91.0,37.0,214.0,1490.0,342.0,389.0
Marion-41047365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047370,1153.0,0.0,96.0,43.0,0.0,443.0,424.0,357.0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,136.0,1735.0,270.0,781.0
Marion-41047371,1684.0,0.0,164.0,59.0,0.0,1121.0,529.0,495.0,0.0,0.0,0.0,0.0,0.0,100.0,179.0,400.0,3028.0,679.0,1024.0
Marion-41047372,504.0,0.0,52.0,15.0,0.0,314.0,144.0,209.0,0.0,0.0,0.0,0.0,0.0,41.0,35.0,89.0,885.0,165.0,353.0
Marion-41047373,1108.0,0.0,118.0,37.0,0.0,963.0,366.0,372.0,0.0,0.0,0.0,0.0,0.0,131.0,128.0,322.0,2226.0,581.0,738.0
Marion-41047374,570.0,0.0,87.0,22.0,0.0,550.0,148.0,218.0,0.0,0.0,0.0,0.0,0.0,72.0,42.0,136.0,1229.0,250.0,366.0
Marion-41047375,938.0,0.0,120.0,70.0,0.0,877.0,228.0,365.0,0.0,0.0,0.0,0.0,0.0,99.0,64.0,212.0,2005.0,375.0,593.0
Marion-41047376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047401,1135.0,0.0,145.0,37.0,0.0,1456.0,298.0,291.0,0.0,0.0,0.0,0.0,0.0,183.0,129.0,453.0,2773.0,765.0,589.0
Marion-41047402,829.0,0.0,100.0,30.0,0.0,1022.0,291.0,233.0,0.0,0.0,0.0,0.0,0.0,112.0,118.0,426.0,1981.0,656.0,524.0
Marion-41047403,1103.0,0.0,157.0,46.0,0.0,1384.0,277.0,347.0,0.0,0.0,0.0,0.0,0.0,164.0,142.0,443.0,2690.0,749.0,624.0
Marion-41047404,866.0,0.0,124.0,58.0,0.0,1082.0,245.0,289.0,0.0,0.0,0.0,0.0,0.0,123.0,58.0,293.0,2130.0,474.0,534.0
Marion-41047405,614.0,0.0,97.0,28.0,0.0,840.0,157.0,179.0,0.0,0.0,0.0,0.0,0.0,74.0,59.0,264.0,1579.0,397.0,336.0
Marion-41047406,1143.0,0.0,183.0,45.0,0.0,1456.0,325.0,378.0,0.0,0.0,0.0,0.0,0.0,159.0,95.0,395.0,2827.0,649.0,703.0
Marion-41047407,1144.0,0.0,159.0,72.0,0.0,1248.0,222.0,417.0,0.0,0.0,0.0,0.0,0.0,120.0,57.0,337.0,2623.0,514.0,639.0
Marion-41047408,56.0,0.0,7.0,9.0,0.0,41.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,113.0,5.0,31.0
Marion-41047505,73.0,0.0,14.0,2.0,0.0,124.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,42.0,213.0,58.0,44.0
Marion-41047515,154.0,0.0,25.0,9.0,0.0,250.0,39.0,49.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,75.0,438.0,103.0,88.0
Marion-41047525,257.0,0.0,33.0,14.0,0.0,330.0,54.0,114.0,0.0,0.0,0.0,0.0,0.0,43.0,16.0,104.0,634.0,163.0,168.0
Marion-41047535,438.0,0.0,62.0,22.0,0.0,546.0,101.0,131.0,0.0,0.0,0.0,0.0,0.0,47.0,24.0,135.0,1068.0,206.0,232.0
Marion-41047545,305.0,0.0,34.0,15.0,0.0,226.0,53.0,65.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,45.0,580.0,74.0,118.0
Marion-41047555,524.0,0.0,74.0,24.0,0.0,694.0,151.0,162.0,0.0,0.0,0.0,0.0,0.0,85.0,44.0,187.0,1316.0,316.0,313.0
Marion-41047577,129.0,0.0,32.0,1.0,0.0,272.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,82.0,434.0,139.0,64.0
Marion-41047578,5.0,0.0,3.0,0.0,0.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,31.0,13.0,4.0
Marion-41047579,46.0,0.0,6.0,5.0,0.0,98.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,32.0,155.0,51.0,34.0
Marion-41047580,299.0,0.0,64.0,17.0,0.0,598.0,82.0,96.0,0.0,0.0,0.0,0.0,0.0,65.0,60.0,194.0,978.0,319.0,178.0
Marion-41047581,809.0,0.0,117.0,47.0,0.0,1559.0,229.0,254.0,0.0,0.0,0.0,0.0,0.0,106.0,96.0,498.0,2532.0,700.0,483.0
Marion-41047582,154.0,0.0,24.0,7.0,0.0,362.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,42.0,18.0,117.0,547.0,177.0,82.0
Marion-41047583,233.0,0.0,37.0,7.0,0.0,550.0,67.0,81.0,0.0,0.0,0.0,0.0,0.0,64.0,39.0,169.0,827.0,272.0,148.0
Marion-41047584,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,19.0,9.0,0.0
Marion-41047586,134.0,0.0,23.0,14.0,0.0,284.0,39.0,49.0,0.0,0.0,0.0,0.0,0.0,41.0,19.0,109.0,455.0,169.0,88.0
Marion-41047587,20.0,0.0,4.0,5.0,0.0,74.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,20.0,103.0,40.0,21.0
Marion-41047588,56.0,0.0,6.0,0.0,0.0,47.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,109.0,14.0,17.0
Marion-41047589,6.0,0.0,1.0,0.0,0.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,34.0,15.0,4.0
Marion-41047590,152.0,0.0,34.0,6.0,0.0,419.0,30.0,54.0,0.0,0.0,0.0,0.0,0.0,68.0,34.0,123.0,611.0,225.0,84.0
Marion-41047615,37.0,0.0,15.0,5.0,0.0,114.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,25.0,171.0,44.0,31.0
Marion-41047625,879.0,0.0,125.0,40.0,0.0,775.0,225.0,316.0,0.0,0.0,0.0,0.0,0.0,111.0,68.0,205.0,1819.0,384.0,541.0
Marion-41047635,1320.0,0.0,164.0,82.0,0.0,1260.0,343.0,488.0,0.0,0.0,0.0,0.0,0.0,139.0,124.0,390.0,2826.0,653.0,831.0
Marion-41047645,444.0,0.0,81.0,11.0,0.0,874.0,146.0,143.0,0.0,0.0,0.0,0.0,0.0,85.0,71.0,249.0,1410.0,405.0,289.0
Marion-41047655,1008.0,0.0,201.0,68.0,0.0,1955.0,300.0,387.0,0.0,0.0,0.0,0.0,0.0,219.0,127.0,618.0,3232.0,964.0,687.0
Marion-41047674,220.0,0.0,40.0,10.0,0.0,642.0,64.0,90.0,0.0,0.0,0.0,0.0,0.0,43.0,21.0,240.0,912.0,304.0,154.0
Marion-41047676,253.0,0.0,52.0,7.0,0.0,564.0,72.0,92.0,0.0,0.0,0.0,0.0,0.0,83.0,36.0,205.0,876.0,324.0,164.0
Marion-41047677,107.0,0.0,16.0,2.0,0.0,160.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,51.0,285.0,93.0,53.0
Marion-41047678,757.0,0.0,86.0,39.0,0.0,798.0,189.0,247.0,0.0,0.0,0.0,0.0,0.0,64.0,46.0,224.0,1680.0,334.0,436.0
Marion-41047679,239.0,0.0,46.0,8.0,0.0,640.0,63.0,95.0,0.0,0.0,0.0,0.0,0.0,77.0,71.0,207.0,933.0,355.0,158.0
Marion-41047680,63.0,0.0,20.0,5.0,0.0,236.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,71.0,324.0,141.0,46.0
Marion-41047681,335.0,0.0,43.0,11.0,0.0,598.0,100.0,148.0,0.0,0.0,0.0,0.0,0.0,64.0,46.0,195.0,987.0,305.0,248.0
Marion-41047682,762.0,0.0,116.0,34.0,0.0,1411.0,245.0,261.0,0.0,0.0,0.0,0.0,0.0,174.0,124.0,449.0,2323.0,747.0,506.0
Marion-41047683,63.0,0.0,9.0,3.0,0.0,187.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,60.0,262.0,105.0,40.0
Marion-41047684,181.0,0.0,12.0,11.0,0.0,373.0,42.0,79.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,108.0,577.0,190.0,121.0
Marion-41047686,31.0,0.0,6.0,1.0,0.0,101.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,37.0,139.0,59.0,17.0
Marion-41047687,38.0,0.0,4.0,1.0,0.0,44.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,11.0,87.0,26.0,25.0
Marion-41047688,77.0,0.0,9.0,4.0,0.0,154.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,49.0,244.0,78.0,48.0
Marion-41047689,7.0,0.0,0.0,1.0,0.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,21.0,4.0,5.0
