precinct_code,gen_dem_CLINTON,gen_ind_CLINTON,gen_ind_JOHNSON,gen_ind_STEIN,gen_ind_TRUMP,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_ind_CLINTON,pri_ind_CRUZ,pri_ind_KASICH,pri_ind_SANDERS,pri_ind_TRUMP,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Marion-41047690,1053.0,0.0,113.0,57.0,0.0,960.0,206.0,315.0,0.0,0.0,0.0,0.0,0.0,115.0,67.0,275.0,2183.0,457.0,521.0
Marion-41047691,1347.0,0.0,153.0,68.0,0.0,1556.0,383.0,431.0,0.0,0.0,0.0,0.0,0.0,193.0,118.0,413.0,3124.0,724.0,814.0
Marion-41047692,13.0,0.0,1.0,0.0,0.0,26.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,40.0,15.0,5.0
Marion-41047694,421.0,0.0,66.0,26.0,0.0,446.0,94.0,128.0,0.0,0.0,0.0,0.0,0.0,48.0,26.0,140.0,959.0,214.0,222.0
Marion-41047696,811.0,0.0,84.0,54.0,0.0,864.0,218.0,245.0,0.0,0.0,0.0,0.0,0.0,86.0,59.0,252.0,1813.0,397.0,463.0
Marion-41047697,740.0,0.0,105.0,40.0,0.0,806.0,162.0,251.0,0.0,0.0,0.0,0.0,0.0,72.0,47.0,234.0,1691.0,353.0,413.0
Marion-41047698,283.0,0.0,45.0,21.0,0.0,518.0,85.0,113.0,0.0,0.0,0.0,0.0,0.0,60.0,44.0,153.0,867.0,257.0,198.0
Marion-41047705,238.0,0.0,54.0,16.0,0.0,633.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,70.0,39.0,183.0,941.0,292.0,134.0
Marion-41047715,382.0,0.0,107.0,22.0,0.0,991.0,97.0,153.0,0.0,0.0,0.0,0.0,0.0,88.0,43.0,258.0,1502.0,389.0,250.0
Marion-41047725,372.0,0.0,78.0,31.0,0.0,796.0,76.0,141.0,0.0,0.0,0.0,0.0,0.0,86.0,33.0,249.0,1277.0,368.0,217.0
Marion-41047779,294.0,0.0,27.0,5.0,0.0,435.0,83.0,101.0,0.0,0.0,0.0,0.0,0.0,46.0,50.0,148.0,761.0,244.0,184.0
Marion-41047780,438.0,0.0,33.0,13.0,0.0,494.0,137.0,127.0,0.0,0.0,0.0,0.0,0.0,44.0,71.0,180.0,978.0,295.0,264.0
Marion-41047781,254.0,0.0,28.0,13.0,0.0,257.0,76.0,70.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,94.0,552.0,150.0,146.0
Marion-41047782,118.0,0.0,20.0,4.0,0.0,162.0,22.0,49.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,67.0,304.0,99.0,71.0
Marion-41047783,148.0,0.0,18.0,9.0,0.0,309.0,47.0,45.0,0.0,0.0,0.0,0.0,0.0,52.0,29.0,115.0,484.0,196.0,92.0
Marion-41047784,74.0,0.0,8.0,8.0,0.0,67.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,16.0,157.0,34.0,47.0
Marion-41047786,56.0,0.0,18.0,3.0,0.0,160.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,60.0,237.0,85.0,46.0
Marion-41047787,621.0,0.0,100.0,17.0,0.0,1358.0,209.0,187.0,0.0,0.0,0.0,0.0,0.0,147.0,73.0,428.0,2096.0,648.0,396.0
Marion-41047788,542.0,0.0,79.0,32.0,0.0,1056.0,194.0,210.0,0.0,0.0,0.0,0.0,0.0,143.0,66.0,383.0,1709.0,592.0,404.0
Marion-41047789,470.0,0.0,75.0,31.0,0.0,1179.0,134.0,203.0,0.0,0.0,0.0,0.0,0.0,125.0,62.0,336.0,1755.0,523.0,337.0
Marion-41047790,41.0,0.0,9.0,7.0,0.0,154.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,46.0,211.0,70.0,40.0
Marion-41047815,699.0,0.0,54.0,25.0,0.0,540.0,170.0,150.0,0.0,0.0,0.0,0.0,0.0,62.0,39.0,146.0,1318.0,247.0,320.0
Marion-41047825,485.0,0.0,54.0,23.0,0.0,276.0,81.0,112.0,0.0,0.0,0.0,0.0,0.0,28.0,13.0,64.0,838.0,105.0,193.0
Marion-41047835,519.0,0.0,23.0,18.0,0.0,423.0,155.0,128.0,0.0,0.0,0.0,0.0,0.0,28.0,41.0,173.0,983.0,242.0,283.0
Marion-41047845,929.0,0.0,71.0,23.0,0.0,847.0,343.0,243.0,0.0,0.0,0.0,0.0,0.0,97.0,69.0,306.0,1870.0,472.0,586.0
Marion-41047855,744.0,0.0,62.0,37.0,0.0,574.0,185.0,195.0,0.0,0.0,0.0,0.0,0.0,52.0,45.0,176.0,1417.0,273.0,380.0
Marion-41047865,424.0,0.0,32.0,20.0,0.0,300.0,86.0,121.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,73.0,776.0,103.0,207.0
Marion-41047905,35.0,0.0,8.0,1.0,0.0,71.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,115.0,18.0,19.0
Marion-41047915,55.0,0.0,7.0,8.0,0.0,144.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,38.0,214.0,55.0,38.0
Marion-41047925,36.0,0.0,7.0,1.0,0.0,80.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,26.0,124.0,32.0,29.0
Marion-41047935,7.0,0.0,2.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,7.0,2.0
Marion-41047981,120.0,0.0,16.0,9.0,0.0,153.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,46.0,298.0,63.0,93.0
Marion-41047982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morrow-41049,0.0,0.0,0.0,0.0,0.0,0.0,294.0,337.0,0.0,0.0,0.0,0.0,0.0,265.0,157.0,870.0,0.0,1292.0,631.0
Morrow-410491,386.0,0.0,70.0,16.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,170.0,472.0,246.0,86.0
Morrow-410492,325.0,0.0,84.0,21.0,0.0,905.0,81.0,101.0,0.0,0.0,0.0,0.0,0.0,63.0,27.0,243.0,1335.0,333.0,182.0
Morrow-410493,39.0,0.0,13.0,5.0,0.0,250.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,102.0,307.0,146.0,39.0
Morrow-410494,61.0,0.0,13.0,4.0,0.0,253.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,36.0,23.0,108.0,331.0,167.0,54.0
Morrow-410495,206.0,0.0,58.0,6.0,0.0,778.0,79.0,102.0,0.0,0.0,0.0,0.0,0.0,92.0,61.0,247.0,1048.0,400.0,181.0
Multnomah-410512701,441.0,0.0,15.0,11.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,53.0,467.0,113.0,71.0
Multnomah-410512702,544.0,0.0,33.0,5.0,0.0,166.0,213.0,116.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,78.0,748.0,158.0,329.0
Multnomah-410513101,853.0,0.0,50.0,29.0,0.0,240.0,253.0,251.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,94.0,1172.0,127.0,504.0
Multnomah-410513102,1099.0,0.0,71.0,61.0,0.0,500.0,328.0,379.0,0.0,0.0,0.0,0.0,0.0,45.0,54.0,159.0,1731.0,258.0,707.0
Multnomah-410513103,334.0,0.0,27.0,9.0,0.0,203.0,98.0,109.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,60.0,573.0,94.0,207.0
Multnomah-410513301,8116.0,0.0,288.0,216.0,0.0,717.0,2400.0,2116.0,0.0,0.0,0.0,0.0,0.0,49.0,170.0,204.0,9337.0,423.0,4516.0
Multnomah-410513303,2486.0,0.0,104.0,48.0,0.0,615.0,760.0,444.0,0.0,0.0,0.0,0.0,0.0,38.0,147.0,206.0,3253.0,391.0,1204.0
Multnomah-410513304,431.0,0.0,18.0,12.0,0.0,93.0,144.0,135.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,33.0,554.0,60.0,279.0
Multnomah-410513501,613.0,0.0,29.0,29.0,0.0,200.0,184.0,206.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,60.0,871.0,111.0,390.0
Multnomah-410513502,3458.0,0.0,150.0,131.0,0.0,669.0,1056.0,1142.0,0.0,0.0,0.0,0.0,0.0,72.0,142.0,262.0,4408.0,476.0,2198.0
Multnomah-410513602,4530.0,0.0,151.0,165.0,0.0,388.0,1113.0,1485.0,0.0,0.0,0.0,0.0,0.0,24.0,123.0,100.0,5234.0,247.0,2598.0
Multnomah-410513603,5742.0,0.0,215.0,267.0,0.0,759.0,1439.0,1910.0,0.0,0.0,0.0,0.0,0.0,40.0,163.0,215.0,6983.0,418.0,3349.0
Multnomah-410513604,101.0,0.0,4.0,2.0,0.0,41.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,17.0,148.0,36.0,54.0
Multnomah-410513605,1783.0,0.0,78.0,54.0,0.0,278.0,646.0,437.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,126.0,2193.0,277.0,1083.0
Multnomah-410513606,1356.0,0.0,38.0,39.0,0.0,166.0,419.0,508.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,55.0,1599.0,105.0,927.0
Multnomah-410513607,4430.0,0.0,158.0,121.0,0.0,539.0,1551.0,1322.0,0.0,0.0,0.0,0.0,0.0,45.0,180.0,191.0,5248.0,416.0,2873.0
Multnomah-410513608,3263.0,0.0,153.0,98.0,0.0,520.0,1039.0,841.0,0.0,0.0,0.0,0.0,0.0,30.0,166.0,181.0,4034.0,377.0,1880.0
Multnomah-410513609,363.0,0.0,16.0,4.0,0.0,78.0,167.0,72.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,29.0,461.0,81.0,239.0
Multnomah-410513610,2715.0,0.0,92.0,88.0,0.0,408.0,924.0,818.0,0.0,0.0,0.0,0.0,0.0,30.0,131.0,127.0,3303.0,288.0,1742.0
Multnomah-410513611,3927.0,0.0,175.0,137.0,0.0,620.0,1264.0,1324.0,0.0,0.0,0.0,0.0,0.0,53.0,146.0,196.0,4859.0,395.0,2588.0
Multnomah-410513612,4062.0,0.0,148.0,206.0,0.0,511.0,1058.0,1460.0,0.0,0.0,0.0,0.0,0.0,24.0,90.0,160.0,4927.0,274.0,2518.0
Multnomah-410513801,59.0,0.0,3.0,2.0,0.0,12.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,76.0,8.0,37.0
Multnomah-410513802,6519.0,0.0,299.0,194.0,0.0,1133.0,2124.0,2194.0,0.0,0.0,0.0,0.0,0.0,118.0,270.0,423.0,8145.0,811.0,4318.0
Multnomah-410513803,4455.0,0.0,183.0,185.0,0.0,590.0,1265.0,1644.0,0.0,0.0,0.0,0.0,0.0,49.0,126.0,189.0,5413.0,364.0,2909.0
Multnomah-410513804,932.0,0.0,58.0,30.0,0.0,146.0,290.0,279.0,0.0,0.0,0.0,0.0,0.0,12.0,37.0,41.0,1166.0,90.0,569.0
Multnomah-410513805,596.0,0.0,28.0,19.0,0.0,96.0,203.0,191.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,40.0,739.0,72.0,394.0
Multnomah-410513806,1271.0,0.0,57.0,34.0,0.0,442.0,421.0,329.0,0.0,0.0,0.0,0.0,0.0,25.0,76.0,153.0,1804.0,254.0,750.0
Multnomah-410513807,690.0,0.0,52.0,13.0,0.0,236.0,227.0,130.0,0.0,0.0,0.0,0.0,0.0,13.0,89.0,113.0,991.0,215.0,357.0
Multnomah-410513808,197.0,0.0,2.0,3.0,0.0,10.0,26.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,212.0,7.0,79.0
Multnomah-410514101,6628.0,0.0,200.0,247.0,0.0,696.0,1882.0,2653.0,0.0,0.0,0.0,0.0,0.0,71.0,144.0,223.0,7771.0,438.0,4535.0
Multnomah-410514102,3205.0,0.0,143.0,174.0,0.0,611.0,710.0,1513.0,0.0,0.0,0.0,0.0,0.0,56.0,69.0,155.0,4133.0,280.0,2223.0
Multnomah-410514103,2925.0,0.0,122.0,71.0,0.0,339.0,1089.0,851.0,0.0,0.0,0.0,0.0,0.0,31.0,159.0,137.0,3457.0,327.0,1940.0
Multnomah-410514203,7055.0,0.0,152.0,423.0,0.0,345.0,1134.0,3623.0,0.0,0.0,0.0,0.0,0.0,18.0,46.0,76.0,7975.0,140.0,4757.0
Multnomah-410514204,6810.0,0.0,149.0,359.0,0.0,362.0,1614.0,3106.0,0.0,0.0,0.0,0.0,0.0,34.0,69.0,100.0,7680.0,203.0,4720.0
Multnomah-410514205,3419.0,0.0,60.0,144.0,0.0,220.0,869.0,1517.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,68.0,3843.0,120.0,2386.0
Multnomah-410514207,4287.0,0.0,74.0,203.0,0.0,185.0,894.0,2080.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,63.0,4749.0,102.0,2974.0
Multnomah-410514208,2364.0,0.0,73.0,118.0,0.0,157.0,551.0,1125.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,32.0,2712.0,70.0,1676.0
Multnomah-410514209,5486.0,0.0,170.0,345.0,0.0,460.0,1083.0,2677.0,0.0,0.0,0.0,0.0,0.0,35.0,71.0,108.0,6461.0,214.0,3760.0
Multnomah-410514210,7466.0,0.0,231.0,386.0,0.0,846.0,1580.0,3524.0,0.0,0.0,0.0,0.0,0.0,80.0,110.0,231.0,8929.0,421.0,5104.0
Multnomah-410514301,7484.0,0.0,122.0,345.0,0.0,373.0,1727.0,3234.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,84.0,8324.0,154.0,4961.0
Multnomah-410514302,7840.0,0.0,196.0,318.0,0.0,466.0,1701.0,3143.0,0.0,0.0,0.0,0.0,0.0,48.0,96.0,103.0,8820.0,247.0,4844.0
Multnomah-410514304,6186.0,0.0,119.0,227.0,0.0,330.0,1897.0,2283.0,0.0,0.0,0.0,0.0,0.0,28.0,56.0,114.0,6862.0,198.0,4180.0
Multnomah-410514305,7202.0,0.0,167.0,358.0,0.0,713.0,1747.0,3041.0,0.0,0.0,0.0,0.0,0.0,74.0,71.0,201.0,8440.0,346.0,4788.0
Multnomah-410514306,1519.0,0.0,56.0,43.0,0.0,94.0,428.0,626.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,31.0,1712.0,57.0,1054.0
Multnomah-410514310,6694.0,0.0,131.0,241.0,0.0,264.0,1808.0,2594.0,0.0,0.0,0.0,0.0,0.0,30.0,51.0,61.0,7330.0,142.0,4402.0
Multnomah-410514401,6404.0,0.0,262.0,364.0,0.0,901.0,1271.0,2772.0,0.0,0.0,0.0,0.0,0.0,76.0,83.0,194.0,7931.0,353.0,4043.0
Multnomah-410514402,6611.0,0.0,243.0,313.0,0.0,1170.0,1538.0,2613.0,0.0,0.0,0.0,0.0,0.0,76.0,113.0,321.0,8337.0,510.0,4151.0
Multnomah-410514403,5803.0,0.0,169.0,253.0,0.0,527.0,1326.0,2608.0,0.0,0.0,0.0,0.0,0.0,44.0,78.0,130.0,6752.0,252.0,3934.0
Multnomah-410514404,6679.0,0.0,255.0,274.0,0.0,817.0,1541.0,2722.0,0.0,0.0,0.0,0.0,0.0,62.0,106.0,228.0,8025.0,396.0,4263.0
Multnomah-410514409,1192.0,0.0,56.0,78.0,0.0,314.0,250.0,493.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,88.0,1640.0,117.0,743.0
Multnomah-410514501,8074.0,0.0,214.0,210.0,0.0,722.0,3045.0,2610.0,0.0,0.0,0.0,0.0,0.0,80.0,214.0,279.0,9220.0,573.0,5655.0
Multnomah-410514502,3370.0,0.0,124.0,111.0,0.0,466.0,816.0,1405.0,0.0,0.0,0.0,0.0,0.0,32.0,63.0,127.0,4071.0,222.0,2221.0
Multnomah-410514503,3013.0,0.0,78.0,88.0,0.0,241.0,1015.0,1079.0,0.0,0.0,0.0,0.0,0.0,28.0,68.0,77.0,3420.0,173.0,2094.0
Multnomah-410514505,5666.0,0.0,175.0,194.0,0.0,671.0,1537.0,2267.0,0.0,0.0,0.0,0.0,0.0,55.0,124.0,203.0,6706.0,382.0,3804.0
Multnomah-410514506,2057.0,0.0,98.0,130.0,0.0,562.0,421.0,846.0,0.0,0.0,0.0,0.0,0.0,54.0,60.0,147.0,2847.0,261.0,1267.0
Multnomah-410514508,2865.0,0.0,122.0,180.0,0.0,482.0,599.0,1284.0,0.0,0.0,0.0,0.0,0.0,46.0,37.0,123.0,3649.0,206.0,1883.0
Multnomah-410514509,1395.0,0.0,84.0,63.0,0.0,596.0,335.0,471.0,0.0,0.0,0.0,0.0,0.0,68.0,65.0,147.0,2138.0,280.0,806.0
Multnomah-410514510,1278.0,0.0,71.0,47.0,0.0,587.0,364.0,395.0,0.0,0.0,0.0,0.0,0.0,50.0,74.0,198.0,1983.0,322.0,759.0
Multnomah-410514511,1332.0,0.0,89.0,85.0,0.0,532.0,265.0,499.0,0.0,0.0,0.0,0.0,0.0,38.0,35.0,135.0,2038.0,208.0,764.0
Multnomah-410514512,354.0,0.0,29.0,12.0,0.0,97.0,112.0,126.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,29.0,492.0,57.0,238.0
Multnomah-410514601,7476.0,0.0,197.0,319.0,0.0,768.0,2085.0,3181.0,0.0,0.0,0.0,0.0,0.0,97.0,149.0,229.0,8760.0,475.0,5266.0
Multnomah-410514602,2955.0,0.0,80.0,81.0,0.0,258.0,1151.0,901.0,0.0,0.0,0.0,0.0,0.0,30.0,114.0,112.0,3374.0,256.0,2052.0
Multnomah-410514604,3552.0,0.0,164.0,198.0,0.0,914.0,612.0,1510.0,0.0,0.0,0.0,0.0,0.0,61.0,71.0,217.0,4828.0,349.0,2122.0
Multnomah-410514605,3531.0,0.0,131.0,196.0,0.0,515.0,794.0,1615.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,147.0,4373.0,244.0,2409.0
Multnomah-410514606,6931.0,0.0,235.0,434.0,0.0,1074.0,1341.0,3370.0,0.0,0.0,0.0,0.0,0.0,84.0,92.0,280.0,8674.0,456.0,4711.0
Multnomah-410514607,2057.0,0.0,118.0,85.0,0.0,753.0,523.0,612.0,0.0,0.0,0.0,0.0,0.0,94.0,108.0,208.0,3013.0,410.0,1135.0
Multnomah-410514608,811.0,0.0,34.0,61.0,0.0,186.0,154.0,367.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,42.0,1092.0,66.0,521.0
Multnomah-410514701,1410.0,0.0,73.0,43.0,0.0,631.0,446.0,335.0,0.0,0.0,0.0,0.0,0.0,67.0,84.0,204.0,2157.0,355.0,781.0
Multnomah-410514702,427.0,0.0,31.0,17.0,0.0,193.0,116.0,148.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,55.0,668.0,79.0,264.0
Multnomah-410514703,1125.0,0.0,93.0,43.0,0.0,556.0,329.0,391.0,0.0,0.0,0.0,0.0,0.0,52.0,62.0,190.0,1817.0,304.0,720.0
Multnomah-410514704,1994.0,0.0,137.0,69.0,0.0,1030.0,638.0,582.0,0.0,0.0,0.0,0.0,0.0,82.0,126.0,352.0,3230.0,560.0,1220.0
Multnomah-410514705,2997.0,0.0,173.0,156.0,0.0,1032.0,652.0,1091.0,0.0,0.0,0.0,0.0,0.0,113.0,87.0,270.0,4358.0,470.0,1743.0
Multnomah-410514706,1550.0,0.0,116.0,95.0,0.0,927.0,405.0,563.0,0.0,0.0,0.0,0.0,0.0,63.0,46.0,226.0,2688.0,335.0,968.0
Multnomah-410514707,950.0,0.0,70.0,45.0,0.0,330.0,223.0,358.0,0.0,0.0,0.0,0.0,0.0,35.0,44.0,107.0,1395.0,186.0,581.0
Multnomah-410514708,2006.0,0.0,112.0,101.0,0.0,833.0,461.0,669.0,0.0,0.0,0.0,0.0,0.0,70.0,61.0,215.0,3052.0,346.0,1130.0
Multnomah-410514709,958.0,0.0,80.0,59.0,0.0,460.0,243.0,357.0,0.0,0.0,0.0,0.0,0.0,41.0,37.0,126.0,1557.0,204.0,600.0
Multnomah-410514710,1678.0,0.0,122.0,93.0,0.0,930.0,327.0,602.0,0.0,0.0,0.0,0.0,0.0,75.0,54.0,214.0,2823.0,343.0,929.0
Multnomah-410514801,683.0,0.0,47.0,36.0,0.0,410.0,156.0,262.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,99.0,1176.0,171.0,418.0
Multnomah-410514802,29.0,0.0,1.0,1.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,15.0
Multnomah-410514803,3697.0,0.0,237.0,292.0,0.0,1197.0,658.0,1647.0,0.0,0.0,0.0,0.0,0.0,54.0,48.0,233.0,5423.0,335.0,2305.0
Multnomah-410514804,808.0,0.0,50.0,57.0,0.0,260.0,151.0,316.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,48.0,1175.0,84.0,467.0
Multnomah-410514805,413.0,0.0,24.0,26.0,0.0,201.0,78.0,171.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,41.0,664.0,64.0,249.0
Multnomah-410514806,733.0,0.0,60.0,35.0,0.0,436.0,187.0,260.0,0.0,0.0,0.0,0.0,0.0,43.0,44.0,127.0,1264.0,214.0,447.0
Multnomah-410514807,1400.0,0.0,98.0,58.0,0.0,675.0,311.0,495.0,0.0,0.0,0.0,0.0,0.0,49.0,23.0,154.0,2231.0,226.0,806.0
Multnomah-410514901,15.0,0.0,0.0,4.0,0.0,29.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,48.0,14.0,12.0
Multnomah-410514902,14.0,0.0,2.0,0.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,29.0,5.0,7.0
Multnomah-410514903,2065.0,0.0,160.0,93.0,0.0,1486.0,591.0,574.0,0.0,0.0,0.0,0.0,0.0,109.0,82.0,425.0,3804.0,616.0,1165.0
Multnomah-410514904,3181.0,0.0,417.0,185.0,0.0,3083.0,829.0,1057.0,0.0,0.0,0.0,0.0,0.0,263.0,191.0,797.0,6866.0,1251.0,1886.0
Multnomah-410514905,93.0,0.0,8.0,1.0,0.0,134.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,39.0,236.0,63.0,55.0
Multnomah-410514906,541.0,0.0,60.0,36.0,0.0,405.0,130.0,176.0,0.0,0.0,0.0,0.0,0.0,28.0,25.0,92.0,1042.0,145.0,306.0
Multnomah-410514907,134.0,0.0,6.0,6.0,0.0,94.0,60.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,41.0,240.0,54.0,94.0
Multnomah-410514908,864.0,0.0,100.0,41.0,0.0,779.0,228.0,267.0,0.0,0.0,0.0,0.0,0.0,59.0,47.0,249.0,1784.0,355.0,495.0
Multnomah-410514909,1897.0,0.0,196.0,104.0,0.0,1397.0,508.0,605.0,0.0,0.0,0.0,0.0,0.0,131.0,90.0,326.0,3594.0,547.0,1113.0
Multnomah-410514910,1733.0,0.0,125.0,82.0,0.0,961.0,424.0,455.0,0.0,0.0,0.0,0.0,0.0,84.0,72.0,250.0,2901.0,406.0,879.0
Multnomah-410514911,1812.0,0.0,179.0,96.0,0.0,1316.0,412.0,550.0,0.0,0.0,0.0,0.0,0.0,95.0,79.0,332.0,3403.0,506.0,962.0
Multnomah-410515001,1786.0,0.0,165.0,118.0,0.0,1007.0,402.0,582.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,262.0,3076.0,371.0,984.0
Multnomah-410515002,2831.0,0.0,327.0,133.0,0.0,2482.0,658.0,887.0,0.0,0.0,0.0,0.0,0.0,177.0,161.0,636.0,5773.0,974.0,1545.0
Multnomah-410515003,482.0,0.0,43.0,27.0,0.0,380.0,148.0,141.0,0.0,0.0,0.0,0.0,0.0,33.0,30.0,102.0,932.0,165.0,289.0
Multnomah-410515004,2807.0,0.0,241.0,125.0,0.0,2177.0,791.0,988.0,0.0,0.0,0.0,0.0,0.0,186.0,196.0,670.0,5350.0,1052.0,1779.0
Multnomah-410515006,1323.0,0.0,167.0,80.0,0.0,1398.0,376.0,423.0,0.0,0.0,0.0,0.0,0.0,119.0,115.0,406.0,2968.0,640.0,799.0
Multnomah-410515007,1580.0,0.0,166.0,89.0,0.0,1218.0,393.0,518.0,0.0,0.0,0.0,0.0,0.0,86.0,107.0,288.0,3053.0,481.0,911.0
Multnomah-410515008,1483.0,0.0,122.0,40.0,0.0,1230.0,494.0,432.0,0.0,0.0,0.0,0.0,0.0,97.0,106.0,424.0,2875.0,627.0,926.0
Multnomah-410515009,448.0,0.0,34.0,14.0,0.0,325.0,114.0,142.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,72.0,821.0,95.0,256.0
Multnomah-410515101,392.0,0.0,27.0,19.0,0.0,211.0,87.0,126.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,38.0,649.0,62.0,213.0
Multnomah-410515102,2024.0,0.0,182.0,114.0,0.0,1288.0,465.0,765.0,0.0,0.0,0.0,0.0,0.0,101.0,72.0,296.0,3608.0,469.0,1230.0
Multnomah-410515103,1148.0,0.0,97.0,62.0,0.0,705.0,271.0,361.0,0.0,0.0,0.0,0.0,0.0,59.0,49.0,160.0,2012.0,268.0,632.0
Multnomah-410515104,1720.0,0.0,145.0,80.0,0.0,1164.0,462.0,564.0,0.0,0.0,0.0,0.0,0.0,70.0,83.0,318.0,3109.0,471.0,1026.0
Multnomah-410515105,123.0,0.0,16.0,4.0,0.0,179.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,60.0,322.0,80.0,79.0
Multnomah-410515106,719.0,0.0,60.0,51.0,0.0,534.0,197.0,240.0,0.0,0.0,0.0,0.0,0.0,48.0,45.0,130.0,1364.0,223.0,437.0
Multnomah-410515107,329.0,0.0,32.0,9.0,0.0,352.0,92.0,69.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,107.0,722.0,161.0,161.0
Multnomah-410515202,1000.0,0.0,117.0,50.0,0.0,1133.0,301.0,485.0,0.0,0.0,0.0,0.0,0.0,119.0,78.0,465.0,2300.0,662.0,786.0
Multnomah-410515203,616.0,0.0,77.0,27.0,0.0,965.0,198.0,193.0,0.0,0.0,0.0,0.0,0.0,84.0,54.0,308.0,1685.0,446.0,391.0
Multnomah-410515204,1201.0,0.0,179.0,63.0,0.0,1307.0,327.0,363.0,0.0,0.0,0.0,0.0,0.0,123.0,92.0,333.0,2750.0,548.0,690.0
Polk-41053102,261.0,0.0,36.0,11.0,0.0,394.0,0.0,0.0,0.0,41.0,30.0,111.0,118.0,0.0,0.0,0.0,702.0,0.0,0.0
Polk-41053106,402.0,0.0,65.0,30.0,0.0,848.0,0.0,0.0,109.0,87.0,32.0,170.0,246.0,0.0,0.0,0.0,1345.0,0.0,0.0
Polk-41053110,208.0,0.0,24.0,20.0,0.0,346.0,0.0,0.0,49.0,9.0,7.0,78.0,88.0,0.0,0.0,0.0,598.0,0.0,0.0
Polk-41053118,1015.0,0.0,123.0,53.0,0.0,1285.0,0.0,0.0,330.0,149.0,143.0,307.0,429.0,0.0,0.0,0.0,2476.0,0.0,0.0
Polk-41053122,517.0,0.0,60.0,19.0,0.0,652.0,0.0,0.0,189.0,60.0,49.0,144.0,209.0,0.0,0.0,0.0,1248.0,0.0,0.0
