precinct_code,gen_dem_ADAMS,gen_dem_CLINTON,gen_dem_PENDLETON,gen_dem_TERRY,gen_dem_THOMAS,gen_grn_STEIN,gen_ind_BOLAR,gen_ind_BOYLES,gen_ind_BROWN,gen_ind_BUCHANAN,gen_ind_CARLISLE,gen_ind_CASTLE,gen_ind_DUNCAN,gen_ind_EDGELL,gen_ind_FLIPPIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HARTNELL,gen_ind_HEDGES,gen_ind_HOEFLING,gen_ind_II,gen_ind_JR.,gen_ind_KAHN,gen_ind_KEITA,gen_ind_KOTLIKOFF,gen_ind_LASH,gen_ind_LIBRACE,gen_ind_LOCKE,gen_ind_MALDANADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOREAU,gen_ind_OLKOWSKI,gen_ind_PUSKAR,gen_ind_RIVA,gen_ind_SCHOENKE,gen_ind_SCHRINER,gen_ind_SMITH,gen_ind_SOLDJAH,gen_ind_SOLTYSIK,gen_ind_SR,gen_ind_SYMONETTE,gen_ind_VAKIL,gen_ind_VALDIVIA,gen_ind_VOGEL-WALCUTT,gen_ind_WHITE,gen_ind_WILLIAMS,gen_ind_WYSINGER,gen_lib_JOHNSON,gen_rep_BORING,gen_rep_BREIVOGEL,gen_rep_GATES,gen_rep_MCCARTHY,gen_rep_REID,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
BALTIMORE_CITY_008-002,0,467,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,27,229,0,65,0,0,1,2,0,0,3,0,0,1,6,510,13,294
BALTIMORE_CITY_008-003,0,534,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,308,1,72,0,0,0,0,0,0,0,0,0,0,3,566,3,381
BALTIMORE_CITY_008-004,0,143,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,0,21,0,0,0,0,0,0,0,0,0,0,0,148,0,88
BALTIMORE_CITY_008-005,0,511,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,306,0,80,0,1,1,0,1,0,0,0,0,0,1,530,4,386
BALTIMORE_CITY_008-006,0,769,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,414,0,118,0,0,1,3,0,0,0,0,0,0,3,807,7,532
BALTIMORE_CITY_008-007,0,575,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,286,1,85,0,0,0,0,1,0,1,0,0,0,2,588,4,372
BALTIMORE_CITY_008-008,0,358,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,77,194,2,166,0,0,0,12,0,0,13,0,0,0,16,467,41,362
BALTIMORE_CITY_008-009,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,14,0,4,0,0,0,0,0,0,0,0,0,0,1,30,1,18
BALTIMORE_CITY_008-010,0,934,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,550,0,137,1,1,0,4,0,0,0,1,0,0,1,964,8,687
BALTIMORE_CITY_008-011,0,189,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,0,20,0,0,0,1,0,0,0,0,0,0,0,198,1,125
BALTIMORE_CITY_009-001,0,210,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,97,0,49,0,0,0,0,0,0,1,0,0,0,0,225,1,146
BALTIMORE_CITY_009-002,1,309,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,158,1,44,0,0,0,3,0,0,3,1,0,0,1,338,8,203
BALTIMORE_CITY_009-003,0,483,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,237,1,134,0,0,0,3,0,0,1,0,0,0,2,521,6,372
BALTIMORE_CITY_009-004,0,610,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,374,1,220,0,0,0,5,0,0,5,1,0,0,9,664,20,595
BALTIMORE_CITY_009-005,0,445,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,21,257,1,157,0,1,0,5,0,0,4,0,4,0,1,487,15,415
BALTIMORE_CITY_009-006,0,581,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,349,1,162,0,0,0,1,1,0,0,0,0,1,2,617,5,512
BALTIMORE_CITY_009-007,0,612,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,325,1,123,0,1,0,2,0,0,2,0,0,0,1,644,6,449
BALTIMORE_CITY_009-008,0,462,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,232,0,66,0,1,0,2,0,0,0,0,0,0,1,486,4,298
BALTIMORE_CITY_009-009,0,293,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,158,0,60,0,0,0,0,0,0,1,0,0,0,3,317,4,218
BALTIMORE_CITY_009-010,0,480,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,214,1,129,0,0,0,0,0,0,1,0,0,0,1,511,2,344
BALTIMORE_CITY_009-011,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,38,0,9,0,0,0,0,0,0,0,0,0,0,0,86,0,47
BALTIMORE_CITY_009-012,0,481,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,277,2,72,0,0,0,0,0,0,0,0,0,0,0,500,0,351
BALTIMORE_CITY_009-013,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,82,0,23,0,0,0,0,0,0,0,0,0,0,0,191,0,105
BALTIMORE_CITY_009-014,0,573,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,289,1,85,0,1,0,1,0,0,0,0,0,0,0,600,2,375
BALTIMORE_CITY_009-015,0,613,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,307,0,89,0,0,0,0,0,0,1,0,0,0,0,643,1,396
BALTIMORE_CITY_010-001,0,414,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,254,0,57,0,0,0,1,1,0,0,0,0,0,0,423,2,311
BALTIMORE_CITY_010-002,0,496,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,275,1,61,0,1,0,0,0,0,0,0,0,0,0,511,1,337
BALTIMORE_CITY_010-003,0,150,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,29,0,11,0,0,0,0,0,0,0,0,0,0,0,159,0,40
BALTIMORE_CITY_010-004,0,202,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,137,2,39,0,0,0,0,0,0,0,0,0,1,1,207,2,178
BALTIMORE_CITY_011-001,0,570,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,50,204,0,282,0,1,0,5,0,0,13,0,0,0,16,670,35,486
BALTIMORE_CITY_011-002,0,172,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,79,0,81,0,0,0,6,0,0,6,0,0,0,4,211,16,160
BALTIMORE_CITY_011-003,0,602,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,44,317,1,211,0,1,0,2,0,0,12,0,0,0,15,690,30,529
BALTIMORE_CITY_011-004,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,32,0,20
BALTIMORE_CITY_011-005,0,452,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,27,171,0,177,0,0,0,3,0,0,6,0,0,1,6,514,16,348
BALTIMORE_CITY_011-006,0,809,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,73,340,1,374,0,1,0,6,0,1,15,2,2,0,23,931,50,715
BALTIMORE_CITY_011-007,0,571,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,51,214,0,262,2,2,0,7,0,0,5,0,0,0,8,667,24,476
BALTIMORE_CITY_012-001,0,964,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,165,597,3,300,2,1,0,18,0,0,37,1,0,0,44,1188,103,900
BALTIMORE_CITY_012-002,0,85,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,52,0,27,0,0,0,0,0,0,10,0,0,0,6,113,16,79
BALTIMORE_CITY_012-003,0,310,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,36,88,1,169,0,1,0,2,1,0,4,1,0,1,7,373,17,258
BALTIMORE_CITY_012-004,0,495,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,39,162,0,213,1,0,0,4,0,0,3,0,0,0,10,570,18,375
BALTIMORE_CITY_012-005,0,446,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,29,145,2,256,0,1,0,3,0,0,5,0,0,0,5,511,14,403
BALTIMORE_CITY_012-006,0,353,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,25,109,0,188,0,0,0,3,1,0,3,0,0,0,6,420,13,297
BALTIMORE_CITY_012-007,0,563,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,242,0,205,0,0,0,0,0,1,2,0,1,0,3,612,7,447
BALTIMORE_CITY_012-008,0,549,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,30,187,0,339,0,0,0,2,0,0,9,0,1,0,4,633,16,526
BALTIMORE_CITY_012-009,0,543,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,101,156,1,291,0,0,0,5,0,0,6,1,0,0,23,706,35,448
BALTIMORE_CITY_012-010,0,489,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,24,192,0,150,0,0,0,0,0,0,0,0,0,0,2,536,2,342
BALTIMORE_CITY_012-011,0,355,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,136,0,98,0,1,0,0,0,0,2,0,1,0,7,388,11,234
BALTIMORE_CITY_012-012,0,541,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,20,167,2,200,0,0,0,1,0,0,3,0,0,0,3,606,7,369
BALTIMORE_CITY_012-013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALTIMORE_CITY_013-001,0,423,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,50,223,0,163,0,1,1,6,1,0,18,1,0,0,11,500,39,386
BALTIMORE_CITY_013-002,0,424,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,129,175,2,191,0,0,0,10,0,0,10,0,0,0,28,592,48,368
BALTIMORE_CITY_013-003,0,650,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,237,192,2,423,0,1,0,15,1,0,22,1,0,0,44,979,84,617
BALTIMORE_CITY_013-004,0,351,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,184,102,2,206,0,1,0,11,0,0,14,1,1,0,54,582,82,310
BALTIMORE_CITY_013-005,0,290,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,95,99,0,136,0,1,0,1,0,0,11,1,0,0,21,414,35,235
BALTIMORE_CITY_013-006,0,239,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,150,0,48,0,0,0,0,0,0,0,1,0,0,0,253,1,198
BALTIMORE_CITY_013-007,0,501,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,269,2,78,0,2,1,1,0,0,0,0,0,0,0,523,4,349
BALTIMORE_CITY_013-008,0,608,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,330,1,166,0,0,0,0,0,0,0,0,0,0,1,645,1,497
BALTIMORE_CITY_013-009,0,363,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,142,0,79,0,0,0,0,0,0,1,0,0,0,0,383,1,221
BALTIMORE_CITY_013-010,0,485,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,313,0,161,2,0,0,2,0,0,3,1,0,0,5,525,13,474
BALTIMORE_CITY_013-011,0,767,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,160,227,2,464,0,1,0,8,0,0,19,0,0,0,31,1004,59,693
BALTIMORE_CITY_013-012,0,682,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,142,221,1,356,1,1,1,9,0,0,27,0,0,0,24,881,63,578
BALTIMORE_CITY_013-013,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,18,1,20,0,0,0,4,0,0,2,0,0,0,1,44,7,39
BALTIMORE_CITY_014-001,0,391,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,173,1,170,0,0,0,5,0,0,8,0,0,0,4,429,17,344
BALTIMORE_CITY_014-002,0,301,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,135,0,94,1,0,0,1,0,0,3,0,0,0,3,320,8,229
BALTIMORE_CITY_014-003,0,288,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,120,0,56,0,0,0,1,0,0,1,0,0,0,0,310,2,176
BALTIMORE_CITY_014-004,0,803,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,454,1,196,0,0,0,1,0,0,10,0,0,0,3,852,14,651
BALTIMORE_CITY_014-005,1,167,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,92,0,15,0,0,0,1,0,0,0,0,0,0,0,177,1,107
BALTIMORE_CITY_015-001,0,451,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,281,0,68,0,0,0,1,0,0,0,0,1,0,1,474,3,349
BALTIMORE_CITY_015-002,0,261,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,154,1,48,0,0,0,3,0,0,0,0,0,0,0,273,3,203
BALTIMORE_CITY_015-003,0,733,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,458,0,128,0,0,1,1,0,0,1,0,0,0,3,768,6,586
BALTIMORE_CITY_015-004,0,283,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,156,1,49,0,2,0,1,0,0,2,0,0,0,0,300,5,206
BALTIMORE_CITY_015-005,0,409,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,236,0,113,0,0,0,0,0,0,1,0,0,0,1,447,2,349
BALTIMORE_CITY_015-006,0,574,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,363,0,124,0,1,0,0,0,0,0,0,0,0,0,603,1,487
BALTIMORE_CITY_015-007,0,426,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,268,1,80,0,0,0,0,0,0,1,0,0,0,2,438,3,349
BALTIMORE_CITY_015-008,0,219,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,167,0,56,0,0,2,1,0,0,1,1,0,0,1,234,6,223
BALTIMORE_CITY_015-009,0,825,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,23,457,0,136,0,1,0,3,0,0,0,0,0,0,3,870,7,593
BALTIMORE_CITY_015-010,0,401,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,279,0,91,0,2,1,0,1,0,1,0,1,0,4,437,10,370
BALTIMORE_CITY_015-011,0,446,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,220,2,75,0,0,0,1,0,0,0,0,0,0,0,473,1,297
BALTIMORE_CITY_015-012,0,84,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,15,0,0,0,0,0,0,0,0,0,0,0,87,0,50
BALTIMORE_CITY_015-013,0,234,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,118,0,30,0,0,0,1,0,0,1,0,0,0,1,241,3,148
BALTIMORE_CITY_015-014,0,445,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,275,1,77,0,0,0,0,0,0,1,0,0,0,2,461,3,353
BALTIMORE_CITY_015-015,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,126,0,27,0,0,0,0,0,0,0,0,0,0,0,216,0,153
